OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;ALTA;126.4;145.6;20.0;08/06/2026
2;ANDINA;ANTIOQUIA;APARTADÓ;05045;ALTA;73.4;125.7;25.0;08/06/2026
3;ANDINA;ANTIOQUIA;COCORNÁ;05197;ALTA;126.9;137.6;16.0;08/06/2026
4;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;ALTA;57.6;65.9;20.0;08/06/2026
5;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;ALTA;55.9;62.9;16.0;08/06/2026
6;ANDINA;ANTIOQUIA;EL SANTUARIO;05697;ALTA;92.9;110.3;17.0;08/06/2026
7;ANDINA;ANTIOQUIA;GRANADA;05313;ALTA;325.4;338.8;16.0;08/06/2026
8;ANDINA;ANTIOQUIA;GUATAPÉ;05321;ALTA;186.3;207.6;20.0;08/06/2026
9;ANDINA;ANTIOQUIA;NECOCLÍ;05490;ALTA;72.4;88.2;21.0;08/06/2026
10;ANDINA;ANTIOQUIA;PEÑOL;05541;ALTA;135.2;163.7;19.0;08/06/2026
11;ANDINA;ANTIOQUIA;PUERTO NARE;05585;ALTA;43.8;53.0;15.0;08/06/2026
12;ANDINA;ANTIOQUIA;SAN CARLOS;05649;ALTA;176.4;191.2;20.0;08/06/2026
13;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;ALTA;77.1;86.4;16.0;08/06/2026
14;ANDINA;ANTIOQUIA;SAN LUIS;05660;ALTA;145.0;155.4;17.0;08/06/2026
15;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;204.9;224.8;20.0;08/06/2026
16;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;62.8;83.1;20.0;08/06/2026
17;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;ALTA;67.3;89.7;20.0;08/06/2026
18;ANDINA;ANTIOQUIA;SONSÓN;05756;ALTA;36.4;43.7;13.0;08/06/2026
19;ANDINA;ANTIOQUIA;TURBO;05837;ALTA;75.2;118.2;24.0;08/06/2026
20;ANDINA;BOYACÁ;CUBARÁ;15223;ALTA;23.7;71.8;28.0;08/06/2026
21;ANDINA;BOYACÁ;SANTA MARÍA;15690;ALTA;27.6;118.8;29.0;08/06/2026
22;PACÍFICO;CAUCA;GUAPI;19318;ALTA;71.5;109.8;23.0;08/06/2026
23;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;60.1;79.4;25.0;08/06/2026
24;PACÍFICO;CAUCA;TIMBIQUÍ;19809;ALTA;108.6;126.7;27.0;08/06/2026
25;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;ALTA;96.8;177.1;27.0;08/06/2026
26;PACÍFICO;CHOCÓ;BAGADÓ;27073;ALTA;48.6;104.3;21.0;08/06/2026
27;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;73.1;140.0;26.0;08/06/2026
28;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;140.6;229.0;26.0;08/06/2026
29;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;46.0;76.7;23.0;08/06/2026
