OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;ALTA;80.0;210.7;26.0;09/03/2026
2;ANDINA;ANTIOQUIA;ANORÍ;05040;ALTA;24.5;131.3;23.0;09/03/2026
3;ANDINA;ANTIOQUIA;APARTADÓ;05045;ALTA;73.4;119.0;23.0;09/03/2026
4;ANDINA;ANTIOQUIA;CAROLINA;05150;ALTA;15.4;145.8;24.0;09/03/2026
5;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;ALTA;39.9;161.3;24.0;09/03/2026
6;ANDINA;ANTIOQUIA;CÁCERES;05120;ALTA;106.3;179.5;18.0;09/03/2026
7;ANDINA;ANTIOQUIA;EL BAGRE;05250;ALTA;41.1;136.0;20.0;09/03/2026
8;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;ALTA;40.3;118.3;20.0;09/03/2026
9;ANDINA;ANTIOQUIA;GUATAPÉ;05321;ALTA;53.9;166.3;24.0;09/03/2026
10;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;ALTA;25.5;149.6;24.0;09/03/2026
11;ANDINA;ANTIOQUIA;SAN CARLOS;05649;ALTA;47.5;150.6;26.0;09/03/2026
12;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;97.3;229.4;26.0;09/03/2026
13;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;59.4;181.6;27.0;09/03/2026
14;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;ALTA;70.2;200.6;25.0;09/03/2026
15;ANDINA;ANTIOQUIA;TARAZÁ;05790;ALTA;52.3;131.2;20.0;09/03/2026
16;ANDINA;ANTIOQUIA;TURBO;05837;ALTA;63.2;128.0;22.0;09/03/2026
17;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;ALTA;53.3;168.2;25.0;09/03/2026
18;ANDINA;BOYACÁ;CHIVOR;15236;ALTA;37.1;174.1;28.0;09/03/2026
19;ANDINA;BOYACÁ;LABRANZAGRANDE;15377;ALTA;74.2;216.2;30.0;09/03/2026
20;ANDINA;BOYACÁ;MACANAL;15425;ALTA;35.2;139.6;27.0;09/03/2026
21;ANDINA;BOYACÁ;MONGUA;15464;ALTA;36.8;110.0;30.0;09/03/2026
22;ANDINA;BOYACÁ;PAJARITO;15518;ALTA;50.0;188.7;30.0;09/03/2026
23;ANDINA;BOYACÁ;PAYA;15533;ALTA;70.5;205.3;27.0;09/03/2026
24;ANDINA;BOYACÁ;PISBA;15550;ALTA;60.6;189.5;28.0;09/03/2026
25;ANDINA;BOYACÁ;SANTA MARÍA;15690;ALTA;44.9;165.0;29.0;09/03/2026
26;AMAZONÍA;CAQUETÁ;EL DONCELLO;18247;ALTA;83.7;150.8;23.0;09/03/2026
27;AMAZONÍA;CAQUETÁ;EL PAUJÍL;18256;ALTA;100.3;200.8;25.0;09/03/2026
28;AMAZONÍA;CAQUETÁ;FLORENCIA;18001;ALTA;55.0;123.5;24.0;09/03/2026
29;AMAZONÍA;CAQUETÁ;LA MONTAÑITA;18410;ALTA;83.8;190.6;26.0;09/03/2026
30;AMAZONÍA;CAQUETÁ;PUERTO RICO;18592;ALTA;52.0;82.4;19.0;09/03/2026
31;AMAZONÍA;CAQUETÁ;SAN JOSÉ DEL FRAGUA;18610;ALTA;41.5;154.5;25.0;09/03/2026
32;ORINOQUÍA;CASANARE;AGUAZUL;85010;ALTA;115.6;201.3;28.0;09/03/2026
33;ORINOQUÍA;CASANARE;MONTERREY;85162;ALTA;28.0;119.6;28.0;09/03/2026
34;ORINOQUÍA;CASANARE;SABANALARGA;85300;ALTA;37.9;144.0;28.0;09/03/2026
35;ORINOQUÍA;CASANARE;TÁMARA;85400;ALTA;33.3;165.9;26.0;09/03/2026
36;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;66.2;184.1;25.0;09/03/2026
