OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;CARACOLÍ;05142;ALTA;133.1;150.9;14.0;24/07/2026
2;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;ALTA;59.0;115.6;13.0;24/07/2026
3;ANDINA;ANTIOQUIA;GIRARDOTA;05308;ALTA;;;;24/07/2026
4;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;ALTA;93.1;134.2;14.0;24/07/2026
5;ANDINA;ANTIOQUIA;MACEO;05425;ALTA;123.4;141.5;16.0;24/07/2026
6;ANDINA;ANTIOQUIA;NECOCLÍ;05490;ALTA;92.6;108.5;18.0;24/07/2026
7;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;ALTA;93.4;126.5;17.0;24/07/2026
8;ANDINA;ANTIOQUIA;PUERTO NARE;05585;ALTA;91.1;132.6;11.0;24/07/2026
9;ANDINA;ANTIOQUIA;SAN CARLOS;05649;ALTA;90.1;128.3;13.0;24/07/2026
10;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;72.5;124.4;14.0;24/07/2026
11;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;105.4;125.7;14.0;24/07/2026
12;ANDINA;ANTIOQUIA;YALÍ;05885;ALTA;97.2;119.0;14.0;24/07/2026
13;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;ALTA;94.3;122.9;15.0;24/07/2026
14;ORINOQUÍA;ARAUCA;FORTUL;81300;ALTA;23.5;78.9;27.0;24/07/2026
15;ORINOQUÍA;ARAUCA;SARAVENA;81736;ALTA;18.3;133.5;28.0;24/07/2026
16;ORINOQUÍA;ARAUCA;TAME;81794;ALTA;25.2;63.3;25.0;24/07/2026
17;ANDINA;BOYACÁ;ALMEIDA;15022;ALTA;63.0;157.7;29.0;24/07/2026
18;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;ALTA;64.8;142.0;30.0;24/07/2026
19;ANDINA;BOYACÁ;CHIVOR;15236;ALTA;85.9;218.9;29.0;24/07/2026
20;ANDINA;BOYACÁ;CUBARÁ;15223;ALTA;20.4;181.0;28.0;24/07/2026
21;ANDINA;BOYACÁ;MACANAL;15425;ALTA;50.7;145.1;29.0;24/07/2026
22;ANDINA;BOYACÁ;PAYA;15533;ALTA;28.7;119.3;25.0;24/07/2026
23;ANDINA;BOYACÁ;SAN LUIS DE GACENO;15667;ALTA;67.8;186.9;30.0;24/07/2026
24;ANDINA;BOYACÁ;SANTA MARÍA;15690;ALTA;116.2;254.8;30.0;24/07/2026
25;ORINOQUÍA;CASANARE;MONTERREY;85162;ALTA;67.4;174.5;29.0;24/07/2026
26;ORINOQUÍA;CASANARE;SABANALARGA;85300;ALTA;45.0;174.5;29.0;24/07/2026
27;ORINOQUÍA;CASANARE;VILLANUEVA;85440;ALTA;80.9;195.7;28.0;24/07/2026
28;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;19.1;133.3;23.0;24/07/2026
29;PACÍFICO;CAUCA;EL TAMBO;19256;ALTA;26.7;101.4;18.0;24/07/2026
30;PACÍFICO;CAUCA;GUAPI;19318;ALTA;54.2;183.5;25.0;24/07/2026
31;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;56.4;284.5;27.0;24/07/2026
32;PACÍFICO;CAUCA;PIAMONTE;19533;ALTA;57.6;123.7;30.0;24/07/2026
33;PACÍFICO;CAUCA;SANTA ROSA;19701;ALTA;28.8;59.5;28.0;24/07/2026
34;PACÍFICO;CAUCA;TIMBIQUÍ;19809;ALTA;32.0;303.0;28.0;24/07/2026
35;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;47.0;97.3;25.0;24/07/2026
36;ANDINA;CUNDINAMARCA;GACHALÁ;25293;ALTA;77.3;231.4;30.0;24/07/2026
37;ANDINA;CUNDINAMARCA;GACHETÁ;25297;ALTA;64.3;158.7;29.0;24/07/2026
38;ANDINA;CUNDINAMARCA;GAMA;25299;ALTA;74.2;200.1;30.0;24/07/2026
39;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;78.1;240.8;30.0;24/07/2026
40;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;ALTA;45.6;93.2;28.0;24/07/2026
41;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;62.6;220.3;29.0;24/07/2026
42;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;ALTA;54.1;190.5;27.0;24/07/2026
43;ANDINA;CUNDINAMARCA;QUETAME;25594;ALTA;64.6;188.4;29.0;24/07/2026
44;ANDINA;CUNDINAMARCA;UBALÁ;25839;ALTA;91.5;238.4;30.0;24/07/2026
45;ANDINA;HUILA;SAN AGUSTÍN;41668;ALTA;15.1;58.9;29.0;24/07/2026
46;CARIBE;LA GUAJIRA;BARRANCAS;44078;ALTA;;;;24/07/2026
47;ORINOQUÍA;META;ACACÍAS;50006;ALTA;41.5;196.6;29.0;24/07/2026
48;ORINOQUÍA;META;CUBARRAL;50223;ALTA;17.5;208.0;29.0;24/07/2026
49;ORINOQUÍA;META;CUMARAL;50226;ALTA;38.1;120.9;26.0;24/07/2026
