OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
53;PACÕFICO;CHOC”;CARMEN DEL DARI…N;27150;Baja;15/07/2026;35.2;81.6;27.0;1
54;PACÕFICO;CHOC”;EL CARMEN DE ATRATO;27245;Baja;15/07/2026;7.0;40.3;17.0;1
55;PACÕFICO;CHOC”;EL LITORAL DEL SAN JUAN;27250;Baja;15/07/2026;20.4;89.4;21.0;1
56;PACÕFICO;CHOC”;MEDIO BAUD”;27430;Baja;15/07/2026;23.7;127.9;26.0;1
57;PACÕFICO;CHOC”;UNGUÕA;27800;Baja;15/07/2026;12.5;70.9;27.0;1
58;ANDINA;CUNDINAMARCA;C¡QUEZA;25151;Baja;15/07/2026;3.1;25.6;28.0;1
59;ANDINA;CUNDINAMARCA;FOSCA;25281;Baja;15/07/2026;7.7;54.0;29.0;1
60;ANDINA;CUNDINAMARCA;JUNÕN;25372;Baja;15/07/2026;14.5;44.5;30.0;1
61;CARIBE;C”RDOBA;MONTELÕBANO;23466;Baja;15/07/2026;13.2;69.2;20.0;1
62;CARIBE;C”RDOBA;SAN JOS… DE UR…;23682;Baja;15/07/2026;-;-;-;1
63;ANDINA;HUILA;ACEVEDO;41006;Baja;15/07/2026;10.8;88.2;28.0;1
64;PACÕFICO;NARI—O;RICAURTE;52612;Baja;15/07/2026;9.4;114.4;28.0;1
65;PACÕFICO;NARI—O;SANTA B¡RBARA;52696;Baja;15/07/2026;5.2;71.9;25.0;1
66;AMAZONÕA;PUTUMAYO;ORITO;86320;Baja;15/07/2026;3.8;47.1;29.0;1
67;ANDINA;ANTIOQUIA;APARTAD”;05045;Moderada;15/07/2026;31.2;116.1;27.0;2
68;ANDINA;ANTIOQUIA;CAREPA;05147;Moderada;15/07/2026;27.7;87.1;27.0;2
69;ANDINA;ANTIOQUIA;CHIGOROD”;05172;Moderada;15/07/2026;34.7;104.6;27.0;2
70;ANDINA;ANTIOQUIA;DABEIBA;05234;Moderada;15/07/2026;24.5;40.7;15.0;2
71;ANDINA;ANTIOQUIA;ITUANGO;05361;Moderada;15/07/2026;29.9;92.7;20.0;2
72;ANDINA;ANTIOQUIA;TURBO;05837;Moderada;15/07/2026;20.2;73.2;26.0;2
73;ANDINA;BOYAC¡;ALMEIDA;15022;Moderada;15/07/2026;13.8;112.9;29.0;2
74;ANDINA;BOYAC¡;CAMPOHERMOSO;15135;Moderada;15/07/2026;23.4;153.5;30.0;2
75;ANDINA;BOYAC¡;CHISCAS;15180;Moderada;15/07/2026;7.1;44.9;20.0;2
76;ANDINA;BOYAC¡;CHIVOR;15236;Moderada;15/07/2026;14.0;155.2;30.0;2
77;ANDINA;BOYAC¡;G‹IC¡N DE LA SIERRA;15332;Moderada;15/07/2026;18.7;95.9;24.0;2
78;ANDINA;BOYAC¡;LABRANZAGRANDE;15377;Moderada;15/07/2026;12.0;145.1;28.0;2
79;ANDINA;BOYAC¡;MIRAFLORES;15455;Moderada;15/07/2026;13.3;111.4;30.0;2
80;ANDINA;BOYAC¡;PAJARITO;15518;Moderada;15/07/2026;16.2;148.6;29.0;2
81;ANDINA;BOYAC¡;PAYA;15533;Moderada;15/07/2026;19.8;168.2;25.0;2
82;ANDINA;BOYAC¡;PISBA;15550;Moderada;15/07/2026;27.3;174.5;26.0;2
83;ANDINA;BOYAC¡;P¡EZ;15514;Moderada;15/07/2026;25.1;125.1;30.0;2
84;ANDINA;BOYAC¡;SAN LUIS DE GACENO;15667;Moderada;15/07/2026;20.0;128.9;30.0;2
85;ANDINA;BOYAC¡;SANTA MARÕA;15690;Moderada;15/07/2026;11.5;190.6;30.0;2
86;ANDINA;BOYAC¡;SOCOT¡;15755;Moderada;15/07/2026;13.9;92.5;22.0;2
87;AMAZONÕA;CAQUET¡;SAN JOS… DEL FRAGUA;18610;Moderada;15/07/2026;7.8;94.7;29.0;2
88;ORINOQUÕA;CASANARE;NUNCHÕA;85225;Moderada;15/07/2026;13.2;170.6;24.0;2
89;ORINOQUÕA;CASANARE;PAZ DE ARIPORO;85250;Moderada;15/07/2026;19.8;149.4;27.0;2
90;ORINOQUÕA;CASANARE;SABANALARGA;85300;Moderada;15/07/2026;35.1;120.4;28.0;2
91;ORINOQUÕA;CASANARE;TAURAMENA;85410;Moderada;15/07/2026;30.0;99.7;26.0;2
92;ORINOQUÕA;CASANARE;VILLANUEVA;85440;Moderada;15/07/2026;44.1;118.5;25.0;2
93;ORINOQUÕA;CASANARE;YOPAL;85001;Moderada;15/07/2026;11.6;134.0;24.0;2
94;PACÕFICO;CAUCA;PIAMONTE;19533;Moderada;15/07/2026;30.2;128.3;30.0;2
95;PACÕFICO;CHOC”;ALTO BAUD”;27025;Moderada;15/07/2026;27.2;141.5;27.0;2
96;PACÕFICO;CHOC”;BAJO BAUD”;27077;Moderada;15/07/2026;17.7;125.2;26.0;2
97;PACÕFICO;CHOC”;CONDOTO;27205;Moderada;15/07/2026;45.3;149.6;26.0;2
98;PACÕFICO;CHOC”;C…RTEGUI;27160;Moderada;15/07/2026;40.4;156.4;27.0;2
99;PACÕFICO;CHOC”;EL CANT”N DEL SAN PABLO;27135;Moderada;15/07/2026;36.7;133.2;26.0;2
100;PACÕFICO;CHOC”;ISTMINA;27361;Moderada;15/07/2026;25.6;104.6;26.0;2
101;PACÕFICO;CHOC”;JURAD”;27372;Moderada;15/07/2026;41.8;101.7;28.0;2
102;PACÕFICO;CHOC”;MEDIO ATRATO;27425;Moderada;15/07/2026;43.1;129.4;24.0;2
103;PACÕFICO;CHOC”;NUQUÕ;27495;Moderada;15/07/2026;32.6;146.8;27.0;2
104;PACÕFICO;CHOC”;N”VITA;27491;Moderada;15/07/2026;54.1;154.0;25.0;2
105;PACÕFICO;CHOC”;QUIBD”;27001;Moderada;15/07/2026;36.1;125.3;24.0;2
106;PACÕFICO;CHOC”;RIOSUCIO;27615;Moderada;15/07/2026;38.1;99.6;27.0;2
107;PACÕFICO;CHOC”;RÕO IR”;27580;Moderada;15/07/2026;44.3;140.3;26.0;2
108;PACÕFICO;CHOC”;RÕO QUITO;27600;Moderada;15/07/2026;35.7;163.8;27.0;2
109;PACÕFICO;CHOC”;SAN JOS… DEL PALMAR;27660;Moderada;15/07/2026;29.7;78.9;18.0;2
110;PACÕFICO;CHOC”;SIPÕ;27745;Moderada;15/07/2026;26.9;58.1;15.0;2
111;ANDINA;CUNDINAMARCA;F”MEQUE;25279;Moderada;15/07/2026;13.4;33.2;30.0;2
112;ANDINA;CUNDINAMARCA;GACHAL¡;25293;Moderada;15/07/2026;15.1;74.3;30.0;2
113;ANDINA;CUNDINAMARCA;GUASCA;25322;Moderada;15/07/2026;-;-;-;2
114;ANDINA;CUNDINAMARCA;GUTI…RREZ;25339;Moderada;15/07/2026;11.3;59.1;29.0;2
115;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Moderada;15/07/2026;30.0;119.6;26.0;2
116;ANDINA;CUNDINAMARCA;QUETAME;25594;Moderada;15/07/2026;5.9;179.2;28.0;2
117;ANDINA;CUNDINAMARCA;UBAL¡;25839;Moderada;15/07/2026;13.3;132.4;30.0;2
118;CARIBE;C”RDOBA;PUERTO LIBERTADOR;23580;Moderada;15/07/2026;18.3;93.1;21.0;2
119;CARIBE;C”RDOBA;TIERRALTA;23807;Moderada;15/07/2026;24.3;76.9;25.0;2
120;ANDINA;HUILA;ISNOS;41359;Moderada;15/07/2026;12.0;66.8;27.0;2
121;ANDINA;HUILA;PALESTINA;41530;Moderada;15/07/2026;32.3;130.4;29.0;2
122;ANDINA;HUILA;PITALITO;41551;Moderada;15/07/2026;20.9;106.6;28.0;2
123;ANDINA;HUILA;SAN AGUSTÕN;41668;Moderada;15/07/2026;13.2;65.2;29.0;2
124;CARIBE;MAGDALENA;CI…NAGA;47189;Moderada;15/07/2026;39.9;51.3;9.0;2
125;CARIBE;MAGDALENA;SANTA MARTA;47001;Moderada;15/07/2026;12.1;20.0;9.0;2
126;ORINOQUÕA;META;ACACÕAS;50006;Moderada;15/07/2026;18.9;114.8;29.0;2
127;ORINOQUÕA;META;BARRANCA DE UPÕA;50110;Moderada;15/07/2026;39.2;142.2;25.0;2
128;ORINOQUÕA;META;CUMARAL;50226;Moderada;15/07/2026;28.9;79.4;25.0;2
129;ORINOQUÕA;META;EL CALVARIO;50245;Moderada;15/07/2026;20.3;101.5;30.0;2
130;ORINOQUÕA;META;EL DORADO;50270;Moderada;15/07/2026;31.2;138.8;28.0;2
131;ORINOQUÕA;META;LA MACARENA;50350;Moderada;15/07/2026;41.2;100.1;28.0;2
132;ORINOQUÕA;META;LEJANÕAS;50400;Moderada;15/07/2026;24.9;107.2;30.0;2
133;ORINOQUÕA;META;MESETAS;50330;Moderada;15/07/2026;27.7;106.2;29.0;2
134;ORINOQUÕA;META;RESTREPO;50606;Moderada;15/07/2026;30.4;179.3;30.0;2
135;ORINOQUÕA;META;SAN JUANITO;50686;Moderada;15/07/2026;29.4;102.5;30.0;2
136;ORINOQUÕA;META;URIBE;50370;Moderada;15/07/2026;16.0;51.1;25.0;2
137;ORINOQUÕA;META;VILLAVICENCIO;50001;Moderada;15/07/2026;26.5;92.3;27.0;2
138;ORINOQUÕA;META;VISTAHERMOSA;50711;Moderada;15/07/2026;53.0;142.1;29.0;2
139;PACÕFICO;NARI—O;BARBACOAS;52079;Moderada;15/07/2026;15.0;165.6;30.0;2
140;PACÕFICO;NARI—O;LOS ANDES;52418;Moderada;15/07/2026;4.1;36.9;20.0;2
141;PACÕFICO;NARI—O;PASTO;52001;Moderada;15/07/2026;6.1;25.0;27.0;2
142;PACÕFICO;NARI—O;SAN ANDR…S DE TUMACO;52835;Moderada;15/07/2026;15.3;137.7;29.0;2
143;ANDINA;NORTE DE SANTANDER;CHITAG¡;54174;Moderada;15/07/2026;19.3;154.4;27.0;2
144;AMAZONÕA;PUTUMAYO;PUERTO GUZM¡N;86571;Moderada;15/07/2026;-;-;-;2
145;AMAZONÕA;PUTUMAYO;SANTIAGO;86760;Moderada;15/07/2026;17.6;76.6;30.0;2
146;AMAZONÕA;PUTUMAYO;SIBUNDOY;86749;Moderada;15/07/2026;20.5;96.9;30.0;2
147;AMAZONÕA;PUTUMAYO;VILLAGARZ”N;86885;Moderada;15/07/2026;24.2;128.2;30.0;2
