OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;FREDONIA;05282;ALTA;09/10/2026
2;ANDINA;BOYACÁ;BELÉN;15087;ALTA;09/10/2026
3;ANDINA;BOYACÁ;CERINZA;15162;ALTA;09/10/2026
4;ANDINA;BOYACÁ;CHÍQUIZA;15232;ALTA;09/10/2026
5;ANDINA;BOYACÁ;CÓMBITA;15204;ALTA;09/10/2026
6;ANDINA;BOYACÁ;DUITAMA;15238;ALTA;09/10/2026
7;ANDINA;BOYACÁ;PAIPA;15516;ALTA;09/10/2026
8;ANDINA;BOYACÁ;SANTA ROSA DE VITERBO;15693;ALTA;09/10/2026
9;ANDINA;BOYACÁ;SOTAQUIRÁ;15763;ALTA;09/10/2026
10;ANDINA;BOYACÁ;VILLA DE LEYVA;15407;ALTA;09/10/2026
11;CARIBE;CESAR;PAILITAS;20517;ALTA;09/10/2026
12;ANDINA;CUNDINAMARCA;ALBÁN;25019;ALTA;09/10/2026
13;ANDINA;CUNDINAMARCA;ANOLAIMA;25040;ALTA;09/10/2026
14;ANDINA;CUNDINAMARCA;EL ROSAL;25260;ALTA;09/10/2026
15;ANDINA;CUNDINAMARCA;FACATATIVÁ;25269;ALTA;09/10/2026
16;ANDINA;CUNDINAMARCA;GUAYABAL DE SÍQUIMA;25328;ALTA;09/10/2026
17;ANDINA;CUNDINAMARCA;LA VEGA;25402;ALTA;09/10/2026
18;ANDINA;CUNDINAMARCA;NOCAIMA;25491;ALTA;09/10/2026
19;ANDINA;CUNDINAMARCA;SAN CAYETANO;25653;ALTA;09/10/2026
20;ANDINA;CUNDINAMARCA;SAN FRANCISCO;25658;ALTA;09/10/2026
21;ANDINA;CUNDINAMARCA;SASAIMA;25718;ALTA;09/10/2026
22;ANDINA;CUNDINAMARCA;SUBACHOQUE;25769;ALTA;09/10/2026
23;ANDINA;CUNDINAMARCA;SUPATÁ;25777;ALTA;09/10/2026
24;ANDINA;CUNDINAMARCA;TOPAIPÍ;25823;ALTA;09/10/2026
25;ANDINA;CUNDINAMARCA;VERGARA;25862;ALTA;09/10/2026
26;ANDINA;CUNDINAMARCA;YACOPÍ;25885;ALTA;09/10/2026
27;ANDINA;CUNDINAMARCA;ZIPACÓN;25898;ALTA;09/10/2026
28;ANDINA;HUILA;AGRADO;41013;ALTA;09/10/2026
29;ANDINA;HUILA;AIPE;41016;ALTA;09/10/2026
30;ANDINA;HUILA;CAMPOALEGRE;41132;ALTA;09/10/2026
31;ANDINA;HUILA;GIGANTE;41306;ALTA;09/10/2026
32;ANDINA;HUILA;NEIVA;41001;ALTA;09/10/2026
33;ANDINA;HUILA;NÁTAGA;41483;ALTA;09/10/2026
34;ANDINA;HUILA;PAICOL;41518;ALTA;09/10/2026
35;ANDINA;HUILA;PALERMO;41524;ALTA;09/10/2026
36;ANDINA;HUILA;PITAL;41548;ALTA;09/10/2026
37;ANDINA;HUILA;RIVERA;41615;ALTA;09/10/2026
