OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;FREDONIA;05282;ALTA;18/09/2026
2;CARIBE;BOLÍVAR;EL GUAMO;13248;ALTA;18/09/2026
3;PACÍFICO;CAUCA;JAMBALÓ;19364;ALTA;18/09/2026
4;PACÍFICO;CAUCA;SILVIA;19743;ALTA;18/09/2026
5;ANDINA;CUNDINAMARCA;ANOLAIMA;25040;ALTA;18/09/2026
6;ANDINA;CUNDINAMARCA;ARBELÁEZ;25053;ALTA;18/09/2026
7;ANDINA;CUNDINAMARCA;BOJACÁ;25099;ALTA;18/09/2026
8;ANDINA;CUNDINAMARCA;CABRERA;25120;ALTA;18/09/2026
9;ANDINA;CUNDINAMARCA;CACHIPAY;25123;ALTA;18/09/2026
10;ANDINA;CUNDINAMARCA;FUSAGASUGÁ;25290;ALTA;18/09/2026
11;ANDINA;CUNDINAMARCA;GIRARDOT;25307;ALTA;18/09/2026
12;ANDINA;CUNDINAMARCA;GUATAQUÍ;25324;ALTA;18/09/2026
13;ANDINA;CUNDINAMARCA;LA MESA;25386;ALTA;18/09/2026
14;ANDINA;CUNDINAMARCA;NARIÑO;25483;ALTA;18/09/2026
15;ANDINA;CUNDINAMARCA;NILO;25488;ALTA;18/09/2026
16;ANDINA;CUNDINAMARCA;PANDI;25524;ALTA;18/09/2026
17;ANDINA;CUNDINAMARCA;RICAURTE;25612;ALTA;18/09/2026
18;ANDINA;CUNDINAMARCA;SAN BERNARDO;25649;ALTA;18/09/2026
19;ANDINA;CUNDINAMARCA;TIBACUY;25805;ALTA;18/09/2026
20;ANDINA;CUNDINAMARCA;VENECIA;25506;ALTA;18/09/2026
21;ANDINA;CUNDINAMARCA;ZIPACÓN;25898;ALTA;18/09/2026
22;ANDINA;HUILA;AIPE;41016;ALTA;18/09/2026
23;ANDINA;HUILA;NEIVA;41001;ALTA;18/09/2026
24;ANDINA;HUILA;PALERMO;41524;ALTA;18/09/2026
25;ANDINA;HUILA;VILLAVIEJA;41872;ALTA;18/09/2026
26;CARIBE;LA GUAJIRA;MAICAO;44430;ALTA;18/09/2026
27;CARIBE;LA GUAJIRA;URUMITA;44855;ALTA;18/09/2026
28;CARIBE;MAGDALENA;SITIONUEVO;47745;ALTA;18/09/2026
29;PACÍFICO;NARIÑO;ANCUYA;52036;ALTA;18/09/2026
30;PACÍFICO;NARIÑO;CONSACÁ;52207;ALTA;18/09/2026
31;PACÍFICO;NARIÑO;GUAITARILLA;52320;ALTA;18/09/2026
32;PACÍFICO;NARIÑO;LA FLORIDA;52381;ALTA;18/09/2026
33;PACÍFICO;NARIÑO;LINARES;52411;ALTA;18/09/2026
34;PACÍFICO;NARIÑO;PROVIDENCIA;52565;ALTA;18/09/2026
35;PACÍFICO;NARIÑO;SAMANIEGO;52678;ALTA;18/09/2026
36;PACÍFICO;NARIÑO;SANDONÁ;52683;ALTA;18/09/2026
37;ANDINA;QUINDÍO;SALENTO;63690;ALTA;18/09/2026
38;ANDINA;TOLIMA;ALPUJARRA;73024;ALTA;18/09/2026
39;ANDINA;TOLIMA;ALVARADO;73026;ALTA;18/09/2026
40;ANDINA;TOLIMA;AMBALEMA;73030;ALTA;18/09/2026
41;ANDINA;TOLIMA;ANZOÁTEGUI;73043;ALTA;18/09/2026
42;ANDINA;TOLIMA;ATACO;73067;ALTA;18/09/2026
43;ANDINA;TOLIMA;CAJAMARCA;73124;ALTA;18/09/2026
44;ANDINA;TOLIMA;CARMEN DE APICALÁ;73148;ALTA;18/09/2026
45;ANDINA;TOLIMA;CHAPARRAL;73168;ALTA;18/09/2026
46;ANDINA;TOLIMA;COELLO;73200;ALTA;18/09/2026
47;ANDINA;TOLIMA;COYAIMA;73217;ALTA;18/09/2026
48;ANDINA;TOLIMA;CUNDAY;73226;ALTA;18/09/2026
49;ANDINA;TOLIMA;DOLORES;73236;ALTA;18/09/2026
50;ANDINA;TOLIMA;ESPINAL;73268;ALTA;18/09/2026
51;ANDINA;TOLIMA;FLANDES;73275;ALTA;18/09/2026
52;ANDINA;TOLIMA;GUAMO;73319;ALTA;18/09/2026
53;ANDINA;TOLIMA;IBAGUÉ;73001;ALTA;18/09/2026
54;ANDINA;TOLIMA;ICONONZO;73352;ALTA;18/09/2026
55;ANDINA;TOLIMA;MELGAR;73449;ALTA;18/09/2026
56;ANDINA;TOLIMA;NATAGAIMA;73483;ALTA;18/09/2026
57;ANDINA;TOLIMA;ORTEGA;73504;ALTA;18/09/2026
58;ANDINA;TOLIMA;PIEDRAS;73547;ALTA;18/09/2026
59;ANDINA;TOLIMA;PRADO;73563;ALTA;18/09/2026
60;ANDINA;TOLIMA;PURIFICACIÓN;73585;ALTA;18/09/2026
61;ANDINA;TOLIMA;RIOBLANCO;73616;ALTA;18/09/2026
62;ANDINA;TOLIMA;RONCESVALLES;73622;ALTA;18/09/2026
63;ANDINA;TOLIMA;ROVIRA;73624;ALTA;18/09/2026
64;ANDINA;TOLIMA;SALDAÑA;73671;ALTA;18/09/2026
65;ANDINA;TOLIMA;SAN ANTONIO;73675;ALTA;18/09/2026
66;ANDINA;TOLIMA;SAN LUIS;73678;ALTA;18/09/2026
67;ANDINA;TOLIMA;SUÁREZ;73770;ALTA;18/09/2026
68;ANDINA;TOLIMA;VALLE DE SAN JUAN;73854;ALTA;18/09/2026
69;ANDINA;TOLIMA;VENADILLO;73861;ALTA;18/09/2026
70;ANDINA;TOLIMA;VILLARRICA;73873;ALTA;18/09/2026
71;ANDINA;ANTIOQUIA;ABEJORRAL;05002;BAJA;18/09/2026
72;ANDINA;ANTIOQUIA;APARTADÓ;05045;BAJA;18/09/2026
73;ANDINA;ANTIOQUIA;BURITICÁ;05113;BAJA;18/09/2026
