OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Alta;80.0;210.7;26.0;03/09/2026;3
2;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;24.5;131.3;23.0;03/09/2026;3
3;ANDINA;ANTIOQUIA;APARTADÓ;05045;Alta;73.4;119.0;23.0;03/09/2026;3
4;ANDINA;ANTIOQUIA;CAROLINA;05150;Alta;15.4;145.8;24.0;03/09/2026;3
5;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;Alta;39.9;161.3;24.0;03/09/2026;3
6;ANDINA;ANTIOQUIA;CÁCERES;05120;Alta;106.3;179.5;18.0;03/09/2026;3
7;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;41.1;136.0;20.0;03/09/2026;3
8;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;Alta;40.3;118.3;20.0;03/09/2026;3
9;ANDINA;ANTIOQUIA;GUATAPÉ;05321;Alta;53.9;166.3;24.0;03/09/2026;3
10;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;Alta;25.5;149.6;24.0;03/09/2026;3
11;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Alta;47.5;150.6;26.0;03/09/2026;3
12;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Alta;97.3;229.4;26.0;03/09/2026;3
13;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Alta;59.4;181.6;27.0;03/09/2026;3
14;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Alta;70.2;200.6;25.0;03/09/2026;3
15;ANDINA;ANTIOQUIA;TARAZÁ;05790;Alta;52.3;131.2;20.0;03/09/2026;3
16;ANDINA;ANTIOQUIA;TURBO;05837;Alta;63.2;128.0;22.0;03/09/2026;3
17;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;Alta;53.3;168.2;25.0;03/09/2026;3
18;ANDINA;BOYACÁ;CHIVOR;15236;Alta;37.1;174.1;28.0;03/09/2026;3
