OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;NECHÍ;05495;Alta;58.9;210.5;17.0;29/07/2026;3
2;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;9.1;96.8;28.0;29/07/2026;3
3;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;9.2;126.8;29.0;29/07/2026;3
4;ORINOQUÍA;ARAUCA;TAME;81794;Alta;9.3;78.9;26.0;29/07/2026;3
5;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;8.2;159.3;29.0;29/07/2026;3
6;ANDINA;BOYACÁ;PAYA;15533;Alta;15.0;90.9;28.0;29/07/2026;3
7;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;26.5;118.3;29.0;29/07/2026;3
8;PACÍFICO;CAUCA;EL TAMBO;19256;Alta;16.0;62.2;17.0;29/07/2026;3
9;PACÍFICO;CAUCA;GUAPI;19318;Alta;35.0;113.9;24.0;29/07/2026;3
10;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;34.9;144.9;27.0;29/07/2026;3
11;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;67.8;163.7;28.0;29/07/2026;3
12;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;43.5;107.0;26.0;29/07/2026;3
13;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;84.7;184.9;27.0;29/07/2026;3
14;PACÍFICO;CHOCÓ;CONDOTO;27205;Alta;101.5;210.7;26.0;29/07/2026;3
15;PACÍFICO;CHOCÓ;ISTMINA;27361;Alta;68.9;150.4;26.0;29/07/2026;3
16;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Alta;92.4;193.1;26.0;29/07/2026;3
17;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;108.7;214.2;25.0;29/07/2026;3
18;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;91.5;179.4;26.0;29/07/2026;3
19;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Alta;51.6;106.3;18.0;29/07/2026;3
20;PACÍFICO;CHOCÓ;SIPÍ;27745;Alta;39.4;74.0;15.0;29/07/2026;3
21;PACÍFICO;CHOCÓ;TADÓ;27787;Alta;46.8;84.3;22.0;29/07/2026;3
22;ANDINA;CUNDINAMARCA;GACHALÁ;25293;Alta;5.9;118.0;30.0;29/07/2026;3
23;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;5.7;124.3;30.0;29/07/2026;3
