OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Alta;77.6;136.8;22.0;17/08/2026;3
2;ANDINA;ANTIOQUIA;AMALFI;05031;Alta;88.5;122.4;20.0;17/08/2026;3
3;ANDINA;ANTIOQUIA;ANGOSTURA;05038;Alta;60.3;90.0;18.0;17/08/2026;3
4;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;90.8;117.3;18.0;17/08/2026;3
5;ANDINA;ANTIOQUIA;ARGELIA;05055;Alta;64.1;69.5;18.0;17/08/2026;3
6;ANDINA;ANTIOQUIA;BETULIA;05093;Alta;48.6;51.6;13.0;17/08/2026;3
7;ANDINA;ANTIOQUIA;CAROLINA;05150;Alta;76.0;108.1;20.0;17/08/2026;3
8;ANDINA;ANTIOQUIA;CHIGORODÓ;05172;Alta;32.6;130.3;24.0;17/08/2026;3
9;ANDINA;ANTIOQUIA;CISNEROS;05190;Alta;91.7;158.6;21.0;17/08/2026;3
10;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;Alta;62.0;89.1;21.0;17/08/2026;3
11;ANDINA;ANTIOQUIA;CÁCERES;05120;Alta;94.0;99.8;19.0;17/08/2026;3
12;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;99.7;135.4;19.0;17/08/2026;3
13;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Alta;-;-;-;17/08/2026;3
14;ANDINA;ANTIOQUIA;GUATAPÉ;05321;Alta;69.8;103.0;20.0;17/08/2026;3
15;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;Alta;90.0;117.7;20.0;17/08/2026;3
16;ANDINA;ANTIOQUIA;ITUANGO;05361;Alta;54.7;65.2;18.0;17/08/2026;3
17;ANDINA;ANTIOQUIA;MUTATÁ;05480;Alta;55.7;124.6;22.0;17/08/2026;3
18;ANDINA;ANTIOQUIA;NECHÍ;05495;Alta;87.7;120.2;19.0;17/08/2026;3
19;ANDINA;ANTIOQUIA;REMEDIOS;05604;Alta;75.6;108.3;21.0;17/08/2026;3
20;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Alta;69.2;110.8;21.0;17/08/2026;3
21;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Alta;77.9;146.9;22.0;17/08/2026;3
22;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Alta;76.4;135.0;22.0;17/08/2026;3
23;ANDINA;ANTIOQUIA;SANTA ROSA DE OSOS;05686;Alta;55.0;73.3;17.0;17/08/2026;3
24;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Alta;85.5;158.0;21.0;17/08/2026;3
25;ANDINA;ANTIOQUIA;SEGOVIA;05736;Alta;91.3;131.2;20.0;17/08/2026;3
26;ANDINA;ANTIOQUIA;VIGÍA DEL FUERTE;05873;Alta;65.6;105.6;19.0;17/08/2026;3
27;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;Alta;75.8;119.6;21.0;17/08/2026;3
28;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Alta;113.9;134.9;19.0;17/08/2026;3
29;CARIBE;BOLÍVAR;ARENAL;13042;Alta;69.8;74.5;13.0;17/08/2026;3
30;CARIBE;BOLÍVAR;CANTAGALLO;13160;Alta;103.7;149.1;21.0;17/08/2026;3
31;CARIBE;BOLÍVAR;MONTECRISTO;13458;Alta;87.6;106.3;18.0;17/08/2026;3
32;CARIBE;BOLÍVAR;MORALES;13473;Alta;48.5;54.2;13.0;17/08/2026;3
33;CARIBE;BOLÍVAR;NOROSÍ;13490;Alta;69.5;71.1;12.0;17/08/2026;3
34;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Alta;55.4;56.7;10.0;17/08/2026;3
35;CARIBE;BOLÍVAR;SAN JACINTO DEL CAUCA;13655;Alta;58.3;75.7;19.0;17/08/2026;3
36;CARIBE;BOLÍVAR;SAN PABLO;13670;Alta;85.6;148.4;19.0;17/08/2026;3
37;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;Alta;80.3;106.2;17.0;17/08/2026;3
38;CARIBE;BOLÍVAR;SIMITÍ;13744;Alta;56.1;69.9;16.0;17/08/2026;3
39;CARIBE;BOLÍVAR;TIQUISIO;13810;Alta;67.9;70.4;13.0;17/08/2026;3
