OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
1;ORINOQUÕA;ARAUCA;SARAVENA;81736;Alta;16/07/2026;27.9;202.1;26.0;3
2;ANDINA;BOYAC¡;CUBAR¡;15223;Alta;16/07/2026;40.7;284.6;27.0;3
3;ANDINA;BOYAC¡;MACANAL;15425;Alta;16/07/2026;25.2;121.2;30.0;3
4;ORINOQUÕA;CASANARE;MONTERREY;85162;Alta;16/07/2026;56.7;151.4;29.0;3
5;ORINOQUÕA;CASANARE;SABANALARGA;85300;Alta;16/07/2026;47.5;133.4;28.0;3
6;ORINOQUÕA;CASANARE;VILLANUEVA;85440;Alta;16/07/2026;60.3;135.8;25.0;3
7;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;Alta;16/07/2026;16.8;136.9;26.0;3
8;PACÕFICO;CAUCA;SANTA ROSA;19701;Alta;16/07/2026;12.0;77.7;28.0;3
9;PACÕFICO;CHOC”;ALTO BAUD”;27025;Alta;16/07/2026;39.4;130.3;27.0;3
10;PACÕFICO;CHOC”;BAGAD”;27073;Alta;16/07/2026;22.0;79.4;23.0;3
11;PACÕFICO;CHOC”;BAHÕA SOLANO;27075;Alta;16/07/2026;33.2;106.1;27.0;3
12;PACÕFICO;CHOC”;BOJAY¡;27099;Alta;16/07/2026;26.0;64.8;22.0;3
13;PACÕFICO;CHOC”;CONDOTO;27205;Alta;16/07/2026;63.8;151.3;26.0;3
14;PACÕFICO;CHOC”;EL CANT”N DEL SAN PABLO;27135;Alta;16/07/2026;76.4;150.9;26.0;3
15;PACÕFICO;CHOC”;RÕO IR”;27580;Alta;16/07/2026;66.8;143.6;26.0;3
16;PACÕFICO;CHOC”;TAD”;27787;Alta;16/07/2026;42.4;87.9;22.0;3
17;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;16/07/2026;46.6;228.4;30.0;3
18;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;16/07/2026;38.2;156.2;30.0;3
19;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Alta;16/07/2026;44.9;142.3;26.0;3
20;ANDINA;CUNDINAMARCA;QUETAME;25594;Alta;16/07/2026;38.7;208.4;29.0;3
21;ORINOQUÕA;META;ACACÕAS;50006;Alta;16/07/2026;35.3;110.4;29.0;3
22;ORINOQUÕA;META;CUBARRAL;50223;Alta;16/07/2026;34.4;105.3;29.0;3
23;ORINOQUÕA;META;CUMARAL;50226;Alta;16/07/2026;43.4;97.7;25.0;3
24;ORINOQUÕA;META;EL CASTILLO;50251;Alta;16/07/2026;39.9;126.1;29.0;3
25;ORINOQUÕA;META;GUAMAL;50318;Alta;16/07/2026;31.3;82.6;29.0;3
26;ORINOQUÕA;META;MESETAS;50330;Alta;16/07/2026;52.0;135.1;29.0;3
27;ORINOQUÕA;META;RESTREPO;50606;Alta;16/07/2026;36.5;164.6;30.0;3
28;ORINOQUÕA;META;SAN JUAN DE ARAMA;50683;Alta;16/07/2026;93.5;163.1;29.0;3
29;ORINOQUÕA;META;VILLAVICENCIO;50001;Alta;16/07/2026;44.7;101.6;27.0;3
30;ORINOQUÕA;META;VISTAHERMOSA;50711;Alta;16/07/2026;48.3;158.4;29.0;3
31;PACÕFICO;NARI—O;MAG‹Õ;52427;Alta;16/07/2026;13.1;181.9;27.0;3
32;ANDINA;NORTE DE SANTANDER;CHITAG¡;54174;Alta;16/07/2026;31.5;182.2;27.0;3
33;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;16/07/2026;41.4;217.9;28.0;3
34;AMAZONÕA;PUTUMAYO;MOCOA;86001;Alta;16/07/2026;13.4;150.7;30.0;3
35;AMAZONÕA;PUTUMAYO;SAN FRANCISCO;86755;Alta;16/07/2026;20.9;209.5;30.0;3
36;PACÕFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;16/07/2026;14.7;111.7;22.0;3
37;ANDINA;ANTIOQUIA;APARTAD”;05045;Baja;16/07/2026;-;-;-;1
38;ANDINA;ANTIOQUIA;CAREPA;05147;Baja;16/07/2026;-;-;-;1
