OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;CARIBE;LA GUAJIRA;ALBANIA;44035;ALTA;18/08/2026
2;CARIBE;LA GUAJIRA;BARRANCAS;44078;ALTA;18/08/2026
3;CARIBE;LA GUAJIRA;DISTRACCIÓN;44098;ALTA;18/08/2026
4;CARIBE;LA GUAJIRA;FONSECA;44279;ALTA;18/08/2026
5;CARIBE;LA GUAJIRA;MAICAO;44430;ALTA;18/08/2026
6;CARIBE;LA GUAJIRA;MANAURE;44560;ALTA;18/08/2026
7;CARIBE;LA GUAJIRA;RIOHACHA;44001;ALTA;18/08/2026
8;CARIBE;LA GUAJIRA;SAN JUAN DEL CESAR;44650;ALTA;18/08/2026
9;CARIBE;LA GUAJIRA;URIBIA;44847;ALTA;18/08/2026
10;ANDINA;ANTIOQUIA;ABEJORRAL;05002;BAJA;18/08/2026
11;ANDINA;ANTIOQUIA;COPACABANA;05212;BAJA;18/08/2026
12;ANDINA;ANTIOQUIA;FREDONIA;05282;BAJA;18/08/2026
13;ANDINA;ANTIOQUIA;HELICONIA;05347;BAJA;18/08/2026
14;ANDINA;ANTIOQUIA;URRAO;05847;BAJA;18/08/2026
15;CARIBE;BOLÍVAR;ARJONA;13052;BAJA;18/08/2026
16;ANDINA;BOYACÁ;CHÍQUIZA;15232;BAJA;18/08/2026
17;ANDINA;BOYACÁ;CUCAITA;15224;BAJA;18/08/2026
18;ANDINA;BOYACÁ;DUITAMA;15238;BAJA;18/08/2026
19;ANDINA;BOYACÁ;FLORESTA;15276;BAJA;18/08/2026
20;ANDINA;BOYACÁ;NOBSA;15491;BAJA;18/08/2026
21;ANDINA;BOYACÁ;RÁQUIRA;15600;BAJA;18/08/2026
22;ANDINA;BOYACÁ;SAMACÁ;15646;BAJA;18/08/2026
23;ANDINA;BOYACÁ;SANTA ROSA DE VITERBO;15693;BAJA;18/08/2026
24;ANDINA;BOYACÁ;SORA;15762;BAJA;18/08/2026
25;ANDINA;BOYACÁ;SUTAMARCHÁN;15776;BAJA;18/08/2026
26;ANDINA;BOYACÁ;SÁCHICA;15638;BAJA;18/08/2026
27;ANDINA;CALDAS;NORCASIA;17495;BAJA;18/08/2026
28;ANDINA;CALDAS;PENSILVANIA;17541;BAJA;18/08/2026
29;PACÍFICO;CAUCA;FLORENCIA;19290;BAJA;18/08/2026
30;PACÍFICO;CAUCA;MERCADERES;19450;BAJA;18/08/2026
31;ANDINA;CUNDINAMARCA;CAPARRAPÍ;25148;BAJA;18/08/2026
32;ANDINA;CUNDINAMARCA;CARMEN DE CARUPA;25154;BAJA;18/08/2026
33;ANDINA;CUNDINAMARCA;FÚQUENE;25288;BAJA;18/08/2026
34;ANDINA;CUNDINAMARCA;GIRARDOT;25307;BAJA;18/08/2026
35;ANDINA;CUNDINAMARCA;GUACHETÁ;25317;BAJA;18/08/2026
36;ANDINA;CUNDINAMARCA;PANDI;25524;BAJA;18/08/2026
37;ANDINA;CUNDINAMARCA;SAN JUAN DE RIOSECO;25662;BAJA;18/08/2026
