OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
1;ANDINA;ANTIOQUIA;REMEDIOS;05604;Alta;23/08/2026;59.7;172.1;21.0;3
2;ANDINA;ANTIOQUIA;YONDÓ;05893;Alta;23/08/2026;32.4;149.4;20.0;3
3;CARIBE;BOLÍVAR;SAN PABLO;13670;Alta;23/08/2026;50.1;150.5;18.0;3
4;ANDINA;BOYACÁ;ALMEIDA;15022;Alta;23/08/2026;46.7;146.9;29.0;3
5;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Alta;23/08/2026;45.5;145.6;30.0;3
6;ANDINA;BOYACÁ;CHITA;15183;Alta;23/08/2026;44.8;79.7;21.0;3
7;ANDINA;BOYACÁ;MACANAL;15425;Alta;23/08/2026;59.3;155.2;29.0;3
8;ANDINA;BOYACÁ;PAYA;15533;Alta;23/08/2026;42.2;134.3;26.0;3
9;ANDINA;BOYACÁ;PISBA;15550;Alta;23/08/2026;66.9;190.9;26.0;3
10;ANDINA;BOYACÁ;SANTA MARÍA;15690;Alta;23/08/2026;54.5;160.8;29.0;3
11;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;23/08/2026;36.0;88.7;28.0;3
12;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;23/08/2026;44.4;92.2;24.0;3
13;ORINOQUÍA;CASANARE;PORE;85263;Alta;23/08/2026;55.2;101.4;22.0;3
14;ORINOQUÍA;CASANARE;TÁMARA;85400;Alta;23/08/2026;75.7;221.3;24.0;3
15;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;23/08/2026;34.7;83.1;26.0;3
16;PACÍFICO;CAUCA;PIAMONTE;19533;Alta;23/08/2026;50.3;114.9;27.0;3
17;PACÍFICO;CAUCA;SANTA ROSA;19701;Alta;23/08/2026;27.4;60.0;26.0;3
18;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;23/08/2026;95.0;315.9;26.0;3
19;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;23/08/2026;50.8;196.0;21.0;3
