OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;55.4;144.4;20.0;31/07/2026;3
2;ANDINA;ANTIOQUIA;CÁCERES;05120;Alta;56.6;174.9;18.0;31/07/2026;3
3;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;72.1;207.8;16.0;31/07/2026;3
4;ANDINA;ANTIOQUIA;TARAZÁ;05790;Alta;48.5;160.1;20.0;31/07/2026;3
5;ANDINA;ANTIOQUIA;YARUMAL;05887;Alta;59.6;114.0;19.0;31/07/2026;3
6;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Alta;65.9;193.4;17.0;31/07/2026;3
7;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;18.0;98.8;27.0;31/07/2026;3
8;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;19.6;106.6;28.0;31/07/2026;3
9;ORINOQUÍA;ARAUCA;TAME;81794;Alta;17.7;84.9;25.0;31/07/2026;3
10;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Alta;35.2;139.5;30.0;31/07/2026;3
11;ANDINA;BOYACÁ;CHIVOR;15236;Alta;28.3;134.4;27.0;31/07/2026;3
12;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;10.0;115.5;28.0;31/07/2026;3
13;ANDINA;BOYACÁ;MACANAL;15425;Alta;42.3;117.4;27.0;31/07/2026;3
14;ANDINA;BOYACÁ;SAN LUIS DE GACENO;15667;Alta;54.2;161.6;30.0;31/07/2026;3
15;ANDINA;BOYACÁ;SANTA MARÍA;15690;Alta;33.4;201.2;29.0;31/07/2026;3
16;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;34.8;134.7;29.0;31/07/2026;3
17;ORINOQUÍA;CASANARE;SABANALARGA;85300;Alta;54.6;143.5;29.0;31/07/2026;3
18;ORINOQUÍA;CASANARE;VILLANUEVA;85440;Alta;36.1;131.2;28.0;31/07/2026;3
19;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;3.6;113.4;26.0;31/07/2026;3
20;PACÍFICO;CAUCA;SANTA ROSA;19701;Alta;20.6;55.5;26.0;31/07/2026;3
21;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;11.5;148.7;27.0;31/07/2026;3
22;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;77.1;195.1;27.0;31/07/2026;3
23;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;56.0;143.5;26.0;31/07/2026;3
24;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;34.8;207.2;26.0;31/07/2026;3
25;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;61.8;113.6;22.0;31/07/2026;3
26;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;73.0;194.5;26.0;31/07/2026;3
27;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;68.0;186.0;27.0;31/07/2026;3
28;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;43.2;215.7;25.0;31/07/2026;3
29;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;63.0;218.1;25.0;31/07/2026;3
30;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Alta;68.9;150.5;27.0;31/07/2026;3
31;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;13.0;188.0;28.0;31/07/2026;3
32;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;21.5;154.9;30.0;31/07/2026;3
33;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Alta;33.0;139.2;28.0;31/07/2026;3
34;ANDINA;CUNDINAMARCA;UBALÁ;25839;Alta;31.2;169.8;29.0;31/07/2026;3
35;ORINOQUÍA;META;BARRANCA DE UPÍA;50110;Alta;39.9;118.0;28.0;31/07/2026;3
36;ORINOQUÍA;META;CUBARRAL;50223;Alta;24.4;153.4;28.0;31/07/2026;3
37;ORINOQUÍA;META;CUMARAL;50226;Alta;36.4;136.1;28.0;31/07/2026;3
38;ORINOQUÍA;META;EL CASTILLO;50251;Alta;32.8;159.0;28.0;31/07/2026;3
39;ORINOQUÍA;META;RESTREPO;50606;Alta;25.1;202.3;29.0;31/07/2026;3
40;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Alta;29.8;103.0;27.0;31/07/2026;3
41;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;9.0;74.4;29.0;31/07/2026;3
42;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;40.0;119.9;30.0;31/07/2026;3
43;AMAZONÍA;PUTUMAYO;PUERTO GUZMÁN;86571;Alta;-;-;-;31/07/2026;3
44;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;Alta;53.7;127.1;30.0;31/07/2026;3
45;ANDINA;SANTANDER;CONTRATACIÓN;68211;Alta;-;-;-;31/07/2026;3
46;ANDINA;TOLIMA;ARMERO;73055;Alta;29.0;95.6;8.0;31/07/2026;3
47;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;4.9;123.5;25.0;31/07/2026;3
48;ANDINA;ANTIOQUIA;CHIGORODÓ;05172;Baja;29.7;82.0;25.0;31/07/2026;1
49;ANDINA;ANTIOQUIA;GRANADA;05313;Baja;30.7;108.9;13.0;31/07/2026;1
50;ANDINA;ANTIOQUIA;GUADALUPE;05315;Baja;20.2;112.0;20.0;31/07/2026;1
51;ANDINA;ANTIOQUIA;PEQUE;05543;Baja;21.4;71.4;18.0;31/07/2026;1
52;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Baja;19.0;123.5;18.0;31/07/2026;1
53;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Baja;18.4;111.6;18.0;31/07/2026;1
54;ANDINA;ANTIOQUIA;VEGACHÍ;05858;Baja;14.4;105.7;18.0;31/07/2026;1
55;CARIBE;BOLÍVAR;SIMITÍ;13744;Baja;22.2;115.1;14.0;31/07/2026;1
