OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;BOYACÁ;CUBARÁ;15223;ALTA;30.6;115.5;28.0;08/02/2026
2;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;8.5;70.0;25.0;08/02/2026
3;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;35.8;147.6;26.0;08/02/2026
4;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;46.1;240.5;26.0;08/02/2026
5;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;27.6;82.0;21.0;08/02/2026
6;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;ALTA;57.5;256.6;25.0;08/02/2026
7;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;55.4;261.9;25.0;08/02/2026
8;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;39.7;231.9;25.0;08/02/2026
9;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;24.6;137.2;29.0;08/02/2026
10;ORINOQUÍA;META;RESTREPO;50606;ALTA;46.6;171.0;30.0;08/02/2026
11;ORINOQUÍA;META;VILLAVICENCIO;50001;ALTA;65.1;128.8;29.0;08/02/2026
12;ANDINA;NORTE DE SANTANDER;TIBÚ;54810;ALTA;16.1;39.7;19.0;08/02/2026
13;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;ALTA;18.2;72.2;29.0;08/02/2026
14;AMAZONÍA;PUTUMAYO;MOCOA;86001;ALTA;7.1;75.1;30.0;08/02/2026
15;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;19.0;102.3;25.0;08/02/2026
16;ANDINA;ANTIOQUIA;ANORÍ;05040;BAJA;;;;08/02/2026
17;ANDINA;ANTIOQUIA;CÁCERES;05120;BAJA;12.1;94.0;17.0;08/02/2026
