OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;CARIBE;ATLÁNTICO;PIOJÓ;08549;ALTA;14/07/2026
2;CARIBE;ATLÁNTICO;USIACURÍ;08849;ALTA;14/07/2026
3;CARIBE;CESAR;VALLEDUPAR;20001;ALTA;14/07/2026
4;ANDINA;CUNDINAMARCA;ANAPOIMA;25035;ALTA;14/07/2026
5;ANDINA;CUNDINAMARCA;ANOLAIMA;25040;ALTA;14/07/2026
6;ANDINA;CUNDINAMARCA;APULO;25599;ALTA;14/07/2026
7;ANDINA;CUNDINAMARCA;BELTRÁN;25086;ALTA;14/07/2026
8;ANDINA;CUNDINAMARCA;BITUIMA;25095;ALTA;14/07/2026
9;ANDINA;CUNDINAMARCA;CABRERA;25120;ALTA;14/07/2026
10;ANDINA;CUNDINAMARCA;CACHIPAY;25123;ALTA;14/07/2026
11;ANDINA;CUNDINAMARCA;CHAGUANÍ;25168;ALTA;14/07/2026
12;ANDINA;CUNDINAMARCA;FUSAGASUGÁ;25290;ALTA;14/07/2026
13;ANDINA;CUNDINAMARCA;GUADUAS;25320;ALTA;14/07/2026
14;ANDINA;CUNDINAMARCA;GUAYABAL DE SÍQUIMA;25328;ALTA;14/07/2026
15;ANDINA;CUNDINAMARCA;JERUSALÉN;25368;ALTA;14/07/2026
16;ANDINA;CUNDINAMARCA;LA MESA;25386;ALTA;14/07/2026
17;ANDINA;CUNDINAMARCA;NILO;25488;ALTA;14/07/2026
18;ANDINA;CUNDINAMARCA;PANDI;25524;ALTA;14/07/2026
19;ANDINA;CUNDINAMARCA;PULÍ;25580;ALTA;14/07/2026
20;ANDINA;CUNDINAMARCA;QUIPILE;25596;ALTA;14/07/2026
21;ANDINA;CUNDINAMARCA;RICAURTE;25612;ALTA;14/07/2026
22;ANDINA;CUNDINAMARCA;SAN JUAN DE RIOSECO;25662;ALTA;14/07/2026
23;ANDINA;CUNDINAMARCA;TIBACUY;25805;ALTA;14/07/2026
24;ANDINA;CUNDINAMARCA;TOCAIMA;25815;ALTA;14/07/2026
25;ANDINA;CUNDINAMARCA;VIANÍ;25867;ALTA;14/07/2026
26;ANDINA;CUNDINAMARCA;VIOTÁ;25878;ALTA;14/07/2026
27;ANDINA;HUILA;AIPE;41016;ALTA;14/07/2026
28;ANDINA;HUILA;VILLAVIEJA;41872;ALTA;14/07/2026
29;CARIBE;LA GUAJIRA;BARRANCAS;44078;ALTA;14/07/2026
30;CARIBE;LA GUAJIRA;HATONUEVO;44378;ALTA;14/07/2026
31;CARIBE;LA GUAJIRA;RIOHACHA;44001;ALTA;14/07/2026
32;ANDINA;TOLIMA;ALVARADO;73026;ALTA;14/07/2026
33;ANDINA;TOLIMA;AMBALEMA;73030;ALTA;14/07/2026
34;ANDINA;TOLIMA;ARMERO;73055;ALTA;14/07/2026
35;ANDINA;TOLIMA;ATACO;73067;ALTA;14/07/2026
36;ANDINA;TOLIMA;CARMEN DE APICALÁ;73148;ALTA;14/07/2026
