OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;FREDONIA;05282;ALTA;08/08/2026
2;ANDINA;BOYACÁ;ARCABUCO;15051;ALTA;08/08/2026
3;ANDINA;BOYACÁ;BUENAVISTA;15109;ALTA;08/08/2026
4;ANDINA;BOYACÁ;COPER;15212;ALTA;08/08/2026
5;PACÍFICO;CAUCA;BOLÍVAR;19100;ALTA;08/08/2026
6;PACÍFICO;CAUCA;FLORENCIA;19290;ALTA;08/08/2026
7;PACÍFICO;CAUCA;MERCADERES;19450;ALTA;08/08/2026
8;CARIBE;CESAR;VALLEDUPAR;20001;ALTA;08/08/2026
9;ANDINA;CUNDINAMARCA;CARMEN DE CARUPA;25154;ALTA;08/08/2026
10;ANDINA;CUNDINAMARCA;FÚQUENE;25288;ALTA;08/08/2026
11;ANDINA;CUNDINAMARCA;GIRARDOT;25307;ALTA;08/08/2026
12;ANDINA;CUNDINAMARCA;GUACHETÁ;25317;ALTA;08/08/2026
13;ANDINA;CUNDINAMARCA;NARIÑO;25483;ALTA;08/08/2026
14;ANDINA;CUNDINAMARCA;NILO;25488;ALTA;08/08/2026
15;ANDINA;CUNDINAMARCA;SAN CAYETANO;25653;ALTA;08/08/2026
16;ANDINA;CUNDINAMARCA;SIMIJACA;25745;ALTA;08/08/2026
17;ANDINA;CUNDINAMARCA;SUSA;25779;ALTA;08/08/2026
18;ANDINA;CUNDINAMARCA;SUTATAUSA;25781;ALTA;08/08/2026
19;ANDINA;CUNDINAMARCA;TOCAIMA;25815;ALTA;08/08/2026
20;ANDINA;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATÉ;25843;ALTA;08/08/2026
21;ANDINA;CUNDINAMARCA;VIOTÁ;25878;ALTA;08/08/2026
22;ANDINA;HUILA;AIPE;41016;ALTA;08/08/2026
23;ANDINA;HUILA;NEIVA;41001;ALTA;08/08/2026
24;ANDINA;HUILA;PALERMO;41524;ALTA;08/08/2026
25;ANDINA;HUILA;VILLAVIEJA;41872;ALTA;08/08/2026
26;CARIBE;LA GUAJIRA;ALBANIA;44035;ALTA;08/08/2026
27;CARIBE;LA GUAJIRA;BARRANCAS;44078;ALTA;08/08/2026
28;CARIBE;LA GUAJIRA;HATONUEVO;44378;ALTA;08/08/2026
29;CARIBE;LA GUAJIRA;MAICAO;44430;ALTA;08/08/2026
30;CARIBE;LA GUAJIRA;MANAURE;44560;ALTA;08/08/2026
31;CARIBE;LA GUAJIRA;RIOHACHA;44001;ALTA;08/08/2026
32;CARIBE;LA GUAJIRA;URIBIA;44847;ALTA;08/08/2026
33;PACÍFICO;NARIÑO;ANCUYA;52036;ALTA;08/08/2026
34;PACÍFICO;NARIÑO;ARBOLEDA;52051;ALTA;08/08/2026
35;PACÍFICO;NARIÑO;CHACHAGÜÍ;52240;ALTA;08/08/2026
36;PACÍFICO;NARIÑO;EL PEÑOL;52254;ALTA;08/08/2026
37;PACÍFICO;NARIÑO;EL TAMBO;52260;ALTA;08/08/2026
38;PACÍFICO;NARIÑO;GUAITARILLA;52320;ALTA;08/08/2026
39;PACÍFICO;NARIÑO;IMUÉS;52354;ALTA;08/08/2026
40;PACÍFICO;NARIÑO;LA FLORIDA;52381;ALTA;08/08/2026
41;PACÍFICO;NARIÑO;LA UNIÓN;52399;ALTA;08/08/2026
42;PACÍFICO;NARIÑO;LINARES;52411;ALTA;08/08/2026
43;PACÍFICO;NARIÑO;MALLAMA;52435;ALTA;08/08/2026
44;PACÍFICO;NARIÑO;OSPINA;52506;ALTA;08/08/2026
45;PACÍFICO;NARIÑO;PROVIDENCIA;52565;ALTA;08/08/2026
46;PACÍFICO;NARIÑO;SAMANIEGO;52678;ALTA;08/08/2026
47;PACÍFICO;NARIÑO;SAN LORENZO;52687;ALTA;08/08/2026
48;PACÍFICO;NARIÑO;SAN PEDRO DE CARTAGO;52694;ALTA;08/08/2026
49;PACÍFICO;NARIÑO;SANDONÁ;52683;ALTA;08/08/2026
50;PACÍFICO;NARIÑO;SANTACRUZ;52699;ALTA;08/08/2026
51;PACÍFICO;NARIÑO;TAMINANGO;52786;ALTA;08/08/2026
52;PACÍFICO;NARIÑO;TÚQUERRES;52838;ALTA;08/08/2026
53;ANDINA;QUINDÍO;GÉNOVA;63302;ALTA;08/08/2026
54;ANDINA;TOLIMA;ALPUJARRA;73024;ALTA;08/08/2026
55;ANDINA;TOLIMA;ALVARADO;73026;ALTA;08/08/2026
56;ANDINA;TOLIMA;AMBALEMA;73030;ALTA;08/08/2026
57;ANDINA;TOLIMA;ANZOÁTEGUI;73043;ALTA;08/08/2026
58;ANDINA;TOLIMA;ATACO;73067;ALTA;08/08/2026
59;ANDINA;TOLIMA;CAJAMARCA;73124;ALTA;08/08/2026
60;ANDINA;TOLIMA;CARMEN DE APICALÁ;73148;ALTA;08/08/2026
61;ANDINA;TOLIMA;CHAPARRAL;73168;ALTA;08/08/2026
62;ANDINA;TOLIMA;COELLO;73200;ALTA;08/08/2026
63;ANDINA;TOLIMA;COYAIMA;73217;ALTA;08/08/2026
64;ANDINA;TOLIMA;CUNDAY;73226;ALTA;08/08/2026
65;ANDINA;TOLIMA;DOLORES;73236;ALTA;08/08/2026
66;ANDINA;TOLIMA;ESPINAL;73268;ALTA;08/08/2026
67;ANDINA;TOLIMA;FLANDES;73275;ALTA;08/08/2026
68;ANDINA;TOLIMA;GUAMO;73319;ALTA;08/08/2026
69;ANDINA;TOLIMA;IBAGUÉ;73001;ALTA;08/08/2026
70;ANDINA;TOLIMA;LÍBANO;73411;ALTA;08/08/2026
71;ANDINA;TOLIMA;MURILLO;73461;ALTA;08/08/2026
72;ANDINA;TOLIMA;NATAGAIMA;73483;ALTA;08/08/2026
73;ANDINA;TOLIMA;ORTEGA;73504;ALTA;08/08/2026
74;ANDINA;TOLIMA;PIEDRAS;73547;ALTA;08/08/2026
75;ANDINA;TOLIMA;PRADO;73563;ALTA;08/08/2026
76;ANDINA;TOLIMA;PURIFICACIÓN;73585;ALTA;08/08/2026
77;ANDINA;TOLIMA;RONCESVALLES;73622;ALTA;08/08/2026
78;ANDINA;TOLIMA;ROVIRA;73624;ALTA;08/08/2026
79;ANDINA;TOLIMA;SALDAÑA;73671;ALTA;08/08/2026
80;ANDINA;TOLIMA;SAN ANTONIO;73675;ALTA;08/08/2026
81;ANDINA;TOLIMA;SAN LUIS;73678;ALTA;08/08/2026
82;ANDINA;TOLIMA;SANTA ISABEL;73686;ALTA;08/08/2026
83;ANDINA;TOLIMA;SUÁREZ;73770;ALTA;08/08/2026
84;ANDINA;TOLIMA;VALLE DE SAN JUAN;73854;ALTA;08/08/2026
85;ANDINA;TOLIMA;VENADILLO;73861;ALTA;08/08/2026
86;PACÍFICO;VALLE DEL CAUCA;SEVILLA;76736;ALTA;08/08/2026
87;ANDINA;ANTIOQUIA;BURITICÁ;05113;BAJA;08/08/2026
88;ANDINA;ANTIOQUIA;CAICEDO;05125;BAJA;08/08/2026
89;ANDINA;ANTIOQUIA;GIRALDO;05306;BAJA;08/08/2026
90;ANDINA;ANTIOQUIA;OLAYA;05501;BAJA;08/08/2026
91;ANDINA;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;05042;BAJA;08/08/2026
92;ANDINA;ANTIOQUIA;SOPETRÁN;05761;BAJA;08/08/2026
