OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Alta;-;-;-;26/07/2026;3
2;ANDINA;ANTIOQUIA;NECHÍ;05495;Alta;92.7;197.6;14.0;26/07/2026;3
3;ANDINA;ANTIOQUIA;TARAZÁ;05790;Alta;78.7;165.1;20.0;26/07/2026;3
4;ANDINA;ANTIOQUIA;VALDIVIA;05854;Alta;49.1;119.3;20.0;26/07/2026;3
5;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;42.9;113.3;29.0;26/07/2026;3
6;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;41.0;153.1;29.0;26/07/2026;3
7;CARIBE;BOLÍVAR;ARENAL;13042;Alta;78.4;108.5;13.0;26/07/2026;3
8;CARIBE;BOLÍVAR;MONTECRISTO;13458;Alta;90.9;167.0;13.0;26/07/2026;3
9;CARIBE;BOLÍVAR;MORALES;13473;Alta;61.1;100.7;14.0;26/07/2026;3
10;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Alta;63.9;80.2;13.0;26/07/2026;3
11;CARIBE;BOLÍVAR;SAN JACINTO DEL CAUCA;13655;Alta;87.1;174.5;13.0;26/07/2026;3
12;ANDINA;BOYACÁ;ALMEIDA;15022;Alta;11.1;159.5;28.0;26/07/2026;3
13;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;15.0;165.8;29.0;26/07/2026;3
14;ANDINA;BOYACÁ;MACANAL;15425;Alta;15.7;143.5;28.0;26/07/2026;3
15;ANDINA;BOYACÁ;PAYA;15533;Alta;44.4;158.8;28.0;26/07/2026;3
16;ANDINA;CALDAS;RIOSUCIO;17614;Alta;-;-;-;26/07/2026;3
17;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;32.9;188.1;29.0;26/07/2026;3
18;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;57.5;155.6;27.0;26/07/2026;3
19;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;73.1;199.9;26.0;26/07/2026;3
20;PACÍFICO;CAUCA;EL TAMBO;19256;Alta;7.8;96.7;17.0;26/07/2026;3
21;PACÍFICO;CAUCA;GUAPI;19318;Alta;38.8;216.4;25.0;26/07/2026;3
22;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;30.5;303.5;26.0;26/07/2026;3
23;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;31.7;354.4;28.0;26/07/2026;3
24;PACÍFICO;CHOCÓ;CARMEN DEL DARIÉN;27150;Alta;67.3;129.9;24.0;26/07/2026;3
25;PACÍFICO;CHOCÓ;CONDOTO;27205;Alta;79.1;148.3;25.0;26/07/2026;3
26;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;Alta;29.7;77.1;13.0;26/07/2026;3
27;PACÍFICO;CHOCÓ;LLORÓ;27413;Alta;66.3;108.7;24.0;26/07/2026;3
28;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;84.6;151.6;24.0;26/07/2026;3
29;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Alta;56.3;127.7;22.0;26/07/2026;3
30;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;69.8;125.9;25.0;26/07/2026;3
31;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Alta;14.9;73.9;30.0;26/07/2026;3
32;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;15.9;243.2;30.0;26/07/2026;3
33;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;15.1;227.6;30.0;26/07/2026;3
34;CARIBE;CÓRDOBA;PUERTO LIBERTADOR;23580;Alta;69.4;141.4;21.0;26/07/2026;3
35;CARIBE;CÓRDOBA;SAN JOSÉ DE URÉ;23682;Alta;80.3;177.5;18.0;26/07/2026;3
36;ORINOQUÍA;META;CUBARRAL;50223;Alta;29.0;165.7;29.0;26/07/2026;3
