divipola,municipio,departamento,fuente
73043,ANZOÁTEGUI,TOLIMA,dane
73055,ARMERO,TOLIMA,dane
73067,ATACO,TOLIMA,dane
73124,CAJAMARCA,TOLIMA,dane
73148,CARMEN DE APICALÁ,TOLIMA,dane
73152,CASABIANCA,TOLIMA,dane
73168,CHAPARRAL,TOLIMA,dane
73200,COELLO,TOLIMA,dane
73217,COYAIMA,TOLIMA,dane
73226,CUNDAY,TOLIMA,dane
73236,DOLORES,TOLIMA,dane
73268,ESPINAL,TOLIMA,dane
73270,FALAN,TOLIMA,dane
73275,FLANDES,TOLIMA,dane
73283,FRESNO,TOLIMA,dane
73319,GUAMO,TOLIMA,dane
73347,HERVEO,TOLIMA,dane
73352,ICONONZO,TOLIMA,dane
73408,LÉRIDA,TOLIMA,dane
73411,LÍBANO,TOLIMA,dane
73443,SAN SEBASTIÁN DE MARIQUITA,TOLIMA,dane
73449,MELGAR,TOLIMA,dane
73461,MURILLO,TOLIMA,dane
73483,NATAGAIMA,TOLIMA,dane
73504,ORTEGA,TOLIMA,dane
73520,PALOCABILDO,TOLIMA,dane
73547,PIEDRAS,TOLIMA,dane
73555,PLANADAS,TOLIMA,dane
73563,PRADO,TOLIMA,dane
73585,PURIFICACIÓN,TOLIMA,dane
73616,RIOBLANCO,TOLIMA,dane
73622,RONCESVALLES,TOLIMA,dane
73624,ROVIRA,TOLIMA,dane
73671,SALDAÑA,TOLIMA,dane
73675,SAN ANTONIO,TOLIMA,dane
73678,SAN LUIS,TOLIMA,dane
73686,SANTA ISABEL,TOLIMA,dane
73770,SUÁREZ,TOLIMA,dane
73854,VALLE DE SAN JUAN,TOLIMA,dane
73861,VENADILLO,TOLIMA,dane
73870,VILLAHERMOSA,TOLIMA,dane
73873,VILLARRICA,TOLIMA,dane
13300,HATILLO DE LOBA,BOLÍVAR,dane
13650,SAN FERNANDO,BOLÍVAR,dane
13430,MAGANGUÉ,BOLÍVAR,dane
25307,GIRARDOT,CUNDINAMARCA,dane
25754,SOACHA,CUNDINAMARCA,dane
25175,CHÍA,CUNDINAMARCA,dane
25260,EL ROSAL,CUNDINAMARCA,dane
25473,MOSQUERA,CUNDINAMARCA,dane
25740,SIBATÉ,CUNDINAMARCA,dane
25290,FUSAGASUGÁ,CUNDINAMARCA,dane
25662,SAN JUAN DE RIOSECO,CUNDINAMARCA,dane
73349,HONDA,TOLIMA,dane
05631,SABANETA,ANTIOQUIA,dane
05380,LA ESTRELLA,ANTIOQUIA,dane
94663,MAPIRIPANA,GUAINÍA,temp_max_municipal
94663,MAPIRIPANA,GUAINÍA,temp_min_municipal
18001,FLORENCIA,CAQUETÁ,amenaza_deslizamientos
18029,ALBANIA,CAQUETÁ,amenaza_deslizamientos
18094,BELÉN DE LOS ANDAQUÍES,CAQUETÁ,amenaza_deslizamientos
18247,EL DONCELLO,CAQUETÁ,amenaza_deslizamientos
18256,EL PAUJÍL,CAQUETÁ,amenaza_deslizamientos
18410,LA MONTAÑITA,CAQUETÁ,amenaza_deslizamientos
18460,MILÁN,CAQUETÁ,amenaza_deslizamientos
18479,MORELIA,CAQUETÁ,amenaza_deslizamientos
18860,VALPARAÍSO,CAQUETÁ,amenaza_deslizamientos
18150,CARTAGENA DEL CHAIRÁ,CAQUETÁ,amenaza_deslizamientos
18753,SAN VICENTE DEL CAGUÁN,CAQUETÁ,amenaza_deslizamientos
18756,SOLANO,CAQUETÁ,amenaza_deslizamientos
18785,SOLITA,CAQUETÁ,amenaza_deslizamientos
18205,CURILLO,CAQUETÁ,amenaza_deslizamientos
18592,PUERTO RICO,CAQUETÁ,amenaza_deslizamientos
19001,POPAYÁN,CAUCA,amenaza_deslizamientos
19022,ALMAGUER,CAUCA,amenaza_deslizamientos
19050,ARGELIA,CAUCA,amenaza_deslizamientos
19075,BALBOA,CAUCA,amenaza_deslizamientos
19100,BOLÍVAR,CAUCA,amenaza_deslizamientos
19110,BUENOS AIRES,CAUCA,amenaza_deslizamientos
19130,CAJIBÍO,CAUCA,amenaza_deslizamientos
19137,CALDONO,CAUCA,amenaza_deslizamientos
19142,CALOTO,CAUCA,amenaza_deslizamientos
19212,CORINTO,CAUCA,amenaza_deslizamientos
19290,FLORENCIA,CAUCA,amenaza_deslizamientos
19300,GUACHENÉ,CAUCA,amenaza_deslizamientos
19355,INZÁ,CAUCA,amenaza_deslizamientos
19364,JAMBALÓ,CAUCA,amenaza_deslizamientos
19392,LA SIERRA,CAUCA,amenaza_deslizamientos
19397,LA VEGA,CAUCA,amenaza_deslizamientos
19450,MERCADERES,CAUCA,amenaza_deslizamientos
19455,MIRANDA,CAUCA,amenaza_deslizamientos
19473,MORALES,CAUCA,amenaza_deslizamientos
19513,PADILLA,CAUCA,amenaza_deslizamientos
19517,PÁEZ,CAUCA,amenaza_deslizamientos
19532,PATÍA,CAUCA,amenaza_deslizamientos
19548,PIENDAMÓ - TUNÍA,CAUCA,amenaza_deslizamientos
19573,PUERTO TEJADA,CAUCA,amenaza_deslizamientos
19585,PURACÉ,CAUCA,amenaza_deslizamientos
19622,ROSAS,CAUCA,amenaza_deslizamientos
19693,SAN SEBASTIÁN,CAUCA,amenaza_deslizamientos
19698,SANTANDER DE QUILICHAO,CAUCA,amenaza_deslizamientos
19743,SILVIA,CAUCA,amenaza_deslizamientos
19760,SOTARÁ - PAISPAMBA,CAUCA,amenaza_deslizamientos
19780,SUÁREZ,CAUCA,amenaza_deslizamientos
19785,SUCRE,CAUCA,amenaza_deslizamientos
19807,TIMBÍO,CAUCA,amenaza_deslizamientos
19821,TORIBÍO,CAUCA,amenaza_deslizamientos
19824,TOTORÓ,CAUCA,amenaza_deslizamientos
19256,EL TAMBO,CAUCA,amenaza_deslizamientos
19845,VILLA RICA,CAUCA,amenaza_deslizamientos
76001,CALI,VALLE DEL CAUCA,amenaza_deslizamientos
76036,ANDALUCÍA,VALLE DEL CAUCA,amenaza_deslizamientos
76041,ANSERMANUEVO,VALLE DEL CAUCA,amenaza_deslizamientos
76054,ARGELIA,VALLE DEL CAUCA,amenaza_deslizamientos
76111,GUADALAJARA DE BUGA,VALLE DEL CAUCA,amenaza_deslizamientos
76113,BUGALAGRANDE,VALLE DEL CAUCA,amenaza_deslizamientos
76122,CAICEDONIA,VALLE DEL CAUCA,amenaza_deslizamientos
76130,CANDELARIA,VALLE DEL CAUCA,amenaza_deslizamientos
76147,CARTAGO,VALLE DEL CAUCA,amenaza_deslizamientos
76243,EL ÁGUILA,VALLE DEL CAUCA,amenaza_deslizamientos
76246,EL CAIRO,VALLE DEL CAUCA,amenaza_deslizamientos
76248,EL CERRITO,VALLE DEL CAUCA,amenaza_deslizamientos
76250,EL DOVIO,VALLE DEL CAUCA,amenaza_deslizamientos
76275,FLORIDA,VALLE DEL CAUCA,amenaza_deslizamientos
76306,GINEBRA,VALLE DEL CAUCA,amenaza_deslizamientos
76318,GUACARÍ,VALLE DEL CAUCA,amenaza_deslizamientos
76020,ALCALÁ,VALLE DEL CAUCA,amenaza_deslizamientos
76497,OBANDO,VALLE DEL CAUCA,amenaza_deslizamientos
76520,PALMIRA,VALLE DEL CAUCA,amenaza_deslizamientos
76563,PRADERA,VALLE DEL CAUCA,amenaza_deslizamientos
76606,RESTREPO,VALLE DEL CAUCA,amenaza_deslizamientos
76616,RIOFRÍO,VALLE DEL CAUCA,amenaza_deslizamientos
76622,ROLDANILLO,VALLE DEL CAUCA,amenaza_deslizamientos
76670,SAN PEDRO,VALLE DEL CAUCA,amenaza_deslizamientos
76736,SEVILLA,VALLE DEL CAUCA,amenaza_deslizamientos
76823,TORO,VALLE DEL CAUCA,amenaza_deslizamientos
76828,TRUJILLO,VALLE DEL CAUCA,amenaza_deslizamientos
76834,TULUÁ,VALLE DEL CAUCA,amenaza_deslizamientos
76845,ULLOA,VALLE DEL CAUCA,amenaza_deslizamientos
76863,VERSALLES,VALLE DEL CAUCA,amenaza_deslizamientos
76869,VIJES,VALLE DEL CAUCA,amenaza_deslizamientos
76890,YOTOCO,VALLE DEL CAUCA,amenaza_deslizamientos
76892,YUMBO,VALLE DEL CAUCA,amenaza_deslizamientos
76895,ZARZAL,VALLE DEL CAUCA,amenaza_deslizamientos
76403,LA VICTORIA,VALLE DEL CAUCA,amenaza_deslizamientos
76400,LA UNIÓN,VALLE DEL CAUCA,amenaza_deslizamientos
76377,LA CUMBRE,VALLE DEL CAUCA,amenaza_deslizamientos
76364,JAMUNDÍ,VALLE DEL CAUCA,amenaza_deslizamientos
76233,DAGUA,VALLE DEL CAUCA,amenaza_deslizamientos
86219,COLÓN,PUTUMAYO,amenaza_deslizamientos
86757,SAN MIGUEL,PUTUMAYO,amenaza_deslizamientos
86865,VALLE DEL GUAMUEZ,PUTUMAYO,amenaza_deslizamientos
86569,PUERTO CAICEDO,PUTUMAYO,amenaza_deslizamientos
86568,PUERTO ASÍS,PUTUMAYO,amenaza_deslizamientos
86571,PUERTO GUZMÁN,PUTUMAYO,amenaza_deslizamientos
86573,PUERTO LEGUÍZAMO,PUTUMAYO,amenaza_deslizamientos
52683,SANDONÁ,NARIÑO,amenaza_deslizamientos
52685,SAN BERNARDO,NARIÑO,amenaza_deslizamientos
52687,SAN LORENZO,NARIÑO,amenaza_deslizamientos
52560,POTOSÍ,NARIÑO,amenaza_deslizamientos
52693,SAN PABLO,NARIÑO,amenaza_deslizamientos
52565,PROVIDENCIA,NARIÑO,amenaza_deslizamientos
52694,SAN PEDRO DE CARTAGO,NARIÑO,amenaza_deslizamientos
52573,PUERRES,NARIÑO,amenaza_deslizamientos
52699,SANTACRUZ,NARIÑO,amenaza_deslizamientos
52585,PUPIALES,NARIÑO,amenaza_deslizamientos
52678,SAMANIEGO,NARIÑO,amenaza_deslizamientos
52207,CONSACÁ,NARIÑO,amenaza_deslizamientos
52210,CONTADERO,NARIÑO,amenaza_deslizamientos
52215,CÓRDOBA,NARIÑO,amenaza_deslizamientos
52019,ALBÁN,NARIÑO,amenaza_deslizamientos
52022,ALDANA,NARIÑO,amenaza_deslizamientos
52224,CUASPUD CARLOSAMA,NARIÑO,amenaza_deslizamientos
52036,ANCUYA,NARIÑO,amenaza_deslizamientos
52051,ARBOLEDA,NARIÑO,amenaza_deslizamientos
52083,BELÉN,NARIÑO,amenaza_deslizamientos
52110,BUESACO,NARIÑO,amenaza_deslizamientos
52203,COLÓN,NARIÑO,amenaza_deslizamientos
52480,NARIÑO,NARIÑO,amenaza_deslizamientos
52506,OSPINA,NARIÑO,amenaza_deslizamientos
52720,SAPUYES,NARIÑO,amenaza_deslizamientos
52786,TAMINANGO,NARIÑO,amenaza_deslizamientos
52788,TANGUA,NARIÑO,amenaza_deslizamientos
52240,CHACHAGÜÍ,NARIÑO,amenaza_deslizamientos
52254,EL PEÑOL,NARIÑO,amenaza_deslizamientos
52258,EL TABLÓN DE GÓMEZ,NARIÑO,amenaza_deslizamientos
52838,TÚQUERRES,NARIÑO,amenaza_deslizamientos
52411,LINARES,NARIÑO,amenaza_deslizamientos
52885,YACUANQUER,NARIÑO,amenaza_deslizamientos
52435,MALLAMA,NARIÑO,amenaza_deslizamientos
52378,LA CRUZ,NARIÑO,amenaza_deslizamientos
52381,LA FLORIDA,NARIÑO,amenaza_deslizamientos
52260,EL TAMBO,NARIÑO,amenaza_deslizamientos
52287,FUNES,NARIÑO,amenaza_deslizamientos
52317,GUACHUCAL,NARIÑO,amenaza_deslizamientos
52399,LA UNIÓN,NARIÑO,amenaza_deslizamientos
52320,GUAITARILLA,NARIÑO,amenaza_deslizamientos
52405,LEIVA,NARIÑO,amenaza_deslizamientos
52323,GUALMATÁN,NARIÑO,amenaza_deslizamientos
52352,ILES,NARIÑO,amenaza_deslizamientos
52354,IMUÉS,NARIÑO,amenaza_deslizamientos
52356,IPIALES,NARIÑO,amenaza_deslizamientos
52227,CUMBAL,NARIÑO,amenaza_deslizamientos
52233,CUMBITARA,NARIÑO,amenaza_deslizamientos
52256,EL ROSARIO,NARIÑO,amenaza_deslizamientos
52385,LA LLANADA,NARIÑO,amenaza_deslizamientos
52418,LOS ANDES,NARIÑO,amenaza_deslizamientos
52540,POLICARPA,NARIÑO,amenaza_deslizamientos
52250,EL CHARCO,NARIÑO,amenaza_deslizamientos
52390,LA TOLA,NARIÑO,amenaza_deslizamientos
52473,MOSQUERA,NARIÑO,amenaza_deslizamientos
52490,OLAYA HERRERA,NARIÑO,amenaza_deslizamientos
52520,FRANCISCO PIZARRO,NARIÑO,amenaza_deslizamientos
52621,ROBERTO PAYÁN,NARIÑO,amenaza_deslizamientos
94001,INÍRIDA,GUAINÍA,amenaza_deslizamientos
94343,BARRANCOMINAS,GUAINÍA,amenaza_deslizamientos
94663,MAPIRIPANA,GUAINÍA,amenaza_deslizamientos
94883,SAN FELIPE,GUAINÍA,amenaza_deslizamientos
94884,PUERTO COLOMBIA,GUAINÍA,amenaza_deslizamientos
94885,LA GUADALUPE,GUAINÍA,amenaza_deslizamientos
94886,CACAHUAL,GUAINÍA,amenaza_deslizamientos
94887,PANA PANA,GUAINÍA,amenaza_deslizamientos
94888,MORICHAL,GUAINÍA,amenaza_deslizamientos
99624,SANTA ROSALÍA,VICHADA,amenaza_deslizamientos
99001,PUERTO CARREÑO,VICHADA,amenaza_deslizamientos
99524,LA PRIMAVERA,VICHADA,amenaza_deslizamientos
99773,CUMARIBO,VICHADA,amenaza_deslizamientos
85136,LA SALINA,CASANARE,amenaza_deslizamientos
85139,MANÍ,CASANARE,amenaza_deslizamientos
85230,OROCUÉ,CASANARE,amenaza_deslizamientos
85325,SAN LUIS DE PALENQUE,CASANARE,amenaza_deslizamientos
85430,TRINIDAD,CASANARE,amenaza_deslizamientos
91001,LETICIA,AMAZONAS,amenaza_deslizamientos
91263,EL ENCANTO,AMAZONAS,amenaza_deslizamientos
91405,LA CHORRERA,AMAZONAS,amenaza_deslizamientos
91407,LA PEDRERA,AMAZONAS,amenaza_deslizamientos
91430,LA VICTORIA,AMAZONAS,amenaza_deslizamientos
91460,MIRITÍ - PARANÁ,AMAZONAS,amenaza_deslizamientos
91530,PUERTO ALEGRÍA,AMAZONAS,amenaza_deslizamientos
91536,PUERTO ARICA,AMAZONAS,amenaza_deslizamientos
91540,PUERTO NARIÑO,AMAZONAS,amenaza_deslizamientos
91669,PUERTO SANTANDER,AMAZONAS,amenaza_deslizamientos
91798,TARAPACÁ,AMAZONAS,amenaza_deslizamientos
97001,MITÚ,VAUPÉS,amenaza_deslizamientos
97161,CARURÚ,VAUPÉS,amenaza_deslizamientos
97511,PACOA,VAUPÉS,amenaza_deslizamientos
97666,TARAIRA,VAUPÉS,amenaza_deslizamientos
97777,PAPUNAHUA,VAUPÉS,amenaza_deslizamientos
97889,YAVARATÉ,VAUPÉS,amenaza_deslizamientos
95001,SAN JOSÉ DEL GUAVIARE,GUAVIARE,amenaza_deslizamientos
95015,CALAMAR,GUAVIARE,amenaza_deslizamientos
95025,EL RETORNO,GUAVIARE,amenaza_deslizamientos
95200,MIRAFLORES,GUAVIARE,amenaza_deslizamientos
17001,MANIZALES,CALDAS,amenaza_deslizamientos
17013,AGUADAS,CALDAS,amenaza_deslizamientos
17486,NEIRA,CALDAS,amenaza_deslizamientos
17446,MARULANDA,CALDAS,amenaza_deslizamientos
17444,MARQUETALIA,CALDAS,amenaza_deslizamientos
17442,MARMATO,CALDAS,amenaza_deslizamientos
17433,MANZANARES,CALDAS,amenaza_deslizamientos
17388,LA MERCED,CALDAS,amenaza_deslizamientos
17380,LA DORADA,CALDAS,amenaza_deslizamientos
17272,FILADELFIA,CALDAS,amenaza_deslizamientos
17174,CHINCHINÁ,CALDAS,amenaza_deslizamientos
17088,BELALCÁZAR,CALDAS,amenaza_deslizamientos
17050,ARANZAZU,CALDAS,amenaza_deslizamientos
17042,ANSERMA,CALDAS,amenaza_deslizamientos
17495,NORCASIA,CALDAS,amenaza_deslizamientos
17877,VITERBO,CALDAS,amenaza_deslizamientos
17873,VILLAMARÍA,CALDAS,amenaza_deslizamientos
17867,VICTORIA,CALDAS,amenaza_deslizamientos
17777,SUPÍA,CALDAS,amenaza_deslizamientos
17665,SAN JOSÉ,CALDAS,amenaza_deslizamientos
17662,SAMANÁ,CALDAS,amenaza_deslizamientos
17653,SALAMINA,CALDAS,amenaza_deslizamientos
17616,RISARALDA,CALDAS,amenaza_deslizamientos
17541,PENSILVANIA,CALDAS,amenaza_deslizamientos
17524,PALESTINA,CALDAS,amenaza_deslizamientos
17513,PÁCORA,CALDAS,amenaza_deslizamientos
17614,RIOSUCIO,CALDAS,amenaza_deslizamientos
63001,ARMENIA,QUINDIO,amenaza_deslizamientos
63111,BUENAVISTA,QUINDIO,amenaza_deslizamientos
63130,CALARCÁ,QUINDIO,amenaza_deslizamientos
63190,CIRCASIA,QUINDIO,amenaza_deslizamientos
63212,CÓRDOBA,QUINDIO,amenaza_deslizamientos
63272,FILANDIA,QUINDIO,amenaza_deslizamientos
63302,GÉNOVA,QUINDIO,amenaza_deslizamientos
63401,LA TEBAIDA,QUINDIO,amenaza_deslizamientos
63470,MONTENEGRO,QUINDIO,amenaza_deslizamientos
63548,PIJAO,QUINDIO,amenaza_deslizamientos
63594,QUIMBAYA,QUINDIO,amenaza_deslizamientos
63690,SALENTO,QUINDIO,amenaza_deslizamientos
66001,PEREIRA,RISARALDA,amenaza_deslizamientos
66045,APÍA,RISARALDA,amenaza_deslizamientos
66075,BALBOA,RISARALDA,amenaza_deslizamientos
66088,BELÉN DE UMBRÍA,RISARALDA,amenaza_deslizamientos
66170,DOSQUEBRADAS,RISARALDA,amenaza_deslizamientos
66318,GUÁTICA,RISARALDA,amenaza_deslizamientos
66383,LA CELIA,RISARALDA,amenaza_deslizamientos
66400,LA VIRGINIA,RISARALDA,amenaza_deslizamientos
66440,MARSELLA,RISARALDA,amenaza_deslizamientos
66456,MISTRATÓ,RISARALDA,amenaza_deslizamientos
66594,QUINCHÍA,RISARALDA,amenaza_deslizamientos
66682,SANTA ROSA DE CABAL,RISARALDA,amenaza_deslizamientos
66687,SANTUARIO,RISARALDA,amenaza_deslizamientos
05001,MEDELLÍN,ANTIOQUIA,amenaza_deslizamientos
05101,CIUDAD BOLÍVAR,ANTIOQUIA,amenaza_deslizamientos
05113,BURITICÁ,ANTIOQUIA,amenaza_deslizamientos
05093,BETULIA,ANTIOQUIA,amenaza_deslizamientos
05091,BETANIA,ANTIOQUIA,amenaza_deslizamientos
05088,BELLO,ANTIOQUIA,amenaza_deslizamientos
05086,BELMIRA,ANTIOQUIA,amenaza_deslizamientos
05079,BARBOSA,ANTIOQUIA,amenaza_deslizamientos
05059,ARMENIA,ANTIOQUIA,amenaza_deslizamientos
05055,ARGELIA,ANTIOQUIA,amenaza_deslizamientos
05051,ARBOLETES,ANTIOQUIA,amenaza_deslizamientos
05044,ANZÁ,ANTIOQUIA,amenaza_deslizamientos
05042,SANTA FÉ DE ANTIOQUIA,ANTIOQUIA,amenaza_deslizamientos
05040,ANORÍ,ANTIOQUIA,amenaza_deslizamientos
05038,ANGOSTURA,ANTIOQUIA,amenaza_deslizamientos
05036,ANGELÓPOLIS,ANTIOQUIA,amenaza_deslizamientos
05034,ANDES,ANTIOQUIA,amenaza_deslizamientos
05031,AMALFI,ANTIOQUIA,amenaza_deslizamientos
05030,AMAGÁ,ANTIOQUIA,amenaza_deslizamientos
05021,ALEJANDRÍA,ANTIOQUIA,amenaza_deslizamientos
05004,ABRIAQUÍ,ANTIOQUIA,amenaza_deslizamientos
05002,ABEJORRAL,ANTIOQUIA,amenaza_deslizamientos
05895,ZARAGOZA,ANTIOQUIA,amenaza_deslizamientos
05893,YONDÓ,ANTIOQUIA,amenaza_deslizamientos
05890,YOLOMBÓ,ANTIOQUIA,amenaza_deslizamientos
05887,YARUMAL,ANTIOQUIA,amenaza_deslizamientos
05885,YALÍ,ANTIOQUIA,amenaza_deslizamientos
05861,VENECIA,ANTIOQUIA,amenaza_deslizamientos
05858,VEGACHÍ,ANTIOQUIA,amenaza_deslizamientos
05856,VALPARAÍSO,ANTIOQUIA,amenaza_deslizamientos
05842,URAMITA,ANTIOQUIA,amenaza_deslizamientos
05819,TOLEDO,ANTIOQUIA,amenaza_deslizamientos
05809,TITIRIBÍ,ANTIOQUIA,amenaza_deslizamientos
05792,TARSO,ANTIOQUIA,amenaza_deslizamientos
05789,TÁMESIS,ANTIOQUIA,amenaza_deslizamientos
05761,SOPETRÁN,ANTIOQUIA,amenaza_deslizamientos
05756,SONSÓN,ANTIOQUIA,amenaza_deslizamientos
05736,SEGOVIA,ANTIOQUIA,amenaza_deslizamientos
05697,EL SANTUARIO,ANTIOQUIA,amenaza_deslizamientos
05690,SANTO DOMINGO,ANTIOQUIA,amenaza_deslizamientos
05686,SANTA ROSA DE OSOS,ANTIOQUIA,amenaza_deslizamientos
05679,SANTA BÁRBARA,ANTIOQUIA,amenaza_deslizamientos
05306,GIRALDO,ANTIOQUIA,amenaza_deslizamientos
05282,FREDONIA,ANTIOQUIA,amenaza_deslizamientos
05266,ENVIGADO,ANTIOQUIA,amenaza_deslizamientos
05264,ENTRERRÍOS,ANTIOQUIA,amenaza_deslizamientos
05250,EL BAGRE,ANTIOQUIA,amenaza_deslizamientos
05240,EBÉJICO,ANTIOQUIA,amenaza_deslizamientos
05237,DONMATÍAS,ANTIOQUIA,amenaza_deslizamientos
05212,COPACABANA,ANTIOQUIA,amenaza_deslizamientos
05209,CONCORDIA,ANTIOQUIA,amenaza_deslizamientos
05206,CONCEPCIÓN,ANTIOQUIA,amenaza_deslizamientos
05197,COCORNÁ,ANTIOQUIA,amenaza_deslizamientos
05190,CISNEROS,ANTIOQUIA,amenaza_deslizamientos
05154,CAUCASIA,ANTIOQUIA,amenaza_deslizamientos
05150,CAROLINA,ANTIOQUIA,amenaza_deslizamientos
05148,EL CARMEN DE VIBORAL,ANTIOQUIA,amenaza_deslizamientos
05145,CARAMANTA,ANTIOQUIA,amenaza_deslizamientos
05142,CARACOLÍ,ANTIOQUIA,amenaza_deslizamientos
05138,CAÑASGORDAS,ANTIOQUIA,amenaza_deslizamientos
05134,CAMPAMENTO,ANTIOQUIA,amenaza_deslizamientos
05129,CALDAS,ANTIOQUIA,amenaza_deslizamientos
05125,CAICEDO,ANTIOQUIA,amenaza_deslizamientos
05674,SAN VICENTE FERRER,ANTIOQUIA,amenaza_deslizamientos
05670,SAN ROQUE,ANTIOQUIA,amenaza_deslizamientos
05667,SAN RAFAEL,ANTIOQUIA,amenaza_deslizamientos
05665,SAN PEDRO DE URABÁ,ANTIOQUIA,amenaza_deslizamientos
05664,SAN PEDRO DE LOS MILAGROS,ANTIOQUIA,amenaza_deslizamientos
05660,SAN LUIS,ANTIOQUIA,amenaza_deslizamientos
05659,SAN JUAN DE URABÁ,ANTIOQUIA,amenaza_deslizamientos
05658,SAN JOSÉ DE LA MONTAÑA,ANTIOQUIA,amenaza_deslizamientos
05656,SAN JERÓNIMO,ANTIOQUIA,amenaza_deslizamientos
05652,SAN FRANCISCO,ANTIOQUIA,amenaza_deslizamientos
05649,SAN CARLOS,ANTIOQUIA,amenaza_deslizamientos
05647,SAN ANDRÉS DE CUERQUÍA,ANTIOQUIA,amenaza_deslizamientos
05642,SALGAR,ANTIOQUIA,amenaza_deslizamientos
05628,SABANALARGA,ANTIOQUIA,amenaza_deslizamientos
05615,RIONEGRO,ANTIOQUIA,amenaza_deslizamientos
05607,RETIRO,ANTIOQUIA,amenaza_deslizamientos
05604,REMEDIOS,ANTIOQUIA,amenaza_deslizamientos
05591,PUERTO TRIUNFO,ANTIOQUIA,amenaza_deslizamientos
05585,PUERTO NARE,ANTIOQUIA,amenaza_deslizamientos
05579,PUERTO BERRÍO,ANTIOQUIA,amenaza_deslizamientos
05576,PUEBLORRICO,ANTIOQUIA,amenaza_deslizamientos
05543,PEQUE,ANTIOQUIA,amenaza_deslizamientos
05541,PEÑOL,ANTIOQUIA,amenaza_deslizamientos
05501,OLAYA,ANTIOQUIA,amenaza_deslizamientos
05495,NECHÍ,ANTIOQUIA,amenaza_deslizamientos
05490,NECOCLÍ,ANTIOQUIA,amenaza_deslizamientos
05483,NARIÑO,ANTIOQUIA,amenaza_deslizamientos
05467,MONTEBELLO,ANTIOQUIA,amenaza_deslizamientos
05440,MARINILLA,ANTIOQUIA,amenaza_deslizamientos
05425,MACEO,ANTIOQUIA,amenaza_deslizamientos
05411,LIBORINA,ANTIOQUIA,amenaza_deslizamientos
05400,LA UNIÓN,ANTIOQUIA,amenaza_deslizamientos
05390,LA PINTADA,ANTIOQUIA,amenaza_deslizamientos
05376,LA CEJA,ANTIOQUIA,amenaza_deslizamientos
05368,JERICÓ,ANTIOQUIA,amenaza_deslizamientos
05364,JARDÍN,ANTIOQUIA,amenaza_deslizamientos
05360,ITAGÜÍ,ANTIOQUIA,amenaza_deslizamientos
05353,HISPANIA,ANTIOQUIA,amenaza_deslizamientos
05347,HELICONIA,ANTIOQUIA,amenaza_deslizamientos
05321,GUATAPÉ,ANTIOQUIA,amenaza_deslizamientos
05318,GUARNE,ANTIOQUIA,amenaza_deslizamientos
05315,GUADALUPE,ANTIOQUIA,amenaza_deslizamientos
05313,GRANADA,ANTIOQUIA,amenaza_deslizamientos
05310,GÓMEZ PLATA,ANTIOQUIA,amenaza_deslizamientos
05308,GIRARDOTA,ANTIOQUIA,amenaza_deslizamientos
05284,FRONTINO,ANTIOQUIA,amenaza_deslizamientos
05847,URRAO,ANTIOQUIA,amenaza_deslizamientos
05873,VIGÍA DEL FUERTE,ANTIOQUIA,amenaza_deslizamientos
27050,ATRATO,CHOCÓ,amenaza_deslizamientos
27450,MEDIO SAN JUAN,CHOCÓ,amenaza_deslizamientos
27810,UNIÓN PANAMERICANA,CHOCÓ,amenaza_deslizamientos
23001,MONTERÍA,CÓRDOBA,amenaza_deslizamientos
23068,AYAPEL,CÓRDOBA,amenaza_deslizamientos
23079,BUENAVISTA,CÓRDOBA,amenaza_deslizamientos
23090,CANALETE,CÓRDOBA,amenaza_deslizamientos
23162,CERETÉ,CÓRDOBA,amenaza_deslizamientos
23168,CHIMÁ,CÓRDOBA,amenaza_deslizamientos
23182,CHINÚ,CÓRDOBA,amenaza_deslizamientos
23189,CIÉNAGA DE ORO,CÓRDOBA,amenaza_deslizamientos
23300,COTORRA,CÓRDOBA,amenaza_deslizamientos
23350,LA APARTADA,CÓRDOBA,amenaza_deslizamientos
23417,LORICA,CÓRDOBA,amenaza_deslizamientos
23419,LOS CÓRDOBAS,CÓRDOBA,amenaza_deslizamientos
23464,MOMIL,CÓRDOBA,amenaza_deslizamientos
23500,MOÑITOS,CÓRDOBA,amenaza_deslizamientos
23555,PLANETA RICA,CÓRDOBA,amenaza_deslizamientos
23570,PUEBLO NUEVO,CÓRDOBA,amenaza_deslizamientos
23574,PUERTO ESCONDIDO,CÓRDOBA,amenaza_deslizamientos
23586,PURÍSIMA DE LA CONCEPCIÓN,CÓRDOBA,amenaza_deslizamientos
23660,SAHAGÚN,CÓRDOBA,amenaza_deslizamientos
23670,SAN ANDRÉS DE SOTAVENTO,CÓRDOBA,amenaza_deslizamientos
23672,SAN ANTERO,CÓRDOBA,amenaza_deslizamientos
23675,SAN BERNARDO DEL VIENTO,CÓRDOBA,amenaza_deslizamientos
23678,SAN CARLOS,CÓRDOBA,amenaza_deslizamientos
23686,SAN PELAYO,CÓRDOBA,amenaza_deslizamientos
23815,TUCHÍN,CÓRDOBA,amenaza_deslizamientos
23855,VALENCIA,CÓRDOBA,amenaza_deslizamientos
08001,BARRANQUILLA,ATLÁNTICO,amenaza_deslizamientos
08078,BARANOA,ATLÁNTICO,amenaza_deslizamientos
08137,CAMPO DE LA CRUZ,ATLÁNTICO,amenaza_deslizamientos
