COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,33.0,6727268
05001,Antioquia,Medellin,26.2,419962
81001,Arauca,Arauca,31.3,6480390
08001,Atlantico,Barranquilla,31.2,165737
13001,Bolivar,Cartagena De Indias,32.1,641599
15001,Boyaca,Tunja,16.5,134508
17001,Caldas,Manizales,28.2,494940
18001,Caqueta,Florencia,31.1,2849167
85001,Casanare,Yopal,29.8,2785982
19001,Cauca,Popayan,24.1,536566
20001,Cesar,Valledupar,37.0,4760939
27001,Choco,Quibdo,30.7,3935568
11001,Cundinamarca,"Bogota, D.C.",29.8,1817617
23001,Cordoba,Monteria,33.2,3544548
94001,Guainia,Inirida,32.0,17706318
95001,Guaviare,San Jose Del Guaviare,31.3,18731168
41001,Huila,Neiva,34.0,1421612
44001,La Guajira,Riohacha,35.5,3518455
47001,Magdalena,Santa Marta,31.9,2672070
50001,Meta,Villavicencio,29.4,1441792
52001,Narino,Pasto,21.3,1226326
54001,Norte de Santander,Cucuta,34.8,1277938
86001,Putumayo,Mocoa,31.0,1456603
63001,Quindio,Armenia,26.1,136089
66001,Risaralda,Pereira,27.7,682233
88001,San Andres y Providencia,San Andres,32.8,30340
68001,Santander,Bucaramanga,28.2,172989
70001,Sucre,Sincelejo,31.4,317037
73001,Tolima,Ibague,35.0,1544466
76001,Valle del Cauca,Cali,28.0,630689
97001,Vaupes,Mitu,32.1,18064548
99001,Vichada,Puerto Carreno,33.4,13250752
