OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Alta;-;-;-;05/08/2026;3
2;ANDINA;ANTIOQUIA;APARTADÓ;05045;Alta;71.3;99.6;25.0;05/08/2026;3
3;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;34.8;120.0;16.0;05/08/2026;3
4;ANDINA;ANTIOQUIA;NECHÍ;05495;Alta;41.3;123.0;16.0;05/08/2026;3
5;ANDINA;ANTIOQUIA;SONSÓN;05756;Alta;-;-;-;05/08/2026;3
6;ANDINA;BOYACÁ;CHIVOR;15236;Alta;9.5;57.3;27.0;05/08/2026;3
7;ANDINA;BOYACÁ;MACANAL;15425;Alta;14.6;79.2;27.0;05/08/2026;3
8;ANDINA;BOYACÁ;SAN LUIS DE GACENO;15667;Alta;45.0;123.0;30.0;05/08/2026;3
9;ANDINA;BOYACÁ;SANTA MARÍA;15690;Alta;47.0;99.4;29.0;05/08/2026;3
10;AMAZONÍA;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;18094;Alta;66.7;92.5;28.0;05/08/2026;3
11;AMAZONÍA;CAQUETÁ;FLORENCIA;18001;Alta;42.7;72.9;25.0;05/08/2026;3
12;PACÍFICO;CAUCA;PIAMONTE;19533;Alta;48.8;124.2;28.0;05/08/2026;3
13;PACÍFICO;CAUCA;SANTA ROSA;19701;Alta;22.0;59.1;26.0;05/08/2026;3
14;CARIBE;CESAR;VALLEDUPAR;20001;Alta;-;-;-;05/08/2026;3
15;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;54.7;148.9;26.0;05/08/2026;3
16;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;45.7;207.8;26.0;05/08/2026;3
17;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;30.7;74.6;22.0;05/08/2026;3
18;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;37.8;206.5;24.0;05/08/2026;3
19;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;57.5;216.8;25.0;05/08/2026;3
20;PACÍFICO;CHOCÓ;TADÓ;27787;Alta;59.3;146.7;21.0;05/08/2026;3
21;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;18.4;131.0;29.0;05/08/2026;3
22;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;24.7;78.0;29.0;05/08/2026;3
23;ANDINA;CUNDINAMARCA;UBALÁ;25839;Alta;18.6;88.3;29.0;05/08/2026;3
24;ORINOQUÍA;META;ACACÍAS;50006;Alta;27.9;111.3;29.0;05/08/2026;3
25;ORINOQUÍA;META;RESTREPO;50606;Alta;41.0;175.7;30.0;05/08/2026;3
26;ORINOQUÍA;META;VILLAVICENCIO;50001;Alta;31.4;134.1;29.0;05/08/2026;3
27;PACÍFICO;NARIÑO;BARBACOAS;52079;Alta;-;-;-;05/08/2026;3
28;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;40.2;100.2;30.0;05/08/2026;3
29;ANDINA;ANTIOQUIA;ANGOSTURA;05038;Baja;20.8;62.9;17.0;05/08/2026;1
30;ANDINA;ANTIOQUIA;CARACOLÍ;05142;Baja;-;-;-;05/08/2026;1
31;ANDINA;ANTIOQUIA;MACEO;05425;Baja;-;-;-;05/08/2026;1
32;ANDINA;ANTIOQUIA;MURINDÓ;05475;Baja;28.3;39.3;16.0;05/08/2026;1
33;ANDINA;ANTIOQUIA;NECOCLÍ;05490;Baja;34.1;42.8;20.0;05/08/2026;1
34;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;Baja;-;-;-;05/08/2026;1
35;ANDINA;ANTIOQUIA;PUERTO NARE;05585;Baja;-;-;-;05/08/2026;1
36;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Baja;-;-;-;05/08/2026;1
37;ANDINA;ANTIOQUIA;SAN LUIS;05660;Baja;-;-;-;05/08/2026;1
38;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Baja;-;-;-;05/08/2026;1
39;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Baja;-;-;-;05/08/2026;1
40;ANDINA;ANTIOQUIA;YARUMAL;05887;Baja;15.9;73.5;18.0;05/08/2026;1
41;ANDINA;ANTIOQUIA;YONDÓ;05893;Baja;-;-;-;05/08/2026;1
42;ORINOQUÍA;ARAUCA;FORTUL;81300;Baja;14.8;25.6;26.0;05/08/2026;1
43;CARIBE;BOLÍVAR;CANTAGALLO;13160;Baja;-;-;-;05/08/2026;1
44;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Baja;-;-;-;05/08/2026;1
45;CARIBE;BOLÍVAR;TIQUISIO;13810;Baja;-;-;-;05/08/2026;1
46;ANDINA;BOYACÁ;ALMEIDA;15022;Baja;11.7;62.8;27.0;05/08/2026;1
