OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;FREDONIA;05282;ALTA;16/08/2026
2;ANDINA;BOYACÁ;CHÍQUIZA;15232;ALTA;16/08/2026
3;ANDINA;BOYACÁ;CUCAITA;15224;ALTA;16/08/2026
4;ANDINA;BOYACÁ;RÁQUIRA;15600;ALTA;16/08/2026
5;ANDINA;BOYACÁ;SAMACÁ;15646;ALTA;16/08/2026
6;ANDINA;BOYACÁ;SORA;15762;ALTA;16/08/2026
7;ANDINA;BOYACÁ;SUTAMARCHÁN;15776;ALTA;16/08/2026
8;ANDINA;BOYACÁ;SÁCHICA;15638;ALTA;16/08/2026
9;ANDINA;CUNDINAMARCA;CARMEN DE CARUPA;25154;ALTA;16/08/2026
10;ANDINA;CUNDINAMARCA;FÚQUENE;25288;ALTA;16/08/2026
11;ANDINA;CUNDINAMARCA;GUACHETÁ;25317;ALTA;16/08/2026
12;ANDINA;CUNDINAMARCA;SUSA;25779;ALTA;16/08/2026
13;ANDINA;CUNDINAMARCA;VILLA DE SAN DIEGO DE UBATÉ;25843;ALTA;16/08/2026
14;ANDINA;HUILA;AIPE;41016;ALTA;16/08/2026
15;ANDINA;HUILA;BARAYA;41078;ALTA;16/08/2026
16;ANDINA;HUILA;CAMPOALEGRE;41132;ALTA;16/08/2026
17;ANDINA;HUILA;HOBO;41349;ALTA;16/08/2026
18;ANDINA;HUILA;NEIVA;41001;ALTA;16/08/2026
19;ANDINA;HUILA;RIVERA;41615;ALTA;16/08/2026
20;ANDINA;HUILA;TELLO;41799;ALTA;16/08/2026
21;ANDINA;HUILA;TERUEL;41801;ALTA;16/08/2026
22;ANDINA;HUILA;VILLAVIEJA;41872;ALTA;16/08/2026
23;ANDINA;HUILA;YAGUARÁ;41885;ALTA;16/08/2026
24;ANDINA;HUILA;ÍQUIRA;41357;ALTA;16/08/2026
25;CARIBE;LA GUAJIRA;ALBANIA;44035;ALTA;16/08/2026
26;CARIBE;LA GUAJIRA;MAICAO;44430;ALTA;16/08/2026
27;CARIBE;LA GUAJIRA;MANAURE;44560;ALTA;16/08/2026
28;CARIBE;LA GUAJIRA;RIOHACHA;44001;ALTA;16/08/2026
29;CARIBE;LA GUAJIRA;URIBIA;44847;ALTA;16/08/2026
30;ANDINA;TOLIMA;ALPUJARRA;73024;ALTA;16/08/2026
31;ANDINA;TOLIMA;ATACO;73067;ALTA;16/08/2026
32;ANDINA;TOLIMA;CARMEN DE APICALÁ;73148;ALTA;16/08/2026
33;ANDINA;TOLIMA;CHAPARRAL;73168;ALTA;16/08/2026
34;ANDINA;TOLIMA;COYAIMA;73217;ALTA;16/08/2026
35;ANDINA;TOLIMA;CUNDAY;73226;ALTA;16/08/2026
36;ANDINA;TOLIMA;DOLORES;73236;ALTA;16/08/2026
37;ANDINA;TOLIMA;ESPINAL;73268;ALTA;16/08/2026
38;ANDINA;TOLIMA;GUAMO;73319;ALTA;16/08/2026
39;ANDINA;TOLIMA;NATAGAIMA;73483;ALTA;16/08/2026
40;ANDINA;TOLIMA;ORTEGA;73504;ALTA;16/08/2026
41;ANDINA;TOLIMA;PRADO;73563;ALTA;16/08/2026
42;ANDINA;TOLIMA;PURIFICACIÓN;73585;ALTA;16/08/2026
43;ANDINA;TOLIMA;RONCESVALLES;73622;ALTA;16/08/2026
44;ANDINA;TOLIMA;ROVIRA;73624;ALTA;16/08/2026
45;ANDINA;TOLIMA;SALDAÑA;73671;ALTA;16/08/2026
46;ANDINA;TOLIMA;SAN LUIS;73678;ALTA;16/08/2026
47;ANDINA;TOLIMA;SUÁREZ;73770;ALTA;16/08/2026
48;ANDINA;TOLIMA;VALLE DE SAN JUAN;73854;ALTA;16/08/2026
49;ANDINA;ANTIOQUIA;ABEJORRAL;05002;ALTA;16/08/2026
50;ANDINA;ANTIOQUIA;ABRIAQUÍ;05004;BAJA;16/08/2026
51;ANDINA;ANTIOQUIA;AMAGÁ;05030;BAJA;16/08/2026
52;ANDINA;ANTIOQUIA;ANGELÓPOLIS;05036;BAJA;16/08/2026
53;ANDINA;ANTIOQUIA;ARMENIA;05059;BAJA;16/08/2026
54;ANDINA;ANTIOQUIA;BELLO;05088;BAJA;16/08/2026
55;ANDINA;ANTIOQUIA;BELMIRA;05086;BAJA;16/08/2026
56;ANDINA;ANTIOQUIA;BURITICÁ;05113;BAJA;16/08/2026
57;ANDINA;ANTIOQUIA;CALDAS;05129;BAJA;16/08/2026
58;ANDINA;ANTIOQUIA;CAÑASGORDAS;05138;BAJA;16/08/2026
59;ANDINA;ANTIOQUIA;COPACABANA;05212;ALTA;16/08/2026
60;ANDINA;ANTIOQUIA;DONMATÍAS;05237;BAJA;16/08/2026
61;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;BAJA;16/08/2026
62;ANDINA;ANTIOQUIA;EL SANTUARIO;05697;BAJA;16/08/2026
63;ANDINA;ANTIOQUIA;ENVIGADO;05266;BAJA;16/08/2026
64;ANDINA;ANTIOQUIA;GIRALDO;05306;BAJA;16/08/2026
65;ANDINA;ANTIOQUIA;GUARNE;05318;BAJA;16/08/2026
66;ANDINA;ANTIOQUIA;ITAGÜÍ;05360;BAJA;16/08/2026
67;ANDINA;ANTIOQUIA;JERICÓ;05368;BAJA;16/08/2026
68;ANDINA;ANTIOQUIA;LA CEJA;05376;BAJA;16/08/2026
69;ANDINA;ANTIOQUIA;LA ESTRELLA;05380;BAJA;16/08/2026
70;ANDINA;ANTIOQUIA;LA PINTADA;05390;BAJA;16/08/2026
71;ANDINA;ANTIOQUIA;MARINILLA;05440;BAJA;16/08/2026
72;ANDINA;ANTIOQUIA;MEDELLÍN;05001;ALTA;16/08/2026
73;ANDINA;ANTIOQUIA;MONTEBELLO;05467;BAJA;16/08/2026
74;ANDINA;ANTIOQUIA;NARIÑO;05483;BAJA;16/08/2026
75;ANDINA;ANTIOQUIA;RETIRO;05607;BAJA;16/08/2026
76;ANDINA;ANTIOQUIA;RIONEGRO;05615;BAJA;16/08/2026
77;ANDINA;ANTIOQUIA;SABANALARGA;05628;BAJA;16/08/2026
78;ANDINA;ANTIOQUIA;SABANETA;05631;BAJA;16/08/2026
79;ANDINA;ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;05664;BAJA;16/08/2026
80;ANDINA;ANTIOQUIA;SAN VICENTE FERRER;05674;BAJA;16/08/2026
81;ANDINA;ANTIOQUIA;TARSO;05792;BAJA;16/08/2026
82;ANDINA;ANTIOQUIA;TITIRIBÍ;05809;BAJA;16/08/2026
83;ANDINA;ANTIOQUIA;TÁMESIS;05789;BAJA;16/08/2026
84;ANDINA;ANTIOQUIA;VALPARAÍSO;05856;BAJA;16/08/2026
85;ANDINA;ANTIOQUIA;VENECIA;05861;BAJA;16/08/2026
86;CARIBE;ATLÁNTICO;BARANOA;08078;BAJA;16/08/2026
87;CARIBE;ATLÁNTICO;PALMAR DE VARELA;08520;BAJA;16/08/2026
88;CARIBE;ATLÁNTICO;POLONUEVO;08558;BAJA;16/08/2026
89;CARIBE;ATLÁNTICO;SABANAGRANDE;08634;BAJA;16/08/2026
90;CARIBE;ATLÁNTICO;SANTO TOMÁS;08685;BAJA;16/08/2026
91;CARIBE;BOLÍVAR;ARENAL;13042;BAJA;16/08/2026
92;CARIBE;BOLÍVAR;CARTAGENA DE INDIAS;13001;BAJA;16/08/2026
93;CARIBE;BOLÍVAR;MORALES;13473;BAJA;16/08/2026
94;CARIBE;BOLÍVAR;RÍO VIEJO;13600;BAJA;16/08/2026
95;ANDINA;BOYACÁ;BOAVITA;15097;BAJA;16/08/2026
96;ANDINA;BOYACÁ;BRICEÑO;15106;BAJA;16/08/2026
97;ANDINA;BOYACÁ;CALDAS;15131;BAJA;16/08/2026
98;ANDINA;BOYACÁ;CHIQUINQUIRÁ;15176;BAJA;16/08/2026
99;ANDINA;BOYACÁ;CHISCAS;15180;BAJA;16/08/2026
100;ANDINA;BOYACÁ;CHIVATÁ;15187;BAJA;16/08/2026
101;ANDINA;BOYACÁ;CIÉNEGA;15189;BAJA;16/08/2026
102;ANDINA;BOYACÁ;DUITAMA;15238;BAJA;16/08/2026
103;ANDINA;BOYACÁ;EL ESPINO;15248;BAJA;16/08/2026
104;ANDINA;BOYACÁ;FIRAVITOBA;15272;BAJA;16/08/2026
105;ANDINA;BOYACÁ;FLORESTA;15276;BAJA;16/08/2026
106;ANDINA;BOYACÁ;GACHANTIVÁ;15293;BAJA;16/08/2026
107;ANDINA;BOYACÁ;GUACAMAYAS;15317;BAJA;16/08/2026
108;ANDINA;BOYACÁ;MARIPÍ;15442;BAJA;16/08/2026
109;ANDINA;BOYACÁ;MONIQUIRÁ;15469;BAJA;16/08/2026
110;ANDINA;BOYACÁ;MOTAVITA;15476;BAJA;16/08/2026
111;ANDINA;BOYACÁ;MUZO;15480;BAJA;16/08/2026
112;ANDINA;BOYACÁ;NOBSA;15491;BAJA;16/08/2026
113;ANDINA;BOYACÁ;PAIPA;15516;BAJA;16/08/2026
114;ANDINA;BOYACÁ;PANQUEBA;15522;BAJA;16/08/2026
115;ANDINA;BOYACÁ;PAUNA;15531;BAJA;16/08/2026
116;ANDINA;BOYACÁ;PUERTO BOYACÁ;15572;BAJA;16/08/2026
117;ANDINA;BOYACÁ;RONDÓN;15621;BAJA;16/08/2026
118;ANDINA;BOYACÁ;SABOYÁ;15632;BAJA;16/08/2026
119;ANDINA;BOYACÁ;SAN MATEO;15673;BAJA;16/08/2026
120;ANDINA;BOYACÁ;SANTA ROSA DE VITERBO;15693;BAJA;16/08/2026
121;ANDINA;BOYACÁ;SANTA SOFÍA;15696;BAJA;16/08/2026
122;ANDINA;BOYACÁ;TINJACÁ;15808;BAJA;16/08/2026
123;ANDINA;BOYACÁ;TUTA;15837;BAJA;16/08/2026
124;ANDINA;BOYACÁ;VIRACACHÁ;15879;BAJA;16/08/2026
125;ANDINA;CALDAS;AGUADAS;17013;BAJA;16/08/2026
126;ANDINA;CALDAS;ARANZAZU;17050;BAJA;16/08/2026
127;ANDINA;CALDAS;LA DORADA;17380;BAJA;16/08/2026
128;ANDINA;CALDAS;MANIZALES;17001;BAJA;16/08/2026
129;ANDINA;CALDAS;NEIRA;17486;BAJA;16/08/2026
130;ANDINA;CALDAS;VICTORIA;17867;BAJA;16/08/2026
131;ANDINA;CALDAS;VILLAMARÍA;17873;BAJA;16/08/2026
132;PACÍFICO;CAUCA;BUENOS AIRES;19110;BAJA;16/08/2026
133;PACÍFICO;CAUCA;CALOTO;19142;BAJA;16/08/2026
134;PACÍFICO;CAUCA;CORINTO;19212;BAJA;16/08/2026
135;PACÍFICO;CAUCA;INZÁ;19355;BAJA;16/08/2026
136;PACÍFICO;CAUCA;MORALES;19473;BAJA;16/08/2026
137;PACÍFICO;CAUCA;PADILLA;19513;BAJA;16/08/2026
138;PACÍFICO;CAUCA;SAN SEBASTIÁN;19693;BAJA;16/08/2026
139;PACÍFICO;CAUCA;SANTANDER DE QUILICHAO;19698;BAJA;16/08/2026
140;PACÍFICO;CAUCA;SUÁREZ;19780;BAJA;16/08/2026
141;CARIBE;CESAR;AGUACHICA;20011;BAJA;16/08/2026
142;CARIBE;CESAR;GAMARRA;20295;BAJA;16/08/2026
143;CARIBE;CESAR;LA GLORIA;20383;BAJA;16/08/2026
144;CARIBE;CESAR;LA PAZ;20621;BAJA;16/08/2026
145;CARIBE;CESAR;RÍO DE ORO;20614;BAJA;16/08/2026
146;CARIBE;CESAR;SAN MARTÍN;20770;BAJA;16/08/2026
147;CARIBE;CESAR;VALLEDUPAR;20001;BAJA;16/08/2026
148;ANDINA;CUNDINAMARCA;ANAPOIMA;25035;BAJA;16/08/2026
149;ANDINA;CUNDINAMARCA;APULO;25599;BAJA;16/08/2026
150;ANDINA;CUNDINAMARCA;BELTRÁN;25086;BAJA;16/08/2026
151;ANDINA;CUNDINAMARCA;BOJACÁ;25099;BAJA;16/08/2026
152;ANDINA;CUNDINAMARCA;CAPARRAPÍ;25148;ALTA;16/08/2026
153;ANDINA;CUNDINAMARCA;CHÍA;25175;BAJA;16/08/2026
154;ANDINA;CUNDINAMARCA;COTA;25214;BAJA;16/08/2026
155;ANDINA;CUNDINAMARCA;CUCUNUBÁ;25224;BAJA;16/08/2026
156;ANDINA;CUNDINAMARCA;EL COLEGIO;25245;BAJA;16/08/2026
157;ANDINA;CUNDINAMARCA;EL PEÑÓN;25258;BAJA;16/08/2026
158;ANDINA;CUNDINAMARCA;GRANADA;25312;BAJA;16/08/2026
159;ANDINA;CUNDINAMARCA;LA CALERA;25377;BAJA;16/08/2026
160;ANDINA;CUNDINAMARCA;LA MESA;25386;BAJA;16/08/2026
161;ANDINA;CUNDINAMARCA;LA PALMA;25394;BAJA;16/08/2026
162;ANDINA;CUNDINAMARCA;LENGUAZAQUE;25407;BAJA;16/08/2026
163;ANDINA;CUNDINAMARCA;MADRID;25430;BAJA;16/08/2026
164;ANDINA;CUNDINAMARCA;MOSQUERA;25473;BAJA;16/08/2026
165;ANDINA;CUNDINAMARCA;PAIME;25518;BAJA;16/08/2026
166;ANDINA;CUNDINAMARCA;PASCA;25535;BAJA;16/08/2026
167;ANDINA;CUNDINAMARCA;PUERTO SALGAR;25572;BAJA;16/08/2026
168;ANDINA;CUNDINAMARCA;PULÍ;25580;BAJA;16/08/2026
169;ANDINA;CUNDINAMARCA;SAN ANTONIO DEL TEQUENDAMA;25645;BAJA;16/08/2026
170;ANDINA;CUNDINAMARCA;SIBATÉ;25740;ALTA;16/08/2026
171;ANDINA;CUNDINAMARCA;SILVANIA;25743;BAJA;16/08/2026
172;ANDINA;CUNDINAMARCA;SOPÓ;25758;BAJA;16/08/2026
173;ANDINA;CUNDINAMARCA;SUESCA;25772;BAJA;16/08/2026
174;ANDINA;CUNDINAMARCA;SUTATAUSA;25781;BAJA;16/08/2026
175;ANDINA;CUNDINAMARCA;TENA;25797;BAJA;16/08/2026
176;ANDINA;CUNDINAMARCA;TOPAIPÍ;25823;BAJA;16/08/2026
177;ANDINA;CUNDINAMARCA;VILLAGÓMEZ;25871;BAJA;16/08/2026
178;ANDINA;CUNDINAMARCA;VILLAPINZÓN;25873;BAJA;16/08/2026
179;ANDINA;CUNDINAMARCA;YACOPÍ;25885;BAJA;16/08/2026
180;CARIBE;CÓRDOBA;CIÉNAGA DE ORO;23189;BAJA;16/08/2026
181;CARIBE;CÓRDOBA;TIERRALTA;23807;BAJA;16/08/2026
182;ANDINA;HUILA;TARQUI;41791;BAJA;16/08/2026
183;CARIBE;MAGDALENA;PUEBLOVIEJO;47570;BAJA;16/08/2026
184;PACÍFICO;NARIÑO;ALBÁN;52019;BAJA;16/08/2026
185;PACÍFICO;NARIÑO;CUMBITARA;52233;BAJA;16/08/2026
186;PACÍFICO;NARIÑO;EL CHARCO;52250;BAJA;16/08/2026
187;PACÍFICO;NARIÑO;EL TABLÓN DE GÓMEZ;52258;BAJA;16/08/2026
188;PACÍFICO;NARIÑO;LA CRUZ;52378;BAJA;16/08/2026
189;PACÍFICO;NARIÑO;MALLAMA;52435;BAJA;16/08/2026
190;PACÍFICO;NARIÑO;PASTO;52001;BAJA;16/08/2026
191;PACÍFICO;NARIÑO;SAN BERNARDO;52685;BAJA;16/08/2026
192;ANDINA;NORTE DE SANTANDER;BUCARASICA;54109;BAJA;16/08/2026
193;ANDINA;NORTE DE SANTANDER;LOURDES;54418;BAJA;16/08/2026
194;ANDINA;NORTE DE SANTANDER;OCAÑA;54498;BAJA;16/08/2026
195;ANDINA;NORTE DE SANTANDER;SAN CAYETANO;54673;BAJA;16/08/2026
196;AMAZONÍA;PUTUMAYO;ORITO;86320;BAJA;16/08/2026
197;AMAZONÍA;PUTUMAYO;VALLE DEL GUAMUEZ;86865;BAJA;16/08/2026
198;ANDINA;QUINDÍO;ARMENIA;63001;BAJA;16/08/2026
199;ANDINA;QUINDÍO;CALARCÁ;63130;BAJA;16/08/2026
200;ANDINA;QUINDÍO;CIRCASIA;63190;BAJA;16/08/2026
201;ANDINA;QUINDÍO;FILANDIA;63272;BAJA;16/08/2026
202;ANDINA;QUINDÍO;LA TEBAIDA;63401;BAJA;16/08/2026
203;ANDINA;QUINDÍO;MONTENEGRO;63470;BAJA;16/08/2026
204;ANDINA;QUINDÍO;PIJAO;63548;BAJA;16/08/2026
