OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;CARIBE;LA GUAJIRA;ALBANIA;44035;ALTA;24/07/2026
2;CARIBE;LA GUAJIRA;MAICAO;44430;ALTA;24/07/2026
3;CARIBE;LA GUAJIRA;MANAURE;44560;ALTA;24/07/2026
4;CARIBE;LA GUAJIRA;RIOHACHA;44001;ALTA;24/07/2026
5;CARIBE;LA GUAJIRA;URIBIA;44847;ALTA;24/07/2026
6;ANDINA;BOYACÁ;DUITAMA;15238;BAJA;24/07/2026
7;ANDINA;BOYACÁ;FLORESTA;15276;BAJA;24/07/2026
8;ANDINA;BOYACÁ;NOBSA;15491;BAJA;24/07/2026
9;ANDINA;BOYACÁ;PAIPA;15516;BAJA;24/07/2026
10;ANDINA;BOYACÁ;SANTA ROSA DE VITERBO;15693;BAJA;24/07/2026
11;ANDINA;BOYACÁ;TIBASOSA;15806;BAJA;24/07/2026
12;PACÍFICO;CAUCA;ALMAGUER;19022;BAJA;24/07/2026
13;PACÍFICO;CAUCA;PATÍA;19532;BAJA;24/07/2026
14;ANDINA;CUNDINAMARCA;GIRARDOT;25307;MODERADA;24/07/2026
15;ANDINA;CUNDINAMARCA;GUATAVITA;25326;ALTA;24/07/2026
16;ANDINA;CUNDINAMARCA;NARIÑO;25483;BAJA;24/07/2026
17;ANDINA;CUNDINAMARCA;NILO;25488;BAJA;24/07/2026
18;ANDINA;CUNDINAMARCA;RICAURTE;25612;BAJA;24/07/2026
19;ANDINA;HUILA;CAMPOALEGRE;41132;BAJA;24/07/2026
20;ANDINA;HUILA;HOBO;41349;BAJA;24/07/2026
21;ANDINA;HUILA;SANTA MARÍA;41676;BAJA;24/07/2026
22;CARIBE;LA GUAJIRA;FONSECA;44279;BAJA;24/07/2026
23;CARIBE;MAGDALENA;SANTA MARTA;47001;BAJA;24/07/2026
24;PACÍFICO;NARIÑO;ANCUYA;52036;BAJA;24/07/2026
25;PACÍFICO;NARIÑO;CUMBITARA;52233;BAJA;24/07/2026
26;PACÍFICO;NARIÑO;EL TAMBO;52260;BAJA;24/07/2026
27;PACÍFICO;NARIÑO;FUNES;52287;BAJA;24/07/2026
28;PACÍFICO;NARIÑO;GUAITARILLA;52320;BAJA;24/07/2026
29;PACÍFICO;NARIÑO;ILES;52352;BAJA;24/07/2026
30;PACÍFICO;NARIÑO;LA LLANADA;52385;BAJA;24/07/2026
31;PACÍFICO;NARIÑO;LEIVA;52405;MODERADA;24/07/2026
32;PACÍFICO;NARIÑO;LINARES;52411;BAJA;24/07/2026
33;PACÍFICO;NARIÑO;POLICARPA;52540;BAJA;24/07/2026
34;PACÍFICO;NARIÑO;PROVIDENCIA;52565;BAJA;24/07/2026
35;PACÍFICO;NARIÑO;SAMANIEGO;52678;BAJA;24/07/2026
36;PACÍFICO;NARIÑO;SANDONÁ;52683;BAJA;24/07/2026
37;PACÍFICO;NARIÑO;SANTACRUZ;52699;BAJA;24/07/2026
