OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;APARTADÓ;05045;ALTA;31.8;143.7;24.0;15/08/2026
2;ANDINA;ANTIOQUIA;CAREPA;05147;ALTA;33.9;121.5;24.0;15/08/2026
3;ANDINA;ANTIOQUIA;CHIGORODÓ;05172;ALTA;38.3;136.2;24.0;15/08/2026
4;ANDINA;ANTIOQUIA;MUTATÁ;05480;ALTA;57.3;126.4;22.0;15/08/2026
5;ANDINA;BOYACÁ;PAYA;15533;ALTA;66.5;114.0;26.0;15/08/2026
6;ORINOQUÍA;CASANARE;NUNCHÍA;85225;ALTA;49.9;82.9;23.0;15/08/2026
7;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;ALTA;35.4;65.2;24.0;15/08/2026
8;ORINOQUÍA;CASANARE;PORE;85263;ALTA;47.8;92.7;21.0;15/08/2026
9;ORINOQUÍA;CASANARE;SÁCAMA;85315;ALTA;49.9;92.2;22.0;15/08/2026
10;ORINOQUÍA;CASANARE;TÁMARA;85400;ALTA;86.2;138.4;23.0;15/08/2026
11;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;59.9;110.9;25.0;15/08/2026
12;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;44.3;83.7;23.0;15/08/2026
13;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;ALTA;107.1;196.6;26.0;15/08/2026
14;PACÍFICO;CHOCÓ;BAGADÓ;27073;ALTA;54.3;119.0;21.0;15/08/2026
15;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;109.5;189.1;25.0;15/08/2026
16;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;79.2;147.6;25.0;15/08/2026
17;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;77.6;120.8;23.0;15/08/2026
18;PACÍFICO;CHOCÓ;CARMEN DEL DARIÉN;27150;ALTA;69.3;130.3;21.0;15/08/2026
19;PACÍFICO;CHOCÓ;CONDOTO;27205;ALTA;83.6;146.4;24.0;15/08/2026
20;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;ALTA;111.6;219.0;25.0;15/08/2026
21;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;ALTA;118.5;202.8;25.0;15/08/2026
22;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;ALTA;25.6;39.4;15.0;15/08/2026
23;PACÍFICO;CHOCÓ;ISTMINA;27361;ALTA;73.1;124.1;24.0;15/08/2026
24;PACÍFICO;CHOCÓ;JURADÓ;27372;ALTA;80.3;155.0;24.0;15/08/2026
25;PACÍFICO;CHOCÓ;LLORÓ;27413;ALTA;95.4;187.6;24.0;15/08/2026
26;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;ALTA;103.5;178.2;24.0;15/08/2026
27;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;ALTA;94.0;155.8;24.0;15/08/2026
28;PACÍFICO;CHOCÓ;NUQUÍ;27495;ALTA;99.7;188.2;26.0;15/08/2026
29;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;88.6;147.7;24.0;15/08/2026
30;PACÍFICO;CHOCÓ;QUIBDÓ;27001;ALTA;101.9;177.6;23.0;15/08/2026
31;PACÍFICO;CHOCÓ;RIOSUCIO;27615;ALTA;77.4;158.7;23.0;15/08/2026
32;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;84.2;153.8;24.0;15/08/2026
33;PACÍFICO;CHOCÓ;RÍO QUITO;27600;ALTA;127.6;230.7;26.0;15/08/2026
34;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;ALTA;48.5;86.1;18.0;15/08/2026
35;PACÍFICO;CHOCÓ;SIPÍ;27745;ALTA;46.2;61.1;14.0;15/08/2026
36;PACÍFICO;CHOCÓ;TADÓ;27787;ALTA;62.6;133.0;22.0;15/08/2026
37;PACÍFICO;CHOCÓ;UNGUÍA;27800;ALTA;51.9;117.6;23.0;15/08/2026
38;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;12.0;212.8;28.0;15/08/2026
39;ANDINA;HUILA;SAN AGUSTÍN;41668;ALTA;;;;15/08/2026
40;ORINOQUÍA;META;CUBARRAL;50223;ALTA;15.8;127.0;27.0;15/08/2026
41;ORINOQUÍA;META;RESTREPO;50606;ALTA;28.0;215.9;28.0;15/08/2026
42;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;ALTA;31.6;126.6;25.0;15/08/2026
43;ORINOQUÍA;META;VILLAVICENCIO;50001;ALTA;19.9;130.7;26.0;15/08/2026
44;AMAZONÍA;PUTUMAYO;MOCOA;86001;ALTA;11.9;70.7;29.0;15/08/2026
45;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;ALTA;12.0;103.2;30.0;15/08/2026
46;ANDINA;SANTANDER;SAN VICENTE DE CHUCURÍ;68689;ALTA;27.6;36.8;19.0;15/08/2026
47;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;35.2;120.0;24.0;15/08/2026
48;ANDINA;ANTIOQUIA;ANORÍ;05040;BAJA;38.2;55.9;18.0;15/08/2026
49;ANDINA;ANTIOQUIA;CARACOLÍ;05142;BAJA;51.9;68.3;21.0;15/08/2026
50;ANDINA;ANTIOQUIA;EL BAGRE;05250;BAJA;31.6;65.9;19.0;15/08/2026
51;ANDINA;ANTIOQUIA;MACEO;05425;BAJA;46.2;58.5;22.0;15/08/2026
52;ANDINA;ANTIOQUIA;NECOCLÍ;05490;BAJA;50.0;56.1;21.0;15/08/2026
53;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;BAJA;35.3;46.4;21.0;15/08/2026
54;ANDINA;ANTIOQUIA;PUERTO NARE;05585;BAJA;30.6;41.2;17.0;15/08/2026
55;ANDINA;ANTIOQUIA;SAN CARLOS;05649;BAJA;39.9;71.0;20.0;15/08/2026
56;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;BAJA;29.8;93.3;21.0;15/08/2026
57;ANDINA;ANTIOQUIA;SAN ROQUE;05670;BAJA;39.5;81.7;21.0;15/08/2026
58;ANDINA;ANTIOQUIA;SEGOVIA;05736;BAJA;47.7;69.1;20.0;15/08/2026
59;ANDINA;ANTIOQUIA;VEGACHÍ;05858;BAJA;38.7;52.9;21.0;15/08/2026
60;ANDINA;ANTIOQUIA;YALÍ;05885;BAJA;39.5;62.8;20.0;15/08/2026
61;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;BAJA;35.4;61.3;21.0;15/08/2026
62;ANDINA;ANTIOQUIA;ZARAGOZA;05895;BAJA;36.1;53.5;18.0;15/08/2026
63;ORINOQUÍA;ARAUCA;FORTUL;81300;BAJA;15.0;22.3;25.0;15/08/2026
64;CARIBE;BOLÍVAR;CANTAGALLO;13160;BAJA;38.9;62.7;21.0;15/08/2026
65;CARIBE;BOLÍVAR;MONTECRISTO;13458;BAJA;24.4;42.6;17.0;15/08/2026
66;CARIBE;BOLÍVAR;SAN PABLO;13670;BAJA;30.3;80.5;19.0;15/08/2026
67;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;BAJA;22.8;45.6;16.0;15/08/2026
68;ANDINA;BOYACÁ;BERBEO;15090;BAJA;26.7;56.8;30.0;15/08/2026
69;ANDINA;BOYACÁ;GARAGOA;15299;BAJA;23.3;52.4;27.0;15/08/2026
70;ANDINA;BOYACÁ;SAN EDUARDO;15660;BAJA;24.0;48.0;30.0;15/08/2026
71;ANDINA;BOYACÁ;SANTANA;15686;BAJA;46.8;50.6;23.0;15/08/2026
72;ANDINA;BOYACÁ;SOMONDOCO;15761;BAJA;24.9;71.9;27.0;15/08/2026
73;PACÍFICO;CAUCA;PIAMONTE;19533;BAJA;12.3;78.6;28.0;15/08/2026
74;ANDINA;CUNDINAMARCA;CÁQUEZA;25151;BAJA;4.7;44.4;28.0;15/08/2026
75;ANDINA;CUNDINAMARCA;FOSCA;25281;BAJA;5.0;60.5;28.0;15/08/2026
76;ANDINA;CUNDINAMARCA;GACHALÁ;25293;BAJA;10.7;72.9;30.0;15/08/2026
77;ANDINA;CUNDINAMARCA;JUNÍN;25372;BAJA;12.7;44.3;30.0;15/08/2026
78;ANDINA;CUNDINAMARCA;UBALÁ;25839;BAJA;19.6;77.1;29.0;15/08/2026
79;ANDINA;NORTE DE SANTANDER;EL TARRA;54250;BAJA;;;;15/08/2026
80;ANDINA;NORTE DE SANTANDER;TIBÚ;54810;BAJA;30.5;32.9;16.0;15/08/2026
81;AMAZONÍA;PUTUMAYO;ORITO;86320;BAJA;10.8;21.1;28.0;15/08/2026
82;AMAZONÍA;PUTUMAYO;VILLAGARZÓN;86885;BAJA;16.4;69.6;28.0;15/08/2026
83;ANDINA;SANTANDER;AGUADA;68013;BAJA;42.5;89.0;24.0;15/08/2026
84;ANDINA;SANTANDER;CHARALÁ;68167;BAJA;41.7;48.4;22.0;15/08/2026
85;ANDINA;SANTANDER;CHIMA;68176;BAJA;34.3;54.1;21.0;15/08/2026
86;ANDINA;SANTANDER;CONFINES;68209;BAJA;43.4;62.1;22.0;15/08/2026
87;ANDINA;SANTANDER;CONTRATACIÓN;68211;BAJA;38.7;111.8;21.0;15/08/2026
88;ANDINA;SANTANDER;EL GUACAMAYO;68245;BAJA;30.0;93.1;20.0;15/08/2026
89;ANDINA;SANTANDER;GUADALUPE;68320;BAJA;41.0;83.8;22.0;15/08/2026
90;ANDINA;SANTANDER;GUAPOTÁ;68322;BAJA;39.6;58.8;21.0;15/08/2026
91;ANDINA;SANTANDER;LA PAZ;68397;BAJA;30.7;73.1;22.0;15/08/2026
92;ANDINA;SANTANDER;OCAMONTE;68498;BAJA;41.6;66.1;21.0;15/08/2026
93;ANDINA;SANTANDER;OIBA;68500;BAJA;48.1;61.2;22.0;15/08/2026
94;ANDINA;SANTANDER;PALMAS DEL SOCORRO;68524;BAJA;37.8;44.1;22.0;15/08/2026
95;ANDINA;SANTANDER;PÁRAMO;68533;BAJA;45.3;82.1;23.0;15/08/2026
96;ANDINA;SANTANDER;SAN BENITO;68673;BAJA;36.3;49.8;19.0;15/08/2026
97;ANDINA;SANTANDER;SANTA HELENA DEL OPÓN;68720;BAJA;25.1;80.0;23.0;15/08/2026
98;ANDINA;SANTANDER;SOCORRO;68755;BAJA;33.2;62.4;22.0;15/08/2026
99;ANDINA;SANTANDER;SUAITA;68770;BAJA;51.3;56.0;24.0;15/08/2026
100;ANDINA;SANTANDER;VALLE DE SAN JOSÉ;68855;BAJA;37.6;80.3;21.0;15/08/2026
101;PACÍFICO;VALLE DEL CAUCA;CALIMA;76126;BAJA;20.1;55.8;15.0;15/08/2026
102;PACÍFICO;VALLE DEL CAUCA;DAGUA;76233;BAJA;16.6;33.2;19.0;15/08/2026
103;ANDINA;ANTIOQUIA;AMALFI;05031;MODERADA;46.8;68.2;19.0;15/08/2026
104;ANDINA;ANTIOQUIA;DABEIBA;05234;MODERADA;35.7;46.2;14.0;15/08/2026
105;ANDINA;ANTIOQUIA;ITUANGO;05361;MODERADA;30.1;33.9;18.0;15/08/2026
