OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
1;ANDINA;ANTIOQUIA;APARTADÓ;05045;Alta;15/08/2026;31.8;143.7;24.0;3
2;ANDINA;ANTIOQUIA;CAREPA;05147;Alta;15/08/2026;33.9;121.5;24.0;3
3;ANDINA;ANTIOQUIA;CHIGORODÓ;05172;Alta;15/08/2026;38.3;136.2;24.0;3
4;ANDINA;ANTIOQUIA;MUTATÁ;05480;Alta;15/08/2026;57.3;126.4;22.0;3
5;ANDINA;BOYACÁ;PAYA;15533;Alta;15/08/2026;66.5;114.0;26.0;3
6;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;15/08/2026;49.9;82.9;23.0;3
7;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;Alta;15/08/2026;35.4;65.2;24.0;3
8;ORINOQUÍA;CASANARE;PORE;85263;Alta;15/08/2026;47.8;92.7;21.0;3
9;ORINOQUÍA;CASANARE;SÁCAMA;85315;Alta;15/08/2026;49.9;92.2;22.0;3
10;ORINOQUÍA;CASANARE;TÁMARA;85400;Alta;15/08/2026;86.2;138.4;23.0;3
11;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;15/08/2026;59.9;110.9;25.0;3
12;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;15/08/2026;44.3;83.7;23.0;3
13;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;15/08/2026;107.1;196.6;26.0;3
14;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;15/08/2026;54.3;119.0;21.0;3
15;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;15/08/2026;109.5;189.1;25.0;3
16;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;15/08/2026;79.2;147.6;25.0;3
17;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;15/08/2026;77.6;120.8;23.0;3
18;PACÍFICO;CHOCÓ;CARMEN DEL DARIÉN;27150;Alta;15/08/2026;69.3;130.3;21.0;3
19;PACÍFICO;CHOCÓ;CONDOTO;27205;Alta;15/08/2026;83.6;146.4;24.0;3
20;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;Alta;15/08/2026;111.6;219.0;25.0;3
21;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;15/08/2026;118.5;202.8;25.0;3
