OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;APARTADÓ;05045;ALTA;25.8;142.8;25.0;14/08/2026
2;ORINOQUÍA;CASANARE;SABANALARGA;85300;ALTA;44.4;112.0;28.0;14/08/2026
3;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;24.2;88.7;24.0;14/08/2026
4;PACÍFICO;CAUCA;GUAPI;19318;ALTA;35.7;73.3;21.0;14/08/2026
5;PACÍFICO;CAUCA;TIMBIQUÍ;19809;ALTA;82.3;101.8;24.0;14/08/2026
6;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;ALTA;58.8;174.9;25.0;14/08/2026
7;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;53.2;162.3;24.0;14/08/2026
8;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;54.0;124.2;24.0;14/08/2026
9;PACÍFICO;CHOCÓ;CONDOTO;27205;ALTA;44.1;106.9;23.0;14/08/2026
10;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;ALTA;51.3;140.4;24.0;14/08/2026
11;PACÍFICO;CHOCÓ;LLORÓ;27413;ALTA;66.2;169.8;24.0;14/08/2026
12;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;ALTA;55.7;168.6;23.0;14/08/2026
13;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;ALTA;54.4;118.8;23.0;14/08/2026
14;PACÍFICO;CHOCÓ;NUQUÍ;27495;ALTA;56.9;171.0;25.0;14/08/2026
15;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;52.5;111.6;23.0;14/08/2026
16;PACÍFICO;CHOCÓ;QUIBDÓ;27001;ALTA;55.2;169.3;22.0;14/08/2026
17;PACÍFICO;CHOCÓ;RIOSUCIO;27615;ALTA;67.4;154.4;24.0;14/08/2026
18;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;43.4;113.2;23.0;14/08/2026
19;PACÍFICO;CHOCÓ;RÍO QUITO;27600;ALTA;67.0;203.9;25.0;14/08/2026
20;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;ALTA;33.1;70.6;17.0;14/08/2026
21;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;59.7;227.1;28.0;14/08/2026
22;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;24.4;137.0;28.0;14/08/2026
23;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;ALTA;20.2;99.8;26.0;14/08/2026
24;ANDINA;CUNDINAMARCA;QUETAME;25594;ALTA;51.0;217.2;29.0;14/08/2026
25;ANDINA;HUILA;SAN AGUSTÍN;41668;ALTA;;;;14/08/2026
26;CARIBE;MAGDALENA;SANTA MARTA;47001;ALTA;;;;14/08/2026
27;ORINOQUÍA;META;ACACÍAS;50006;ALTA;25.5;148.6;28.0;14/08/2026
28;ORINOQUÍA;META;BARRANCA DE UPÍA;50110;ALTA;13.3;32.5;27.0;14/08/2026
29;ORINOQUÍA;META;CUMARAL;50226;ALTA;14.5;89.1;27.0;14/08/2026
30;ORINOQUÍA;META;EL CALVARIO;50245;ALTA;26.3;124.4;28.0;14/08/2026
31;ORINOQUÍA;META;RESTREPO;50606;ALTA;50.2;205.4;28.0;14/08/2026
32;ORINOQUÍA;META;VILLAVICENCIO;50001;ALTA;29.1;117.7;26.0;14/08/2026
33;ANDINA;NORTE DE SANTANDER;CONVENCIÓN;54206;ALTA;63.2;63.4;13.0;14/08/2026
34;ANDINA;NORTE DE SANTANDER;EL CARMEN;54245;ALTA;52.2;52.3;10.0;14/08/2026
35;ANDINA;NORTE DE SANTANDER;TEORAMA;54800;ALTA;56.6;56.6;14.0;14/08/2026
36;ANDINA;SANTANDER;SAN VICENTE DE CHUCURÍ;68689;ALTA;;;;14/08/2026
37;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;55.5;105.2;24.0;14/08/2026
38;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;BAJA;5.6;62.1;19.0;14/08/2026
39;ANDINA;ANTIOQUIA;ARBOLETES;05051;BAJA;36.7;75.6;17.0;14/08/2026
