OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;APARTADÓ;05045;Alta;25.8;142.8;25.0;14/08/2026;3
2;ORINOQUÍA;CASANARE;SABANALARGA;85300;Alta;44.4;112.0;28.0;14/08/2026;3
3;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;24.2;88.7;24.0;14/08/2026;3
4;PACÍFICO;CAUCA;GUAPI;19318;Alta;35.7;73.3;21.0;14/08/2026;3
5;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;82.3;101.8;24.0;14/08/2026;3
6;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;58.8;174.9;25.0;14/08/2026;3
7;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;53.2;162.3;24.0;14/08/2026;3
8;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;54.0;124.2;24.0;14/08/2026;3
9;PACÍFICO;CHOCÓ;CONDOTO;27205;Alta;44.1;106.9;23.0;14/08/2026;3
10;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;51.3;140.4;24.0;14/08/2026;3
11;PACÍFICO;CHOCÓ;LLORÓ;27413;Alta;66.2;169.8;24.0;14/08/2026;3
12;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;Alta;55.7;168.6;23.0;14/08/2026;3
13;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Alta;54.4;118.8;23.0;14/08/2026;3
14;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;56.9;171.0;25.0;14/08/2026;3
15;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;52.5;111.6;23.0;14/08/2026;3
16;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Alta;55.2;169.3;22.0;14/08/2026;3
17;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Alta;67.4;154.4;24.0;14/08/2026;3
18;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;43.4;113.2;23.0;14/08/2026;3
19;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Alta;67.0;203.9;25.0;14/08/2026;3
20;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Alta;33.1;70.6;17.0;14/08/2026;3
21;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;59.7;227.1;28.0;14/08/2026;3
22;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;24.4;137.0;28.0;14/08/2026;3
