OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;ALTA;;;;08/09/2026
2;ANDINA;ANTIOQUIA;APARTADÓ;05045;ALTA;53.4;143.6;24.0;08/09/2026
3;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;;;;08/09/2026
4;ANDINA;ANTIOQUIA;TURBO;05837;ALTA;55.6;124.9;24.0;08/09/2026
5;ANDINA;BOYACÁ;MACANAL;15425;ALTA;18.1;52.3;27.0;08/09/2026
6;ANDINA;BOYACÁ;PISBA;15550;ALTA;63.5;99.2;26.0;08/09/2026
7;ORINOQUÍA;CASANARE;MONTERREY;85162;ALTA;36.8;87.6;28.0;08/09/2026
8;PACÍFICO;CAUCA;SANTA ROSA;19701;ALTA;10.8;54.3;26.0;08/09/2026
9;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;42.9;177.9;25.0;08/09/2026
10;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;27.1;215.7;25.0;08/09/2026
11;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;41.7;108.7;22.0;08/09/2026
12;PACÍFICO;CHOCÓ;ISTMINA;27361;ALTA;23.8;175.8;25.0;08/09/2026
13;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;34.3;211.8;23.0;08/09/2026
14;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;55.8;220.1;24.0;08/09/2026
15;PACÍFICO;CHOCÓ;TADÓ;27787;ALTA;46.2;121.0;20.0;08/09/2026
16;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;88.4;209.0;29.0;08/09/2026
17;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;ALTA;31.4;50.8;28.0;08/09/2026
18;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;79.0;164.1;29.0;08/09/2026
19;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;ALTA;63.2;130.6;27.0;08/09/2026
20;ANDINA;CUNDINAMARCA;QUETAME;25594;ALTA;75.0;177.8;28.0;08/09/2026
21;CARIBE;CÓRDOBA;TIERRALTA;23807;ALTA;31.3;77.5;23.0;08/09/2026
22;ORINOQUÍA;META;ACACÍAS;50006;ALTA;100.4;194.0;29.0;08/09/2026
23;ORINOQUÍA;META;CUBARRAL;50223;ALTA;76.1;119.8;28.0;08/09/2026
