OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Alta;15.7;82.5;22.0;18/08/2026;3
2;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Alta;-;-;-;18/08/2026;3
3;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;Alta;19.7;105.2;20.0;18/08/2026;3
4;ANDINA;ANTIOQUIA;JERICÓ;05368;Alta;-;-;-;18/08/2026;3
5;ANDINA;ANTIOQUIA;MEDELLÍN;05001;Alta;-;-;-;18/08/2026;3
6;ANDINA;ANTIOQUIA;PEÑOL;05541;Alta;-;-;-;18/08/2026;3
7;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Alta;13.0;90.1;22.0;18/08/2026;3
8;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Alta;26.4;114.1;21.0;18/08/2026;3
9;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Alta;-;-;-;18/08/2026;3
10;ANDINA;BOYACÁ;PAJARITO;15518;Alta;54.2;164.6;31.0;18/08/2026;3
11;ANDINA;BOYACÁ;PAYA;15533;Alta;37.0;134.5;27.0;18/08/2026;3
12;ANDINA;CALDAS;PÁCORA;17513;Alta;-;-;-;18/08/2026;3
13;ANDINA;CALDAS;SAMANÁ;17662;Alta;-;-;-;18/08/2026;3
14;ORINOQUÍA;CASANARE;HATO COROZAL;85125;Alta;18.2;70.1;24.0;18/08/2026;3
15;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;33.5;100.8;24.0;18/08/2026;3
16;ORINOQUÍA;CASANARE;SÁCAMA;85315;Alta;28.6;120.0;24.0;18/08/2026;3
17;ORINOQUÍA;CASANARE;TÁMARA;85400;Alta;44.4;186.6;25.0;18/08/2026;3
18;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;22.9;112.3;26.0;18/08/2026;3
19;CARIBE;CESAR;VALLEDUPAR;20001;Alta;-;-;-;18/08/2026;3
20;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;29.2;265.0;27.0;18/08/2026;3
21;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;15.7;146.6;26.0;18/08/2026;3
22;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;19.9;167.0;25.0;18/08/2026;3
