OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;ALTA;15.7;82.5;22.0;18/08/2026
2;ANDINA;ANTIOQUIA;GIRARDOTA;05308;ALTA;;;;18/08/2026
3;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;ALTA;19.7;105.2;20.0;18/08/2026
4;ANDINA;ANTIOQUIA;JERICÓ;05368;ALTA;;;;18/08/2026
5;ANDINA;ANTIOQUIA;MEDELLÍN;05001;ALTA;;;;18/08/2026
6;ANDINA;ANTIOQUIA;PEÑOL;05541;ALTA;;;;18/08/2026
7;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;13.0;90.1;22.0;18/08/2026
8;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;ALTA;26.4;114.1;21.0;18/08/2026
9;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;ALTA;;;;18/08/2026
10;ANDINA;BOYACÁ;PAJARITO;15518;ALTA;54.2;164.6;31.0;18/08/2026
11;ANDINA;BOYACÁ;PAYA;15533;ALTA;37.0;134.5;27.0;18/08/2026
12;ANDINA;CALDAS;PÁCORA;17513;ALTA;;;;18/08/2026
13;ANDINA;CALDAS;SAMANÁ;17662;ALTA;;;;18/08/2026
14;ORINOQUÍA;CASANARE;HATO COROZAL;85125;ALTA;18.2;70.1;24.0;18/08/2026
15;ORINOQUÍA;CASANARE;NUNCHÍA;85225;ALTA;33.5;100.8;24.0;18/08/2026
16;ORINOQUÍA;CASANARE;SÁCAMA;85315;ALTA;28.6;120.0;24.0;18/08/2026
17;ORINOQUÍA;CASANARE;TÁMARA;85400;ALTA;44.4;186.6;25.0;18/08/2026
18;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;22.9;112.3;26.0;18/08/2026
19;CARIBE;CESAR;VALLEDUPAR;20001;ALTA;;;;18/08/2026
20;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;29.2;265.0;27.0;18/08/2026
21;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;15.7;146.6;26.0;18/08/2026
22;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;19.9;167.0;25.0;18/08/2026
23;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;ALTA;27.4;284.2;26.0;18/08/2026
24;PACÍFICO;CHOCÓ;QUIBDÓ;27001;ALTA;21.3;279.7;25.0;18/08/2026
25;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;27.7;108.8;25.0;18/08/2026
26;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;9.3;154.2;29.0;18/08/2026
27;ANDINA;CUNDINAMARCA;PACHO;25513;ALTA;;;;18/08/2026
28;ANDINA;HUILA;SAN AGUSTÍN;41668;ALTA;;;;18/08/2026
29;CARIBE;MAGDALENA;SANTA MARTA;47001;ALTA;22.4;37.7;17.0;18/08/2026
30;ORINOQUÍA;META;ACACÍAS;50006;ALTA;7.0;123.9;29.0;18/08/2026
31;ORINOQUÍA;META;CUBARRAL;50223;ALTA;5.7;108.4;28.0;18/08/2026
32;ORINOQUÍA;META;EL CASTILLO;50251;ALTA;8.2;134.5;27.0;18/08/2026
33;ORINOQUÍA;META;EL DORADO;50270;ALTA;;;;18/08/2026
34;ORINOQUÍA;META;RESTREPO;50606;ALTA;8.4;173.0;29.0;18/08/2026
35;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;ALTA;9.6;111.8;26.0;18/08/2026
36;ORINOQUÍA;META;VILLAVICENCIO;50001;ALTA;10.3;106.5;27.0;18/08/2026
37;PACÍFICO;NARIÑO;BARBACOAS;52079;ALTA;;;;18/08/2026
38;AMAZONÍA;PUTUMAYO;MOCOA;86001;ALTA;5.1;67.1;30.0;18/08/2026
39;ANDINA;RISARALDA;LA VIRGINIA;66400;ALTA;;;;18/08/2026
40;ANDINA;RISARALDA;PEREIRA;66001;ALTA;;;;18/08/2026
41;ANDINA;RISARALDA;SANTA ROSA DE CABAL;66682;ALTA;;;;18/08/2026
42;ANDINA;RISARALDA;SANTUARIO;66687;ALTA;;;;18/08/2026
43;ANDINA;SANTANDER;CONFINES;68209;ALTA;26.6;73.9;23.0;18/08/2026
44;ANDINA;SANTANDER;CONTRATACIÓN;68211;ALTA;32.6;105.0;22.0;18/08/2026
45;ANDINA;SANTANDER;COROMORO;68217;ALTA;;;;18/08/2026
46;ANDINA;SANTANDER;PINCHOTE;68549;ALTA;;;;18/08/2026
47;PACÍFICO;VALLE DEL CAUCA;ALCALÁ;76020;ALTA;;;;18/08/2026
48;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;13.8;107.9;25.0;18/08/2026
49;PACÍFICO;VALLE DEL CAUCA;CALI;76001;ALTA;;;;18/08/2026
50;ANDINA;ANTIOQUIA;ANDES;05034;BAJA;;;;18/08/2026
51;ANDINA;ANTIOQUIA;ANZÁ;05044;BAJA;;;;18/08/2026
52;ANDINA;ANTIOQUIA;APARTADÓ;05045;BAJA;;;;18/08/2026
53;ANDINA;ANTIOQUIA;ARMENIA;05059;BAJA;;;;18/08/2026
54;ANDINA;ANTIOQUIA;BARBOSA;05079;BAJA;16.6;63.6;18.0;18/08/2026
55;ANDINA;ANTIOQUIA;BETANIA;05091;BAJA;;;;18/08/2026
56;ANDINA;ANTIOQUIA;BRICEÑO;05107;BAJA;;;;18/08/2026
57;ANDINA;ANTIOQUIA;CAMPAMENTO;05134;BAJA;;;;18/08/2026
58;ANDINA;ANTIOQUIA;CARACOLÍ;05142;BAJA;;;;18/08/2026
59;ANDINA;ANTIOQUIA;CAREPA;05147;BAJA;;;;18/08/2026
60;ANDINA;ANTIOQUIA;COCORNÁ;05197;BAJA;;;;18/08/2026
61;ANDINA;ANTIOQUIA;CONCORDIA;05209;BAJA;;;;18/08/2026
62;ANDINA;ANTIOQUIA;DABEIBA;05234;BAJA;24.7;40.4;15.0;18/08/2026
63;ANDINA;ANTIOQUIA;DONMATÍAS;05237;BAJA;;;;18/08/2026
64;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;BAJA;;;;18/08/2026
65;ANDINA;ANTIOQUIA;FRONTINO;05284;BAJA;;;;18/08/2026
66;ANDINA;ANTIOQUIA;GRANADA;05313;BAJA;;;;18/08/2026
67;ANDINA;ANTIOQUIA;GUADALUPE;05315;BAJA;;;;18/08/2026
68;ANDINA;ANTIOQUIA;LA CEJA;05376;BAJA;;;;18/08/2026
69;ANDINA;ANTIOQUIA;LA UNIÓN;05400;BAJA;;;;18/08/2026
70;ANDINA;ANTIOQUIA;MACEO;05425;BAJA;;;;18/08/2026
71;ANDINA;ANTIOQUIA;PUEBLORRICO;05576;BAJA;;;;18/08/2026
72;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;BAJA;;;;18/08/2026
73;ANDINA;ANTIOQUIA;PUERTO NARE;05585;BAJA;;;;18/08/2026
74;ANDINA;ANTIOQUIA;PUERTO TRIUNFO;05591;BAJA;;;;18/08/2026
75;ANDINA;ANTIOQUIA;RIONEGRO;05615;BAJA;;;;18/08/2026
76;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;BAJA;;;;18/08/2026
77;ANDINA;ANTIOQUIA;SAN LUIS;05660;BAJA;;;;18/08/2026
78;ANDINA;ANTIOQUIA;SAN VICENTE FERRER;05674;BAJA;;;;18/08/2026
79;ANDINA;ANTIOQUIA;SONSÓN;05756;BAJA;;;;18/08/2026
80;ANDINA;ANTIOQUIA;TARAZÁ;05790;BAJA;;;;18/08/2026
81;ANDINA;ANTIOQUIA;TITIRIBÍ;05809;BAJA;;;;18/08/2026
82;ANDINA;ANTIOQUIA;VALDIVIA;05854;BAJA;;;;18/08/2026
83;ANDINA;ANTIOQUIA;VEGACHÍ;05858;BAJA;;;;18/08/2026
84;ANDINA;ANTIOQUIA;YALÍ;05885;BAJA;;;;18/08/2026
85;ANDINA;ANTIOQUIA;YARUMAL;05887;BAJA;;;;18/08/2026
86;ANDINA;ANTIOQUIA;YONDÓ;05893;BAJA;;;;18/08/2026
87;CARIBE;BOLÍVAR;EL CARMEN DE BOLÍVAR;13244;BAJA;;;;18/08/2026
88;CARIBE;BOLÍVAR;SAN JACINTO;13654;BAJA;;;;18/08/2026
89;CARIBE;BOLÍVAR;SAN JUAN NEPOMUCENO;13657;BAJA;;;;18/08/2026
90;ANDINA;BOYACÁ;BERBEO;15090;BAJA;;;;18/08/2026
91;ANDINA;BOYACÁ;CHITARAQUE;15185;BAJA;;;;18/08/2026
92;ANDINA;BOYACÁ;CHIVOR;15236;BAJA;;;;18/08/2026
93;ANDINA;BOYACÁ;GÜICÁN DE LA SIERRA;15332;BAJA;19.3;41.9;23.0;18/08/2026
94;ANDINA;BOYACÁ;MIRAFLORES;15455;BAJA;;;;18/08/2026
95;ANDINA;BOYACÁ;PUERTO BOYACÁ;15572;BAJA;22.9;73.4;17.0;18/08/2026
96;ANDINA;BOYACÁ;PÁEZ;15514;BAJA;12.5;80.3;31.0;18/08/2026
97;ANDINA;BOYACÁ;SAN EDUARDO;15660;BAJA;;;;18/08/2026
98;ANDINA;BOYACÁ;SANTANA;15686;BAJA;25.4;90.5;25.0;18/08/2026
99;ANDINA;BOYACÁ;SOMONDOCO;15761;BAJA;;;;18/08/2026
100;ORINOQUÍA;CASANARE;SABANALARGA;85300;BAJA;;;;18/08/2026
101;ORINOQUÍA;CASANARE;TAURAMENA;85410;BAJA;11.8;73.7;27.0;18/08/2026
102;ORINOQUÍA;CASANARE;VILLANUEVA;85440;BAJA;;;;18/08/2026
103;PACÍFICO;CAUCA;ARGELIA;19050;BAJA;;;;18/08/2026
104;PACÍFICO;CAUCA;EL TAMBO;19256;BAJA;;;;18/08/2026
