OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;SONSÓN;05756;ALTA;07/10/2026
2;CARIBE;ATLÁNTICO;BARANOA;08078;ALTA;07/10/2026
3;CARIBE;ATLÁNTICO;JUAN DE ACOSTA;08372;ALTA;07/10/2026
4;CARIBE;ATLÁNTICO;LURUACO;08421;ALTA;07/10/2026
5;CARIBE;ATLÁNTICO;PIOJÓ;08549;ALTA;07/10/2026
6;CARIBE;ATLÁNTICO;POLONUEVO;08558;ALTA;07/10/2026
7;CARIBE;ATLÁNTICO;PONEDERA;08560;ALTA;07/10/2026
8;CARIBE;ATLÁNTICO;REPELÓN;08606;ALTA;07/10/2026
9;CARIBE;ATLÁNTICO;SABANALARGA;08638;ALTA;07/10/2026
10;CARIBE;ATLÁNTICO;SANTO TOMÁS;08685;ALTA;07/10/2026
11;CARIBE;ATLÁNTICO;TUBARÁ;08832;ALTA;07/10/2026
12;CARIBE;ATLÁNTICO;USIACURÍ;08849;ALTA;07/10/2026
13;CARIBE;BOLÍVAR;ARJONA;13052;ALTA;07/10/2026
14;CARIBE;BOLÍVAR;CARTAGENA DE INDIAS;13001;ALTA;07/10/2026
15;CARIBE;BOLÍVAR;CLEMENCIA;13222;ALTA;07/10/2026
16;CARIBE;BOLÍVAR;MAHATES;13433;ALTA;07/10/2026
17;CARIBE;BOLÍVAR;SANTA CATALINA;13673;ALTA;07/10/2026
18;ANDINA;CALDAS;LA DORADA;17380;ALTA;07/10/2026
19;ANDINA;CALDAS;MANZANARES;17433;ALTA;07/10/2026
20;ANDINA;CALDAS;MARQUETALIA;17444;ALTA;07/10/2026
21;ANDINA;CALDAS;MARULANDA;17446;ALTA;07/10/2026
22;ANDINA;CALDAS;NORCASIA;17495;ALTA;07/10/2026
23;ANDINA;CALDAS;PENSILVANIA;17541;ALTA;07/10/2026
24;ANDINA;CALDAS;SAMANÁ;17662;ALTA;07/10/2026
25;ANDINA;CALDAS;VICTORIA;17867;ALTA;07/10/2026
26;ANDINA;CUNDINAMARCA;ANAPOIMA;25035;ALTA;07/10/2026
27;ANDINA;CUNDINAMARCA;APULO;25599;ALTA;07/10/2026
28;ANDINA;CUNDINAMARCA;BELTRÁN;25086;ALTA;07/10/2026
29;ANDINA;CUNDINAMARCA;BITUIMA;25095;ALTA;07/10/2026
30;ANDINA;CUNDINAMARCA;CHAGUANÍ;25168;ALTA;07/10/2026
31;ANDINA;CUNDINAMARCA;GIRARDOT;25307;ALTA;07/10/2026
32;ANDINA;CUNDINAMARCA;GUADUAS;25320;ALTA;07/10/2026
33;ANDINA;CUNDINAMARCA;GUATAQUÍ;25324;ALTA;07/10/2026
34;ANDINA;CUNDINAMARCA;JERUSALÉN;25368;ALTA;07/10/2026
35;ANDINA;CUNDINAMARCA;LA MESA;25386;ALTA;07/10/2026
36;ANDINA;CUNDINAMARCA;NARIÑO;25483;ALTA;07/10/2026
37;ANDINA;CUNDINAMARCA;PUERTO SALGAR;25572;ALTA;07/10/2026
38;ANDINA;CUNDINAMARCA;PULÍ;25580;ALTA;07/10/2026
39;ANDINA;CUNDINAMARCA;QUIPILE;25596;ALTA;07/10/2026
40;ANDINA;CUNDINAMARCA;SAN JUAN DE RIOSECO;25662;ALTA;07/10/2026
41;ANDINA;CUNDINAMARCA;TOCAIMA;25815;ALTA;07/10/2026
42;ANDINA;CUNDINAMARCA;VIANÍ;25867;ALTA;07/10/2026
43;ANDINA;HUILA;AIPE;41016;ALTA;07/10/2026
44;ANDINA;HUILA;VILLAVIEJA;41872;ALTA;07/10/2026
45;PACÍFICO;NARIÑO;GUAITARILLA;52320;ALTA;07/10/2026
46;PACÍFICO;NARIÑO;ILES;52352;ALTA;07/10/2026
47;PACÍFICO;NARIÑO;IMUÉS;52354;ALTA;07/10/2026
48;PACÍFICO;NARIÑO;OSPINA;52506;ALTA;07/10/2026
49;ANDINA;TOLIMA;ALPUJARRA;73024;ALTA;07/10/2026
50;ANDINA;TOLIMA;ALVARADO;73026;ALTA;07/10/2026
51;ANDINA;TOLIMA;AMBALEMA;73030;ALTA;07/10/2026
52;ANDINA;TOLIMA;ANZOÁTEGUI;73043;ALTA;07/10/2026
53;ANDINA;TOLIMA;ARMERO;73055;ALTA;07/10/2026
54;ANDINA;TOLIMA;CARMEN DE APICALÁ;73148;ALTA;07/10/2026
55;ANDINA;TOLIMA;CASABIANCA;73152;ALTA;07/10/2026
56;ANDINA;TOLIMA;COELLO;73200;ALTA;07/10/2026
57;ANDINA;TOLIMA;COYAIMA;73217;ALTA;07/10/2026
58;ANDINA;TOLIMA;CUNDAY;73226;ALTA;07/10/2026
59;ANDINA;TOLIMA;ESPINAL;73268;ALTA;07/10/2026
60;ANDINA;TOLIMA;FALAN;73270;ALTA;07/10/2026
61;ANDINA;TOLIMA;FRESNO;73283;ALTA;07/10/2026
62;ANDINA;TOLIMA;GUAMO;73319;ALTA;07/10/2026
63;ANDINA;TOLIMA;HERVEO;73347;ALTA;07/10/2026
64;ANDINA;TOLIMA;HONDA;73349;ALTA;07/10/2026
65;ANDINA;TOLIMA;IBAGUÉ;73001;ALTA;07/10/2026
66;ANDINA;TOLIMA;LÉRIDA;73408;ALTA;07/10/2026
67;ANDINA;TOLIMA;LÍBANO;73411;ALTA;07/10/2026
68;ANDINA;TOLIMA;NATAGAIMA;73483;ALTA;07/10/2026
69;ANDINA;TOLIMA;ORTEGA;73504;ALTA;07/10/2026
70;ANDINA;TOLIMA;PALOCABILDO;73520;ALTA;07/10/2026
71;ANDINA;TOLIMA;PIEDRAS;73547;ALTA;07/10/2026
72;ANDINA;TOLIMA;PRADO;73563;ALTA;07/10/2026
73;ANDINA;TOLIMA;PURIFICACIÓN;73585;ALTA;07/10/2026
74;ANDINA;TOLIMA;ROVIRA;73624;ALTA;07/10/2026
75;ANDINA;TOLIMA;SALDAÑA;73671;ALTA;07/10/2026
76;ANDINA;TOLIMA;SAN LUIS;73678;ALTA;07/10/2026
77;ANDINA;TOLIMA;SAN SEBASTIÁN DE MARIQUITA;73443;ALTA;07/10/2026
78;ANDINA;TOLIMA;SANTA ISABEL;73686;ALTA;07/10/2026
79;ANDINA;TOLIMA;SUÁREZ;73770;ALTA;07/10/2026
80;ANDINA;TOLIMA;VALLE DE SAN JUAN;73854;ALTA;07/10/2026
81;ANDINA;TOLIMA;VENADILLO;73861;ALTA;07/10/2026
82;ANDINA;TOLIMA;VILLAHERMOSA;73870;ALTA;07/10/2026
83;ANDINA;ANTIOQUIA;AMAGÁ;05030;BAJA;07/10/2026
84;ANDINA;ANTIOQUIA;ANGELÓPOLIS;05036;BAJA;07/10/2026
85;ANDINA;ANTIOQUIA;ANZÁ;05044;BAJA;07/10/2026
86;ANDINA;ANTIOQUIA;ARMENIA;05059;BAJA;07/10/2026
87;ANDINA;ANTIOQUIA;BARBOSA;05079;BAJA;07/10/2026
88;ANDINA;ANTIOQUIA;BELLO;05088;BAJA;07/10/2026
89;ANDINA;ANTIOQUIA;BELMIRA;05086;BAJA;07/10/2026
90;ANDINA;ANTIOQUIA;BETULIA;05093;BAJA;07/10/2026
91;ANDINA;ANTIOQUIA;BURITICÁ;05113;BAJA;07/10/2026
92;ANDINA;ANTIOQUIA;CAICEDO;05125;BAJA;07/10/2026
93;ANDINA;ANTIOQUIA;CALDAS;05129;BAJA;07/10/2026
94;ANDINA;ANTIOQUIA;CONCORDIA;05209;BAJA;07/10/2026
95;ANDINA;ANTIOQUIA;COPACABANA;05212;BAJA;07/10/2026
96;ANDINA;ANTIOQUIA;DONMATÍAS;05237;BAJA;07/10/2026
97;ANDINA;ANTIOQUIA;EBÉJICO;05240;BAJA;07/10/2026
98;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;BAJA;07/10/2026
99;ANDINA;ANTIOQUIA;EL SANTUARIO;05697;BAJA;07/10/2026
100;ANDINA;ANTIOQUIA;ENTRERRÍOS;05264;BAJA;07/10/2026
101;ANDINA;ANTIOQUIA;ENVIGADO;05266;BAJA;07/10/2026
102;ANDINA;ANTIOQUIA;FREDONIA;05282;BAJA;07/10/2026
103;ANDINA;ANTIOQUIA;GIRARDOTA;05308;BAJA;07/10/2026
104;ANDINA;ANTIOQUIA;GUARNE;05318;BAJA;07/10/2026
105;ANDINA;ANTIOQUIA;GUATAPÉ;05321;BAJA;07/10/2026
106;ANDINA;ANTIOQUIA;HELICONIA;05347;BAJA;07/10/2026
107;ANDINA;ANTIOQUIA;ITAGÜÍ;05360;BAJA;07/10/2026
108;ANDINA;ANTIOQUIA;LA CEJA;05376;BAJA;07/10/2026
109;ANDINA;ANTIOQUIA;LA ESTRELLA;05380;BAJA;07/10/2026
110;ANDINA;ANTIOQUIA;LIBORINA;05411;BAJA;07/10/2026
111;ANDINA;ANTIOQUIA;MARINILLA;05440;BAJA;07/10/2026
112;ANDINA;ANTIOQUIA;MEDELLÍN;05001;BAJA;07/10/2026
113;ANDINA;ANTIOQUIA;MONTEBELLO;05467;BAJA;07/10/2026
114;ANDINA;ANTIOQUIA;NARIÑO;05483;BAJA;07/10/2026
115;ANDINA;ANTIOQUIA;OLAYA;05501;BAJA;07/10/2026
116;ANDINA;ANTIOQUIA;PUERTO NARE;05585;BAJA;07/10/2026
117;ANDINA;ANTIOQUIA;RETIRO;05607;BAJA;07/10/2026
118;ANDINA;ANTIOQUIA;RIONEGRO;05615;BAJA;07/10/2026
119;ANDINA;ANTIOQUIA;SABANALARGA;05628;BAJA;07/10/2026
120;ANDINA;ANTIOQUIA;SABANETA;05631;BAJA;07/10/2026
121;ANDINA;ANTIOQUIA;SAN JERÓNIMO;05656;BAJA;07/10/2026
122;ANDINA;ANTIOQUIA;SAN PEDRO DE LOS MILAGROS;05664;BAJA;07/10/2026
123;ANDINA;ANTIOQUIA;SAN VICENTE FERRER;05674;BAJA;07/10/2026
124;ANDINA;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;05042;BAJA;07/10/2026
125;ANDINA;ANTIOQUIA;SANTA ROSA DE OSOS;05686;BAJA;07/10/2026
126;ANDINA;ANTIOQUIA;SOPETRÁN;05761;BAJA;07/10/2026
127;ANDINA;ANTIOQUIA;TITIRIBÍ;05809;BAJA;07/10/2026
128;ANDINA;ANTIOQUIA;URRAO;05847;BAJA;07/10/2026
129;ANDINA;ANTIOQUIA;VENECIA;05861;BAJA;07/10/2026
130;CARIBE;ATLÁNTICO;MANATÍ;08436;BAJA;07/10/2026
131;CARIBE;ATLÁNTICO;SANTA LUCÍA;08675;BAJA;07/10/2026
132;CARIBE;ATLÁNTICO;SUAN;08770;BAJA;07/10/2026
133;CARIBE;BOLÍVAR;EL CARMEN DE BOLÍVAR;13244;BAJA;07/10/2026
134;CARIBE;BOLÍVAR;MORALES;13473;BAJA;07/10/2026
135;CARIBE;BOLÍVAR;RÍO VIEJO;13600;BAJA;07/10/2026
136;ANDINA;BOYACÁ;BUENAVISTA;15109;BAJA;07/10/2026
