OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;APARTAD”;05045;Alta;36.9;177.0;27.0;10/07/2026;3
2;ANDINA;ANTIOQUIA;NECOCLÕ;05490;Alta;74.2;112.6;21.0;10/07/2026;3
3;ANDINA;ANTIOQUIA;TURBO;05837;Alta;55.8;145.2;26.0;10/07/2026;3
4;ORINOQUÕA;ARAUCA;FORTUL;81300;Alta;89.7;136.3;25.0;10/07/2026;3
5;ORINOQUÕA;ARAUCA;SARAVENA;81736;Alta;78.4;148.7;24.0;10/07/2026;3
6;ORINOQUÕA;ARAUCA;TAME;81794;Alta;92.3;138.5;24.0;10/07/2026;3
7;CARIBE;BOLÕVAR;CANTAGALLO;13160;Alta;67.6;102.1;16.0;10/07/2026;3
8;ANDINA;BOYAC¡;BET…ITIVA;15092;Alta;-;-;-;10/07/2026;3
9;ANDINA;BOYAC¡;CAMPOHERMOSO;15135;Alta;64.1;185.0;30.0;10/07/2026;3
10;ANDINA;BOYAC¡;CHITA;15183;Alta;70.7;96.8;21.0;10/07/2026;3
11;ANDINA;BOYAC¡;CHIVOR;15236;Alta;31.8;151.4;29.0;10/07/2026;3
12;ANDINA;BOYAC¡;CUBAR¡;15223;Alta;84.9;199.8;26.0;10/07/2026;3
13;ANDINA;BOYAC¡;LABRANZAGRANDE;15377;Alta;71.3;192.2;27.0;10/07/2026;3
14;ANDINA;BOYAC¡;MACANAL;15425;Alta;41.8;153.7;30.0;10/07/2026;3
15;ANDINA;BOYAC¡;MIRAFLORES;15455;Alta;52.5;144.1;30.0;10/07/2026;3
16;ANDINA;BOYAC¡;MONGUA;15464;Alta;63.8;121.7;26.0;10/07/2026;3
17;ANDINA;BOYAC¡;PAJARITO;15518;Alta;65.2;184.4;28.0;10/07/2026;3
18;ANDINA;BOYAC¡;PAYA;15533;Alta;121.7;259.1;24.0;10/07/2026;3
19;ANDINA;BOYAC¡;PISBA;15550;Alta;109.0;245.6;24.0;10/07/2026;3
20;ANDINA;BOYAC¡;P¡EZ;15514;Alta;58.7;161.3;30.0;10/07/2026;3
21;ANDINA;BOYAC¡;SANTA MARÕA;15690;Alta;68.5;221.0;30.0;10/07/2026;3
22;ANDINA;BOYAC¡;SOCOT¡;15755;Alta;70.5;94.6;20.0;10/07/2026;3
23;ANDINA;BOYAC¡;ZETAQUIRA;15897;Alta;59.1;130.8;30.0;10/07/2026;3
24;ORINOQUÕA;CASANARE;AGUAZUL;85010;Alta;46.0;203.3;28.0;10/07/2026;3
25;ORINOQUÕA;CASANARE;HATO COROZAL;85125;Alta;84.7;139.2;23.0;10/07/2026;3
26;ORINOQUÕA;CASANARE;MONTERREY;85162;Alta;50.9;186.4;28.0;10/07/2026;3
27;ORINOQUÕA;CASANARE;NUNCHÕA;85225;Alta;146.9;263.6;24.0;10/07/2026;3
28;ORINOQUÕA;CASANARE;PAZ DE ARIPORO;85250;Alta;71.9;132.4;26.0;10/07/2026;3
29;ORINOQUÕA;CASANARE;PORE;85263;Alta;117.9;222.4;25.0;10/07/2026;3
30;ORINOQUÕA;CASANARE;SABANALARGA;85300;Alta;40.8;185.5;28.0;10/07/2026;3
31;ORINOQUÕA;CASANARE;S¡CAMA;85315;Alta;88.7;196.8;24.0;10/07/2026;3
32;ORINOQUÕA;CASANARE;T¡MARA;85400;Alta;114.6;277.3;24.0;10/07/2026;3
33;ORINOQUÕA;CASANARE;YOPAL;85001;Alta;98.2;240.0;24.0;10/07/2026;3
34;PACÕFICO;CAUCA;EL TAMBO;19256;Alta;29.6;69.5;20.0;10/07/2026;3
35;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;Alta;75.3;184.7;27.0;10/07/2026;3
36;PACÕFICO;CAUCA;TIMBIQUÕ;19809;Alta;48.2;143.3;29.0;10/07/2026;3
37;PACÕFICO;CHOC”;BAJO BAUD”;27077;Alta;44.4;154.1;26.0;10/07/2026;3
38;PACÕFICO;CHOC”;EL LITORAL DEL SAN JUAN;27250;Alta;85.6;139.5;22.0;10/07/2026;3
39;PACÕFICO;CHOC”;MEDIO ATRATO;27425;Alta;41.7;119.9;24.0;10/07/2026;3
40;PACÕFICO;CHOC”;N”VITA;27491;Alta;39.2;134.3;25.0;10/07/2026;3
41;PACÕFICO;CHOC”;QUIBD”;27001;Alta;34.6;112.2;24.0;10/07/2026;3
42;PACÕFICO;CHOC”;RIOSUCIO;27615;Alta;67.0;181.7;27.0;10/07/2026;3
43;PACÕFICO;CHOC”;RÕO IR”;27580;Alta;32.7;145.2;25.0;10/07/2026;3
44;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;69.3;214.0;30.0;10/07/2026;3
45;ANDINA;CUNDINAMARCA;GUTI…RREZ;25339;Alta;19.5;64.2;30.0;10/07/2026;3
46;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;47.2;178.7;29.0;10/07/2026;3
47;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Alta;47.3;182.5;26.0;10/07/2026;3
48;ANDINA;CUNDINAMARCA;QUETAME;25594;Alta;60.8;184.2;29.0;10/07/2026;3
49;ANDINA;CUNDINAMARCA;UBAL¡;25839;Alta;31.7;152.9;29.0;10/07/2026;3
50;ANDINA;HUILA;SAN AGUSTÕN;41668;Alta;28.7;82.2;28.0;10/07/2026;3
51;ORINOQUÕA;META;ACACÕAS;50006;Alta;40.9;186.8;29.0;10/07/2026;3
52;ORINOQUÕA;META;CUBARRAL;50223;Alta;23.7;106.3;29.0;10/07/2026;3
53;ORINOQUÕA;META;CUMARAL;50226;Alta;42.1;196.2;25.0;10/07/2026;3
54;ORINOQUÕA;META;EL CALVARIO;50245;Alta;42.3;126.1;30.0;10/07/2026;3
55;ORINOQUÕA;META;EL CASTILLO;50251;Alta;42.7;148.6;28.0;10/07/2026;3
56;ORINOQUÕA;META;RESTREPO;50606;Alta;65.8;223.7;30.0;10/07/2026;3
57;ORINOQUÕA;META;SAN JUAN DE ARAMA;50683;Alta;37.3;132.2;27.0;10/07/2026;3
58;ORINOQUÕA;META;SAN JUANITO;50686;Alta;31.4;112.9;30.0;10/07/2026;3
59;ORINOQUÕA;META;URIBE;50370;Alta;26.2;75.6;24.0;10/07/2026;3
60;ORINOQUÕA;META;VILLAVICENCIO;50001;Alta;43.5;190.9;27.0;10/07/2026;3
61;PACÕFICO;NARI—O;BARBACOAS;52079;Alta;51.0;131.7;30.0;10/07/2026;3
62;ANDINA;NORTE DE SANTANDER;CHITAG¡;54174;Alta;45.0;136.9;26.0;10/07/2026;3
63;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;52.7;174.2;27.0;10/07/2026;3
64;AMAZONÕA;PUTUMAYO;MOCOA;86001;Alta;30.3;124.3;30.0;10/07/2026;3
65;AMAZONÕA;PUTUMAYO;SAN FRANCISCO;86755;Alta;57.7;237.1;30.0;10/07/2026;3
66;AMAZONÕA;PUTUMAYO;SANTIAGO;86760;Alta;24.9;92.8;30.0;10/07/2026;3
67;AMAZONÕA;PUTUMAYO;VILLAGARZ”N;86885;Alta;31.9;144.9;30.0;10/07/2026;3
68;PACÕFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;74.2;148.5;24.0;10/07/2026;3
69;ANDINA;ANTIOQUIA;ANDES;05034;Baja;43.6;45.4;15.0;10/07/2026;1
70;ANDINA;ANTIOQUIA;ANORÕ;05040;Baja;24.3;43.7;19.0;10/07/2026;1
71;ANDINA;ANTIOQUIA;BETANIA;05091;Baja;54.3;58.1;14.0;10/07/2026;1
72;ANDINA;ANTIOQUIA;C¡CERES;05120;Baja;43.9;69.3;17.0;10/07/2026;1
73;ANDINA;ANTIOQUIA;DABEIBA;05234;Baja;15.9;22.0;14.0;10/07/2026;1
74;ANDINA;ANTIOQUIA;NECHÕ;05495;Baja;36.7;73.2;15.0;10/07/2026;1
75;ANDINA;ANTIOQUIA;PEQUE;05543;Baja;29.9;46.6;17.0;10/07/2026;1
76;ANDINA;ANTIOQUIA;VIGÕA DEL FUERTE;05873;Baja;37.2;62.0;17.0;10/07/2026;1
77;ANDINA;ANTIOQUIA;YARUMAL;05887;Baja;-;-;-;10/07/2026;1
78;CARIBE;BOLÕVAR;MONTECRISTO;13458;Baja;34.2;55.1;14.0;10/07/2026;1
79;CARIBE;BOLÕVAR;SAN JACINTO DEL CAUCA;13655;Baja;42.8;72.3;15.0;10/07/2026;1
80;CARIBE;BOLÕVAR;SANTA ROSA DEL SUR;13688;Baja;24.4;41.7;11.0;10/07/2026;1
81;ANDINA;BOYAC¡;BOAVITA;15097;Baja;39.0;42.7;20.0;10/07/2026;1
82;ANDINA;BOYAC¡;CHITARAQUE;15185;Baja;32.7;71.7;24.0;10/07/2026;1
83;ANDINA;BOYAC¡;CI…NEGA;15189;Baja;16.3;43.8;29.0;10/07/2026;1
84;ANDINA;BOYAC¡;COVARACHÕA;15218;Baja;35.2;44.1;21.0;10/07/2026;1
85;ANDINA;BOYAC¡;EL COCUY;15244;Baja;40.1;50.0;20.0;10/07/2026;1
86;ANDINA;BOYAC¡;GUATEQUE;15322;Baja;17.0;93.2;27.0;10/07/2026;1
87;ANDINA;BOYAC¡;JENESANO;15367;Baja;19.5;64.6;29.0;10/07/2026;1
88;ANDINA;BOYAC¡;LA UVITA;15403;Baja;44.8;51.4;19.0;10/07/2026;1
89;ANDINA;BOYAC¡;PACHAVITA;15511;Baja;24.0;68.2;29.0;10/07/2026;1
90;ANDINA;BOYAC¡;PAZ DE RÕO;15537;Baja;45.4;55.9;17.0;10/07/2026;1
91;ANDINA;BOYAC¡;SANTANA;15686;Baja;37.8;67.1;24.0;10/07/2026;1
92;ANDINA;BOYAC¡;SATIVANORTE;15720;Baja;44.2;47.9;16.0;10/07/2026;1
93;ANDINA;BOYAC¡;SATIVASUR;15723;Baja;47.4;55.1;18.0;10/07/2026;1
94;ANDINA;BOYAC¡;SUSAC”N;15774;Baja;38.0;38.8;18.0;10/07/2026;1
95;ANDINA;BOYAC¡;SUTATENZA;15778;Baja;20.2;87.9;28.0;10/07/2026;1
96;ANDINA;BOYAC¡;TENZA;15798;Baja;25.3;69.5;30.0;10/07/2026;1
97;ANDINA;BOYAC¡;TIBAN¡;15804;Baja;33.6;51.7;29.0;10/07/2026;1
98;ANDINA;BOYAC¡;VIRACACH¡;15879;Baja;21.2;52.0;28.0;10/07/2026;1
99;AMAZONÕA;CAQUET¡;BEL…N DE LOS ANDAQUÕES;18094;Baja;16.6;78.4;26.0;10/07/2026;1
100;AMAZONÕA;CAQUET¡;EL DONCELLO;18247;Baja;26.4;72.4;27.0;10/07/2026;1
101;AMAZONÕA;CAQUET¡;EL PAUJÕL;18256;Baja;33.0;90.3;27.0;10/07/2026;1
102;AMAZONÕA;CAQUET¡;FLORENCIA;18001;Baja;15.3;56.1;27.0;10/07/2026;1
103;AMAZONÕA;CAQUET¡;LA MONTA—ITA;18410;Baja;42.0;116.9;27.0;10/07/2026;1
