OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;APARTAD”;05045;ALTA;36.9;177.0;27.0;10/07/2026
2;ANDINA;ANTIOQUIA;NECOCLÕ;05490;ALTA;74.2;112.6;21.0;10/07/2026
3;ANDINA;ANTIOQUIA;TURBO;05837;ALTA;55.8;145.2;26.0;10/07/2026
4;ORINOQUÕA;ARAUCA;FORTUL;81300;ALTA;89.7;136.3;25.0;10/07/2026
5;ORINOQUÕA;ARAUCA;SARAVENA;81736;ALTA;78.4;148.7;24.0;10/07/2026
6;ORINOQUÕA;ARAUCA;TAME;81794;ALTA;92.3;138.5;24.0;10/07/2026
7;CARIBE;BOLÕVAR;CANTAGALLO;13160;ALTA;67.6;102.1;16.0;10/07/2026
8;ANDINA;BOYAC¡;BET…ITIVA;15092;ALTA;;;;10/07/2026
9;ANDINA;BOYAC¡;CAMPOHERMOSO;15135;ALTA;64.1;185.0;30.0;10/07/2026
10;ANDINA;BOYAC¡;CHITA;15183;ALTA;70.7;96.8;21.0;10/07/2026
11;ANDINA;BOYAC¡;CHIVOR;15236;ALTA;31.8;151.4;29.0;10/07/2026
12;ANDINA;BOYAC¡;CUBAR¡;15223;ALTA;84.9;199.8;26.0;10/07/2026
13;ANDINA;BOYAC¡;LABRANZAGRANDE;15377;ALTA;71.3;192.2;27.0;10/07/2026
14;ANDINA;BOYAC¡;MACANAL;15425;ALTA;41.8;153.7;30.0;10/07/2026
15;ANDINA;BOYAC¡;MIRAFLORES;15455;ALTA;52.5;144.1;30.0;10/07/2026
16;ANDINA;BOYAC¡;MONGUA;15464;ALTA;63.8;121.7;26.0;10/07/2026
17;ANDINA;BOYAC¡;PAJARITO;15518;ALTA;65.2;184.4;28.0;10/07/2026
18;ANDINA;BOYAC¡;PAYA;15533;ALTA;121.7;259.1;24.0;10/07/2026
19;ANDINA;BOYAC¡;PISBA;15550;ALTA;109.0;245.6;24.0;10/07/2026
20;ANDINA;BOYAC¡;P¡EZ;15514;ALTA;58.7;161.3;30.0;10/07/2026
21;ANDINA;BOYAC¡;SANTA MARÕA;15690;ALTA;68.5;221.0;30.0;10/07/2026
22;ANDINA;BOYAC¡;SOCOT¡;15755;ALTA;70.5;94.6;20.0;10/07/2026
23;ANDINA;BOYAC¡;ZETAQUIRA;15897;ALTA;59.1;130.8;30.0;10/07/2026
24;ORINOQUÕA;CASANARE;AGUAZUL;85010;ALTA;46.0;203.3;28.0;10/07/2026
25;ORINOQUÕA;CASANARE;HATO COROZAL;85125;ALTA;84.7;139.2;23.0;10/07/2026
26;ORINOQUÕA;CASANARE;MONTERREY;85162;ALTA;50.9;186.4;28.0;10/07/2026
27;ORINOQUÕA;CASANARE;NUNCHÕA;85225;ALTA;146.9;263.6;24.0;10/07/2026
28;ORINOQUÕA;CASANARE;PAZ DE ARIPORO;85250;ALTA;71.9;132.4;26.0;10/07/2026
29;ORINOQUÕA;CASANARE;PORE;85263;ALTA;117.9;222.4;25.0;10/07/2026
30;ORINOQUÕA;CASANARE;SABANALARGA;85300;ALTA;40.8;185.5;28.0;10/07/2026
31;ORINOQUÕA;CASANARE;S¡CAMA;85315;ALTA;88.7;196.8;24.0;10/07/2026
32;ORINOQUÕA;CASANARE;T¡MARA;85400;ALTA;114.6;277.3;24.0;10/07/2026
33;ORINOQUÕA;CASANARE;YOPAL;85001;ALTA;98.2;240.0;24.0;10/07/2026
34;PACÕFICO;CAUCA;EL TAMBO;19256;ALTA;29.6;69.5;20.0;10/07/2026
35;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;ALTA;75.3;184.7;27.0;10/07/2026
36;PACÕFICO;CAUCA;TIMBIQUÕ;19809;ALTA;48.2;143.3;29.0;10/07/2026
37;PACÕFICO;CHOC”;BAJO BAUD”;27077;ALTA;44.4;154.1;26.0;10/07/2026
38;PACÕFICO;CHOC”;EL LITORAL DEL SAN JUAN;27250;ALTA;85.6;139.5;22.0;10/07/2026
39;PACÕFICO;CHOC”;MEDIO ATRATO;27425;ALTA;41.7;119.9;24.0;10/07/2026
40;PACÕFICO;CHOC”;N”VITA;27491;ALTA;39.2;134.3;25.0;10/07/2026
41;PACÕFICO;CHOC”;QUIBD”;27001;ALTA;34.6;112.2;24.0;10/07/2026
42;PACÕFICO;CHOC”;RIOSUCIO;27615;ALTA;67.0;181.7;27.0;10/07/2026
43;PACÕFICO;CHOC”;RÕO IR”;27580;ALTA;32.7;145.2;25.0;10/07/2026
44;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;69.3;214.0;30.0;10/07/2026
45;ANDINA;CUNDINAMARCA;GUTI…RREZ;25339;ALTA;19.5;64.2;30.0;10/07/2026
46;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;47.2;178.7;29.0;10/07/2026
47;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;ALTA;47.3;182.5;26.0;10/07/2026
48;ANDINA;CUNDINAMARCA;QUETAME;25594;ALTA;60.8;184.2;29.0;10/07/2026
49;ANDINA;CUNDINAMARCA;UBAL¡;25839;ALTA;31.7;152.9;29.0;10/07/2026
50;ANDINA;HUILA;SAN AGUSTÕN;41668;ALTA;28.7;82.2;28.0;10/07/2026
51;ORINOQUÕA;META;ACACÕAS;50006;ALTA;40.9;186.8;29.0;10/07/2026
52;ORINOQUÕA;META;CUBARRAL;50223;ALTA;23.7;106.3;29.0;10/07/2026
53;ORINOQUÕA;META;CUMARAL;50226;ALTA;42.1;196.2;25.0;10/07/2026
54;ORINOQUÕA;META;EL CALVARIO;50245;ALTA;42.3;126.1;30.0;10/07/2026
55;ORINOQUÕA;META;EL CASTILLO;50251;ALTA;42.7;148.6;28.0;10/07/2026
56;ORINOQUÕA;META;RESTREPO;50606;ALTA;65.8;223.7;30.0;10/07/2026
57;ORINOQUÕA;META;SAN JUAN DE ARAMA;50683;ALTA;37.3;132.2;27.0;10/07/2026
58;ORINOQUÕA;META;SAN JUANITO;50686;ALTA;31.4;112.9;30.0;10/07/2026
59;ORINOQUÕA;META;URIBE;50370;ALTA;26.2;75.6;24.0;10/07/2026
60;ORINOQUÕA;META;VILLAVICENCIO;50001;ALTA;43.5;190.9;27.0;10/07/2026
61;PACÕFICO;NARI—O;BARBACOAS;52079;ALTA;51.0;131.7;30.0;10/07/2026
62;ANDINA;NORTE DE SANTANDER;CHITAG¡;54174;ALTA;45.0;136.9;26.0;10/07/2026
63;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;ALTA;52.7;174.2;27.0;10/07/2026
64;AMAZONÕA;PUTUMAYO;MOCOA;86001;ALTA;30.3;124.3;30.0;10/07/2026
65;AMAZONÕA;PUTUMAYO;SAN FRANCISCO;86755;ALTA;57.7;237.1;30.0;10/07/2026
66;AMAZONÕA;PUTUMAYO;SANTIAGO;86760;ALTA;24.9;92.8;30.0;10/07/2026
67;AMAZONÕA;PUTUMAYO;VILLAGARZ”N;86885;ALTA;31.9;144.9;30.0;10/07/2026
68;PACÕFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;74.2;148.5;24.0;10/07/2026
69;ANDINA;ANTIOQUIA;ANDES;05034;BAJA;43.6;45.4;15.0;10/07/2026
70;ANDINA;ANTIOQUIA;ANORÕ;05040;BAJA;24.3;43.7;19.0;10/07/2026
71;ANDINA;ANTIOQUIA;BETANIA;05091;BAJA;54.3;58.1;14.0;10/07/2026
72;ANDINA;ANTIOQUIA;C¡CERES;05120;BAJA;43.9;69.3;17.0;10/07/2026
73;ANDINA;ANTIOQUIA;DABEIBA;05234;BAJA;15.9;22.0;14.0;10/07/2026
74;ANDINA;ANTIOQUIA;NECHÕ;05495;BAJA;36.7;73.2;15.0;10/07/2026
75;ANDINA;ANTIOQUIA;PEQUE;05543;BAJA;29.9;46.6;17.0;10/07/2026
76;ANDINA;ANTIOQUIA;VIGÕA DEL FUERTE;05873;BAJA;37.2;62.0;17.0;10/07/2026
77;ANDINA;ANTIOQUIA;YARUMAL;05887;BAJA;;;;10/07/2026
78;CARIBE;BOLÕVAR;MONTECRISTO;13458;BAJA;34.2;55.1;14.0;10/07/2026
79;CARIBE;BOLÕVAR;SAN JACINTO DEL CAUCA;13655;BAJA;42.8;72.3;15.0;10/07/2026
80;CARIBE;BOLÕVAR;SANTA ROSA DEL SUR;13688;BAJA;24.4;41.7;11.0;10/07/2026
81;ANDINA;BOYAC¡;BOAVITA;15097;BAJA;39.0;42.7;20.0;10/07/2026
82;ANDINA;BOYAC¡;CHITARAQUE;15185;BAJA;32.7;71.7;24.0;10/07/2026
83;ANDINA;BOYAC¡;CI…NEGA;15189;BAJA;16.3;43.8;29.0;10/07/2026
84;ANDINA;BOYAC¡;COVARACHÕA;15218;BAJA;35.2;44.1;21.0;10/07/2026
85;ANDINA;BOYAC¡;EL COCUY;15244;BAJA;40.1;50.0;20.0;10/07/2026
86;ANDINA;BOYAC¡;GUATEQUE;15322;BAJA;17.0;93.2;27.0;10/07/2026
87;ANDINA;BOYAC¡;JENESANO;15367;BAJA;19.5;64.6;29.0;10/07/2026
88;ANDINA;BOYAC¡;LA UVITA;15403;BAJA;44.8;51.4;19.0;10/07/2026
89;ANDINA;BOYAC¡;PACHAVITA;15511;BAJA;24.0;68.2;29.0;10/07/2026
90;ANDINA;BOYAC¡;PAZ DE RÕO;15537;BAJA;45.4;55.9;17.0;10/07/2026
91;ANDINA;BOYAC¡;SANTANA;15686;BAJA;37.8;67.1;24.0;10/07/2026
92;ANDINA;BOYAC¡;SATIVANORTE;15720;BAJA;44.2;47.9;16.0;10/07/2026
93;ANDINA;BOYAC¡;SATIVASUR;15723;BAJA;47.4;55.1;18.0;10/07/2026
94;ANDINA;BOYAC¡;SUSAC”N;15774;BAJA;38.0;38.8;18.0;10/07/2026
95;ANDINA;BOYAC¡;SUTATENZA;15778;BAJA;20.2;87.9;28.0;10/07/2026
96;ANDINA;BOYAC¡;TENZA;15798;BAJA;25.3;69.5;30.0;10/07/2026
97;ANDINA;BOYAC¡;TIBAN¡;15804;BAJA;33.6;51.7;29.0;10/07/2026
98;ANDINA;BOYAC¡;VIRACACH¡;15879;BAJA;21.2;52.0;28.0;10/07/2026
99;AMAZONÕA;CAQUET¡;BEL…N DE LOS ANDAQUÕES;18094;BAJA;16.6;78.4;26.0;10/07/2026
100;AMAZONÕA;CAQUET¡;EL DONCELLO;18247;BAJA;26.4;72.4;27.0;10/07/2026
101;AMAZONÕA;CAQUET¡;EL PAUJÕL;18256;BAJA;33.0;90.3;27.0;10/07/2026
102;AMAZONÕA;CAQUET¡;FLORENCIA;18001;BAJA;15.3;56.1;27.0;10/07/2026
103;AMAZONÕA;CAQUET¡;LA MONTA—ITA;18410;BAJA;42.0;116.9;27.0;10/07/2026
104;AMAZONÕA;CAQUET¡;SAN JOS… DEL FRAGUA;18610;BAJA;23.6;74.6;29.0;10/07/2026
105;PACÕFICO;CAUCA;ARGELIA;19050;BAJA;15.4;25.9;13.0;10/07/2026
106;ANDINA;CUNDINAMARCA;GACHET¡;25297;BAJA;17.0;115.4;28.0;10/07/2026
107;ANDINA;CUNDINAMARCA;GAMA;25299;BAJA;12.0;112.4;29.0;10/07/2026
108;ANDINA;CUNDINAMARCA;JUNÕN;25372;BAJA;15.7;69.4;28.0;10/07/2026
109;ANDINA;CUNDINAMARCA;MANTA;25436;BAJA;17.0;96.3;28.0;10/07/2026
