OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;CARIBE;ATLÁNTICO;JUAN DE ACOSTA;08372;ALTA;19/07/2026
2;CARIBE;ATLÁNTICO;TUBARÁ;08832;ALTA;19/07/2026
3;ANDINA;CALDAS;MARQUETALIA;17444;ALTA;19/07/2026
4;ANDINA;CALDAS;SAMANÁ;17662;ALTA;19/07/2026
5;ANDINA;CALDAS;VICTORIA;17867;ALTA;19/07/2026
6;CARIBE;CESAR;LA PAZ;20621;ALTA;19/07/2026
7;CARIBE;CESAR;MANAURE BALCÓN DEL CESAR;20443;ALTA;19/07/2026
8;CARIBE;CESAR;SAN DIEGO;20750;ALTA;19/07/2026
9;CARIBE;CESAR;VALLEDUPAR;20001;ALTA;19/07/2026
10;ANDINA;CUNDINAMARCA;BELTRÁN;25086;ALTA;19/07/2026
11;ANDINA;CUNDINAMARCA;CHAGUANÍ;25168;ALTA;19/07/2026
12;ANDINA;CUNDINAMARCA;GIRARDOT;25307;ALTA;19/07/2026
13;ANDINA;CUNDINAMARCA;JERUSALÉN;25368;ALTA;19/07/2026
14;ANDINA;CUNDINAMARCA;NILO;25488;ALTA;19/07/2026
15;ANDINA;CUNDINAMARCA;PULÍ;25580;ALTA;19/07/2026
16;ANDINA;CUNDINAMARCA;RICAURTE;25612;ALTA;19/07/2026
17;ANDINA;CUNDINAMARCA;SAN JUAN DE RIOSECO;25662;ALTA;19/07/2026
18;ANDINA;HUILA;AIPE;41016;ALTA;19/07/2026
19;CARIBE;LA GUAJIRA;ALBANIA;44035;ALTA;19/07/2026
20;CARIBE;LA GUAJIRA;BARRANCAS;44078;ALTA;19/07/2026
21;CARIBE;LA GUAJIRA;DIBULLA;44090;ALTA;19/07/2026
22;CARIBE;LA GUAJIRA;FONSECA;44279;ALTA;19/07/2026
23;CARIBE;LA GUAJIRA;HATONUEVO;44378;ALTA;19/07/2026
24;CARIBE;LA GUAJIRA;LA JAGUA DEL PILAR;44420;ALTA;19/07/2026
25;CARIBE;LA GUAJIRA;MAICAO;44430;ALTA;19/07/2026
26;CARIBE;LA GUAJIRA;MANAURE;44560;ALTA;19/07/2026
27;CARIBE;LA GUAJIRA;RIOHACHA;44001;ALTA;19/07/2026
28;CARIBE;LA GUAJIRA;SAN JUAN DEL CESAR;44650;ALTA;19/07/2026
29;CARIBE;LA GUAJIRA;URIBIA;44847;ALTA;19/07/2026
30;CARIBE;LA GUAJIRA;URUMITA;44855;ALTA;19/07/2026
31;CARIBE;MAGDALENA;CIÉNAGA;47189;ALTA;19/07/2026
32;CARIBE;MAGDALENA;EL RETÉN;47268;ALTA;19/07/2026
33;CARIBE;MAGDALENA;PUEBLOVIEJO;47570;ALTA;19/07/2026
34;CARIBE;MAGDALENA;SAN SEBASTIÁN DE BUENAVISTA;47692;ALTA;19/07/2026
35;CARIBE;MAGDALENA;SANTA MARTA;47001;ALTA;19/07/2026
36;CARIBE;MAGDALENA;SITIONUEVO;47745;ALTA;19/07/2026
37;ANDINA;NORTE DE SANTANDER;ARBOLEDAS;54051;ALTA;19/07/2026
38;ANDINA;NORTE DE SANTANDER;BOCHALEMA;54099;ALTA;19/07/2026
39;ANDINA;NORTE DE SANTANDER;CUCUTILLA;54223;ALTA;19/07/2026
40;ANDINA;NORTE DE SANTANDER;DURANIA;54239;ALTA;19/07/2026
41;ANDINA;NORTE DE SANTANDER;SALAZAR;54660;ALTA;19/07/2026
42;ANDINA;TOLIMA;ALVARADO;73026;ALTA;19/07/2026
43;ANDINA;TOLIMA;AMBALEMA;73030;ALTA;19/07/2026
44;ANDINA;TOLIMA;ARMERO;73055;ALTA;19/07/2026
45;ANDINA;TOLIMA;ATACO;73067;ALTA;19/07/2026
46;ANDINA;TOLIMA;CARMEN DE APICALÁ;73148;ALTA;19/07/2026
47;ANDINA;TOLIMA;CASABIANCA;73152;ALTA;19/07/2026
48;ANDINA;TOLIMA;CHAPARRAL;73168;ALTA;19/07/2026
49;ANDINA;TOLIMA;COELLO;73200;ALTA;19/07/2026
50;ANDINA;TOLIMA;COYAIMA;73217;ALTA;19/07/2026
51;ANDINA;TOLIMA;CUNDAY;73226;ALTA;19/07/2026
52;ANDINA;TOLIMA;DOLORES;73236;ALTA;19/07/2026
53;ANDINA;TOLIMA;ESPINAL;73268;ALTA;19/07/2026
54;ANDINA;TOLIMA;FALAN;73270;ALTA;19/07/2026
55;ANDINA;TOLIMA;FLANDES;73275;ALTA;19/07/2026
56;ANDINA;TOLIMA;FRESNO;73283;ALTA;19/07/2026
57;ANDINA;TOLIMA;GUAMO;73319;ALTA;19/07/2026
58;ANDINA;TOLIMA;HONDA;73349;ALTA;19/07/2026
59;ANDINA;TOLIMA;IBAGUÉ;73001;ALTA;19/07/2026
60;ANDINA;TOLIMA;LÉRIDA;73408;ALTA;19/07/2026
61;ANDINA;TOLIMA;LÍBANO;73411;ALTA;19/07/2026
62;ANDINA;TOLIMA;MELGAR;73449;ALTA;19/07/2026
63;ANDINA;TOLIMA;MURILLO;73461;ALTA;19/07/2026
64;ANDINA;TOLIMA;NATAGAIMA;73483;ALTA;19/07/2026
65;ANDINA;TOLIMA;ORTEGA;73504;ALTA;19/07/2026
66;ANDINA;TOLIMA;PALOCABILDO;73520;ALTA;19/07/2026
67;ANDINA;TOLIMA;PIEDRAS;73547;ALTA;19/07/2026
68;ANDINA;TOLIMA;PRADO;73563;ALTA;19/07/2026
69;ANDINA;TOLIMA;PURIFICACIÓN;73585;ALTA;19/07/2026
70;ANDINA;TOLIMA;RONCESVALLES;73622;ALTA;19/07/2026
71;ANDINA;TOLIMA;ROVIRA;73624;ALTA;19/07/2026
72;ANDINA;TOLIMA;SALDAÑA;73671;ALTA;19/07/2026
73;ANDINA;TOLIMA;SAN ANTONIO;73675;ALTA;19/07/2026
74;ANDINA;TOLIMA;SAN LUIS;73678;ALTA;19/07/2026
75;ANDINA;TOLIMA;SAN SEBASTIÁN DE MARIQUITA;73443;ALTA;19/07/2026
76;ANDINA;TOLIMA;SANTA ISABEL;73686;ALTA;19/07/2026
77;ANDINA;TOLIMA;SUÁREZ;73770;ALTA;19/07/2026
78;ANDINA;TOLIMA;VALLE DE SAN JUAN;73854;ALTA;19/07/2026
79;ANDINA;TOLIMA;VENADILLO;73861;ALTA;19/07/2026
80;ANDINA;TOLIMA;VILLAHERMOSA;73870;ALTA;19/07/2026
81;ANDINA;ANTIOQUIA;AMAGÁ;05030;BAJA;19/07/2026
82;ANDINA;ANTIOQUIA;ANGELÓPOLIS;05036;BAJA;19/07/2026
83;ANDINA;ANTIOQUIA;ARMENIA;05059;BAJA;19/07/2026
84;ANDINA;ANTIOQUIA;BELLO;05088;BAJA;19/07/2026
85;ANDINA;ANTIOQUIA;BETULIA;05093;BAJA;19/07/2026
86;ANDINA;ANTIOQUIA;CALDAS;05129;BAJA;19/07/2026
87;ANDINA;ANTIOQUIA;CARACOLÍ;05142;BAJA;19/07/2026
88;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;BAJA;19/07/2026
89;ANDINA;ANTIOQUIA;CONCORDIA;05209;BAJA;19/07/2026
90;ANDINA;ANTIOQUIA;DONMATÍAS;05237;BAJA;19/07/2026
91;ANDINA;ANTIOQUIA;ENTRERRÍOS;05264;BAJA;19/07/2026
92;ANDINA;ANTIOQUIA;ENVIGADO;05266;BAJA;19/07/2026
93;ANDINA;ANTIOQUIA;GIRALDO;05306;BAJA;19/07/2026
94;ANDINA;ANTIOQUIA;HISPANIA;05353;BAJA;19/07/2026
95;ANDINA;ANTIOQUIA;ITAGÜÍ;05360;BAJA;19/07/2026
96;ANDINA;ANTIOQUIA;LA ESTRELLA;05380;BAJA;19/07/2026
97;ANDINA;ANTIOQUIA;MACEO;05425;BAJA;19/07/2026
98;ANDINA;ANTIOQUIA;MARINILLA;05440;BAJA;19/07/2026
99;ANDINA;ANTIOQUIA;MEDELLÍN;05001;ALTA;19/07/2026
100;ANDINA;ANTIOQUIA;PEÑOL;05541;BAJA;19/07/2026
101;ANDINA;ANTIOQUIA;PUEBLORRICO;05576;BAJA;19/07/2026
102;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;BAJA;19/07/2026
103;ANDINA;ANTIOQUIA;PUERTO TRIUNFO;05591;BAJA;19/07/2026
104;ANDINA;ANTIOQUIA;RIONEGRO;05615;BAJA;19/07/2026
105;ANDINA;ANTIOQUIA;SABANETA;05631;BAJA;19/07/2026
106;ANDINA;ANTIOQUIA;SAN CARLOS;05649;BAJA;19/07/2026
107;ANDINA;ANTIOQUIA;SAN JERÓNIMO;05656;BAJA;19/07/2026
108;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;BAJA;19/07/2026
109;ANDINA;ANTIOQUIA;SAN ROQUE;05670;BAJA;19/07/2026
110;ANDINA;ANTIOQUIA;TARSO;05792;BAJA;19/07/2026
111;ANDINA;ANTIOQUIA;TITIRIBÍ;05809;BAJA;19/07/2026
112;ANDINA;ANTIOQUIA;VEGACHÍ;05858;BAJA;19/07/2026
113;ANDINA;ANTIOQUIA;VENECIA;05861;BAJA;19/07/2026
114;ANDINA;ANTIOQUIA;YALÍ;05885;BAJA;19/07/2026
115;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;BAJA;19/07/2026
116;ANDINA;ANTIOQUIA;YONDÓ;05893;BAJA;19/07/2026
117;CARIBE;ATLÁNTICO;CAMPO DE LA CRUZ;08137;BAJA;19/07/2026
118;ANDINA;BOGOTÁ, D.C.;BOGOTÁ, D.C.;11001;BAJA;19/07/2026
119;CARIBE;BOLÍVAR;ACHÍ;13006;BAJA;19/07/2026
120;CARIBE;BOLÍVAR;ALTOS DEL ROSARIO;13030;BAJA;19/07/2026
121;CARIBE;BOLÍVAR;BARRANCO DE LOBA;13074;BAJA;19/07/2026
122;CARIBE;BOLÍVAR;CICUCO;13188;BAJA;19/07/2026
123;CARIBE;BOLÍVAR;CLEMENCIA;13222;BAJA;19/07/2026
124;CARIBE;BOLÍVAR;EL CARMEN DE BOLÍVAR;13244;BAJA;19/07/2026
125;CARIBE;BOLÍVAR;HATILLO DE LOBA;13300;BAJA;19/07/2026
126;CARIBE;BOLÍVAR;MAHATES;13433;BAJA;19/07/2026
127;CARIBE;BOLÍVAR;MARGARITA;13440;BAJA;19/07/2026
128;CARIBE;BOLÍVAR;PINILLOS;13549;BAJA;19/07/2026
129;CARIBE;BOLÍVAR;SAN ESTANISLAO;13647;BAJA;19/07/2026
130;CARIBE;BOLÍVAR;SAN FERNANDO;13650;BAJA;19/07/2026
131;CARIBE;BOLÍVAR;SAN JUAN NEPOMUCENO;13657;BAJA;19/07/2026
132;CARIBE;BOLÍVAR;SANTA CATALINA;13673;BAJA;19/07/2026
133;CARIBE;BOLÍVAR;SANTA CRUZ DE MOMPOX;13468;BAJA;19/07/2026
134;CARIBE;BOLÍVAR;TALAIGUA NUEVO;13780;BAJA;19/07/2026
135;CARIBE;BOLÍVAR;TIQUISIO;13810;BAJA;19/07/2026
136;CARIBE;BOLÍVAR;ZAMBRANO;13894;BAJA;19/07/2026
137;ANDINA;BOYACÁ;ARCABUCO;15051;BAJA;19/07/2026
138;ANDINA;BOYACÁ;BRICEÑO;15106;BAJA;19/07/2026
139;ANDINA;BOYACÁ;BUENAVISTA;15109;BAJA;19/07/2026
140;ANDINA;BOYACÁ;CALDAS;15131;BAJA;19/07/2026
141;ANDINA;BOYACÁ;CHIQUINQUIRÁ;15176;BAJA;19/07/2026
142;ANDINA;BOYACÁ;CIÉNEGA;15189;BAJA;19/07/2026
143;ANDINA;BOYACÁ;COPER;15212;BAJA;19/07/2026
144;ANDINA;BOYACÁ;COVARACHÍA;15218;BAJA;19/07/2026
145;ANDINA;BOYACÁ;JERICÓ;15368;BAJA;19/07/2026
146;ANDINA;BOYACÁ;MARIPÍ;15442;BAJA;19/07/2026
147;ANDINA;BOYACÁ;MONIQUIRÁ;15469;BAJA;19/07/2026
148;ANDINA;BOYACÁ;MOTAVITA;15476;BAJA;19/07/2026
149;ANDINA;BOYACÁ;MUZO;15480;BAJA;19/07/2026
150;ANDINA;BOYACÁ;OTANCHE;15507;BAJA;19/07/2026
151;ANDINA;BOYACÁ;PAUNA;15531;BAJA;19/07/2026
152;ANDINA;BOYACÁ;PAZ DE RÍO;15537;BAJA;19/07/2026
153;ANDINA;BOYACÁ;PUERTO BOYACÁ;15572;BAJA;19/07/2026
154;ANDINA;BOYACÁ;SABOYÁ;15632;BAJA;19/07/2026
155;ANDINA;BOYACÁ;SAN PABLO DE BORBUR;15681;BAJA;19/07/2026
156;ANDINA;BOYACÁ;SANTA SOFÍA;15696;BAJA;19/07/2026
157;ANDINA;BOYACÁ;SATIVANORTE;15720;BAJA;19/07/2026
158;ANDINA;BOYACÁ;SUSACÓN;15774;BAJA;19/07/2026
159;ANDINA;BOYACÁ;TIPACOQUE;15810;BAJA;19/07/2026
160;ANDINA;BOYACÁ;TOCA;15814;BAJA;19/07/2026
161;ANDINA;BOYACÁ;TOGÜÍ;15816;BAJA;19/07/2026
162;ANDINA;BOYACÁ;TUNJA;15001;BAJA;19/07/2026
163;ANDINA;BOYACÁ;TUNUNGUÁ;15832;BAJA;19/07/2026
164;ANDINA;BOYACÁ;VENTAQUEMADA;15861;BAJA;19/07/2026
165;ANDINA;BOYACÁ;VIRACACHÁ;15879;BAJA;19/07/2026
166;ANDINA;CALDAS;AGUADAS;17013;BAJA;19/07/2026
167;ANDINA;CALDAS;ANSERMA;17042;BAJA;19/07/2026
168;ANDINA;CALDAS;ARANZAZU;17050;BAJA;19/07/2026
169;ANDINA;CALDAS;FILADELFIA;17272;BAJA;19/07/2026
170;ANDINA;CALDAS;LA MERCED;17388;BAJA;19/07/2026
171;ANDINA;CALDAS;NEIRA;17486;BAJA;19/07/2026
172;ANDINA;CALDAS;PÁCORA;17513;BAJA;19/07/2026
173;ANDINA;CALDAS;SALAMINA;17653;BAJA;19/07/2026
174;ANDINA;CALDAS;SUPÍA;17777;BAJA;19/07/2026
175;PACÍFICO;CAUCA;ALMAGUER;19022;BAJA;19/07/2026
176;PACÍFICO;CAUCA;BALBOA;19075;BAJA;19/07/2026
177;PACÍFICO;CAUCA;BUENOS AIRES;19110;BAJA;19/07/2026
178;PACÍFICO;CAUCA;CALDONO;19137;BAJA;19/07/2026
179;PACÍFICO;CAUCA;CALOTO;19142;BAJA;19/07/2026
180;PACÍFICO;CAUCA;FLORENCIA;19290;BAJA;19/07/2026
181;PACÍFICO;CAUCA;INZÁ;19355;BAJA;19/07/2026
182;PACÍFICO;CAUCA;MERCADERES;19450;BAJA;19/07/2026
183;PACÍFICO;CAUCA;PIENDAMÓ - TUNÍA;19548;BAJA;19/07/2026
184;PACÍFICO;CAUCA;SAN SEBASTIÁN;19693;BAJA;19/07/2026
185;PACÍFICO;CAUCA;SANTANDER DE QUILICHAO;19698;BAJA;19/07/2026
186;PACÍFICO;CAUCA;SUCRE;19785;BAJA;19/07/2026
187;CARIBE;CESAR;BOSCONIA;20060;BAJA;19/07/2026
188;CARIBE;CESAR;CHIMICHAGUA;20175;BAJA;19/07/2026
189;CARIBE;CESAR;PUEBLO BELLO;20570;BAJA;19/07/2026
190;ANDINA;CUNDINAMARCA;CABRERA;25120;BAJA;19/07/2026
191;ANDINA;CUNDINAMARCA;LA PALMA;25394;BAJA;19/07/2026
192;ANDINA;CUNDINAMARCA;PAIME;25518;BAJA;19/07/2026
193;ANDINA;CUNDINAMARCA;PASCA;25535;BAJA;19/07/2026
194;ANDINA;CUNDINAMARCA;PUERTO SALGAR;25572;BAJA;19/07/2026
