OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Alta;52.9;78.0;27.0;11/09/2026;3
2;ANDINA;ANTIOQUIA;AMALFI;05031;Alta;75.2;109.1;24.0;11/09/2026;3
3;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;62.2;94.4;24.0;11/09/2026;3
4;ANDINA;ANTIOQUIA;BARBOSA;05079;Alta;40.1;56.8;24.0;11/09/2026;3
5;ANDINA;ANTIOQUIA;BETANIA;05091;Alta;-;-;-;11/09/2026;3
6;ANDINA;ANTIOQUIA;CARACOLÍ;05142;Alta;84.5;101.8;28.0;11/09/2026;3
7;ANDINA;ANTIOQUIA;CAROLINA;05150;Alta;39.7;77.4;25.0;11/09/2026;3
8;ANDINA;ANTIOQUIA;CISNEROS;05190;Alta;76.1;129.0;27.0;11/09/2026;3
9;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;Alta;49.1;59.1;27.0;11/09/2026;3
10;ANDINA;ANTIOQUIA;CÁCERES;05120;Alta;58.7;88.4;21.0;11/09/2026;3
11;ANDINA;ANTIOQUIA;DONMATÍAS;05237;Alta;32.1;64.2;22.0;11/09/2026;3
12;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;89.6;95.0;19.0;11/09/2026;3
13;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Alta;31.3;39.5;20.0;11/09/2026;3
14;ANDINA;ANTIOQUIA;GUARNE;05318;Alta;30.3;40.4;20.0;11/09/2026;3
15;ANDINA;ANTIOQUIA;GUATAPÉ;05321;Alta;35.6;43.6;26.0;11/09/2026;3
16;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;Alta;57.7;95.6;26.0;11/09/2026;3
17;ANDINA;ANTIOQUIA;MACEO;05425;Alta;76.9;90.9;26.0;11/09/2026;3
18;ANDINA;ANTIOQUIA;NECHÍ;05495;Alta;68.1;70.9;19.0;11/09/2026;3
19;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;Alta;70.8;81.9;25.0;11/09/2026;3
20;ANDINA;ANTIOQUIA;PUERTO NARE;05585;Alta;54.2;69.8;23.0;11/09/2026;3
21;ANDINA;ANTIOQUIA;REMEDIOS;05604;Alta;87.2;97.5;25.0;11/09/2026;3
22;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Alta;46.2;70.3;26.0;11/09/2026;3
23;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;Alta;-;-;-;11/09/2026;3
24;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Alta;45.0;69.4;28.0;11/09/2026;3
25;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Alta;86.0;124.6;28.0;11/09/2026;3
26;ANDINA;ANTIOQUIA;SAN VICENTE FERRER;05674;Alta;49.0;51.9;20.0;11/09/2026;3
27;ANDINA;ANTIOQUIA;SANTA ROSA DE OSOS;05686;Alta;25.5;58.9;23.0;11/09/2026;3
28;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Alta;61.7;104.9;26.0;11/09/2026;3
29;ANDINA;ANTIOQUIA;SEGOVIA;05736;Alta;102.5;112.8;23.0;11/09/2026;3
30;ANDINA;ANTIOQUIA;VALDIVIA;05854;Alta;44.4;93.1;23.0;11/09/2026;3
31;ANDINA;ANTIOQUIA;VEGACHÍ;05858;Alta;72.9;88.4;24.0;11/09/2026;3
32;ANDINA;ANTIOQUIA;YALÍ;05885;Alta;71.5;97.2;25.0;11/09/2026;3
33;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;Alta;74.3;106.1;26.0;11/09/2026;3
34;ANDINA;ANTIOQUIA;YONDÓ;05893;Alta;76.1;80.2;24.0;11/09/2026;3
35;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Alta;104.0;120.3;21.0;11/09/2026;3
36;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;24.0;83.0;26.0;11/09/2026;3
37;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;22.8;133.8;29.0;11/09/2026;3
38;ORINOQUÍA;ARAUCA;TAME;81794;Alta;28.0;64.3;27.0;11/09/2026;3
39;CARIBE;BOLÍVAR;CANTAGALLO;13160;Alta;93.1;93.8;22.0;11/09/2026;3
40;CARIBE;BOLÍVAR;MONTECRISTO;13458;Alta;66.7;77.3;18.0;11/09/2026;3
41;CARIBE;BOLÍVAR;SAN PABLO;13670;Alta;87.3;89.2;20.0;11/09/2026;3
42;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;Alta;84.1;108.4;17.0;11/09/2026;3
43;CARIBE;BOLÍVAR;SIMITÍ;13744;Alta;58.8;71.9;16.0;11/09/2026;3
44;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;19.5;162.5;28.0;11/09/2026;3
45;ANDINA;BOYACÁ;PAYA;15533;Alta;62.0;123.9;28.0;11/09/2026;3
46;ANDINA;BOYACÁ;PISBA;15550;Alta;83.7;143.4;28.0;11/09/2026;3
47;ANDINA;CALDAS;PALESTINA;17524;Alta;-;-;-;11/09/2026;3
48;ANDINA;CALDAS;PENSILVANIA;17541;Alta;32.4;37.7;13.0;11/09/2026;3
49;ORINOQUÍA;CASANARE;HATO COROZAL;85125;Alta;51.7;119.9;26.0;11/09/2026;3
50;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;48.8;88.7;27.0;11/09/2026;3
51;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;Alta;50.0;115.3;27.0;11/09/2026;3
52;ORINOQUÍA;CASANARE;PORE;85263;Alta;48.8;104.1;28.0;11/09/2026;3
53;ORINOQUÍA;CASANARE;SÁCAMA;85315;Alta;50.1;96.1;26.0;11/09/2026;3
54;ORINOQUÍA;CASANARE;TÁMARA;85400;Alta;77.8;138.9;27.0;11/09/2026;3
55;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;29.5;87.1;26.0;11/09/2026;3
56;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;28.1;154.6;25.0;11/09/2026;3
57;PACÍFICO;CHOCÓ;ACANDÍ;27006;Alta;103.7;138.6;26.0;11/09/2026;3
58;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;66.5;235.9;29.0;11/09/2026;3
59;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;50.2;130.7;25.0;11/09/2026;3
60;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;57.5;194.1;29.0;11/09/2026;3
61;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;42.9;212.6;29.0;11/09/2026;3
62;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;51.6;115.2;28.0;11/09/2026;3
63;PACÍFICO;CHOCÓ;CARMEN DEL DARIÉN;27150;Alta;79.3;113.4;25.0;11/09/2026;3
64;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;Alta;72.9;250.2;29.0;11/09/2026;3
65;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;57.6;234.9;29.0;11/09/2026;3
66;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;Alta;24.5;39.8;21.0;11/09/2026;3
67;PACÍFICO;CHOCÓ;JURADÓ;27372;Alta;81.4;131.0;27.0;11/09/2026;3
68;PACÍFICO;CHOCÓ;LLORÓ;27413;Alta;66.4;185.0;29.0;11/09/2026;3
69;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;Alta;49.0;169.4;28.0;11/09/2026;3
70;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;63.8;233.0;29.0;11/09/2026;3
71;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;42.1;219.4;27.0;11/09/2026;3
72;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Alta;50.3;174.0;27.0;11/09/2026;3
73;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Alta;75.1;127.4;26.0;11/09/2026;3
74;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;47.3;233.9;28.0;11/09/2026;3
75;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Alta;55.2;216.2;29.0;11/09/2026;3
76;PACÍFICO;CHOCÓ;TADÓ;27787;Alta;53.7;167.3;26.0;11/09/2026;3
77;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;13.6;103.2;29.0;11/09/2026;3
78;CARIBE;CÓRDOBA;PUERTO LIBERTADOR;23580;Alta;38.1;86.4;23.0;11/09/2026;3
79;ORINOQUÍA;META;RESTREPO;50606;Alta;16.7;93.5;29.0;11/09/2026;3
80;PACÍFICO;NARIÑO;FRANCISCO PIZARRO;52520;Alta;32.8;215.0;29.0;11/09/2026;3
81;PACÍFICO;NARIÑO;ROBERTO PAYÁN;52621;Alta;24.9;139.6;29.0;11/09/2026;3
82;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;12.1;101.6;28.0;11/09/2026;3
83;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;25.5;108.6;28.0;11/09/2026;3
84;ANDINA;RISARALDA;PUEBLO RICO;66572;Alta;35.5;35.8;14.0;11/09/2026;3
85;ANDINA;SANTANDER;CABRERA;68121;Alta;86.2;90.0;22.0;11/09/2026;3
86;ANDINA;SANTANDER;CONFINES;68209;Alta;89.2;98.0;22.0;11/09/2026;3
87;ANDINA;SANTANDER;OCAMONTE;68498;Alta;84.5;89.8;20.0;11/09/2026;3
88;ANDINA;SANTANDER;PALMAR;68522;Alta;94.7;99.2;24.0;11/09/2026;3
89;ANDINA;SANTANDER;PALMAS DEL SOCORRO;68524;Alta;92.0;95.5;23.0;11/09/2026;3
90;ANDINA;SANTANDER;PINCHOTE;68549;Alta;84.8;88.2;21.0;11/09/2026;3
91;ANDINA;SANTANDER;PÁRAMO;68533;Alta;98.4;105.1;23.0;11/09/2026;3
92;ANDINA;SANTANDER;RIONEGRO;68615;Alta;-;-;-;11/09/2026;3
93;ANDINA;SANTANDER;SOCORRO;68755;Alta;95.4;100.1;22.0;11/09/2026;3
94;ANDINA;SANTANDER;SUAITA;68770;Alta;44.8;47.9;23.0;11/09/2026;3
95;ANDINA;SANTANDER;VALLE DE SAN JOSÉ;68855;Alta;83.2;90.9;21.0;11/09/2026;3
96;ANDINA;SANTANDER;ZAPATOCA;68895;Alta;39.0;40.0;16.0;11/09/2026;3
97;ANDINA;TOLIMA;LÍBANO;73411;Alta;-;-;-;11/09/2026;3
98;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;61.9;154.3;25.0;11/09/2026;3
99;ANDINA;ANTIOQUIA;ANGOSTURA;05038;Baja;28.9;59.7;23.0;11/09/2026;1
100;ANDINA;ANTIOQUIA;ARGELIA;05055;Baja;29.7;44.5;22.0;11/09/2026;1
101;ANDINA;ANTIOQUIA;BRICEÑO;05107;Baja;27.6;66.7;23.0;11/09/2026;1
102;ANDINA;ANTIOQUIA;CAMPAMENTO;05134;Baja;38.8;65.5;24.0;11/09/2026;1
103;ANDINA;ANTIOQUIA;CAREPA;05147;Baja;36.6;105.3;26.0;11/09/2026;1
104;ANDINA;ANTIOQUIA;ENTRERRÍOS;05264;Baja;16.9;27.7;19.0;11/09/2026;1
105;ANDINA;ANTIOQUIA;LA UNIÓN;05400;Baja;27.9;30.5;17.0;11/09/2026;1
106;ANDINA;ANTIOQUIA;MARINILLA;05440;Baja;29.0;29.2;20.0;11/09/2026;1
107;ANDINA;ANTIOQUIA;NARIÑO;05483;Baja;31.4;39.8;16.0;11/09/2026;1
108;ANDINA;ANTIOQUIA;PUERTO TRIUNFO;05591;Baja;44.4;47.4;22.0;11/09/2026;1
109;ANDINA;ANTIOQUIA;SAN LUIS;05660;Baja;31.7;64.3;23.0;11/09/2026;1
110;ANDINA;ANTIOQUIA;URRAO;05847;Baja;24.0;26.4;16.0;11/09/2026;1
111;ANDINA;ANTIOQUIA;YARUMAL;05887;Baja;24.3;46.1;21.0;11/09/2026;1
112;CARIBE;BOLÍVAR;ACHÍ;13006;Baja;46.0;48.5;14.0;11/09/2026;1
113;CARIBE;BOLÍVAR;NOROSÍ;13490;Baja;41.2;71.9;17.0;11/09/2026;1
114;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Baja;33.3;52.3;17.0;11/09/2026;1
115;CARIBE;BOLÍVAR;TIQUISIO;13810;Baja;42.8;56.7;15.0;11/09/2026;1
116;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Baja;23.9;77.6;30.0;11/09/2026;1
117;ANDINA;BOYACÁ;CHIVOR;15236;Baja;17.3;91.1;29.0;11/09/2026;1
118;ANDINA;BOYACÁ;GARAGOA;15299;Baja;17.6;40.8;29.0;11/09/2026;1
