OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;ALTA;52.9;78.0;27.0;09/11/2026
2;ANDINA;ANTIOQUIA;AMALFI;05031;ALTA;75.2;109.1;24.0;09/11/2026
3;ANDINA;ANTIOQUIA;ANORÍ;05040;ALTA;62.2;94.4;24.0;09/11/2026
4;ANDINA;ANTIOQUIA;BARBOSA;05079;ALTA;40.1;56.8;24.0;09/11/2026
5;ANDINA;ANTIOQUIA;BETANIA;05091;ALTA;;;;09/11/2026
6;ANDINA;ANTIOQUIA;CARACOLÍ;05142;ALTA;84.5;101.8;28.0;09/11/2026
7;ANDINA;ANTIOQUIA;CAROLINA;05150;ALTA;39.7;77.4;25.0;09/11/2026
8;ANDINA;ANTIOQUIA;CISNEROS;05190;ALTA;76.1;129.0;27.0;09/11/2026
9;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;ALTA;49.1;59.1;27.0;09/11/2026
10;ANDINA;ANTIOQUIA;CÁCERES;05120;ALTA;58.7;88.4;21.0;09/11/2026
11;ANDINA;ANTIOQUIA;DONMATÍAS;05237;ALTA;32.1;64.2;22.0;09/11/2026
12;ANDINA;ANTIOQUIA;EL BAGRE;05250;ALTA;89.6;95.0;19.0;09/11/2026
13;ANDINA;ANTIOQUIA;GIRARDOTA;05308;ALTA;31.3;39.5;20.0;09/11/2026
14;ANDINA;ANTIOQUIA;GUARNE;05318;ALTA;30.3;40.4;20.0;09/11/2026
15;ANDINA;ANTIOQUIA;GUATAPÉ;05321;ALTA;35.6;43.6;26.0;09/11/2026
16;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;ALTA;57.7;95.6;26.0;09/11/2026
17;ANDINA;ANTIOQUIA;MACEO;05425;ALTA;76.9;90.9;26.0;09/11/2026
18;ANDINA;ANTIOQUIA;NECHÍ;05495;ALTA;68.1;70.9;19.0;09/11/2026
19;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;ALTA;70.8;81.9;25.0;09/11/2026
20;ANDINA;ANTIOQUIA;PUERTO NARE;05585;ALTA;54.2;69.8;23.0;09/11/2026
21;ANDINA;ANTIOQUIA;REMEDIOS;05604;ALTA;87.2;97.5;25.0;09/11/2026
22;ANDINA;ANTIOQUIA;SAN CARLOS;05649;ALTA;46.2;70.3;26.0;09/11/2026
23;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;ALTA;;;;09/11/2026
24;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;45.0;69.4;28.0;09/11/2026
25;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;86.0;124.6;28.0;09/11/2026
26;ANDINA;ANTIOQUIA;SAN VICENTE FERRER;05674;ALTA;49.0;51.9;20.0;09/11/2026
27;ANDINA;ANTIOQUIA;SANTA ROSA DE OSOS;05686;ALTA;25.5;58.9;23.0;09/11/2026
28;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;ALTA;61.7;104.9;26.0;09/11/2026
29;ANDINA;ANTIOQUIA;SEGOVIA;05736;ALTA;102.5;112.8;23.0;09/11/2026
30;ANDINA;ANTIOQUIA;VALDIVIA;05854;ALTA;44.4;93.1;23.0;09/11/2026
31;ANDINA;ANTIOQUIA;VEGACHÍ;05858;ALTA;72.9;88.4;24.0;09/11/2026
32;ANDINA;ANTIOQUIA;YALÍ;05885;ALTA;71.5;97.2;25.0;09/11/2026
33;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;ALTA;74.3;106.1;26.0;09/11/2026
