OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;35.2;65.2;18.0;22/07/2026;3
2;ANDINA;ANTIOQUIA;DABEIBA;05234;Alta;65.6;104.7;11.0;22/07/2026;3
3;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;89.8;98.9;13.0;22/07/2026;3
4;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;Alta;50.4;91.8;11.0;22/07/2026;3
5;ANDINA;ANTIOQUIA;GRANADA;05313;Alta;87.2;112.6;9.0;22/07/2026;3
6;ANDINA;ANTIOQUIA;MUTATÁ;05480;Alta;45.4;76.0;23.0;22/07/2026;3
7;ANDINA;ANTIOQUIA;NECHÍ;05495;Alta;84.3;90.7;13.0;22/07/2026;3
8;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Alta;69.3;87.2;13.0;22/07/2026;3
9;ANDINA;ANTIOQUIA;SAN LUIS;05660;Alta;83.6;105.3;11.0;22/07/2026;3
10;ANDINA;ANTIOQUIA;SEGOVIA;05736;Alta;63.6;82.7;14.0;22/07/2026;3
11;ANDINA;ANTIOQUIA;SONSÓN;05756;Alta;57.1;75.7;10.0;22/07/2026;3
12;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Alta;80.4;98.7;14.0;22/07/2026;3
13;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;16.5;75.8;27.0;22/07/2026;3
14;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;33.9;148.4;27.0;22/07/2026;3
15;CARIBE;BOLÍVAR;MONTECRISTO;13458;Alta;69.5;78.2;12.0;22/07/2026;3
16;CARIBE;BOLÍVAR;SAN JACINTO DEL CAUCA;13655;Alta;77.1;87.8;13.0;22/07/2026;3
17;CARIBE;BOLÍVAR;SAN JUAN NEPOMUCENO;13657;Alta;85.9;101.2;12.0;22/07/2026;3
18;ANDINA;BOYACÁ;ALMEIDA;15022;Alta;20.7;126.7;30.0;22/07/2026;3
19;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;48.3;208.4;27.0;22/07/2026;3
20;ANDINA;BOYACÁ;MACANAL;15425;Alta;23.0;132.6;30.0;22/07/2026;3
21;ANDINA;BOYACÁ;PAYA;15533;Alta;27.9;122.8;25.0;22/07/2026;3
22;ANDINA;CALDAS;NORCASIA;17495;Alta;85.6;93.3;9.0;22/07/2026;3
23;ANDINA;CALDAS;SAMANÁ;17662;Alta;57.5;68.8;9.0;22/07/2026;3
24;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;40.3;176.6;28.0;22/07/2026;3
25;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;32.5;149.5;23.0;22/07/2026;3
26;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;41.5;240.1;26.0;22/07/2026;3
27;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;35.9;284.1;28.0;22/07/2026;3
28;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Alta;3.7;45.9;30.0;22/07/2026;3
29;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;21.0;218.2;30.0;22/07/2026;3
30;CARIBE;MAGDALENA;ARACATACA;47053;Alta;60.9;62.0;6.0;22/07/2026;3
31;ORINOQUÍA;META;CUBARRAL;50223;Alta;13.6;245.2;30.0;22/07/2026;3
32;ORINOQUÍA;META;CUMARAL;50226;Alta;20.3;127.9;26.0;22/07/2026;3
33;ORINOQUÍA;META;EL CASTILLO;50251;Alta;18.9;256.4;29.0;22/07/2026;3
34;ORINOQUÍA;META;RESTREPO;50606;Alta;30.2;270.6;30.0;22/07/2026;3
35;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Alta;30.6;236.7;29.0;22/07/2026;3
36;ORINOQUÍA;META;URIBE;50370;Alta;13.8;87.5;24.0;22/07/2026;3
37;PACÍFICO;NARIÑO;BARBACOAS;52079;Alta;40.3;105.5;30.0;22/07/2026;3
38;ANDINA;NORTE DE SANTANDER;CHITAGÁ;54174;Alta;16.2;133.5;27.0;22/07/2026;3
39;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;20.4;160.1;28.0;22/07/2026;3
40;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;26.2;109.3;30.0;22/07/2026;3
41;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;Alta;26.4;154.4;30.0;22/07/2026;3
42;ANDINA;QUINDÍO;SALENTO;63690;Alta;-;-;-;22/07/2026;3
43;ANDINA;RISARALDA;BELÉN DE UMBRÍA;66088;Alta;-;-;-;22/07/2026;3
44;ANDINA;SANTANDER;BOLÍVAR;68101;Alta;88.0;97.8;18.0;22/07/2026;3
45;ANDINA;SANTANDER;CIMITARRA;68190;Alta;88.4;92.6;19.0;22/07/2026;3
46;ANDINA;SANTANDER;EL PEÑÓN;68250;Alta;62.1;81.8;19.0;22/07/2026;3
47;ANDINA;SANTANDER;LANDÁZURI;68385;Alta;104.8;113.5;19.0;22/07/2026;3
48;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;26.3;163.4;23.0;22/07/2026;3
49;PACÍFICO;VALLE DEL CAUCA;ZARZAL;76895;Alta;-;-;-;22/07/2026;3
50;ANDINA;ANTIOQUIA;AMALFI;05031;Baja;21.8;54.5;15.0;22/07/2026;1
51;ANDINA;ANTIOQUIA;ANDES;05034;Baja;42.5;47.8;12.0;22/07/2026;1
52;ANDINA;ANTIOQUIA;APARTADÓ;05045;Baja;15.4;42.6;25.0;22/07/2026;1
53;ANDINA;ANTIOQUIA;BARBOSA;05079;Baja;38.1;54.4;12.0;22/07/2026;1
54;ANDINA;ANTIOQUIA;BETANIA;05091;Baja;46.4;63.6;10.0;22/07/2026;1
55;ANDINA;ANTIOQUIA;BRICEÑO;05107;Baja;-;-;-;22/07/2026;1
56;ANDINA;ANTIOQUIA;CARAMANTA;05145;Baja;44.3;57.2;10.0;22/07/2026;1
57;ANDINA;ANTIOQUIA;CAÑASGORDAS;05138;Baja;38.3;72.4;10.0;22/07/2026;1
58;ANDINA;ANTIOQUIA;CISNEROS;05190;Baja;39.4;60.3;14.0;22/07/2026;1
59;ANDINA;ANTIOQUIA;CONCORDIA;05209;Baja;-;-;-;22/07/2026;1
60;ANDINA;ANTIOQUIA;DONMATÍAS;05237;Baja;19.4;39.1;11.0;22/07/2026;1
61;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;Baja;-;-;-;22/07/2026;1
62;ANDINA;ANTIOQUIA;LA CEJA;05376;Baja;31.5;60.4;10.0;22/07/2026;1
63;ANDINA;ANTIOQUIA;NARIÑO;05483;Baja;45.6;63.1;10.0;22/07/2026;1
64;ANDINA;ANTIOQUIA;PEÑOL;05541;Baja;56.4;75.4;11.0;22/07/2026;1
65;ANDINA;ANTIOQUIA;PUEBLORRICO;05576;Baja;-;-;-;22/07/2026;1
66;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Baja;34.0;45.7;15.0;22/07/2026;1
67;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Baja;56.7;82.5;14.0;22/07/2026;1
68;ANDINA;ANTIOQUIA;TARAZÁ;05790;Baja;41.1;71.3;19.0;22/07/2026;1
69;ANDINA;ANTIOQUIA;TURBO;05837;Baja;17.5;44.7;24.0;22/07/2026;1
70;ANDINA;ANTIOQUIA;TÁMESIS;05789;Baja;-;-;-;22/07/2026;1
71;ANDINA;ANTIOQUIA;URRAO;05847;Baja;34.2;67.2;9.0;22/07/2026;1
72;ANDINA;ANTIOQUIA;VALDIVIA;05854;Baja;32.9;60.2;20.0;22/07/2026;1
73;ANDINA;ANTIOQUIA;YARUMAL;05887;Baja;-;-;-;22/07/2026;1
74;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;Baja;31.0;51.3;15.0;22/07/2026;1
75;CARIBE;BOLÍVAR;ACHÍ;13006;Baja;43.0;62.0;12.0;22/07/2026;1
76;CARIBE;BOLÍVAR;ARENAL;13042;Baja;36.0;38.7;11.0;22/07/2026;1
77;CARIBE;BOLÍVAR;CLEMENCIA;13222;Baja;49.6;50.5;8.0;22/07/2026;1
78;CARIBE;BOLÍVAR;MORALES;13473;Baja;19.2;26.3;11.0;22/07/2026;1
79;CARIBE;BOLÍVAR;SANTA CATALINA;13673;Baja;34.4;35.7;8.0;22/07/2026;1
80;ANDINA;BOYACÁ;BERBEO;15090;Baja;17.1;68.0;30.0;22/07/2026;1
81;ANDINA;BOYACÁ;CHITARAQUE;15185;Baja;-;-;-;22/07/2026;1
82;ANDINA;BOYACÁ;GARAGOA;15299;Baja;14.5;63.2;30.0;22/07/2026;1
83;ANDINA;BOYACÁ;GUAYATÁ;15325;Baja;15.0;111.9;30.0;22/07/2026;1
84;ANDINA;BOYACÁ;MIRAFLORES;15455;Baja;17.6;85.5;30.0;22/07/2026;1
85;ANDINA;BOYACÁ;MONGUA;15464;Baja;15.5;50.1;27.0;22/07/2026;1
86;ANDINA;BOYACÁ;QUÍPAMA;15580;Baja;-;-;-;22/07/2026;1
87;ANDINA;BOYACÁ;SAN EDUARDO;15660;Baja;20.5;79.4;30.0;22/07/2026;1
88;ANDINA;BOYACÁ;SANTANA;15686;Baja;-;-;-;22/07/2026;1
89;ANDINA;BOYACÁ;SOMONDOCO;15761;Baja;15.4;81.3;29.0;22/07/2026;1
90;ANDINA;CALDAS;BELALCÁZAR;17088;Baja;-;-;-;22/07/2026;1
91;ANDINA;CALDAS;PENSILVANIA;17541;Baja;-;-;-;22/07/2026;1
92;ANDINA;CALDAS;RISARALDA;17616;Baja;-;-;-;22/07/2026;1
93;ANDINA;CALDAS;SAN JOSÉ;17665;Baja;-;-;-;22/07/2026;1
94;ANDINA;CALDAS;SUPÍA;17777;Baja;34.9;37.5;10.0;22/07/2026;1
95;ANDINA;CALDAS;VITERBO;17877;Baja;-;-;-;22/07/2026;1
96;AMAZONÍA;CAQUETÁ;EL DONCELLO;18247;Baja;24.7;82.3;27.0;22/07/2026;1
97;AMAZONÍA;CAQUETÁ;EL PAUJÍL;18256;Baja;25.3;106.3;28.0;22/07/2026;1
98;AMAZONÍA;CAQUETÁ;FLORENCIA;18001;Baja;19.4;68.6;26.0;22/07/2026;1
99;AMAZONÍA;CAQUETÁ;LA MONTAÑITA;18410;Baja;24.2;108.9;28.0;22/07/2026;1
100;AMAZONÍA;CAQUETÁ;MORELIA;18479;Baja;23.7;135.3;27.0;22/07/2026;1
101;AMAZONÍA;CAQUETÁ;PUERTO RICO;18592;Baja;30.2;55.0;25.0;22/07/2026;1
102;AMAZONÍA;CAQUETÁ;SAN JOSÉ DEL FRAGUA;18610;Baja;23.6;94.2;29.0;22/07/2026;1
103;AMAZONÍA;CAQUETÁ;SAN VICENTE DEL CAGUÁN;18753;Baja;26.1;86.2;27.0;22/07/2026;1
104;ORINOQUÍA;CASANARE;SÁCAMA;85315;Baja;5.3;33.8;25.0;22/07/2026;1
105;ORINOQUÍA;CASANARE;TÁMARA;85400;Baja;11.0;50.3;24.0;22/07/2026;1
106;PACÍFICO;CAUCA;ARGELIA;19050;Baja;13.6;25.8;10.0;22/07/2026;1
107;PACÍFICO;CAUCA;MORALES;19473;Baja;10.6;39.7;8.0;22/07/2026;1
108;PACÍFICO;CAUCA;SUÁREZ;19780;Baja;-;-;-;22/07/2026;1
109;CARIBE;CESAR;CURUMANÍ;20228;Baja;-;-;-;22/07/2026;1
110;CARIBE;CESAR;EL COPEY;20238;Baja;44.3;44.3;8.0;22/07/2026;1
111;CARIBE;CESAR;VALLEDUPAR;20001;Baja;21.2;22.4;7.0;22/07/2026;1
112;PACÍFICO;CHOCÓ;ACANDÍ;27006;Baja;41.3;63.0;25.0;22/07/2026;1
113;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Baja;25.4;88.1;26.0;22/07/2026;1
114;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;Baja;41.1;60.0;12.0;22/07/2026;1
115;PACÍFICO;CHOCÓ;ISTMINA;27361;Baja;42.2;98.0;25.0;22/07/2026;1
116;PACÍFICO;CHOCÓ;JURADÓ;27372;Baja;28.3;61.1;26.0;22/07/2026;1
117;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Baja;34.7;94.4;25.0;22/07/2026;1
118;PACÍFICO;CHOCÓ;NUQUÍ;27495;Baja;19.4;78.4;26.0;22/07/2026;1
119;PACÍFICO;CHOCÓ;UNGUÍA;27800;Baja;28.8;54.7;25.0;22/07/2026;1
120;ANDINA;CUNDINAMARCA;CAPARRAPÍ;25148;Baja;57.5;72.4;12.0;22/07/2026;1
121;ANDINA;CUNDINAMARCA;CÁQUEZA;25151;Baja;3.7;42.8;29.0;22/07/2026;1
122;ANDINA;CUNDINAMARCA;EL PEÑÓN;25258;Baja;39.1;50.6;14.0;22/07/2026;1
123;ANDINA;CUNDINAMARCA;GACHETÁ;25297;Baja;4.8;114.4;30.0;22/07/2026;1
124;ANDINA;CUNDINAMARCA;JUNÍN;25372;Baja;3.7;72.6;30.0;22/07/2026;1
125;ANDINA;CUNDINAMARCA;LA PEÑA;25398;Baja;28.1;35.0;12.0;22/07/2026;1
126;ANDINA;CUNDINAMARCA;PUERTO SALGAR;25572;Baja;55.0;60.1;10.0;22/07/2026;1
127;ANDINA;CUNDINAMARCA;TOPAIPÍ;25823;Baja;44.0;59.7;14.0;22/07/2026;1
128;ANDINA;CUNDINAMARCA;YACOPÍ;25885;Baja;46.0;62.6;14.0;22/07/2026;1
129;CARIBE;CÓRDOBA;SAN JOSÉ DE URÉ;23682;Baja;34.5;74.0;17.0;22/07/2026;1
130;PACÍFICO;NARIÑO;FRANCISCO PIZARRO;52520;Baja;24.6;127.4;24.0;22/07/2026;1
131;PACÍFICO;NARIÑO;LOS ANDES;52418;Baja;13.5;32.9;20.0;22/07/2026;1
132;PACÍFICO;NARIÑO;PASTO;52001;Baja;1.9;20.7;26.0;22/07/2026;1
133;PACÍFICO;NARIÑO;ROBERTO PAYÁN;52621;Baja;33.7;143.0;27.0;22/07/2026;1
134;ANDINA;NORTE DE SANTANDER;CUCUTILLA;54223;Baja;-;-;-;22/07/2026;1
135;ANDINA;NORTE DE SANTANDER;HACARÍ;54344;Baja;-;-;-;22/07/2026;1
136;ANDINA;NORTE DE SANTANDER;SAN CALIXTO;54670;Baja;-;-;-;22/07/2026;1
137;AMAZONÍA;PUTUMAYO;SIBUNDOY;86749;Baja;13.7;86.7;30.0;22/07/2026;1
138;ANDINA;QUINDÍO;CALARCÁ;63130;Baja;-;-;-;22/07/2026;1
139;ANDINA;QUINDÍO;CÓRDOBA;63212;Baja;-;-;-;22/07/2026;1
140;ANDINA;QUINDÍO;LA TEBAIDA;63401;Baja;-;-;-;22/07/2026;1
141;ANDINA;RISARALDA;APÍA;66045;Baja;-;-;-;22/07/2026;1
142;ANDINA;RISARALDA;MARSELLA;66440;Baja;-;-;-;22/07/2026;1
143;ANDINA;RISARALDA;MISTRATÓ;66456;Baja;-;-;-;22/07/2026;1
144;ANDINA;RISARALDA;QUINCHÍA;66594;Baja;34.9;39.9;10.0;22/07/2026;1
145;ANDINA;RISARALDA;SANTUARIO;66687;Baja;-;-;-;22/07/2026;1
146;ANDINA;SANTANDER;CERRITO;68162;Baja;22.5;48.1;25.0;22/07/2026;1
147;ANDINA;SANTANDER;CHIMA;68176;Baja;41.5;49.4;18.0;22/07/2026;1
148;ANDINA;SANTANDER;GALÁN;68296;Baja;43.8;46.3;16.0;22/07/2026;1
