OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;YARUMAL;05887;Alta;-;-;-;01/08/2026;3
2;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;18.1;86.5;25.0;01/08/2026;3
3;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;80.6;192.6;27.0;01/08/2026;3
4;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;57.2;87.9;22.0;01/08/2026;3
5;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;47.6;135.4;26.0;01/08/2026;3
6;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;92.6;236.5;26.0;01/08/2026;3
7;PACÍFICO;CHOCÓ;CONDOTO;27205;Alta;121.9;267.6;25.0;01/08/2026;3
8;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;Alta;102.2;155.8;26.0;01/08/2026;3
9;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;98.2;205.9;26.0;01/08/2026;3
10;PACÍFICO;CHOCÓ;ISTMINA;27361;Alta;81.2;196.4;26.0;01/08/2026;3
11;PACÍFICO;CHOCÓ;JURADÓ;27372;Alta;45.6;94.2;26.0;01/08/2026;3
12;PACÍFICO;CHOCÓ;LLORÓ;27413;Alta;68.3;112.8;25.0;01/08/2026;3
13;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Alta;100.1;248.4;25.0;01/08/2026;3
14;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;85.1;196.5;27.0;01/08/2026;3
15;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;107.5;248.1;25.0;01/08/2026;3
16;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Alta;64.9;115.9;25.0;01/08/2026;3
17;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;119.1;248.5;25.0;01/08/2026;3
