OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
1;ANDINA;ANTIOQUIA;ALEJANDRÕA;05021;Alta;10/09/2026;23.7;126.1;26.0;3
2;ANDINA;ANTIOQUIA;AMALFI;05031;Alta;10/09/2026;36.6;86.0;24.0;3
3;ANDINA;ANTIOQUIA;ANORÕ;05040;Alta;10/09/2026;46.2;86.0;23.0;3
4;ANDINA;ANTIOQUIA;CHIGOROD”;05172;Alta;10/09/2026;73.2;131.9;25.0;3
5;ANDINA;ANTIOQUIA;C¡CERES;05120;Alta;10/09/2026;42.7;155.7;20.0;3
6;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;10/09/2026;86.9;117.2;19.0;3
7;ANDINA;ANTIOQUIA;MUTAT¡;05480;Alta;10/09/2026;61.5;104.9;24.0;3
8;ANDINA;ANTIOQUIA;NECHÕ;05495;Alta;10/09/2026;65.4;93.7;19.0;3
9;ANDINA;ANTIOQUIA;REMEDIOS;05604;Alta;10/09/2026;44.7;89.6;24.0;3
10;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Alta;10/09/2026;22.3;140.2;27.0;3
11;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Alta;10/09/2026;31.2;123.6;28.0;3
12;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Alta;10/09/2026;32.4;142.9;25.0;3
13;ANDINA;ANTIOQUIA;SEGOVIA;05736;Alta;10/09/2026;62.3;90.0;23.0;3
14;ANDINA;ANTIOQUIA;YOLOMB”;05890;Alta;10/09/2026;25.2;97.4;26.0;3
15;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Alta;10/09/2026;90.6;158.9;20.0;3
16;ORINOQUÕA;ARAUCA;FORTUL;81300;Alta;10/09/2026;18.2;74.6;26.0;3
17;ORINOQUÕA;ARAUCA;SARAVENA;81736;Alta;10/09/2026;19.2;137.8;29.0;3
18;CARIBE;BOLÕVAR;MONTECRISTO;13458;Alta;10/09/2026;63.5;80.5;18.0;3
19;CARIBE;BOLÕVAR;SAN JACINTO DEL CAUCA;13655;Alta;10/09/2026;49.9;63.9;19.0;3
20;CARIBE;BOLÕVAR;SANTA ROSA DEL SUR;13688;Alta;10/09/2026;60.0;84.7;17.0;3
21;ANDINA;BOYAC¡;CUBAR¡;15223;Alta;10/09/2026;17.3;174.8;28.0;3
22;ANDINA;BOYAC¡;PAYA;15533;Alta;10/09/2026;35.9;150.9;28.0;3
23;AMAZONÕA;CAQUET¡;BEL…N DE LOS ANDAQUÕES;18094;Alta;10/09/2026;40.2;98.0;26.0;3
24;AMAZONÕA;CAQUET¡;SAN JOS… DEL FRAGUA;18610;Alta;10/09/2026;58.7;117.1;26.0;3
25;ORINOQUÕA;CASANARE;NUNCHÕA;85225;Alta;10/09/2026;30.1;93.9;27.0;3
26;ORINOQUÕA;CASANARE;T¡MARA;85400;Alta;10/09/2026;42.1;108.0;27.0;3
27;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;Alta;10/09/2026;30.9;159.5;25.0;3
28;PACÕFICO;CHOC”;ALTO BAUD”;27025;Alta;10/09/2026;46.2;242.3;29.0;3
29;PACÕFICO;CHOC”;BAGAD”;27073;Alta;10/09/2026;27.6;125.8;25.0;3
30;PACÕFICO;CHOC”;BAHÕA SOLANO;27075;Alta;10/09/2026;56.3;216.9;29.0;3
31;PACÕFICO;CHOC”;BAJO BAUD”;27077;Alta;10/09/2026;51.6;222.2;29.0;3
32;PACÕFICO;CHOC”;BOJAY¡;27099;Alta;10/09/2026;39.9;119.7;28.0;3
33;PACÕFICO;CHOC”;EL CANT”N DEL SAN PABLO;27135;Alta;10/09/2026;35.0;224.6;29.0;3
34;PACÕFICO;CHOC”;EL CARMEN DE ATRATO;27245;Alta;10/09/2026;22.0;40.9;21.0;3
35;PACÕFICO;CHOC”;JURAD”;27372;Alta;10/09/2026;57.4;113.4;26.0;3
36;PACÕFICO;CHOC”;LLOR”;27413;Alta;10/09/2026;43.6;204.2;29.0;3
37;PACÕFICO;CHOC”;MEDIO ATRATO;27425;Alta;10/09/2026;42.7;194.2;28.0;3
38;PACÕFICO;CHOC”;MEDIO BAUD”;27430;Alta;10/09/2026;53.1;229.7;29.0;3
39;PACÕFICO;CHOC”;NUQUÕ;27495;Alta;10/09/2026;54.4;248.1;29.0;3
40;PACÕFICO;CHOC”;N”VITA;27491;Alta;10/09/2026;66.6;235.4;27.0;3
41;PACÕFICO;CHOC”;QUIBD”;27001;Alta;10/09/2026;49.4;204.3;27.0;3
42;PACÕFICO;CHOC”;RIOSUCIO;27615;Alta;10/09/2026;66.7;121.3;25.0;3
43;PACÕFICO;CHOC”;RÕO IR”;27580;Alta;10/09/2026;43.5;224.0;28.0;3
44;PACÕFICO;CHOC”;RÕO QUITO;27600;Alta;10/09/2026;49.0;257.2;29.0;3
45;PACÕFICO;CHOC”;TAD”;27787;Alta;10/09/2026;34.0;159.6;25.0;3
46;PACÕFICO;CHOC”;UNGUÕA;27800;Alta;10/09/2026;69.8;119.4;25.0;3
47;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;10/09/2026;19.0;143.6;29.0;3
48;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;10/09/2026;11.6;97.9;28.0;3
49;AMAZONÕA;PUTUMAYO;MOCOA;86001;Alta;10/09/2026;20.8;114.1;28.0;3
50;PACÕFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;10/09/2026;24.5;120.1;25.0;3
