OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;30.3;86.2;22.0;20/09/2026;3
2;ANDINA;ANTIOQUIA;CÁCERES;05120;Alta;106.7;176.1;20.0;20/09/2026;3
3;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;87.4;128.9;20.0;20/09/2026;3
4;ANDINA;ANTIOQUIA;NECHÍ;05495;Alta;70.9;117.5;20.0;20/09/2026;3
5;ANDINA;ANTIOQUIA;SEGOVIA;05736;Alta;51.6;83.8;20.0;20/09/2026;3
6;ANDINA;ANTIOQUIA;TARAZÁ;05790;Alta;53.9;98.0;22.0;20/09/2026;3
7;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Alta;90.7;158.7;20.0;20/09/2026;3
8;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;23.3;89.8;27.0;20/09/2026;3
9;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;23.7;156.1;28.0;20/09/2026;3
10;CARIBE;BOLÍVAR;ALTOS DEL ROSARIO;13030;Alta;125.4;137.0;15.0;20/09/2026;3
11;CARIBE;BOLÍVAR;ARENAL;13042;Alta;106.2;131.0;18.0;20/09/2026;3
12;CARIBE;BOLÍVAR;BARRANCO DE LOBA;13074;Alta;123.6;138.2;16.0;20/09/2026;3
13;CARIBE;BOLÍVAR;MONTECRISTO;13458;Alta;75.5;111.1;19.0;20/09/2026;3
14;CARIBE;BOLÍVAR;MORALES;13473;Alta;83.8;112.1;16.0;20/09/2026;3
15;CARIBE;BOLÍVAR;NOROSÍ;13490;Alta;141.2;153.1;17.0;20/09/2026;3
16;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Alta;130.0;139.4;18.0;20/09/2026;3
17;CARIBE;BOLÍVAR;SAN MARTÍN DE LOBA;13667;Alta;92.5;109.0;17.0;20/09/2026;3
18;CARIBE;BOLÍVAR;SAN PABLO;13670;Alta;63.4;89.3;17.0;20/09/2026;3
19;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;Alta;68.4;122.8;16.0;20/09/2026;3
20;CARIBE;BOLÍVAR;TIQUISIO;13810;Alta;99.0;112.5;17.0;20/09/2026;3
21;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;35.1;218.0;29.0;20/09/2026;3
22;PACÍFICO;CAUCA;EL TAMBO;19256;Alta;21.3;58.3;17.0;20/09/2026;3
23;PACÍFICO;CAUCA;GUAPI;19318;Alta;49.6;106.3;23.0;20/09/2026;3
24;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;44.0;135.8;25.0;20/09/2026;3
25;PACÍFICO;CAUCA;SANTA ROSA;19701;Alta;28.0;82.6;27.0;20/09/2026;3
26;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;71.8;139.8;27.0;20/09/2026;3
27;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;61.7;226.7;30.0;20/09/2026;3
28;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;49.8;147.5;27.0;20/09/2026;3
29;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;51.2;164.3;30.0;20/09/2026;3
30;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;67.8;295.8;30.0;20/09/2026;3
31;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;28.3;71.9;29.0;20/09/2026;3
32;PACÍFICO;CHOCÓ;CONDOTO;27205;Alta;96.4;304.2;28.0;20/09/2026;3
33;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;Alta;87.7;279.3;30.0;20/09/2026;3
34;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;79.8;309.2;30.0;20/09/2026;3
35;PACÍFICO;CHOCÓ;ISTMINA;27361;Alta;62.0;250.7;28.0;20/09/2026;3
36;PACÍFICO;CHOCÓ;JURADÓ;27372;Alta;67.1;83.8;25.0;20/09/2026;3
37;PACÍFICO;CHOCÓ;LLORÓ;27413;Alta;52.3;174.3;30.0;20/09/2026;3
38;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Alta;81.6;358.5;30.0;20/09/2026;3
39;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;61.1;227.7;30.0;20/09/2026;3
40;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;114.0;311.2;28.0;20/09/2026;3
41;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Alta;36.2;47.9;23.0;20/09/2026;3
42;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;107.5;313.9;29.0;20/09/2026;3
43;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Alta;54.7;177.9;30.0;20/09/2026;3
44;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Alta;65.1;153.4;19.0;20/09/2026;3
45;PACÍFICO;CHOCÓ;SIPÍ;27745;Alta;49.6;110.3;16.0;20/09/2026;3
46;PACÍFICO;CHOCÓ;TADÓ;27787;Alta;79.1;221.3;27.0;20/09/2026;3
47;CARIBE;LA GUAJIRA;HATONUEVO;44378;Alta;-;-;-;20/09/2026;3
48;CARIBE;MAGDALENA;SANTA MARTA;47001;Alta;28.8;46.0;19.0;20/09/2026;3
49;ORINOQUÍA;META;CUBARRAL;50223;Alta;32.0;168.3;25.0;20/09/2026;3
50;ORINOQUÍA;META;RESTREPO;50606;Alta;16.9;191.8;28.0;20/09/2026;3
51;ORINOQUÍA;META;VILLAVICENCIO;50001;Alta;21.5;96.0;23.0;20/09/2026;3
