OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Alta;68.7;109.1;27.0;12/09/2026;3
2;ANDINA;ANTIOQUIA;AMALFI;05031;Alta;34.4;81.8;24.0;12/09/2026;3
3;ANDINA;ANTIOQUIA;ARGELIA;05055;Alta;80.9;101.4;22.0;12/09/2026;3
4;ANDINA;ANTIOQUIA;BARBOSA;05079;Alta;65.1;93.4;24.0;12/09/2026;3
5;ANDINA;ANTIOQUIA;CARACOLÍ;05142;Alta;69.2;105.1;28.0;12/09/2026;3
6;ANDINA;ANTIOQUIA;CISNEROS;05190;Alta;68.8;147.1;27.0;12/09/2026;3
7;ANDINA;ANTIOQUIA;COCORNÁ;05197;Alta;118.3;146.7;22.0;12/09/2026;3
8;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;Alta;50.0;73.7;27.0;12/09/2026;3
9;ANDINA;ANTIOQUIA;COPACABANA;05212;Alta;42.1;51.5;20.0;12/09/2026;3
10;ANDINA;ANTIOQUIA;DONMATÍAS;05237;Alta;45.0;86.6;23.0;12/09/2026;3
11;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;Alta;59.7;71.6;21.0;12/09/2026;3
12;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Alta;55.9;69.4;20.0;12/09/2026;3
13;ANDINA;ANTIOQUIA;GRANADA;05313;Alta;105.8;129.3;22.0;12/09/2026;3
14;ANDINA;ANTIOQUIA;GUARNE;05318;Alta;65.6;81.3;20.0;12/09/2026;3
15;ANDINA;ANTIOQUIA;GUATAPÉ;05321;Alta;51.6;69.2;26.0;12/09/2026;3
16;ANDINA;ANTIOQUIA;ITUANGO;05361;Alta;50.1;79.3;24.0;12/09/2026;3
17;ANDINA;ANTIOQUIA;MACEO;05425;Alta;71.2;102.1;26.0;12/09/2026;3
18;ANDINA;ANTIOQUIA;MUTATÁ;05480;Alta;53.1;104.5;26.0;12/09/2026;3
