OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;ALTA;68.7;109.1;27.0;09/12/2026
2;ANDINA;ANTIOQUIA;AMALFI;05031;ALTA;34.4;81.8;24.0;09/12/2026
3;ANDINA;ANTIOQUIA;ARGELIA;05055;ALTA;80.9;101.4;22.0;09/12/2026
4;ANDINA;ANTIOQUIA;BARBOSA;05079;ALTA;65.1;93.4;24.0;09/12/2026
5;ANDINA;ANTIOQUIA;CARACOLÍ;05142;ALTA;69.2;105.1;28.0;09/12/2026
6;ANDINA;ANTIOQUIA;CISNEROS;05190;ALTA;68.8;147.1;27.0;09/12/2026
7;ANDINA;ANTIOQUIA;COCORNÁ;05197;ALTA;118.3;146.7;22.0;09/12/2026
8;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;ALTA;50.0;73.7;27.0;09/12/2026
9;ANDINA;ANTIOQUIA;COPACABANA;05212;ALTA;42.1;51.5;20.0;09/12/2026
10;ANDINA;ANTIOQUIA;DONMATÍAS;05237;ALTA;45.0;86.6;23.0;09/12/2026
11;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;ALTA;59.7;71.6;21.0;09/12/2026
12;ANDINA;ANTIOQUIA;GIRARDOTA;05308;ALTA;55.9;69.4;20.0;09/12/2026
13;ANDINA;ANTIOQUIA;GRANADA;05313;ALTA;105.8;129.3;22.0;09/12/2026
14;ANDINA;ANTIOQUIA;GUARNE;05318;ALTA;65.6;81.3;20.0;09/12/2026
15;ANDINA;ANTIOQUIA;GUATAPÉ;05321;ALTA;51.6;69.2;26.0;09/12/2026
16;ANDINA;ANTIOQUIA;ITUANGO;05361;ALTA;50.1;79.3;24.0;09/12/2026
17;ANDINA;ANTIOQUIA;MACEO;05425;ALTA;71.2;102.1;26.0;09/12/2026
18;ANDINA;ANTIOQUIA;MUTATÁ;05480;ALTA;53.1;104.5;26.0;09/12/2026
19;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;ALTA;85.7;108.9;25.0;09/12/2026
20;ANDINA;ANTIOQUIA;PUERTO NARE;05585;ALTA;62.9;88.1;23.0;09/12/2026
21;ANDINA;ANTIOQUIA;REMEDIOS;05604;ALTA;78.9;105.8;25.0;09/12/2026
22;ANDINA;ANTIOQUIA;SAN CARLOS;05649;ALTA;85.2;118.6;26.0;09/12/2026
23;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;ALTA;130.8;163.7;22.0;09/12/2026
24;ANDINA;ANTIOQUIA;SAN LUIS;05660;ALTA;123.9;155.2;23.0;09/12/2026
25;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;76.4;113.1;28.0;09/12/2026
26;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;72.5;133.7;28.0;09/12/2026
27;ANDINA;ANTIOQUIA;SAN VICENTE FERRER;05674;ALTA;37.2;49.7;20.0;09/12/2026
28;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;ALTA;74.5;140.5;27.0;09/12/2026
29;ANDINA;ANTIOQUIA;SEGOVIA;05736;ALTA;55.2;88.1;23.0;09/12/2026
30;ANDINA;ANTIOQUIA;SONSÓN;05756;ALTA;41.4;49.8;20.0;09/12/2026
31;ANDINA;ANTIOQUIA;VEGACHÍ;05858;ALTA;85.0;108.3;24.0;09/12/2026
