OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;ANDINA;BOYACÁ;TIBASOSA;15806;ALTA;17/08/2026
2;CARIBE;LA GUAJIRA;ALBANIA;44035;ALTA;17/08/2026
3;CARIBE;LA GUAJIRA;BARRANCAS;44078;ALTA;17/08/2026
4;CARIBE;LA GUAJIRA;DISTRACCIÓN;44098;ALTA;17/08/2026
5;CARIBE;LA GUAJIRA;FONSECA;44279;ALTA;17/08/2026
6;CARIBE;LA GUAJIRA;MAICAO;44430;ALTA;17/08/2026
7;CARIBE;LA GUAJIRA;MANAURE;44560;ALTA;17/08/2026
8;CARIBE;LA GUAJIRA;RIOHACHA;44001;ALTA;17/08/2026
9;CARIBE;LA GUAJIRA;SAN JUAN DEL CESAR;44650;ALTA;17/08/2026
10;CARIBE;LA GUAJIRA;URIBIA;44847;ALTA;17/08/2026
11;ANDINA;ANTIOQUIA;CAICEDO;05125;BAJA;17/08/2026
12;ANDINA;ANTIOQUIA;EBÉJICO;05240;BAJA;17/08/2026
13;ANDINA;ANTIOQUIA;OLAYA;05501;BAJA;17/08/2026
14;ANDINA;ANTIOQUIA;SAN JERÓNIMO;05656;BAJA;17/08/2026
15;ANDINA;ANTIOQUIA;SANTA BÁRBARA;05679;BAJA;17/08/2026
16;ANDINA;ANTIOQUIA;SANTA FÉ DE ANTIOQUIA;05042;BAJA;17/08/2026
17;ANDINA;ANTIOQUIA;SOPETRÁN;05761;BAJA;17/08/2026
18;CARIBE;ATLÁNTICO;GALAPA;08296;BAJA;17/08/2026
19;CARIBE;ATLÁNTICO;MALAMBO;08433;BAJA;17/08/2026
20;CARIBE;ATLÁNTICO;SOLEDAD;08758;BAJA;17/08/2026
21;ANDINA;BOYACÁ;ARCABUCO;15051;BAJA;17/08/2026
22;ANDINA;BOYACÁ;BUENAVISTA;15109;BAJA;17/08/2026
23;ANDINA;BOYACÁ;COPER;15212;BAJA;17/08/2026
24;ANDINA;BOYACÁ;CÓMBITA;15204;BAJA;17/08/2026
25;ANDINA;BOYACÁ;FIRAVITOBA;15272;BAJA;17/08/2026
26;ANDINA;BOYACÁ;PAIPA;15516;BAJA;17/08/2026
27;ANDINA;BOYACÁ;PESCA;15542;BAJA;17/08/2026
28;ANDINA;BOYACÁ;SAN MIGUEL DE SEMA;15676;BAJA;17/08/2026
29;ANDINA;BOYACÁ;SOTAQUIRÁ;15763;BAJA;17/08/2026
30;ANDINA;BOYACÁ;TOCA;15814;BAJA;17/08/2026
31;ANDINA;BOYACÁ;TUNJA;15001;BAJA;17/08/2026
32;ANDINA;BOYACÁ;TUTA;15837;BAJA;17/08/2026
33;ANDINA;BOYACÁ;VENTAQUEMADA;15861;BAJA;17/08/2026
34;ANDINA;BOYACÁ;VILLA DE LEYVA;15407;BAJA;17/08/2026
35;ANDINA;CALDAS;MANZANARES;17433;BAJA;17/08/2026
36;ANDINA;CALDAS;MARQUETALIA;17444;BAJA;17/08/2026
37;ANDINA;CALDAS;MARULANDA;17446;BAJA;17/08/2026
38;ANDINA;CALDAS;SALAMINA;17653;BAJA;17/08/2026
39;AMAZONÍA;CAQUETÁ;SAN VICENTE DEL CAGUÁN;18753;BAJA;17/08/2026
