OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
22;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;21/08/2026;48.1;139.9;24.0;3
23;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;21/08/2026;58.6;222.8;28.0;3
24;ANDINA;CUNDINAMARCA;QUETAME;25594;Alta;21/08/2026;60.7;203.1;28.0;3
25;ANDINA;CUNDINAMARCA;UBALÁ;25839;Alta;21/08/2026;52.7;103.6;29.0;3
26;CARIBE;MAGDALENA;SANTA MARTA;47001;Alta;21/08/2026;15.1;48.0;18.0;3
27;ORINOQUÍA;META;CUBARRAL;50223;Alta;21/08/2026;29.0;120.2;27.0;3
28;ORINOQUÍA;META;EL CASTILLO;50251;Alta;21/08/2026;36.8;149.7;27.0;3
29;ORINOQUÍA;META;VILLAVICENCIO;50001;Alta;21/08/2026;22.7;120.6;27.0;3
30;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;21/08/2026;22.3;63.6;28.0;3
31;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;21/08/2026;11.1;94.2;24.0;3
32;ANDINA;ANTIOQUIA;ANGOSTURA;05038;Baja;21/08/2026;15.3;99.2;17.0;1
33;ANDINA;ANTIOQUIA;BRICEÑO;05107;Baja;21/08/2026;35.5;107.2;18.0;1
34;ANDINA;ANTIOQUIA;CAMPAMENTO;05134;Baja;21/08/2026;32.0;115.6;18.0;1
35;ANDINA;ANTIOQUIA;DABEIBA;05234;Baja;21/08/2026;18.8;61.0;14.0;1
36;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Baja;21/08/2026;-;-;-;1
37;ANDINA;ANTIOQUIA;GUADALUPE;05315;Baja;21/08/2026;25.1;144.4;18.0;1
38;ANDINA;ANTIOQUIA;ITUANGO;05361;Baja;21/08/2026;31.6;87.9;18.0;1
39;ANDINA;ANTIOQUIA;MUTATÁ;05480;Baja;21/08/2026;25.2;71.0;21.0;1
40;ANDINA;ANTIOQUIA;NECHÍ;05495;Baja;21/08/2026;38.5;95.3;19.0;1
41;ANDINA;ANTIOQUIA;PEÑOL;05541;Baja;21/08/2026;4.4;77.7;19.0;1
42;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;Baja;21/08/2026;13.2;116.3;21.0;1
43;ANDINA;ANTIOQUIA;YALÍ;05885;Baja;21/08/2026;15.8;106.4;21.0;1
44;ANDINA;ANTIOQUIA;YARUMAL;05887;Baja;21/08/2026;17.6;86.8;16.0;1
45;ANDINA;ANTIOQUIA;YONDÓ;05893;Baja;21/08/2026;24.9;136.1;20.0;1
46;CARIBE;BOLÍVAR;MONTECRISTO;13458;Baja;21/08/2026;25.2;88.0;17.0;1
47;CARIBE;BOLÍVAR;SAN JACINTO DEL CAUCA;13655;Baja;21/08/2026;41.2;77.8;18.0;1
48;ANDINA;BOYACÁ;GARAGOA;15299;Baja;21/08/2026;14.7;58.3;28.0;1
49;ANDINA;BOYACÁ;GUATEQUE;15322;Baja;21/08/2026;24.9;55.0;28.0;1
50;ANDINA;BOYACÁ;MIRAFLORES;15455;Baja;21/08/2026;16.4;71.1;30.0;1
51;ANDINA;BOYACÁ;SUTATENZA;15778;Baja;21/08/2026;22.3;53.3;28.0;1
52;AMAZONÍA;CAQUETÁ;EL PAUJÍL;18256;Baja;21/08/2026;29.0;56.9;24.0;1
53;AMAZONÍA;CAQUETÁ;LA MONTAÑITA;18410;Baja;21/08/2026;27.3;55.9;25.0;1
54;ORINOQUÍA;CASANARE;TAURAMENA;85410;Baja;21/08/2026;12.7;83.1;26.0;1
55;PACÍFICO;CAUCA;GUAPI;19318;Baja;21/08/2026;9.3;111.1;21.0;1
56;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Baja;21/08/2026;11.2;155.7;24.0;1
57;CARIBE;CESAR;BECERRIL;20045;Baja;21/08/2026;31.1;93.8;14.0;1
58;CARIBE;CESAR;BOSCONIA;20060;Baja;21/08/2026;27.1;140.7;16.0;1
59;CARIBE;CESAR;EL COPEY;20238;Baja;21/08/2026;27.1;95.7;17.0;1
60;CARIBE;CESAR;LA JAGUA DE IBIRICO;20400;Baja;21/08/2026;18.0;97.3;13.0;1
61;CARIBE;CESAR;VALLEDUPAR;20001;Baja;21/08/2026;-;-;-;1
62;PACÍFICO;CHOCÓ;EL LITORAL DEL SAN JUAN;27250;Baja;21/08/2026;16.1;93.1;23.0;1
63;PACÍFICO;CHOCÓ;JURADÓ;27372;Baja;21/08/2026;10.8;79.3;23.0;1
64;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Baja;21/08/2026;15.4;61.6;23.0;1
65;ANDINA;CUNDINAMARCA;GACHETÁ;25297;Baja;21/08/2026;28.4;71.2;28.0;1
66;ANDINA;CUNDINAMARCA;GUATAVITA;25326;Baja;21/08/2026;14.3;44.4;30.0;1
67;ANDINA;CUNDINAMARCA;JUNÍN;25372;Baja;21/08/2026;20.3;64.1;30.0;1
68;ANDINA;CUNDINAMARCA;MANTA;25436;Baja;21/08/2026;25.7;57.2;28.0;1
69;ANDINA;CUNDINAMARCA;UNE;25845;Baja;21/08/2026;7.7;51.5;26.0;1
70;CARIBE;CÓRDOBA;MONTELÍBANO;23466;Baja;21/08/2026;42.3;66.2;21.0;1
71;CARIBE;CÓRDOBA;PLANETA RICA;23555;Baja;21/08/2026;38.4;63.4;17.0;1
72;ANDINA;HUILA;ISNOS;41359;Baja;21/08/2026;6.9;51.4;25.0;1
73;ANDINA;HUILA;PITALITO;41551;Baja;21/08/2026;13.2;75.0;26.0;1
74;CARIBE;MAGDALENA;ARACATACA;47053;Baja;21/08/2026;13.7;33.5;15.0;1
75;ORINOQUÍA;META;URIBE;50370;Baja;21/08/2026;5.8;49.6;19.0;1
76;PACÍFICO;NARIÑO;BARBACOAS;52079;Baja;21/08/2026;16.1;78.4;25.0;1
77;PACÍFICO;NARIÑO;SAN ANDRÉS DE TUMACO;52835;Baja;21/08/2026;11.7;63.0;28.0;1
78;ANDINA;NORTE DE SANTANDER;CHITAGÁ;54174;Baja;21/08/2026;17.8;55.1;27.0;1
79;ANDINA;NORTE DE SANTANDER;EL TARRA;54250;Baja;21/08/2026;32.4;82.1;14.0;1
80;ANDINA;NORTE DE SANTANDER;TIBÚ;54810;Baja;21/08/2026;20.7;73.2;15.0;1
81;AMAZONÍA;PUTUMAYO;VILLAGARZÓN;86885;Baja;21/08/2026;12.3;60.9;27.0;1
82;ANDINA;RISARALDA;PEREIRA;66001;Baja;21/08/2026;-;-;-;1
83;ANDINA;RISARALDA;PUEBLO RICO;66572;Baja;21/08/2026;14.9;73.8;12.0;1
84;ANDINA;RISARALDA;SANTA ROSA DE CABAL;66682;Baja;21/08/2026;-;-;-;1
85;ANDINA;SANTANDER;AGUADA;68013;Baja;21/08/2026;12.4;96.8;24.0;1
86;ANDINA;SANTANDER;BOLÍVAR;68101;Baja;21/08/2026;20.1;91.9;17.0;1
87;ANDINA;SANTANDER;CONFINES;68209;Baja;21/08/2026;18.7;125.7;22.0;1
88;ANDINA;SANTANDER;CONTRATACIÓN;68211;Baja;21/08/2026;21.7;151.8;20.0;1
89;ANDINA;SANTANDER;EL CARMEN DE CHUCURÍ;68235;Baja;21/08/2026;9.9;47.1;20.0;1
90;ANDINA;SANTANDER;EL GUACAMAYO;68245;Baja;21/08/2026;21.9;144.9;21.0;1
91;ANDINA;SANTANDER;EL PEÑÓN;68250;Baja;21/08/2026;16.8;73.8;18.0;1
92;ANDINA;SANTANDER;GUADALUPE;68320;Baja;21/08/2026;15.7;118.7;22.0;1
93;ANDINA;SANTANDER;GUAPOTÁ;68322;Baja;21/08/2026;23.8;141.0;21.0;1
94;ANDINA;SANTANDER;HATO;68344;Baja;21/08/2026;23.0;78.0;21.0;1
95;ANDINA;SANTANDER;LA PAZ;68397;Baja;21/08/2026;17.9;125.0;22.0;1
96;ANDINA;SANTANDER;LANDÁZURI;68385;Baja;21/08/2026;18.5;114.2;20.0;1
97;ANDINA;SANTANDER;PALMAS DEL SOCORRO;68524;Baja;21/08/2026;28.3;137.3;22.0;1
98;ANDINA;SANTANDER;PINCHOTE;68549;Baja;21/08/2026;-;-;-;1
99;ANDINA;SANTANDER;SANTA HELENA DEL OPÓN;68720;Baja;21/08/2026;22.5;136.9;23.0;1
100;ANDINA;SANTANDER;SOCORRO;68755;Baja;21/08/2026;17.2;113.0;22.0;1
101;ANDINA;SANTANDER;VÉLEZ;68861;Baja;21/08/2026;12.2;62.2;18.0;1
102;PACÍFICO;VALLE DEL CAUCA;CALI;76001;Baja;21/08/2026;-;-;-;1
103;PACÍFICO;VALLE DEL CAUCA;CALIMA;76126;Baja;21/08/2026;-;-;-;1
104;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Moderada;21/08/2026;7.2;80.8;22.0;2
105;ANDINA;ANTIOQUIA;AMALFI;05031;Moderada;21/08/2026;31.9;141.6;19.0;2
106;ANDINA;ANTIOQUIA;CAROLINA;05150;Moderada;21/08/2026;6.7;116.3;18.0;2
107;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Moderada;21/08/2026;8.7;86.0;21.0;2
108;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Moderada;21/08/2026;9.8;80.1;22.0;2
109;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Moderada;21/08/2026;3.8;99.4;22.0;2
110;ANDINA;ANTIOQUIA;TARAZÁ;05790;Moderada;21/08/2026;45.3;107.4;19.0;2
111;ANDINA;ANTIOQUIA;VALDIVIA;05854;Moderada;21/08/2026;35.3;93.5;18.0;2
112;ANDINA;ANTIOQUIA;VEGACHÍ;05858;Moderada;21/08/2026;38.4;118.7;21.0;2
113;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Moderada;21/08/2026;55.0;150.6;19.0;2
114;ORINOQUÍA;ARAUCA;FORTUL;81300;Moderada;21/08/2026;23.9;64.9;24.0;2
115;ORINOQUÍA;ARAUCA;SARAVENA;81736;Moderada;21/08/2026;58.8;99.3;26.0;2
116;ORINOQUÍA;ARAUCA;TAME;81794;Moderada;21/08/2026;9.7;56.6;23.0;2
117;CARIBE;BOLÍVAR;CANTAGALLO;13160;Moderada;21/08/2026;18.6;181.1;21.0;2
118;CARIBE;BOLÍVAR;SAN PABLO;13670;Moderada;21/08/2026;19.8;150.2;18.0;2
119;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;Moderada;21/08/2026;18.6;100.2;16.0;2
120;ANDINA;BOYACÁ;ALMEIDA;15022;Moderada;21/08/2026;39.8;95.2;28.0;2
121;ANDINA;BOYACÁ;AQUITANIA;15047;Moderada;21/08/2026;21.1;70.3;30.0;2
122;ANDINA;BOYACÁ;CHITA;15183;Moderada;21/08/2026;20.2;52.3;21.0;2
123;ANDINA;BOYACÁ;CHIVOR;15236;Moderada;21/08/2026;55.3;101.3;28.0;2
124;ANDINA;BOYACÁ;CUBARÁ;15223;Moderada;21/08/2026;41.2;81.2;26.0;2
125;ANDINA;BOYACÁ;GUAYATÁ;15325;Moderada;21/08/2026;35.2;66.1;28.0;2
126;ANDINA;BOYACÁ;LABRANZAGRANDE;15377;Moderada;21/08/2026;32.3;116.9;30.0;2
127;ANDINA;BOYACÁ;MONGUA;15464;Moderada;21/08/2026;29.6;77.0;28.0;2
128;ANDINA;BOYACÁ;PAJARITO;15518;Moderada;21/08/2026;35.7;126.8;30.0;2
129;ANDINA;BOYACÁ;PÁEZ;15514;Moderada;21/08/2026;25.2;82.8;30.0;2
130;ANDINA;BOYACÁ;SOCOTÁ;15755;Moderada;21/08/2026;23.7;55.8;21.0;2
131;ANDINA;BOYACÁ;SOMONDOCO;15761;Moderada;21/08/2026;27.9;72.3;28.0;2
132;ORINOQUÍA;CASANARE;AGUAZUL;85010;Moderada;21/08/2026;15.6;141.2;27.0;2
133;ORINOQUÍA;CASANARE;CHÁMEZA;85015;Moderada;21/08/2026;11.0;69.2;30.0;2
134;ORINOQUÍA;CASANARE;HATO COROZAL;85125;Moderada;21/08/2026;11.5;62.0;21.0;2
135;ORINOQUÍA;CASANARE;MONTERREY;85162;Moderada;21/08/2026;17.3;75.2;28.0;2
136;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;Moderada;21/08/2026;16.7;72.8;23.0;2
137;ORINOQUÍA;CASANARE;RECETOR;85279;Alta;21/08/2026;19.0;94.2;30.0;3
138;ORINOQUÍA;CASANARE;SABANALARGA;85300;Moderada;21/08/2026;26.2;122.4;28.0;2
139;ORINOQUÍA;CASANARE;SÁCAMA;85315;Moderada;21/08/2026;46.2;134.1;22.0;2
140;ORINOQUÍA;CASANARE;YOPAL;85001;Moderada;21/08/2026;11.1;73.1;25.0;2
141;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Moderada;21/08/2026;10.1;89.1;22.0;2
142;PACÍFICO;CAUCA;SANTA ROSA;19701;Moderada;21/08/2026;11.7;37.1;25.0;2
143;CARIBE;CESAR;AGUSTÍN CODAZZI;20013;Moderada;21/08/2026;37.3;102.3;14.0;2
144;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Moderada;21/08/2026;28.0;284.8;26.0;2
145;PACÍFICO;CHOCÓ;BAGADÓ;27073;Moderada;21/08/2026;21.8;147.1;21.0;2
146;PACÍFICO;CHOCÓ;CONDOTO;27205;Moderada;21/08/2026;48.7;119.1;24.0;2
147;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;Moderada;21/08/2026;28.0;215.8;25.0;2
148;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Moderada;21/08/2026;26.0;196.3;25.0;2
149;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;Moderada;21/08/2026;4.0;53.3;14.0;2
150;PACÍFICO;CHOCÓ;ISTMINA;27361;Moderada;21/08/2026;24.6;108.7;24.0;2
151;PACÍFICO;CHOCÓ;LLORÓ;27413;Moderada;21/08/2026;14.9;232.1;24.0;2
152;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;Moderada;21/08/2026;11.7;271.2;24.0;2
153;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Moderada;21/08/2026;38.7;154.3;24.0;2
154;PACÍFICO;CHOCÓ;NUQUÍ;27495;Moderada;21/08/2026;31.8;293.7;26.0;2
155;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Moderada;21/08/2026;14.4;275.4;23.0;2
156;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Moderada;21/08/2026;25.0;329.0;26.0;2
157;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Moderada;21/08/2026;22.7;90.0;17.0;2
158;PACÍFICO;CHOCÓ;SIPÍ;27745;Moderada;21/08/2026;18.0;50.4;13.0;2
159;PACÍFICO;CHOCÓ;TADÓ;27787;Moderada;21/08/2026;32.0;145.3;22.0;2
160;ANDINA;CUNDINAMARCA;CÁQUEZA;25151;Moderada;21/08/2026;8.9;65.1;28.0;2
161;ANDINA;CUNDINAMARCA;FOSCA;25281;Moderada;21/08/2026;31.2;87.7;28.0;2
162;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Moderada;21/08/2026;10.4;58.1;29.0;2
163;ANDINA;CUNDINAMARCA;GACHALÁ;25293;Moderada;21/08/2026;45.9;100.1;30.0;2
164;ANDINA;CUNDINAMARCA;GAMA;25299;Moderada;21/08/2026;34.3;78.6;30.0;2
165;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;Moderada;21/08/2026;37.1;90.1;26.0;2
166;ANDINA;CUNDINAMARCA;MEDINA;25438;Moderada;21/08/2026;34.2;108.9;28.0;2
167;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Moderada;21/08/2026;24.5;101.7;26.0;2
168;CARIBE;CÓRDOBA;PUERTO LIBERTADOR;23580;Moderada;21/08/2026;46.5;78.8;20.0;2
169;CARIBE;CÓRDOBA;SAN JOSÉ DE URÉ;23682;Moderada;21/08/2026;69.4;102.0;19.0;2
170;ANDINA;HUILA;SAN AGUSTÍN;41668;Moderada;21/08/2026;6.4;45.2;24.0;2
171;CARIBE;MAGDALENA;CIÉNAGA;47189;Moderada;21/08/2026;35.5;98.4;18.0;2
172;ORINOQUÍA;META;ACACÍAS;50006;Moderada;21/08/2026;26.6;148.6;27.0;2
173;ORINOQUÍA;META;BARRANCA DE UPÍA;50110;Moderada;21/08/2026;18.3;103.5;26.0;2
174;ORINOQUÍA;META;CUMARAL;50226;Moderada;21/08/2026;9.7;74.9;27.0;2
175;ORINOQUÍA;META;EL CALVARIO;50245;Moderada;21/08/2026;28.1;153.8;28.0;2
176;ORINOQUÍA;META;EL DORADO;50270;Moderada;21/08/2026;44.4;123.6;28.0;2
177;ORINOQUÍA;META;GUAMAL;50318;Moderada;21/08/2026;14.6;99.5;28.0;2
178;ORINOQUÍA;META;LEJANÍAS;50400;Moderada;21/08/2026;19.5;169.6;27.0;2
179;ORINOQUÍA;META;MESETAS;50330;Moderada;21/08/2026;8.9;116.1;25.0;2
180;ORINOQUÍA;META;RESTREPO;50606;Moderada;21/08/2026;30.4;175.2;28.0;2
181;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Moderada;21/08/2026;8.6;98.1;25.0;2
182;ORINOQUÍA;META;SAN JUANITO;50686;Moderada;21/08/2026;30.2;135.8;29.0;2
183;PACÍFICO;NARIÑO;MAGÜÍ;52427;Moderada;21/08/2026;7.5;88.0;25.0;2
184;ANDINA;NORTE DE SANTANDER;CONVENCIÓN;54206;Moderada;21/08/2026;42.9;93.6;13.0;2
185;ANDINA;NORTE DE SANTANDER;EL CARMEN;54245;Moderada;21/08/2026;33.9;90.5;11.0;2
186;ANDINA;NORTE DE SANTANDER;TEORAMA;54800;Moderada;21/08/2026;40.1;92.6;15.0;2
187;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Moderada;21/08/2026;19.2;66.6;28.0;2
188;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;Moderada;21/08/2026;18.7;114.1;29.0;2
189;ANDINA;SANTANDER;CHIMA;68176;Moderada;21/08/2026;29.4;162.9;21.0;2
190;ANDINA;SANTANDER;CIMITARRA;68190;Moderada;21/08/2026;28.4;127.5;18.0;2
191;ANDINA;SANTANDER;SIMACOTA;68745;Moderada;21/08/2026;19.4;102.2;21.0;2
