OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÕA;05021;ALTA;23.2;218.2;26.0;09/05/2026
2;ANDINA;ANTIOQUIA;ANORÕ;05040;ALTA;31.7;137.0;24.0;09/05/2026
3;ANDINA;ANTIOQUIA;CAROLINA;05150;ALTA;26.8;149.7;24.0;09/05/2026
4;ANDINA;ANTIOQUIA;CISNEROS;05190;ALTA;58.2;245.9;26.0;09/05/2026
5;ANDINA;ANTIOQUIA;C¡CERES;05120;ALTA;18.3;178.9;19.0;09/05/2026
6;ANDINA;ANTIOQUIA;EL BAGRE;05250;ALTA;23.9;143.1;20.0;09/05/2026
7;ANDINA;ANTIOQUIA;G”MEZ PLATA;05310;ALTA;35.7;172.2;25.0;09/05/2026
8;ANDINA;ANTIOQUIA;SAN CARLOS;05649;ALTA;19.8;158.5;27.0;09/05/2026
9;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;19.3;231.8;26.0;09/05/2026
10;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;43.8;217.0;28.0;09/05/2026
11;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;ALTA;37.5;215.2;25.0;09/05/2026
12;ANDINA;ANTIOQUIA;TARAZ¡;05790;ALTA;25.7;153.5;21.0;09/05/2026
13;ANDINA;ANTIOQUIA;VALDIVIA;05854;ALTA;34.6;144.2;22.0;09/05/2026
14;ANDINA;ANTIOQUIA;YOLOMB”;05890;ALTA;34.1;186.0;26.0;09/05/2026
15;ORINOQUÕA;ARAUCA;SARAVENA;81736;ALTA;25.1;103.6;27.0;09/05/2026
16;CARIBE;BOLÕVAR;SANTA ROSA DEL SUR;13688;ALTA;;;;09/05/2026
17;ANDINA;BOYAC¡;CUBAR¡;15223;ALTA;14.2;125.7;27.0;09/05/2026
18;ANDINA;BOYAC¡;MACANAL;15425;ALTA;9.1;115.8;28.0;09/05/2026
19;ANDINA;BOYAC¡;PAYA;15533;ALTA;41.3;133.4;27.0;09/05/2026
20;ANDINA;BOYAC¡;PISBA;15550;ALTA;50.9;134.8;27.0;09/05/2026
21;ORINOQUÕA;CASANARE;HATO COROZAL;85125;ALTA;33.9;116.8;24.0;09/05/2026
22;ORINOQUÕA;CASANARE;S¡CAMA;85315;ALTA;9.7;55.9;23.0;09/05/2026
23;ORINOQUÕA;CASANARE;T¡MARA;85400;ALTA;27.1;97.3;25.0;09/05/2026
24;ORINOQUÕA;CASANARE;YOPAL;85001;ALTA;31.3;116.3;25.0;09/05/2026
