COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,19.5,6727268
05001,Antioquia,Medellin,6.3,419962
81001,Arauca,Arauca,18.7,6480390
08001,Atlantico,Barranquilla,22.6,165737
13001,Bolivar,Cartagena De Indias,21.8,641599
15001,Boyaca,Tunja,4.2,134508
17001,Caldas,Manizales,1.5,494940
18001,Caqueta,Florencia,4.4,2849167
85001,Casanare,Yopal,11.7,2785982
19001,Cauca,Popayan,1.9,536566
20001,Cesar,Valledupar,-2.1,4760939
27001,Choco,Quibdo,6.3,3935568
11001,Cundinamarca,"Bogota, D.C.",-0.3,1817617
23001,Cordoba,Monteria,20.9,3544548
94001,Guainia,Inirida,17.0,17706318
95001,Guaviare,San Jose Del Guaviare,17.6,18731168
41001,Huila,Neiva,4.8,1421612
44001,La Guajira,Riohacha,2.0,3518455
47001,Magdalena,Santa Marta,-2.4,2672070
50001,Meta,Villavicencio,2.6,1441792
52001,Narino,Pasto,-1.7,1226326
54001,Norte de Santander,Cucuta,15.8,1277938
86001,Putumayo,Mocoa,1.5,1456603
63001,Quindio,Armenia,12.6,136089
66001,Risaralda,Pereira,-0.9,682233
88001,San Andres y Providencia,San Andres,31.0,30340
68001,Santander,Bucaramanga,10.8,172989
70001,Sucre,Sincelejo,23.0,317037
73001,Tolima,Ibague,-3.9,1544466
76001,Valle del Cauca,Cali,5.1,630689
97001,Vaupes,Mitu,17.9,18064548
99001,Vichada,Puerto Carreno,19.8,13250752
