OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION
1;ANDINA;BOYACÁ;ARCABUCO;15051;ALTA;08/06/2026
2;ANDINA;BOYACÁ;BUENAVISTA;15109;ALTA;08/06/2026
3;ANDINA;BOYACÁ;CHÍQUIZA;15232;ALTA;08/06/2026
4;ANDINA;BOYACÁ;COPER;15212;ALTA;08/06/2026
5;ANDINA;BOYACÁ;CUCAITA;15224;ALTA;08/06/2026
6;ANDINA;BOYACÁ;RÁQUIRA;15600;ALTA;08/06/2026
7;ANDINA;BOYACÁ;SAMACÁ;15646;ALTA;08/06/2026
8;ANDINA;BOYACÁ;SORA;15762;ALTA;08/06/2026
9;ANDINA;BOYACÁ;SUTAMARCHÁN;15776;ALTA;08/06/2026
10;ANDINA;BOYACÁ;SÁCHICA;15638;ALTA;08/06/2026
11;ANDINA;BOYACÁ;VILLA DE LEYVA;15407;ALTA;08/06/2026
12;PACÍFICO;CAUCA;ALMAGUER;19022;ALTA;08/06/2026
13;PACÍFICO;CAUCA;BOLÍVAR;19100;ALTA;08/06/2026
14;PACÍFICO;CAUCA;FLORENCIA;19290;ALTA;08/06/2026
15;PACÍFICO;CAUCA;MERCADERES;19450;ALTA;08/06/2026
16;PACÍFICO;CAUCA;PATÍA;19532;ALTA;08/06/2026
17;PACÍFICO;CAUCA;POPAYÁN;19001;ALTA;08/06/2026
18;ANDINA;CUNDINAMARCA;AGUA DE DIOS;25001;ALTA;08/06/2026
19;ANDINA;CUNDINAMARCA;ALBÁN;25019;ALTA;08/06/2026
20;ANDINA;CUNDINAMARCA;ANAPOIMA;25035;ALTA;08/06/2026
21;ANDINA;CUNDINAMARCA;ANOLAIMA;25040;ALTA;08/06/2026
22;ANDINA;CUNDINAMARCA;APULO;25599;ALTA;08/06/2026
23;ANDINA;CUNDINAMARCA;ARBELÁEZ;25053;ALTA;08/06/2026
24;ANDINA;CUNDINAMARCA;BELTRÁN;25086;ALTA;08/06/2026
25;ANDINA;CUNDINAMARCA;BITUIMA;25095;ALTA;08/06/2026
26;ANDINA;CUNDINAMARCA;BOJACÁ;25099;ALTA;08/06/2026
27;ANDINA;CUNDINAMARCA;CACHIPAY;25123;ALTA;08/06/2026
28;ANDINA;CUNDINAMARCA;CAJICÁ;25126;ALTA;08/06/2026
29;ANDINA;CUNDINAMARCA;CARMEN DE CARUPA;25154;ALTA;08/06/2026
30;ANDINA;CUNDINAMARCA;CHAGUANÍ;25168;ALTA;08/06/2026
31;ANDINA;CUNDINAMARCA;CHÍA;25175;ALTA;08/06/2026
32;ANDINA;CUNDINAMARCA;EL COLEGIO;25245;ALTA;08/06/2026
33;ANDINA;CUNDINAMARCA;EL ROSAL;25260;ALTA;08/06/2026
34;ANDINA;CUNDINAMARCA;FACATATIVÁ;25269;ALTA;08/06/2026
35;ANDINA;CUNDINAMARCA;FUSAGASUGÁ;25290;ALTA;08/06/2026
36;ANDINA;CUNDINAMARCA;FÚQUENE;25288;ALTA;08/06/2026
37;ANDINA;CUNDINAMARCA;GIRARDOT;25307;ALTA;08/06/2026
38;ANDINA;CUNDINAMARCA;GUACHETÁ;25317;ALTA;08/06/2026
39;ANDINA;CUNDINAMARCA;GUADUAS;25320;ALTA;08/06/2026
40;ANDINA;CUNDINAMARCA;GUATAQUÍ;25324;ALTA;08/06/2026
41;ANDINA;CUNDINAMARCA;GUAYABAL DE SÍQUIMA;25328;ALTA;08/06/2026
