COD_MUN,DEPARTAMENTO,MUNICIPIO,TMIN_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,19.5,6727268
05001,Antioquia,Medellin,7.7,419962
81001,Arauca,Arauca,21.0,6480390
08001,Atlantico,Barranquilla,23.1,165737
13001,Bolivar,Cartagena De Indias,21.3,641599
15001,Boyaca,Tunja,6.8,134508
17001,Caldas,Manizales,5.7,494940
18001,Caqueta,Florencia,5.9,2849167
85001,Casanare,Yopal,12.1,2785982
19001,Cauca,Popayan,4.8,536566
20001,Cesar,Valledupar,-0.1,4760939
27001,Choco,Quibdo,8.9,3935568
11001,Cundinamarca,"Bogota, D.C.",2.8,1817617
23001,Cordoba,Monteria,21.7,3544548
94001,Guainia,Inirida,17.7,17706318
95001,Guaviare,San Jose Del Guaviare,17.8,18731168
41001,Huila,Neiva,6.7,1421612
44001,La Guajira,Riohacha,3.8,3518455
47001,Magdalena,Santa Marta,-0.7,2672070
50001,Meta,Villavicencio,4.5,1441792
52001,Narino,Pasto,1.6,1226326
54001,Norte de Santander,Cucuta,17.2,1277938
86001,Putumayo,Mocoa,5.1,1456603
63001,Quindio,Armenia,14.0,136089
66001,Risaralda,Pereira,1.6,682233
88001,San Andres y Providencia,San Andres,31.3,30340
68001,Santander,Bucaramanga,11.3,172989
70001,Sucre,Sincelejo,23.0,317037
73001,Tolima,Ibague,-0.0,1544466
76001,Valle del Cauca,Cali,6.3,630689
97001,Vaupes,Mitu,19.0,18064548
99001,Vichada,Puerto Carreno,20.8,13250752
