OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ITUANGO;05361;Alta;37.7;83.7;18.0;18/07/2026;3
2;ANDINA;ANTIOQUIA;MUTAT¡;05480;Alta;66.9;87.3;24.0;18/07/2026;3
3;ORINOQUÕA;ARAUCA;SARAVENA;81736;Alta;26.2;157.4;27.0;18/07/2026;3
4;ANDINA;BOYAC¡;CUBAR¡;15223;Alta;30.2;232.8;27.0;18/07/2026;3
5;ANDINA;BOYAC¡;MACANAL;15425;Alta;25.2;114.2;30.0;18/07/2026;3
6;ORINOQUÕA;CASANARE;MONTERREY;85162;Alta;29.9;122.1;29.0;18/07/2026;3
7;ORINOQUÕA;CASANARE;NUNCHÕA;85225;Alta;21.6;78.3;24.0;18/07/2026;3
8;ORINOQUÕA;CASANARE;YOPAL;85001;Alta;21.4;81.5;23.0;18/07/2026;3
9;PACÕFICO;CAUCA;EL TAMBO;19256;Alta;26.9;55.8;18.0;18/07/2026;3
10;PACÕFICO;CAUCA;GUAPI;19318;Alta;44.5;148.8;25.0;18/07/2026;3
11;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;Alta;41.1;124.0;26.0;18/07/2026;3
12;PACÕFICO;CAUCA;SANTA ROSA;19701;Alta;13.0;66.2;28.0;18/07/2026;3
13;PACÕFICO;CAUCA;TIMBIQUÕ;19809;Alta;47.0;174.9;28.0;18/07/2026;3
14;PACÕFICO;CHOC”;EL LITORAL DEL SAN JUAN;27250;Alta;65.7;97.2;21.0;18/07/2026;3
15;ANDINA;CUNDINAMARCA;GACHAL¡;25293;Alta;31.5;106.7;30.0;18/07/2026;3
16;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;46.2;200.7;30.0;18/07/2026;3
17;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;31.1;151.8;30.0;18/07/2026;3
18;ANDINA;CUNDINAMARCA;UBAL¡;25839;Alta;29.3;148.3;30.0;18/07/2026;3
19;CARIBE;C”RDOBA;TIERRALTA;23807;Alta;26.1;49.7;23.0;18/07/2026;3
20;ORINOQUÕA;META;ACACÕAS;50006;Alta;58.4;162.6;29.0;18/07/2026;3
21;ORINOQUÕA;META;CUBARRAL;50223;Alta;57.9;191.4;30.0;18/07/2026;3
22;ORINOQUÕA;META;CUMARAL;50226;Alta;44.7;110.7;26.0;18/07/2026;3
23;ORINOQUÕA;META;EL CALVARIO;50245;Alta;50.6;132.1;30.0;18/07/2026;3
24;ORINOQUÕA;META;EL CASTILLO;50251;Alta;88.5;216.3;29.0;18/07/2026;3
25;ORINOQUÕA;META;EL DORADO;50270;Alta;99.3;239.8;28.0;18/07/2026;3
26;ORINOQUÕA;META;GUAMAL;50318;Alta;46.7;154.8;29.0;18/07/2026;3
27;ORINOQUÕA;META;LEJANÕAS;50400;Alta;70.4;158.4;30.0;18/07/2026;3
28;ORINOQUÕA;META;RESTREPO;50606;Alta;56.4;191.7;30.0;18/07/2026;3
29;ORINOQUÕA;META;SAN JUAN DE ARAMA;50683;Alta;63.5;183.2;29.0;18/07/2026;3
30;ORINOQUÕA;META;URIBE;50370;Alta;26.1;69.9;25.0;18/07/2026;3
