OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ANORÕ;05040;ALTA;27.9;121.5;18.0;20/08/2026
2;ANDINA;ANTIOQUIA;C¡CERES;05120;ALTA;50.1;127.3;19.0;20/08/2026
3;ANDINA;ANTIOQUIA;EL BAGRE;05250;ALTA;31.4;113.9;19.0;20/08/2026
4;ANDINA;ANTIOQUIA;G”MEZ PLATA;05310;ALTA;3.6;127.2;21.0;20/08/2026
5;ANDINA;ANTIOQUIA;YOLOMB”;05890;ALTA;10.8;111.6;22.0;20/08/2026
6;ANDINA;BOYAC¡;SANTA MARÕA;15690;ALTA;;;;20/08/2026
7;ORINOQUÕA;CASANARE;HATO COROZAL;85125;ALTA;26.8;76.8;22.0;20/08/2026
8;ORINOQUÕA;CASANARE;NUNCHÕA;85225;ALTA;34.3;84.6;24.0;20/08/2026
9;ORINOQUÕA;CASANARE;S¡CAMA;85315;ALTA;35.4;121.0;24.0;20/08/2026
10;ORINOQUÕA;CASANARE;T¡MARA;85400;ALTA;54.2;194.9;24.0;20/08/2026
11;PACÕFICO;CHOC”;BAHÕA SOLANO;27075;ALTA;26.1;278.0;25.0;20/08/2026
12;PACÕFICO;CHOC”;BAJO BAUD”;27077;ALTA;13.9;154.2;25.0;20/08/2026
13;PACÕFICO;CHOC”;BOJAY¡;27099;ALTA;22.3;188.7;23.0;20/08/2026
14;ANDINA;CUNDINAMARCA;GACHAL¡;25293;ALTA;21.6;77.3;30.0;20/08/2026
15;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;28.9;204.2;28.0;20/08/2026
16;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;26.2;99.9;28.0;20/08/2026
17;ANDINA;CUNDINAMARCA;UBAL¡;25839;ALTA;15.9;76.4;29.0;20/08/2026
18;ANDINA;HUILA;SAN AGUSTÕN;41668;ALTA;10.5;61.3;24.0;20/08/2026
19;CARIBE;MAGDALENA;SANTA MARTA;47001;ALTA;13.2;40.4;17.0;20/08/2026
20;ORINOQUÕA;META;CUBARRAL;50223;ALTA;12.1;119.6;27.0;20/08/2026
21;ORINOQUÕA;META;EL CASTILLO;50251;ALTA;13.2;140.5;27.0;20/08/2026
22;ORINOQUÕA;META;EL DORADO;50270;ALTA;14.3;107.3;28.0;20/08/2026
23;ORINOQUÕA;META;VILLAVICENCIO;50001;ALTA;22.4;121.2;27.0;20/08/2026
24;AMAZONÕA;PUTUMAYO;MOCOA;86001;ALTA;25.1;79.0;29.0;20/08/2026
25;AMAZONÕA;PUTUMAYO;SAN FRANCISCO;86755;ALTA;25.7;124.7;30.0;20/08/2026
26;PACÕFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;23.1;121.0;24.0;20/08/2026
27;ANDINA;ANTIOQUIA;APARTAD”;05045;BAJA;25.9;53.9;23.0;20/08/2026
28;ANDINA;ANTIOQUIA;BETULIA;05093;BAJA;;;;20/08/2026
29;ANDINA;ANTIOQUIA;CARACOLÕ;05142;BAJA;;;;20/08/2026
30;ANDINA;ANTIOQUIA;CHIGOROD”;05172;BAJA;36.7;71.9;23.0;20/08/2026
31;ANDINA;ANTIOQUIA;DABEIBA;05234;BAJA;15.7;57.5;15.0;20/08/2026
32;ANDINA;ANTIOQUIA;JERIC”;05368;BAJA;;;;20/08/2026
33;ANDINA;ANTIOQUIA;MACEO;05425;BAJA;;;;20/08/2026
34;ANDINA;ANTIOQUIA;MEDELLÕN;05001;BAJA;;;;20/08/2026
35;ANDINA;ANTIOQUIA;NECOCLÕ;05490;BAJA;25.8;67.3;20.0;20/08/2026
36;ANDINA;ANTIOQUIA;PE—OL;05541;BAJA;0.2;73.5;19.0;20/08/2026
37;ANDINA;ANTIOQUIA;PUERTO BERRÕO;05579;BAJA;;;;20/08/2026
38;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;BAJA;;;;20/08/2026
39;ANDINA;ANTIOQUIA;TURBO;05837;BAJA;32.8;68.2;23.0;20/08/2026
40;ANDINA;ANTIOQUIA;URRAO;05847;BAJA;11.7;44.9;14.0;20/08/2026
41;ANDINA;ANTIOQUIA;VEGACHÕ;05858;BAJA;19.7;98.8;22.0;20/08/2026
42;ANDINA;ANTIOQUIA;VIGÕA DEL FUERTE;05873;BAJA;18.9;95.8;18.0;20/08/2026
43;CARIBE;BOLÕVAR;CANTAGALLO;13160;BAJA;14.1;176.6;21.0;20/08/2026
44;CARIBE;BOLÕVAR;MONTECRISTO;13458;BAJA;22.1;85.9;18.0;20/08/2026
45;CARIBE;BOLÕVAR;SAN PABLO;13670;BAJA;17.8;148.2;18.0;20/08/2026
46;CARIBE;BOLÕVAR;SANTA ROSA DEL SUR;13688;BAJA;16.1;98.0;16.0;20/08/2026
47;ANDINA;BOYAC¡;CUBAR¡;15223;BAJA;23.8;73.2;26.0;20/08/2026
48;ANDINA;BOYAC¡;GARAGOA;15299;BAJA;;;;20/08/2026
49;ANDINA;CALDAS;P¡CORA;17513;BAJA;;;;20/08/2026
50;AMAZONÕA;CAQUET¡;SAN JOS… DEL FRAGUA;18610;BAJA;22.7;57.3;27.0;20/08/2026
51;ORINOQUÕA;CASANARE;SABANALARGA;85300;BAJA;10.9;107.5;28.0;20/08/2026
52;ORINOQUÕA;CASANARE;TAURAMENA;85410;BAJA;8.7;79.9;26.0;20/08/2026
53;PACÕFICO;CAUCA;GUAPI;19318;BAJA;13.0;114.7;21.0;20/08/2026
54;PACÕFICO;CAUCA;PIAMONTE;19533;BAJA;27.1;112.4;27.0;20/08/2026
55;PACÕFICO;CAUCA;SU¡REZ;19780;BAJA;;;;20/08/2026
56;CARIBE;CESAR;EL COPEY;20238;BAJA;;;;20/08/2026
57;CARIBE;CESAR;LA GLORIA;20383;BAJA;;;;20/08/2026
58;PACÕFICO;CHOC”;CARMEN DEL DARI…N;27150;BAJA;24.7;69.3;21.0;20/08/2026
59;PACÕFICO;CHOC”;CONDOTO;27205;BAJA;20.9;91.3;24.0;20/08/2026
