OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
106;ANDINA;SANTANDER;SANTA HELENA DEL OP”N;68720;Baja;20/08/2026;-;-;-;1
107;ANDINA;SANTANDER;SIMACOTA;68745;Baja;20/08/2026;-;-;-;1
108;ANDINA;SANTANDER;SOCORRO;68755;Baja;20/08/2026;-;-;-;1
109;ANDINA;SANTANDER;VALLE DE SAN JOS…;68855;Baja;20/08/2026;-;-;-;1
110;ANDINA;SANTANDER;V…LEZ;68861;Baja;20/08/2026;-;-;-;1
111;PACÕFICO;VALLE DEL CAUCA;ALCAL¡;76020;Baja;20/08/2026;-;-;-;1
112;PACÕFICO;VALLE DEL CAUCA;DAGUA;76233;Baja;20/08/2026;10.6;45.6;18.0;1
113;ANDINA;ANTIOQUIA;ALEJANDRÕA;05021;Moderada;20/08/2026;3.5;75.0;22.0;2
114;ANDINA;ANTIOQUIA;AMALFI;05031;Moderada;20/08/2026;19.7;129.0;20.0;2
115;ANDINA;ANTIOQUIA;CAROLINA;05150;Moderada;20/08/2026;2.5;112.2;19.0;2
116;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Moderada;20/08/2026;-;-;-;2
117;ANDINA;ANTIOQUIA;ITUANGO;05361;Moderada;20/08/2026;24.0;79.9;18.0;2
118;ANDINA;ANTIOQUIA;MUTAT¡;05480;Moderada;20/08/2026;32.0;78.0;21.0;2
119;ANDINA;ANTIOQUIA;REMEDIOS;05604;Moderada;20/08/2026;20.5;120.4;21.0;2
120;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Moderada;20/08/2026;2.8;79.2;21.0;2
121;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Moderada;20/08/2026;2.5;71.7;22.0;2
122;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Moderada;20/08/2026;7.4;100.2;23.0;2
123;ANDINA;ANTIOQUIA;SEGOVIA;05736;Moderada;20/08/2026;31.0;156.8;20.0;2
124;ANDINA;ANTIOQUIA;TARAZ¡;05790;Moderada;20/08/2026;48.9;111.9;19.0;2
125;ANDINA;ANTIOQUIA;VALDIVIA;05854;Moderada;20/08/2026;31.8;90.1;18.0;2
126;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Moderada;20/08/2026;44.3;141.3;19.0;2
127;ORINOQUÕA;ARAUCA;FORTUL;81300;Moderada;20/08/2026;41.0;83.2;24.0;2
128;ORINOQUÕA;ARAUCA;SARAVENA;81736;Moderada;20/08/2026;61.5;107.7;26.0;2
129;ORINOQUÕA;ARAUCA;TAME;81794;Moderada;20/08/2026;26.0;72.7;23.0;2
130;ANDINA;BOYAC¡;ALMEIDA;15022;Moderada;20/08/2026;8.5;71.5;28.0;2
131;ANDINA;BOYAC¡;AQUITANIA;15047;Moderada;20/08/2026;18.0;74.9;30.0;2
132;ANDINA;BOYAC¡;CAMPOHERMOSO;15135;Moderada;20/08/2026;-;-;-;2
133;ANDINA;BOYAC¡;CHITA;15183;Moderada;20/08/2026;21.6;53.9;21.0;2
134;ANDINA;BOYAC¡;LABRANZAGRANDE;15377;Moderada;20/08/2026;26.5;116.2;30.0;2
135;ANDINA;BOYAC¡;MACANAL;15425;Moderada;20/08/2026;10.6;91.4;28.0;2
136;ANDINA;BOYAC¡;MONGUA;15464;Moderada;20/08/2026;23.2;74.5;29.0;2
137;ANDINA;BOYAC¡;PAJARITO;15518;Moderada;20/08/2026;37.5;145.7;30.0;2
138;ANDINA;BOYAC¡;PAYA;15533;Moderada;20/08/2026;39.8;126.8;26.0;2
139;ANDINA;BOYAC¡;PISBA;15550;Moderada;20/08/2026;51.1;169.4;26.0;2
140;ANDINA;BOYAC¡;SOCOT¡;15755;Moderada;20/08/2026;20.8;52.6;21.0;2
141;ANDINA;CALDAS;SAMAN¡;17662;Moderada;20/08/2026;-;-;-;2
142;ORINOQUÕA;CASANARE;AGUAZUL;85010;Moderada;20/08/2026;11.2;137.3;28.0;2
143;ORINOQUÕA;CASANARE;CH¡MEZA;85015;Moderada;20/08/2026;20.1;70.0;30.0;2
144;ORINOQUÕA;CASANARE;MONTERREY;85162;Moderada;20/08/2026;12.6;71.4;28.0;2
145;ORINOQUÕA;CASANARE;PAZ DE ARIPORO;85250;Moderada;20/08/2026;23.1;79.1;24.0;2
146;ORINOQUÕA;CASANARE;PORE;85263;Moderada;20/08/2026;40.4;94.4;22.0;2
147;ORINOQUÕA;CASANARE;RECETOR;85279;Moderada;20/08/2026;25.1;103.4;30.0;2
148;ORINOQUÕA;CASANARE;YOPAL;85001;Moderada;20/08/2026;15.3;76.2;26.0;2
149;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;Moderada;20/08/2026;14.4;93.2;22.0;2
150;PACÕFICO;CAUCA;SANTA ROSA;19701;Moderada;20/08/2026;16.4;50.6;26.0;2
151;PACÕFICO;CAUCA;TIMBIQUÕ;19809;Moderada;20/08/2026;14.4;158.3;25.0;2
152;CARIBE;CESAR;VALLEDUPAR;20001;Moderada;20/08/2026;-;-;-;2
153;PACÕFICO;CHOC”;ALTO BAUD”;27025;Moderada;20/08/2026;15.5;283.1;26.0;2
154;PACÕFICO;CHOC”;BAGAD”;27073;Moderada;20/08/2026;18.4;148.3;21.0;2
155;PACÕFICO;CHOC”;C…RTEGUI;27160;Moderada;20/08/2026;22.9;217.4;25.0;2
156;PACÕFICO;CHOC”;EL CANT”N DEL SAN PABLO;27135;Moderada;20/08/2026;18.8;194.2;25.0;2
157;PACÕFICO;CHOC”;EL CARMEN DE ATRATO;27245;Moderada;20/08/2026;7.0;56.7;16.0;2
158;PACÕFICO;CHOC”;EL LITORAL DEL SAN JUAN;27250;Moderada;20/08/2026;27.4;119.0;23.0;2
159;PACÕFICO;CHOC”;JURAD”;27372;Moderada;20/08/2026;45.9;115.7;23.0;2
160;PACÕFICO;CHOC”;LLOR”;27413;Moderada;20/08/2026;18.2;244.4;25.0;2
161;PACÕFICO;CHOC”;MEDIO ATRATO;27425;Moderada;20/08/2026;16.0;288.0;24.0;2
162;PACÕFICO;CHOC”;NUQUÕ;27495;Moderada;20/08/2026;17.9;290.1;26.0;2
163;PACÕFICO;CHOC”;N”VITA;27491;Moderada;20/08/2026;16.8;87.9;23.0;2
164;PACÕFICO;CHOC”;QUIBD”;27001;Moderada;20/08/2026;15.2;289.0;24.0;2
165;PACÕFICO;CHOC”;RIOSUCIO;27615;Moderada;20/08/2026;45.3;91.9;23.0;2
166;PACÕFICO;CHOC”;RÕO IR”;27580;Moderada;20/08/2026;21.8;114.8;24.0;2
167;PACÕFICO;CHOC”;RÕO QUITO;27600;Moderada;20/08/2026;19.4;337.9;26.0;2
168;PACÕFICO;CHOC”;TAD”;27787;Moderada;20/08/2026;20.5;137.1;22.0;2
169;ANDINA;CUNDINAMARCA;C¡QUEZA;25151;Moderada;20/08/2026;8.3;67.1;28.0;2
170;ANDINA;CUNDINAMARCA;FOSCA;25281;Moderada;20/08/2026;14.1;81.9;28.0;2
171;ANDINA;CUNDINAMARCA;F”MEQUE;25279;Moderada;20/08/2026;6.8;54.9;29.0;2
172;ANDINA;CUNDINAMARCA;GUTI…RREZ;25339;Moderada;20/08/2026;11.3;77.3;26.0;2
173;ANDINA;CUNDINAMARCA;QUETAME;25594;Moderada;20/08/2026;23.7;178.6;28.0;2
174;CARIBE;C”RDOBA;PUERTO LIBERTADOR;23580;Moderada;20/08/2026;51.0;86.9;20.0;2
175;CARIBE;C”RDOBA;SAN JOS… DE UR…;23682;Moderada;20/08/2026;54.0;92.2;19.0;2
176;ORINOQUÕA;META;ACACÕAS;50006;Moderada;20/08/2026;25.9;149.6;27.0;2
177;ORINOQUÕA;META;CUMARAL;50226;Moderada;20/08/2026;26.0;79.9;27.0;2
178;ORINOQUÕA;META;EL CALVARIO;50245;Moderada;20/08/2026;21.8;153.8;28.0;2
179;ORINOQUÕA;META;GUAMAL;50318;Moderada;20/08/2026;14.5;108.9;27.0;2
180;ORINOQUÕA;META;LEJANÕAS;50400;Moderada;20/08/2026;10.1;170.1;27.0;2
181;ORINOQUÕA;META;MESETAS;50330;Moderada;20/08/2026;7.1;121.8;25.0;2
182;ORINOQUÕA;META;RESTREPO;50606;Moderada;20/08/2026;25.9;196.5;28.0;2
183;ORINOQUÕA;META;SAN JUAN DE ARAMA;50683;Moderada;20/08/2026;6.6;103.7;25.0;2
184;ORINOQUÕA;META;SAN JUANITO;50686;Moderada;20/08/2026;19.0;130.7;29.0;2
185;ORINOQUÕA;META;URIBE;50370;Moderada;20/08/2026;10.2;59.7;19.0;2
186;PACÕFICO;NARI—O;BARBACOAS;52079;Moderada;20/08/2026;18.4;78.1;25.0;2
187;PACÕFICO;NARI—O;MAG‹Õ;52427;Moderada;20/08/2026;9.4;89.9;25.0;2
188;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Moderada;20/08/2026;11.3;64.9;28.0;2
189;ANDINA;RISARALDA;PEREIRA;66001;Moderada;20/08/2026;-;-;-;2
190;ANDINA;RISARALDA;SANTA ROSA DE CABAL;66682;Moderada;20/08/2026;-;-;-;2
191;ANDINA;SANTANDER;CONFINES;68209;Moderada;20/08/2026;-;-;-;2
192;ANDINA;SANTANDER;CONTRATACI”N;68211;Moderada;20/08/2026;-;-;-;2
193;ANDINA;SANTANDER;PINCHOTE;68549;Moderada;20/08/2026;-;-;-;2
194;PACÕFICO;VALLE DEL CAUCA;CALI;76001;Moderada;20/08/2026;-;-;-;2
195;PACÕFICO;VALLE DEL CAUCA;CALIMA;76126;Moderada;20/08/2026;11.0;69.5;16.0;2
