OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ORINOQUÍA;ARAUCA;FORTUL;81300;ALTA;41.6;106.1;24.0;26/08/2026
2;ORINOQUÍA;ARAUCA;SARAVENA;81736;ALTA;70.9;118.7;26.0;26/08/2026
3;ORINOQUÍA;ARAUCA;TAME;81794;ALTA;25.9;94.6;23.0;26/08/2026
4;ANDINA;BOYACÁ;ALMEIDA;15022;ALTA;16.0;142.9;29.0;26/08/2026
5;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;ALTA;29.2;171.4;30.0;26/08/2026
6;ANDINA;BOYACÁ;CUBARÁ;15223;ALTA;45.9;93.7;26.0;26/08/2026
7;ANDINA;BOYACÁ;MACANAL;15425;ALTA;20.8;138.5;29.0;26/08/2026
8;ANDINA;BOYACÁ;MIRAFLORES;15455;ALTA;12.0;113.6;29.0;26/08/2026
9;ANDINA;BOYACÁ;PAYA;15533;ALTA;41.6;170.3;26.0;26/08/2026
10;ORINOQUÍA;CASANARE;HATO COROZAL;85125;ALTA;31.9;104.9;22.0;26/08/2026
11;ORINOQUÍA;CASANARE;MONTERREY;85162;ALTA;48.0;116.3;27.0;26/08/2026
12;ORINOQUÍA;CASANARE;NUNCHÍA;85225;ALTA;23.1;107.8;24.0;26/08/2026
13;ORINOQUÍA;CASANARE;SÁCAMA;85315;ALTA;33.1;158.9;22.0;26/08/2026
14;ORINOQUÍA;CASANARE;TÁMARA;85400;ALTA;36.6;215.0;24.0;26/08/2026
15;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;32.9;136.7;26.0;26/08/2026
16;PACÍFICO;CAUCA;GUAPI;19318;ALTA;39.9;65.8;21.0;26/08/2026
17;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;44.6;78.0;21.0;26/08/2026
18;PACÍFICO;CAUCA;PIAMONTE;19533;ALTA;24.6;191.1;27.0;26/08/2026
19;PACÍFICO;CAUCA;SANTA ROSA;19701;ALTA;16.4;84.0;26.0;26/08/2026
20;PACÍFICO;CAUCA;TIMBIQUÍ;19809;ALTA;98.9;173.1;24.0;26/08/2026
21;PACÍFICO;CHOCÓ;ACANDÍ;27006;ALTA;100.4;122.2;21.0;26/08/2026
22;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;ALTA;72.9;188.2;26.0;26/08/2026
23;PACÍFICO;CHOCÓ;BAGADÓ;27073;ALTA;86.2;183.8;20.0;26/08/2026
24;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;69.4;171.1;25.0;26/08/2026
25;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;38.5;125.8;25.0;26/08/2026
26;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;47.4;114.1;23.0;26/08/2026
27;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;ALTA;124.9;274.0;25.0;26/08/2026
28;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;ALTA;95.3;208.0;25.0;26/08/2026
29;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;ALTA;30.1;66.5;15.0;26/08/2026
30;PACÍFICO;CHOCÓ;LLORÓ;27413;ALTA;95.5;218.3;25.0;26/08/2026
31;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;ALTA;69.2;167.8;24.0;26/08/2026
32;PACÍFICO;CHOCÓ;NUQUÍ;27495;ALTA;67.5;182.6;26.0;26/08/2026
33;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;32.7;121.7;22.0;26/08/2026
34;PACÍFICO;CHOCÓ;QUIBDÓ;27001;ALTA;68.5;167.9;24.0;26/08/2026
35;PACÍFICO;CHOCÓ;RIOSUCIO;27615;ALTA;72.7;96.2;22.0;26/08/2026
36;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;54.9;160.7;23.0;26/08/2026
37;PACÍFICO;CHOCÓ;RÍO QUITO;27600;ALTA;90.5;220.0;26.0;26/08/2026
38;PACÍFICO;CHOCÓ;TADÓ;27787;ALTA;82.6;178.0;22.0;26/08/2026
39;PACÍFICO;CHOCÓ;UNGUÍA;27800;ALTA;81.8;106.2;21.0;26/08/2026
40;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;ALTA;11.1;52.9;29.0;26/08/2026
41;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;ALTA;5.7;204.9;27.0;26/08/2026
42;ANDINA;CUNDINAMARCA;UBALÁ;25839;ALTA;13.9;186.7;29.0;26/08/2026
43;CARIBE;MAGDALENA;SANTA MARTA;47001;ALTA;7.7;66.3;17.0;26/08/2026
44;ORINOQUÍA;META;CUBARRAL;50223;ALTA;2.0;111.1;25.0;26/08/2026
45;ORINOQUÍA;META;EL CASTILLO;50251;ALTA;2.6;126.7;25.0;26/08/2026
46;ORINOQUÍA;META;RESTREPO;50606;ALTA;11.3;138.8;28.0;26/08/2026
47;PACÍFICO;NARIÑO;BARBACOAS;52079;ALTA;26.2;95.3;25.0;26/08/2026
48;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;ALTA;19.7;66.8;28.0;26/08/2026
49;AMAZONÍA;PUTUMAYO;MOCOA;86001;ALTA;34.1;178.3;28.0;26/08/2026
50;AMAZONÍA;PUTUMAYO;ORITO;86320;ALTA;44.9;81.5;27.0;26/08/2026
51;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;ALTA;27.4;170.2;29.0;26/08/2026
52;AMAZONÍA;PUTUMAYO;VILLAGARZÓN;86885;ALTA;42.4;206.0;27.0;26/08/2026
53;ANDINA;RISARALDA;PUEBLO RICO;66572;ALTA;54.0;72.4;10.0;26/08/2026
54;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;49.0;101.3;24.0;26/08/2026
55;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;BAJA;20.0;56.8;23.0;26/08/2026
56;ANDINA;ANTIOQUIA;ANORÍ;05040;BAJA;;;;26/08/2026
57;ANDINA;ANTIOQUIA;ARBOLETES;05051;BAJA;50.3;56.9;17.0;26/08/2026
58;ANDINA;ANTIOQUIA;CARACOLÍ;05142;BAJA;26.3;104.9;24.0;26/08/2026
59;ANDINA;ANTIOQUIA;CHIGORODÓ;05172;BAJA;39.0;59.0;22.0;26/08/2026
60;ANDINA;ANTIOQUIA;CÁCERES;05120;BAJA;;;;26/08/2026
61;ANDINA;ANTIOQUIA;EL BAGRE;05250;BAJA;;;;26/08/2026
62;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;BAJA;23.2;74.5;21.0;26/08/2026
63;ANDINA;ANTIOQUIA;MACEO;05425;BAJA;24.7;105.0;23.0;26/08/2026
64;ANDINA;ANTIOQUIA;MUTATÁ;05480;BAJA;45.3;69.2;20.0;26/08/2026
65;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;BAJA;23.5;99.2;22.0;26/08/2026
66;ANDINA;ANTIOQUIA;PUERTO NARE;05585;BAJA;23.6;64.9;19.0;26/08/2026
67;ANDINA;ANTIOQUIA;REMEDIOS;05604;BAJA;24.6;92.1;21.0;26/08/2026
68;ANDINA;ANTIOQUIA;SAN PEDRO DE URABÁ;05665;BAJA;43.9;94.6;18.0;26/08/2026
69;ANDINA;ANTIOQUIA;SAN ROQUE;05670;BAJA;26.0;80.6;24.0;26/08/2026
70;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;BAJA;;;;26/08/2026
71;ANDINA;ANTIOQUIA;SEGOVIA;05736;BAJA;23.5;95.5;21.0;26/08/2026
72;ANDINA;ANTIOQUIA;TARAZÁ;05790;BAJA;28.5;87.2;18.0;26/08/2026
73;ANDINA;ANTIOQUIA;URRAO;05847;BAJA;16.6;45.6;11.0;26/08/2026
74;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;BAJA;28.3;88.1;22.0;26/08/2026
75;ANDINA;ANTIOQUIA;YONDÓ;05893;BAJA;;;;26/08/2026
76;ANDINA;ANTIOQUIA;ZARAGOZA;05895;BAJA;;;;26/08/2026
77;CARIBE;ATLÁNTICO;JUAN DE ACOSTA;08372;BAJA;;;;26/08/2026
78;CARIBE;ATLÁNTICO;LURUACO;08421;BAJA;;;;26/08/2026
79;CARIBE;ATLÁNTICO;PIOJÓ;08549;BAJA;;;;26/08/2026
80;CARIBE;ATLÁNTICO;REPELÓN;08606;BAJA;;;;26/08/2026
81;CARIBE;BOLÍVAR;MAHATES;13433;BAJA;;;;26/08/2026
82;CARIBE;BOLÍVAR;MONTECRISTO;13458;BAJA;32.3;68.8;15.0;26/08/2026
83;CARIBE;BOLÍVAR;SANTA CATALINA;13673;BAJA;;;;26/08/2026
84;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;BAJA;31.8;65.0;15.0;26/08/2026
85;CARIBE;BOLÍVAR;SIMITÍ;13744;BAJA;20.3;49.8;14.0;26/08/2026
86;CARIBE;BOLÍVAR;VILLANUEVA;13873;BAJA;;;;26/08/2026
87;ANDINA;BOYACÁ;BERBEO;15090;BAJA;18.7;89.1;30.0;26/08/2026
88;ANDINA;BOYACÁ;GARAGOA;15299;BAJA;11.1;75.0;29.0;26/08/2026
89;ANDINA;BOYACÁ;GUAYATÁ;15325;BAJA;6.8;115.6;29.0;26/08/2026
90;ANDINA;BOYACÁ;GÁMEZA;15296;BAJA;22.5;43.1;11.0;26/08/2026
91;ANDINA;BOYACÁ;JERICÓ;15368;BAJA;19.9;43.4;20.0;26/08/2026
92;ANDINA;BOYACÁ;SAN EDUARDO;15660;BAJA;19.0;87.3;30.0;26/08/2026
93;ANDINA;BOYACÁ;SOGAMOSO;15759;BAJA;12.2;28.0;11.0;26/08/2026
94;ANDINA;BOYACÁ;SOMONDOCO;15761;BAJA;12.1;88.4;29.0;26/08/2026
95;ANDINA;BOYACÁ;ZETAQUIRA;15897;BAJA;;;;26/08/2026
96;ORINOQUÍA;CASANARE;LA SALINA;85136;BAJA;26.6;87.1;22.0;26/08/2026
97;CARIBE;CESAR;AGUSTÍN CODAZZI;20013;BAJA;28.1;95.4;14.0;26/08/2026
98;CARIBE;CESAR;EL COPEY;20238;BAJA;;;;26/08/2026
99;PACÍFICO;CHOCÓ;SIPÍ;27745;BAJA;21.4;42.8;12.0;26/08/2026
100;ANDINA;CUNDINAMARCA;CÁQUEZA;25151;BAJA;8.4;36.1;28.0;26/08/2026
101;ANDINA;CUNDINAMARCA;FOSCA;25281;BAJA;6.5;52.1;27.0;26/08/2026
102;ANDINA;CUNDINAMARCA;GAMA;25299;BAJA;13.0;103.0;29.0;26/08/2026
103;ANDINA;CUNDINAMARCA;GUATAVITA;25326;BAJA;6.5;41.4;30.0;26/08/2026
104;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;BAJA;4.3;59.5;26.0;26/08/2026
105;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;BAJA;10.0;101.5;25.0;26/08/2026
106;CARIBE;CÓRDOBA;MONTERÍA;23001;BAJA;20.5;56.9;15.0;26/08/2026
107;CARIBE;CÓRDOBA;PLANETA RICA;23555;BAJA;20.3;76.0;16.0;26/08/2026
108;CARIBE;CÓRDOBA;VALENCIA;23855;BAJA;41.5;113.5;19.0;26/08/2026
109;ANDINA;HUILA;ISNOS;41359;BAJA;6.9;47.3;27.0;26/08/2026
110;ANDINA;HUILA;PALESTINA;41530;BAJA;11.4;102.4;28.0;26/08/2026
111;ANDINA;HUILA;PITALITO;41551;BAJA;9.7;80.7;28.0;26/08/2026
112;ANDINA;HUILA;SAN AGUSTÍN;41668;BAJA;5.6;54.4;26.0;26/08/2026
113;CARIBE;MAGDALENA;ARACATACA;47053;BAJA;;;;26/08/2026
114;CARIBE;MAGDALENA;CIÉNAGA;47189;BAJA;12.9;119.3;18.0;26/08/2026
115;CARIBE;MAGDALENA;FUNDACIÓN;47288;BAJA;;;;26/08/2026
116;ORINOQUÍA;META;ACACÍAS;50006;BAJA;2.0;110.5;26.0;26/08/2026
117;ORINOQUÍA;META;BARRANCA DE UPÍA;50110;BAJA;13.6;103.9;24.0;26/08/2026
118;ORINOQUÍA;META;CUMARAL;50226;BAJA;2.5;52.3;25.0;26/08/2026
119;ORINOQUÍA;META;EL DORADO;50270;BAJA;;;;26/08/2026
120;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;BAJA;7.2;62.3;24.0;26/08/2026
121;PACÍFICO;NARIÑO;FRANCISCO PIZARRO;52520;BAJA;;;;26/08/2026
122;PACÍFICO;NARIÑO;IPIALES;52356;BAJA;19.9;33.0;25.0;26/08/2026
