OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;41.6;106.1;24.0;26/08/2026;3
2;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;70.9;118.7;26.0;26/08/2026;3
3;ORINOQUÍA;ARAUCA;TAME;81794;Alta;25.9;94.6;23.0;26/08/2026;3
4;ANDINA;BOYACÁ;ALMEIDA;15022;Alta;16.0;142.9;29.0;26/08/2026;3
5;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Alta;29.2;171.4;30.0;26/08/2026;3
6;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;45.9;93.7;26.0;26/08/2026;3
7;ANDINA;BOYACÁ;MACANAL;15425;Alta;20.8;138.5;29.0;26/08/2026;3
8;ANDINA;BOYACÁ;MIRAFLORES;15455;Alta;12.0;113.6;29.0;26/08/2026;3
9;ANDINA;BOYACÁ;PAYA;15533;Alta;41.6;170.3;26.0;26/08/2026;3
10;ORINOQUÍA;CASANARE;HATO COROZAL;85125;Alta;31.9;104.9;22.0;26/08/2026;3
11;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;48.0;116.3;27.0;26/08/2026;3
12;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;23.1;107.8;24.0;26/08/2026;3
13;ORINOQUÍA;CASANARE;SÁCAMA;85315;Alta;33.1;158.9;22.0;26/08/2026;3
14;ORINOQUÍA;CASANARE;TÁMARA;85400;Alta;36.6;215.0;24.0;26/08/2026;3
15;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;32.9;136.7;26.0;26/08/2026;3
16;PACÍFICO;CAUCA;GUAPI;19318;Alta;39.9;65.8;21.0;26/08/2026;3
17;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;44.6;78.0;21.0;26/08/2026;3
18;PACÍFICO;CAUCA;PIAMONTE;19533;Alta;24.6;191.1;27.0;26/08/2026;3
19;PACÍFICO;CAUCA;SANTA ROSA;19701;Alta;16.4;84.0;26.0;26/08/2026;3
20;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;98.9;173.1;24.0;26/08/2026;3
21;PACÍFICO;CHOCÓ;ACANDÍ;27006;Alta;100.4;122.2;21.0;26/08/2026;3
22;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;72.9;188.2;26.0;26/08/2026;3
23;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;86.2;183.8;20.0;26/08/2026;3
24;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;69.4;171.1;25.0;26/08/2026;3
25;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;38.5;125.8;25.0;26/08/2026;3
26;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;47.4;114.1;23.0;26/08/2026;3
27;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;Alta;124.9;274.0;25.0;26/08/2026;3
28;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;95.3;208.0;25.0;26/08/2026;3
29;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;Alta;30.1;66.5;15.0;26/08/2026;3
30;PACÍFICO;CHOCÓ;LLORÓ;27413;Alta;95.5;218.3;25.0;26/08/2026;3
31;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;Alta;69.2;167.8;24.0;26/08/2026;3
32;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;67.5;182.6;26.0;26/08/2026;3
33;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;32.7;121.7;22.0;26/08/2026;3
34;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Alta;68.5;167.9;24.0;26/08/2026;3
35;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Alta;72.7;96.2;22.0;26/08/2026;3
36;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;54.9;160.7;23.0;26/08/2026;3
37;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Alta;90.5;220.0;26.0;26/08/2026;3
38;PACÍFICO;CHOCÓ;TADÓ;27787;Alta;82.6;178.0;22.0;26/08/2026;3
39;PACÍFICO;CHOCÓ;UNGUÍA;27800;Alta;81.8;106.2;21.0;26/08/2026;3
40;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Alta;11.1;52.9;29.0;26/08/2026;3
41;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;5.7;204.9;27.0;26/08/2026;3
42;ANDINA;CUNDINAMARCA;UBALÁ;25839;Alta;13.9;186.7;29.0;26/08/2026;3
43;CARIBE;MAGDALENA;SANTA MARTA;47001;Alta;7.7;66.3;17.0;26/08/2026;3
44;ORINOQUÍA;META;CUBARRAL;50223;Alta;2.0;111.1;25.0;26/08/2026;3
45;ORINOQUÍA;META;EL CASTILLO;50251;Alta;2.6;126.7;25.0;26/08/2026;3
46;ORINOQUÍA;META;RESTREPO;50606;Alta;11.3;138.8;28.0;26/08/2026;3
47;PACÍFICO;NARIÑO;BARBACOAS;52079;Alta;26.2;95.3;25.0;26/08/2026;3
48;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;19.7;66.8;28.0;26/08/2026;3
49;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;34.1;178.3;28.0;26/08/2026;3
50;AMAZONÍA;PUTUMAYO;ORITO;86320;Alta;44.9;81.5;27.0;26/08/2026;3
51;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;Alta;27.4;170.2;29.0;26/08/2026;3
52;AMAZONÍA;PUTUMAYO;VILLAGARZÓN;86885;Alta;42.4;206.0;27.0;26/08/2026;3
53;ANDINA;RISARALDA;PUEBLO RICO;66572;Alta;54.0;72.4;10.0;26/08/2026;3
54;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;49.0;101.3;24.0;26/08/2026;3
55;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Baja;20.0;56.8;23.0;26/08/2026;1
56;ANDINA;ANTIOQUIA;ANORÍ;05040;Baja;-;-;-;26/08/2026;1
57;ANDINA;ANTIOQUIA;ARBOLETES;05051;Baja;50.3;56.9;17.0;26/08/2026;1
58;ANDINA;ANTIOQUIA;CARACOLÍ;05142;Baja;26.3;104.9;24.0;26/08/2026;1
59;ANDINA;ANTIOQUIA;CHIGORODÓ;05172;Baja;39.0;59.0;22.0;26/08/2026;1
