OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;NECHÍ;05495;ALTA;58.9;210.5;17.0;29/07/2026
2;ORINOQUÍA;ARAUCA;FORTUL;81300;ALTA;9.1;96.8;28.0;29/07/2026
3;ORINOQUÍA;ARAUCA;SARAVENA;81736;ALTA;9.2;126.8;29.0;29/07/2026
4;ORINOQUÍA;ARAUCA;TAME;81794;ALTA;9.3;78.9;26.0;29/07/2026
5;ANDINA;BOYACÁ;CUBARÁ;15223;ALTA;8.2;159.3;29.0;29/07/2026
6;ANDINA;BOYACÁ;PAYA;15533;ALTA;15.0;90.9;28.0;29/07/2026
7;ORINOQUÍA;CASANARE;MONTERREY;85162;ALTA;26.5;118.3;29.0;29/07/2026
8;PACÍFICO;CAUCA;EL TAMBO;19256;ALTA;16.0;62.2;17.0;29/07/2026
9;PACÍFICO;CAUCA;GUAPI;19318;ALTA;35.0;113.9;24.0;29/07/2026
10;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;34.9;144.9;27.0;29/07/2026
11;PACÍFICO;CAUCA;TIMBIQUÍ;19809;ALTA;67.8;163.7;28.0;29/07/2026
12;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;43.5;107.0;26.0;29/07/2026
13;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;84.7;184.9;27.0;29/07/2026
14;PACÍFICO;CHOCÓ;CONDOTO;27205;ALTA;101.5;210.7;26.0;29/07/2026
15;PACÍFICO;CHOCÓ;ISTMINA;27361;ALTA;68.9;150.4;26.0;29/07/2026
16;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;ALTA;92.4;193.1;26.0;29/07/2026
17;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;108.7;214.2;25.0;29/07/2026
18;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;91.5;179.4;26.0;29/07/2026
19;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;ALTA;51.6;106.3;18.0;29/07/2026
20;PACÍFICO;CHOCÓ;SIPÍ;27745;ALTA;39.4;74.0;15.0;29/07/2026
21;PACÍFICO;CHOCÓ;TADÓ;27787;ALTA;46.8;84.3;22.0;29/07/2026
22;ANDINA;CUNDINAMARCA;GACHALÁ;25293;ALTA;5.9;118.0;30.0;29/07/2026
23;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;5.7;124.3;30.0;29/07/2026
24;ORINOQUÍA;META;CUBARRAL;50223;ALTA;29.5;131.1;29.0;29/07/2026
25;ORINOQUÍA;META;EL CASTILLO;50251;ALTA;33.7;132.9;28.0;29/07/2026
26;ORINOQUÍA;META;LEJANÍAS;50400;ALTA;57.8;149.2;28.0;29/07/2026
27;ORINOQUÍA;META;RESTREPO;50606;ALTA;7.6;168.3;30.0;29/07/2026
