OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;AMALFI;05031;Alta;65.7;70.1;15.0;19/07/2026;3
2;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;78.4;94.5;18.0;19/07/2026;3
3;ANDINA;ANTIOQUIA;CÁCERES;05120;Alta;65.5;108.4;16.0;19/07/2026;3
4;ANDINA;ANTIOQUIA;DABEIBA;05234;Alta;63.8;75.7;12.0;19/07/2026;3
5;ANDINA;ANTIOQUIA;EL BAGRE;05250;Alta;81.0;94.1;14.0;19/07/2026;3
6;ANDINA;ANTIOQUIA;ITUANGO;05361;Alta;76.4;122.2;19.0;19/07/2026;3
7;ANDINA;ANTIOQUIA;MUTATÁ;05480;Alta;70.5;101.8;24.0;19/07/2026;3
8;ANDINA;ANTIOQUIA;REMEDIOS;05604;Alta;64.1;68.4;15.0;19/07/2026;3
9;ANDINA;ANTIOQUIA;SEGOVIA;05736;Alta;85.6;89.0;14.0;19/07/2026;3
10;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Alta;104.5;137.6;15.0;19/07/2026;3
11;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;29.8;123.4;28.0;19/07/2026;3
12;ORINOQUÍA;ARAUCA;TAME;81794;Alta;23.3;47.6;25.0;19/07/2026;3
13;CARIBE;BOLÍVAR;CANTAGALLO;13160;Alta;83.5;85.9;14.0;19/07/2026;3
14;CARIBE;BOLÍVAR;MONTECRISTO;13458;Alta;77.9;79.7;12.0;19/07/2026;3
15;CARIBE;BOLÍVAR;SAN PABLO;13670;Alta;85.5;88.5;12.0;19/07/2026;3
16;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;Alta;76.6;77.4;10.0;19/07/2026;3
17;CARIBE;BOLÍVAR;SIMITÍ;13744;Alta;63.7;64.4;9.0;19/07/2026;3
18;ANDINA;BOYACÁ;ALMEIDA;15022;Alta;32.9;107.4;30.0;19/07/2026;3
19;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Alta;35.4;90.5;31.0;19/07/2026;3
20;ANDINA;BOYACÁ;CHITA;15183;Alta;28.7;38.5;20.0;19/07/2026;3
21;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;25.8;182.8;28.0;19/07/2026;3
22;ANDINA;BOYACÁ;LABRANZAGRANDE;15377;Alta;41.8;62.1;29.0;19/07/2026;3
23;ANDINA;BOYACÁ;MACANAL;15425;Alta;40.7;109.7;31.0;19/07/2026;3
24;ANDINA;BOYACÁ;PAJARITO;15518;Alta;62.0;99.1;30.0;19/07/2026;3
25;ANDINA;BOYACÁ;PAYA;15533;Alta;55.6;72.1;25.0;19/07/2026;3
26;ANDINA;BOYACÁ;PISBA;15550;Alta;60.1;81.6;26.0;19/07/2026;3
27;ANDINA;BOYACÁ;PÁEZ;15514;Alta;55.8;99.5;31.0;19/07/2026;3
28;ANDINA;BOYACÁ;SANTA MARÍA;15690;Alta;28.3;152.9;31.0;19/07/2026;3
29;ANDINA;BOYACÁ;ZETAQUIRA;15897;Alta;22.7;43.3;31.0;19/07/2026;3
30;ORINOQUÍA;CASANARE;AGUAZUL;85010;Alta;69.5;87.8;29.0;19/07/2026;3
31;ORINOQUÍA;CASANARE;HATO COROZAL;85125;Alta;51.7;92.4;25.0;19/07/2026;3
32;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;81.1;167.8;30.0;19/07/2026;3
33;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;62.2;75.2;24.0;19/07/2026;3
34;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;Alta;68.9;114.6;28.0;19/07/2026;3
35;ORINOQUÍA;CASANARE;SABANALARGA;85300;Alta;65.8;165.7;30.0;19/07/2026;3
36;ORINOQUÍA;CASANARE;SÁCAMA;85315;Alta;33.1;57.5;25.0;19/07/2026;3
37;ORINOQUÍA;CASANARE;TAURAMENA;85410;Alta;60.0;132.5;28.0;19/07/2026;3
38;ORINOQUÍA;CASANARE;TÁMARA;85400;Alta;50.8;84.7;24.0;19/07/2026;3
39;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;75.3;89.6;24.0;19/07/2026;3
40;PACÍFICO;CAUCA;ARGELIA;19050;Alta;115.0;123.3;11.0;19/07/2026;3
41;PACÍFICO;CAUCA;EL TAMBO;19256;Alta;72.0;107.1;19.0;19/07/2026;3
42;PACÍFICO;CAUCA;GUAPI;19318;Alta;126.0;185.5;26.0;19/07/2026;3
43;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;72.4;190.2;27.0;19/07/2026;3
44;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;109.4;268.2;29.0;19/07/2026;3
45;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;61.6;126.5;27.0;19/07/2026;3
46;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;48.5;76.2;21.0;19/07/2026;3
47;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;80.3;136.3;26.0;19/07/2026;3
48;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;87.5;137.0;27.0;19/07/2026;3
49;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;61.6;94.4;20.0;19/07/2026;3
50;PACÍFICO;CHOCÓ;EL LITORAL DEL SAN JUAN;27250;Alta;90.5;149.2;22.0;19/07/2026;3
51;PACÍFICO;CHOCÓ;JURADÓ;27372;Alta;76.4;112.2;27.0;19/07/2026;3
52;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;Alta;54.7;112.1;22.0;19/07/2026;3
53;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Alta;78.8;123.2;26.0;19/07/2026;3
54;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;57.3;121.5;27.0;19/07/2026;3
55;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;59.1;100.1;25.0;19/07/2026;3
56;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Alta;58.7;117.3;22.0;19/07/2026;3
57;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Alta;58.6;135.0;27.0;19/07/2026;3
58;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Alta;81.8;98.5;17.0;19/07/2026;3
59;PACÍFICO;CHOCÓ;TADÓ;27787;Alta;59.6;83.9;22.0;19/07/2026;3
60;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Alta;35.4;66.5;31.0;19/07/2026;3
61;ANDINA;CUNDINAMARCA;GACHALÁ;25293;Alta;21.9;138.3;31.0;19/07/2026;3
62;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Alta;30.6;225.1;31.0;19/07/2026;3
63;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;23.1;179.2;31.0;19/07/2026;3
64;ANDINA;CUNDINAMARCA;UBALÁ;25839;Alta;23.3;154.2;31.0;19/07/2026;3
65;CARIBE;CÓRDOBA;PUERTO LIBERTADOR;23580;Alta;31.2;83.9;20.0;19/07/2026;3
66;CARIBE;CÓRDOBA;TIERRALTA;23807;Alta;35.8;63.1;24.0;19/07/2026;3
67;CARIBE;MAGDALENA;ARACATACA;47053;Alta;39.1;47.1;7.0;19/07/2026;3
68;ORINOQUÍA;META;ACACÍAS;50006;Alta;38.7;176.5;31.0;19/07/2026;3
69;ORINOQUÍA;META;CUBARRAL;50223;Alta;42.6;241.3;31.0;19/07/2026;3
70;ORINOQUÍA;META;EL CALVARIO;50245;Alta;31.4;163.1;31.0;19/07/2026;3
71;ORINOQUÍA;META;EL CASTILLO;50251;Alta;61.1;273.9;31.0;19/07/2026;3
72;ORINOQUÍA;META;EL DORADO;50270;Alta;61.9;299.8;30.0;19/07/2026;3
73;ORINOQUÍA;META;GUAMAL;50318;Alta;36.7;183.1;30.0;19/07/2026;3
74;ORINOQUÍA;META;LEJANÍAS;50400;Alta;58.6;213.2;31.0;19/07/2026;3
75;ORINOQUÍA;META;RESTREPO;50606;Alta;32.7;227.8;31.0;19/07/2026;3
76;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Alta;57.9;224.4;30.0;19/07/2026;3
77;ORINOQUÍA;META;URIBE;50370;Alta;30.8;92.5;26.0;19/07/2026;3
78;ORINOQUÍA;META;VILLAVICENCIO;50001;Alta;37.3;136.7;29.0;19/07/2026;3
