OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
40;ANDINA;ANTIOQUIA;CONCEPCI”N;05206;Baja;08/08/2026;-;-;-;1
41;ANDINA;ANTIOQUIA;DABEIBA;05234;Baja;08/08/2026;27.3;35.1;16.0;1
42;ANDINA;ANTIOQUIA;EL CARMEN DE VIBORAL;05148;Baja;08/08/2026;-;-;-;1
43;ANDINA;ANTIOQUIA;EL SANTUARIO;05697;Baja;08/08/2026;-;-;-;1
44;ANDINA;ANTIOQUIA;GRANADA;05313;Baja;08/08/2026;-;-;-;1
45;ANDINA;ANTIOQUIA;GUATAP…;05321;Baja;08/08/2026;-;-;-;1
46;ANDINA;ANTIOQUIA;MURIND”;05475;Baja;08/08/2026;30.5;41.9;18.0;1
47;ANDINA;ANTIOQUIA;NECOCLÕ;05490;Baja;08/08/2026;-;-;-;1
48;ANDINA;ANTIOQUIA;PE—OL;05541;Baja;08/08/2026;-;-;-;1
49;ANDINA;ANTIOQUIA;PUERTO NARE;05585;Baja;08/08/2026;-;-;-;1
50;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Baja;08/08/2026;-;-;-;1
51;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;Baja;08/08/2026;-;-;-;1
52;ANDINA;ANTIOQUIA;SAN LUIS;05660;Baja;08/08/2026;-;-;-;1
53;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Baja;08/08/2026;-;-;-;1
54;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Baja;08/08/2026;-;-;-;1
55;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Baja;08/08/2026;-;-;-;1
56;ANDINA;ANTIOQUIA;SONS”N;05756;Baja;08/08/2026;-;-;-;1
57;ANDINA;ANTIOQUIA;VIGÕA DEL FUERTE;05873;Baja;08/08/2026;30.8;51.2;20.0;1
58;ORINOQUÕA;ARAUCA;FORTUL;81300;Baja;08/08/2026;4.5;24.6;27.0;1
59;ANDINA;BOYAC¡;AQUITANIA;15047;Baja;08/08/2026;8.7;74.7;31.0;1
60;ANDINA;BOYAC¡;CUBAR¡;15223;Baja;08/08/2026;1.2;66.9;29.0;1
61;ANDINA;BOYAC¡;GARAGOA;15299;Baja;08/08/2026;17.5;45.6;28.0;1
62;ANDINA;BOYAC¡;GUAYAT¡;15325;Baja;08/08/2026;25.6;62.5;28.0;1
63;ANDINA;BOYAC¡;LABRANZAGRANDE;15377;Baja;08/08/2026;10.0;77.5;30.0;1
64;ANDINA;BOYAC¡;MIRAFLORES;15455;Baja;08/08/2026;14.3;58.3;30.0;1
65;ANDINA;BOYAC¡;PAJARITO;15518;Baja;08/08/2026;18.1;123.1;31.0;1
66;ANDINA;BOYAC¡;PISBA;15550;Baja;08/08/2026;29.7;67.4;27.0;1
67;ANDINA;BOYAC¡;P¡EZ;15514;Baja;08/08/2026;19.7;72.8;31.0;1
68;ANDINA;BOYAC¡;SOMONDOCO;15761;Baja;08/08/2026;24.6;63.9;28.0;1
69;AMAZONÕA;CAQUET¡;EL DONCELLO;18247;Baja;08/08/2026;-;-;-;1
70;AMAZONÕA;CAQUET¡;EL PAUJÕL;18256;Baja;08/08/2026;18.6;95.8;27.0;1
71;AMAZONÕA;CAQUET¡;LA MONTA—ITA;18410;Baja;08/08/2026;19.5;104.9;29.0;1
72;AMAZONÕA;CAQUET¡;PUERTO RICO;18592;Baja;08/08/2026;-;-;-;1
73;ORINOQUÕA;CASANARE;AGUAZUL;85010;Baja;08/08/2026;18.3;49.7;29.0;1
74;ORINOQUÕA;CASANARE;CH¡MEZA;85015;Baja;08/08/2026;22.6;65.0;31.0;1
75;ORINOQUÕA;CASANARE;HATO COROZAL;85125;Baja;08/08/2026;14.7;89.6;24.0;1
76;ORINOQUÕA;CASANARE;NUNCHÕA;85225;Baja;08/08/2026;14.5;52.5;25.0;1
77;ORINOQUÕA;CASANARE;RECETOR;85279;Baja;08/08/2026;24.5;93.7;31.0;1
78;ORINOQUÕA;CASANARE;S¡CAMA;85315;Baja;08/08/2026;12.5;46.1;25.0;1
79;ORINOQUÕA;CASANARE;TAURAMENA;85410;Baja;08/08/2026;32.7;80.7;28.0;1
80;ORINOQUÕA;CASANARE;T¡MARA;85400;Baja;08/08/2026;20.0;58.7;25.0;1
81;PACÕFICO;CAUCA;EL TAMBO;19256;Baja;08/08/2026;12.4;23.9;16.0;1
82;PACÕFICO;CHOC”;ACANDÕ;27006;Baja;08/08/2026;-;-;-;1
83;PACÕFICO;CHOC”;EL LITORAL DEL SAN JUAN;27250;Baja;08/08/2026;21.7;61.2;24.0;1
84;PACÕFICO;CHOC”;UNGUÕA;27800;Baja;08/08/2026;15.6;92.8;26.0;1
85;ANDINA;CUNDINAMARCA;GACHET¡;25297;Baja;08/08/2026;19.8;71.3;29.0;1
86;ANDINA;CUNDINAMARCA;GUATAVITA;25326;Baja;08/08/2026;10.0;36.0;30.0;1
87;CARIBE;C”RDOBA;MONTELÕBANO;23466;Baja;08/08/2026;9.2;78.8;21.0;1
88;CARIBE;C”RDOBA;PUERTO LIBERTADOR;23580;Baja;08/08/2026;16.9;80.1;21.0;1
89;CARIBE;MAGDALENA;CI…NAGA;47189;Baja;08/08/2026;23.2;40.8;16.0;1
90;ORINOQUÕA;META;VISTAHERMOSA;50711;Baja;08/08/2026;27.7;92.3;26.0;1
91;PACÕFICO;NARI—O;BARBACOAS;52079;Baja;08/08/2026;21.5;53.3;28.0;1
92;PACÕFICO;NARI—O;EL CHARCO;52250;Baja;08/08/2026;16.8;56.3;19.0;1
93;PACÕFICO;NARI—O;MAG‹Õ;52427;Baja;08/08/2026;25.8;59.5;26.0;1
94;PACÕFICO;NARI—O;PASTO;52001;Baja;08/08/2026;6.7;32.2;27.0;1
95;PACÕFICO;NARI—O;SAN ANDR…S DE TUMACO;52835;Baja;08/08/2026;22.2;91.9;29.0;1
96;PACÕFICO;NARI—O;SANTA B¡RBARA;52696;Baja;08/08/2026;22.3;74.2;21.0;1
97;AMAZONÕA;PUTUMAYO;SANTIAGO;86760;Baja;08/08/2026;12.5;69.3;31.0;1
98;AMAZONÕA;PUTUMAYO;SIBUNDOY;86749;Baja;08/08/2026;13.4;60.6;31.0;1
99;ANDINA;RISARALDA;PUEBLO RICO;66572;Baja;08/08/2026;17.9;19.7;12.0;1
100;ANDINA;SANTANDER;CONTRATACI”N;68211;Baja;08/08/2026;17.5;134.0;21.0;1
101;ANDINA;ANTIOQUIA;ITUANGO;05361;Moderada;08/08/2026;31.7;49.1;20.0;2
102;ANDINA;ANTIOQUIA;MUTAT¡;05480;Moderada;08/08/2026;34.2;99.4;24.0;2
103;ANDINA;ANTIOQUIA;TURBO;05837;Moderada;08/08/2026;14.9;90.2;25.0;2
104;ORINOQUÕA;ARAUCA;SARAVENA;81736;Moderada;08/08/2026;4.3;51.7;28.0;2
105;ANDINA;BOYAC¡;ALMEIDA;15022;Moderada;08/08/2026;28.4;76.3;28.0;2
106;ANDINA;BOYAC¡;CAMPOHERMOSO;15135;Moderada;08/08/2026;21.1;83.0;31.0;2
107;ANDINA;BOYAC¡;CHIVOR;15236;Moderada;08/08/2026;33.3;86.3;28.0;2
108;ANDINA;BOYAC¡;PAYA;15533;Moderada;08/08/2026;21.5;62.0;26.0;2
109;ANDINA;BOYAC¡;SAN LUIS DE GACENO;15667;Moderada;08/08/2026;37.3;139.8;30.0;2
110;ANDINA;BOYAC¡;SANTA MARÕA;15690;Moderada;08/08/2026;35.9;123.3;30.0;2
111;AMAZONÕA;CAQUET¡;BEL…N DE LOS ANDAQUÕES;18094;Moderada;08/08/2026;24.5;124.7;29.0;2
112;AMAZONÕA;CAQUET¡;FLORENCIA;18001;Moderada;08/08/2026;10.8;66.2;25.0;2
113;AMAZONÕA;CAQUET¡;MORELIA;18479;Moderada;08/08/2026;11.5;108.0;28.0;2
114;AMAZONÕA;CAQUET¡;SAN JOS… DEL FRAGUA;18610;Moderada;08/08/2026;18.4;98.8;30.0;2
115;ORINOQUÕA;CASANARE;SABANALARGA;85300;Moderada;08/08/2026;33.5;131.0;29.0;2
116;ORINOQUÕA;CASANARE;YOPAL;85001;Moderada;08/08/2026;16.3;50.6;25.0;2
117;PACÕFICO;CAUCA;GUAPI;19318;Moderada;08/08/2026;31.5;127.6;24.0;2
118;PACÕFICO;CAUCA;PIAMONTE;19533;Moderada;08/08/2026;27.9;139.1;30.0;2
119;PACÕFICO;CAUCA;SANTA ROSA;19701;Moderada;08/08/2026;13.8;62.0;27.0;2
120;PACÕFICO;CAUCA;TIMBIQUÕ;19809;Moderada;08/08/2026;30.9;145.8;27.0;2
121;PACÕFICO;CHOC”;BAGAD”;27073;Moderada;08/08/2026;37.5;119.4;22.0;2
122;PACÕFICO;CHOC”;CARMEN DEL DARI…N;27150;Moderada;08/08/2026;45.7;101.4;24.0;2
123;PACÕFICO;CHOC”;C…RTEGUI;27160;Moderada;08/08/2026;40.9;196.5;27.0;2
124;PACÕFICO;CHOC”;EL CARMEN DE ATRATO;27245;Moderada;08/08/2026;22.0;33.4;15.0;2
125;PACÕFICO;CHOC”;JURAD”;27372;Moderada;08/08/2026;48.8;124.5;26.0;2
126;PACÕFICO;CHOC”;RIOSUCIO;27615;Moderada;08/08/2026;49.1;136.0;26.0;2
127;PACÕFICO;CHOC”;TAD”;27787;Moderada;08/08/2026;46.2;157.3;22.0;2
128;ANDINA;CUNDINAMARCA;C¡QUEZA;25151;Moderada;08/08/2026;18.4;48.1;29.0;2
129;ANDINA;CUNDINAMARCA;FOSCA;25281;Moderada;08/08/2026;27.6;51.0;29.0;2
130;ANDINA;CUNDINAMARCA;GACHAL¡;25293;Moderada;08/08/2026;40.4;116.1;30.0;2
131;ANDINA;CUNDINAMARCA;GAMA;25299;Moderada;08/08/2026;29.1;92.3;31.0;2
132;ANDINA;CUNDINAMARCA;GUTI…RREZ;25339;Moderada;08/08/2026;26.9;46.8;28.0;2
133;ANDINA;CUNDINAMARCA;JUNÕN;25372;Moderada;08/08/2026;20.6;54.9;31.0;2
134;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Moderada;08/08/2026;38.3;112.6;28.0;2
135;ANDINA;CUNDINAMARCA;QUETAME;25594;Moderada;08/08/2026;27.6;169.1;29.0;2
136;ANDINA;CUNDINAMARCA;UBAL¡;25839;Moderada;08/08/2026;43.2;116.8;30.0;2
137;CARIBE;C”RDOBA;TIERRALTA;23807;Moderada;08/08/2026;16.6;75.3;24.0;2
138;ANDINA;HUILA;ACEVEDO;41006;Moderada;08/08/2026;24.7;99.9;28.0;2
139;ANDINA;HUILA;ISNOS;41359;Moderada;08/08/2026;14.4;52.5;27.0;2
140;ANDINA;HUILA;PALESTINA;41530;Moderada;08/08/2026;37.3;111.2;27.0;2
141;ANDINA;HUILA;PITALITO;41551;Moderada;08/08/2026;26.7;99.2;27.0;2
142;CARIBE;MAGDALENA;SANTA MARTA;47001;Moderada;08/08/2026;8.7;15.8;15.0;2
143;ORINOQUÕA;META;BARRANCA DE UPÕA;50110;Moderada;08/08/2026;32.8;72.0;28.0;2
144;ORINOQUÕA;META;CUMARAL;50226;Moderada;08/08/2026;22.9;100.3;28.0;2
145;ORINOQUÕA;META;EL CALVARIO;50245;Moderada;08/08/2026;34.7;146.2;30.0;2
146;ORINOQUÕA;META;LA MACARENA;50350;Moderada;08/08/2026;16.2;129.3;24.0;2
147;ORINOQUÕA;META;LEJANÕAS;50400;Moderada;08/08/2026;46.0;115.6;27.0;2
148;ORINOQUÕA;META;MESETAS;50330;Moderada;08/08/2026;31.7;100.9;27.0;2
149;ORINOQUÕA;META;SAN JUANITO;50686;Moderada;08/08/2026;35.7;141.2;30.0;2
150;ORINOQUÕA;META;URIBE;50370;Moderada;08/08/2026;15.9;48.1;21.0;2
151;PACÕFICO;NARI—O;FRANCISCO PIZARRO;52520;Moderada;08/08/2026;38.6;223.3;27.0;2
152;PACÕFICO;NARI—O;ROBERTO PAY¡N;52621;Moderada;08/08/2026;31.3;125.6;28.0;2
153;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Moderada;08/08/2026;0.5;54.5;29.0;2
154;AMAZONÕA;PUTUMAYO;ORITO;86320;Moderada;08/08/2026;10.7;52.4;29.0;2
155;AMAZONÕA;PUTUMAYO;VILLAGARZ”N;86885;Moderada;08/08/2026;21.9;145.3;30.0;2
