OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;ALTA;26.7;94.0;27.0;13/09/2026
2;ANDINA;ANTIOQUIA;ANGOSTURA;05038;ALTA;38.7;64.6;23.0;13/09/2026
3;ANDINA;ANTIOQUIA;GÓMEZ PLATA;05310;ALTA;40.7;92.7;26.0;13/09/2026
4;ANDINA;ANTIOQUIA;SAN CARLOS;05649;ALTA;24.0;98.4;26.0;13/09/2026
5;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;ALTA;26.6;160.2;23.0;13/09/2026
6;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;27.9;96.2;28.0;13/09/2026
7;ANDINA;ANTIOQUIA;SAN ROQUE;05670;ALTA;24.2;97.6;28.0;13/09/2026
8;ANDINA;ANTIOQUIA;YOLOMBÓ;05890;ALTA;24.7;99.8;26.0;13/09/2026
9;ORINOQUÍA;ARAUCA;FORTUL;81300;ALTA;10.3;79.9;26.0;13/09/2026
10;ORINOQUÍA;ARAUCA;SARAVENA;81736;ALTA;24.2;128.5;29.0;13/09/2026
11;ANDINA;BOYACÁ;CUBARÁ;15223;ALTA;17.7;139.2;29.0;13/09/2026
12;ANDINA;BOYACÁ;PAYA;15533;ALTA;35.2;154.1;28.0;13/09/2026
13;ANDINA;BOYACÁ;SANTA MARÍA;15690;ALTA;;;;13/09/2026
14;ORINOQUÍA;CASANARE;MONTERREY;85162;ALTA;30.5;103.5;28.0;13/09/2026
15;ORINOQUÍA;CASANARE;NUNCHÍA;85225;ALTA;24.5;113.7;27.0;13/09/2026
16;ORINOQUÍA;CASANARE;TÁMARA;85400;ALTA;38.1;140.0;27.0;13/09/2026
17;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;35.0;111.0;25.0;13/09/2026
18;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;19.9;202.6;25.0;13/09/2026
19;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;ALTA;42.3;254.7;29.0;13/09/2026
20;PACÍFICO;CHOCÓ;BAGADÓ;27073;ALTA;60.3;192.0;26.0;13/09/2026
21;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;12.8;174.9;29.0;13/09/2026
22;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;31.7;281.2;29.0;13/09/2026
23;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;12.4;89.8;29.0;13/09/2026
24;PACÍFICO;CHOCÓ;CONDOTO;27205;ALTA;68.9;344.8;27.0;13/09/2026
25;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;ALTA;103.1;355.6;29.0;13/09/2026
26;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;ALTA;95.0;347.9;29.0;13/09/2026
27;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;ALTA;38.7;94.5;22.0;13/09/2026
28;PACÍFICO;CHOCÓ;ISTMINA;27361;ALTA;52.8;247.6;29.0;13/09/2026
29;PACÍFICO;CHOCÓ;LLORÓ;27413;ALTA;62.0;224.9;29.0;13/09/2026
30;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;ALTA;47.2;316.4;29.0;13/09/2026
31;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;54.5;323.9;27.0;13/09/2026
32;PACÍFICO;CHOCÓ;QUIBDÓ;27001;ALTA;38.3;170.5;28.0;13/09/2026
33;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;86.2;352.3;28.0;13/09/2026
34;PACÍFICO;CHOCÓ;RÍO QUITO;27600;ALTA;59.3;246.3;29.0;13/09/2026
35;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;ALTA;35.0;135.3;20.0;13/09/2026
36;PACÍFICO;CHOCÓ;TADÓ;27787;ALTA;71.1;236.9;26.0;13/09/2026
37;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;33.0;75.9;29.0;13/09/2026
38;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;ALTA;40.5;74.2;24.0;13/09/2026
39;ORINOQUÍA;META;ACACÍAS;50006;ALTA;32.7;53.6;27.0;13/09/2026
