OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ORINOQUÕA;ARAUCA;FORTUL;81300;ALTA;7.0;132.2;27.0;14/07/2026
2;ORINOQUÕA;ARAUCA;SARAVENA;81736;ALTA;18.1;168.4;26.0;14/07/2026
3;ORINOQUÕA;ARAUCA;TAME;81794;ALTA;7.0;145.4;25.0;14/07/2026
4;ANDINA;BOYAC¡;CUBAR¡;15223;ALTA;41.8;232.2;27.0;14/07/2026
5;ANDINA;BOYAC¡;MACANAL;15425;ALTA;13.2;109.2;30.0;14/07/2026
6;ANDINA;BOYAC¡;PAYA;15533;ALTA;15.0;186.9;25.0;14/07/2026
7;ORINOQUÕA;CASANARE;HATO COROZAL;85125;ALTA;22.0;172.9;25.0;14/07/2026
8;ORINOQUÕA;CASANARE;MONTERREY;85162;ALTA;14.0;141.2;29.0;14/07/2026
9;ORINOQUÕA;CASANARE;NUNCHÕA;85225;ALTA;8.7;204.5;24.0;14/07/2026
10;ORINOQUÕA;CASANARE;S¡CAMA;85315;ALTA;21.8;150.9;26.0;14/07/2026
11;ORINOQUÕA;CASANARE;T¡MARA;85400;ALTA;28.7;195.8;25.0;14/07/2026
12;ORINOQUÕA;CASANARE;YOPAL;85001;ALTA;13.9;167.0;24.0;14/07/2026
13;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;ALTA;14.0;159.9;27.0;14/07/2026
14;PACÕFICO;CAUCA;SANTA ROSA;19701;ALTA;17.8;66.4;27.0;14/07/2026
15;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;7.4;133.3;30.0;14/07/2026
16;ORINOQUÕA;META;EL CASTILLO;50251;ALTA;36.7;119.0;29.0;14/07/2026
17;ORINOQUÕA;META;SAN JUAN DE ARAMA;50683;ALTA;27.8;102.3;29.0;14/07/2026
18;PACÕFICO;NARI—O;BARBACOAS;52079;ALTA;7.1;167.6;30.0;14/07/2026
19;PACÕFICO;NARI—O;MAG‹Õ;52427;ALTA;3.8;186.4;28.0;14/07/2026
20;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;ALTA;31.5;166.9;28.0;14/07/2026
21;AMAZONÕA;PUTUMAYO;MOCOA;86001;ALTA;42.4;133.7;29.0;14/07/2026
22;AMAZONÕA;PUTUMAYO;PUERTO GUZM¡N;86571;ALTA;;;;14/07/2026
23;AMAZONÕA;PUTUMAYO;SAN FRANCISCO;86755;ALTA;44.4;189.2;29.0;14/07/2026
24;PACÕFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;8.4;109.4;24.0;14/07/2026
25;ANDINA;ANTIOQUIA;ANORÕ;05040;BAJA;14.4;29.4;18.0;14/07/2026
26;ANDINA;ANTIOQUIA;CAREPA;05147;BAJA;;;;14/07/2026
27;ANDINA;ANTIOQUIA;CHIGOROD”;05172;BAJA;;;;14/07/2026
28;ANDINA;ANTIOQUIA;C¡CERES;05120;BAJA;42.0;73.1;18.0;14/07/2026
29;ANDINA;ANTIOQUIA;MUTAT¡;05480;BAJA;13.8;89.3;27.0;14/07/2026
30;ANDINA;ANTIOQUIA;ZARAGOZA;05895;BAJA;32.9;61.6;16.0;14/07/2026
