OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
1;ORINOQUÕA;ARAUCA;FORTUL;81300;Alta;14/07/2026;7.0;132.2;27.0;3
2;ORINOQUÕA;ARAUCA;SARAVENA;81736;Alta;14/07/2026;18.1;168.4;26.0;3
3;ORINOQUÕA;ARAUCA;TAME;81794;Alta;14/07/2026;7.0;145.4;25.0;3
4;ANDINA;BOYAC¡;CUBAR¡;15223;Alta;14/07/2026;41.8;232.2;27.0;3
5;ANDINA;BOYAC¡;MACANAL;15425;Alta;14/07/2026;13.2;109.2;30.0;3
6;ANDINA;BOYAC¡;PAYA;15533;Alta;14/07/2026;15.0;186.9;25.0;3
7;ORINOQUÕA;CASANARE;HATO COROZAL;85125;Alta;14/07/2026;22.0;172.9;25.0;3
8;ORINOQUÕA;CASANARE;MONTERREY;85162;Alta;14/07/2026;14.0;141.2;29.0;3
9;ORINOQUÕA;CASANARE;NUNCHÕA;85225;Alta;14/07/2026;8.7;204.5;24.0;3
10;ORINOQUÕA;CASANARE;S¡CAMA;85315;Alta;14/07/2026;21.8;150.9;26.0;3
11;ORINOQUÕA;CASANARE;T¡MARA;85400;Alta;14/07/2026;28.7;195.8;25.0;3
12;ORINOQUÕA;CASANARE;YOPAL;85001;Alta;14/07/2026;13.9;167.0;24.0;3
13;PACÕFICO;CAUCA;L”PEZ DE MICAY;19418;Alta;14/07/2026;14.0;159.9;27.0;3
14;PACÕFICO;CAUCA;SANTA ROSA;19701;Alta;14/07/2026;17.8;66.4;27.0;3
15;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;14/07/2026;7.4;133.3;30.0;3
16;ORINOQUÕA;META;EL CASTILLO;50251;Alta;14/07/2026;36.7;119.0;29.0;3
17;ORINOQUÕA;META;SAN JUAN DE ARAMA;50683;Alta;14/07/2026;27.8;102.3;29.0;3
18;PACÕFICO;NARI—O;BARBACOAS;52079;Alta;14/07/2026;7.1;167.6;30.0;3
19;PACÕFICO;NARI—O;MAG‹Õ;52427;Alta;14/07/2026;3.8;186.4;28.0;3
20;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;14/07/2026;31.5;166.9;28.0;3
21;AMAZONÕA;PUTUMAYO;MOCOA;86001;Alta;14/07/2026;42.4;133.7;29.0;3
22;AMAZONÕA;PUTUMAYO;PUERTO GUZM¡N;86571;Alta;14/07/2026;-;-;-;3
23;AMAZONÕA;PUTUMAYO;SAN FRANCISCO;86755;Alta;14/07/2026;44.4;189.2;29.0;3
24;PACÕFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;14/07/2026;8.4;109.4;24.0;3
25;ANDINA;ANTIOQUIA;ANORÕ;05040;Baja;14/07/2026;14.4;29.4;18.0;1
26;ANDINA;ANTIOQUIA;CAREPA;05147;Baja;14/07/2026;-;-;-;1
27;ANDINA;ANTIOQUIA;CHIGOROD”;05172;Baja;14/07/2026;-;-;-;1
28;ANDINA;ANTIOQUIA;C¡CERES;05120;Baja;14/07/2026;42.0;73.1;18.0;1
29;ANDINA;ANTIOQUIA;MUTAT¡;05480;Baja;14/07/2026;13.8;89.3;27.0;1
30;ANDINA;ANTIOQUIA;ZARAGOZA;05895;Baja;14/07/2026;32.9;61.6;16.0;1
31;ANDINA;BOYAC¡;GARAGOA;15299;Baja;14/07/2026;10.1;69.1;30.0;1
32;ANDINA;BOYAC¡;GUAYAT¡;15325;Baja;14/07/2026;11.3;97.9;29.0;1
33;ANDINA;BOYAC¡;LABRANZAGRANDE;15377;Baja;14/07/2026;6.9;147.7;28.0;1
34;ANDINA;BOYAC¡;MONGUA;15464;Baja;14/07/2026;5.1;105.3;28.0;1
35;ANDINA;BOYAC¡;PAJARITO;15518;Baja;14/07/2026;9.6;147.9;29.0;1
36;ANDINA;BOYAC¡;QUÕPAMA;15580;Baja;14/07/2026;-;-;-;1
37;ANDINA;BOYAC¡;SOMONDOCO;15761;Baja;14/07/2026;9.4;72.9;27.0;1
38;AMAZONÕA;CAQUET¡;EL DONCELLO;18247;Baja;14/07/2026;-;-;-;1
39;AMAZONÕA;CAQUET¡;EL PAUJÕL;18256;Baja;14/07/2026;-;-;-;1
40;AMAZONÕA;CAQUET¡;LA MONTA—ITA;18410;Baja;14/07/2026;-;-;-;1
41;AMAZONÕA;CAQUET¡;PUERTO RICO;18592;Baja;14/07/2026;-;-;-;1
42;ORINOQUÕA;CASANARE;AGUAZUL;85010;Baja;14/07/2026;9.1;104.1;28.0;1
