OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;FECHA_EJECUCION;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;nivel_numero
24;CARIBE;BOLÍVAR;SANTA ROSA DEL SUR;13688;Alta;04/08/2026;79.0;92.8;17.0;3
25;CARIBE;BOLÍVAR;SIMITÍ;13744;Alta;04/08/2026;71.3;76.0;15.0;3
26;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;04/08/2026;46.6;81.6;28.0;3
27;ANDINA;BOYACÁ;SANTA MARÍA;15690;Alta;04/08/2026;20.8;73.2;30.0;3
28;PACÍFICO;CAUCA;GUAPI;19318;Alta;04/08/2026;50.4;99.2;24.0;3
29;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;04/08/2026;61.6;186.3;29.0;3
30;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;04/08/2026;52.5;146.7;28.0;3
31;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;04/08/2026;79.9;242.0;28.0;3
32;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;04/08/2026;45.4;89.2;24.0;3
33;PACÍFICO;CHOCÓ;EL LITORAL DEL SAN JUAN;27250;Alta;04/08/2026;61.8;125.7;24.0;3
34;PACÍFICO;CHOCÓ;ISTMINA;27361;Alta;04/08/2026;61.2;187.9;27.0;3
35;PACÍFICO;CHOCÓ;MEDIO ATRATO;27425;Alta;04/08/2026;51.3;125.2;25.0;3
36;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Alta;04/08/2026;68.7;236.8;27.0;3
37;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;04/08/2026;76.1;201.0;29.0;3
38;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;04/08/2026;66.3;235.1;26.0;3
39;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Alta;04/08/2026;55.5;130.2;25.0;3
40;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;04/08/2026;57.2;216.6;27.0;3
41;ANDINA;HUILA;SAN AGUSTÍN;41668;Alta;04/08/2026;-;-;-;3
42;ORINOQUÍA;META;VILLAVICENCIO;50001;Alta;04/08/2026;34.4;137.1;30.0;3
43;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;04/08/2026;27.1;68.6;29.0;3
44;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;04/08/2026;20.9;80.9;30.0;3
45;ANDINA;SANTANDER;CONTRATACIÓN;68211;Alta;04/08/2026;44.4;106.0;21.0;3
46;ANDINA;SANTANDER;EL PLAYÓN;68255;Alta;04/08/2026;39.9;52.1;18.0;3
47;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;04/08/2026;43.7;107.2;25.0;3
48;ANDINA;ANTIOQUIA;ALEJANDRÍA;05021;Baja;04/08/2026;27.2;39.2;19.0;1
49;ANDINA;ANTIOQUIA;ANGOSTURA;05038;Baja;04/08/2026;30.9;73.0;18.0;1
50;ANDINA;ANTIOQUIA;ARBOLETES;05051;Baja;04/08/2026;45.3;57.9;17.0;1
51;ANDINA;ANTIOQUIA;CHIGORODÓ;05172;Baja;04/08/2026;42.2;72.3;26.0;1
52;ANDINA;ANTIOQUIA;GRANADA;05313;Baja;04/08/2026;44.2;53.8;15.0;1
53;ANDINA;ANTIOQUIA;MUTATÁ;05480;Baja;04/08/2026;35.7;58.4;24.0;1
54;ANDINA;ANTIOQUIA;PEQUE;05543;Baja;04/08/2026;32.8;43.8;18.0;1
55;ANDINA;ANTIOQUIA;URRAO;05847;Baja;04/08/2026;38.9;53.0;14.0;1
56;ANDINA;ANTIOQUIA;VIGÍA DEL FUERTE;05873;Baja;04/08/2026;33.8;56.2;19.0;1
57;CARIBE;BOLÍVAR;ACHÍ;13006;Baja;04/08/2026;41.5;55.4;14.0;1
58;CARIBE;BOLÍVAR;NOROSÍ;13490;Baja;04/08/2026;43.6;48.4;12.0;1
59;CARIBE;BOLÍVAR;SAN MARTÍN DE LOBA;13667;Baja;04/08/2026;56.6;56.6;12.0;1
60;ANDINA;BOYACÁ;ALMEIDA;15022;Baja;04/08/2026;15.8;66.9;28.0;1
61;ANDINA;BOYACÁ;AQUITANIA;15047;Baja;04/08/2026;10.8;58.9;31.0;1
62;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Baja;04/08/2026;16.3;89.3;31.0;1
63;ANDINA;BOYACÁ;CHITA;15183;Baja;04/08/2026;29.3;46.4;20.0;1
64;ANDINA;BOYACÁ;CHIVOR;15236;Baja;04/08/2026;15.7;63.5;28.0;1
65;ANDINA;BOYACÁ;LABRANZAGRANDE;15377;Baja;04/08/2026;23.9;63.2;30.0;1
66;ANDINA;BOYACÁ;MONGUA;15464;Baja;04/08/2026;25.8;48.4;29.0;1
67;ANDINA;BOYACÁ;PAJARITO;15518;Baja;04/08/2026;19.9;89.6;31.0;1
68;ANDINA;BOYACÁ;PÁEZ;15514;Baja;04/08/2026;16.1;81.6;31.0;1
69;ANDINA;BOYACÁ;SAN LUIS DE GACENO;15667;Baja;04/08/2026;24.9;102.9;31.0;1
70;ANDINA;BOYACÁ;SOCOTÁ;15755;Baja;04/08/2026;30.6;37.9;20.0;1
71;ORINOQUÍA;CASANARE;RECETOR;85279;Baja;04/08/2026;15.1;68.7;31.0;1
72;ORINOQUÍA;CASANARE;VILLANUEVA;85440;Baja;04/08/2026;21.5;71.9;28.0;1
73;ANDINA;CUNDINAMARCA;CÁQUEZA;25151;Baja;04/08/2026;12.9;30.7;29.0;1
74;ANDINA;CUNDINAMARCA;FOSCA;25281;Baja;04/08/2026;21.1;24.7;29.0;1
75;ANDINA;CUNDINAMARCA;GACHALÁ;25293;Baja;04/08/2026;19.8;108.3;31.0;1
76;ANDINA;CUNDINAMARCA;GAMA;25299;Baja;04/08/2026;16.7;84.9;31.0;1
77;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;Baja;04/08/2026;21.5;25.2;28.0;1
78;ANDINA;CUNDINAMARCA;JUNÍN;25372;Baja;04/08/2026;14.2;53.0;31.0;1
79;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Baja;04/08/2026;25.9;67.5;29.0;1
80;ANDINA;CUNDINAMARCA;UBALÁ;25839;Baja;04/08/2026;19.0;88.7;30.0;1
81;ANDINA;HUILA;PITALITO;41551;Baja;04/08/2026;8.9;76.9;27.0;1
82;ORINOQUÍA;META;BARRANCA DE UPÍA;50110;Baja;04/08/2026;27.9;67.5;28.0;1
83;ORINOQUÍA;META;EL DORADO;50270;Baja;04/08/2026;21.5;79.5;28.0;1
84;ORINOQUÍA;META;GUAMAL;50318;Baja;04/08/2026;22.8;70.3;29.0;1
85;ORINOQUÍA;META;LEJANÍAS;50400;Baja;04/08/2026;19.5;125.0;28.0;1
86;ORINOQUÍA;META;MESETAS;50330;Baja;04/08/2026;19.5;107.4;28.0;1
87;ORINOQUÍA;META;SAN JUANITO;50686;Baja;04/08/2026;23.1;92.9;30.0;1
88;ORINOQUÍA;META;URIBE;50370;Baja;04/08/2026;18.6;50.7;22.0;1
89;ORINOQUÍA;META;VISTAHERMOSA;50711;Baja;04/08/2026;20.2;76.9;27.0;1
90;PACÍFICO;NARIÑO;MAGÜÍ;52427;Baja;04/08/2026;41.1;60.5;27.0;1
91;PACÍFICO;NARIÑO;RICAURTE;52612;Baja;04/08/2026;26.5;40.0;28.0;1
92;ANDINA;NORTE DE SANTANDER;CHITAGÁ;54174;Baja;04/08/2026;16.8;47.7;28.0;1
93;ANDINA;NORTE DE SANTANDER;CONVENCIÓN;54206;Baja;04/08/2026;45.4;46.5;16.0;1
94;ANDINA;NORTE DE SANTANDER;EL CARMEN;54245;Baja;04/08/2026;42.3;43.5;15.0;1
95;ANDINA;NORTE DE SANTANDER;EL TARRA;54250;Baja;04/08/2026;40.6;50.7;21.0;1
96;ANDINA;NORTE DE SANTANDER;HERRÁN;54347;Baja;04/08/2026;24.2;32.5;30.0;1
97;ANDINA;NORTE DE SANTANDER;TEORAMA;54800;Baja;04/08/2026;46.2;47.9;19.0;1
98;ANDINA;NORTE DE SANTANDER;TIBÚ;54810;Baja;04/08/2026;38.3;49.9;21.0;1
99;AMAZONÍA;PUTUMAYO;SANTIAGO;86760;Baja;04/08/2026;22.3;70.0;30.0;1
100;AMAZONÍA;PUTUMAYO;SIBUNDOY;86749;Baja;04/08/2026;21.4;61.5;30.0;1
101;ANDINA;RISARALDA;PUEBLO RICO;66572;Baja;04/08/2026;38.9;40.9;13.0;1
102;ANDINA;SANTANDER;AGUADA;68013;Baja;04/08/2026;38.5;76.3;24.0;1
103;ANDINA;SANTANDER;BARICHARA;68079;Baja;04/08/2026;38.0;51.5;20.0;1
104;ANDINA;SANTANDER;CABRERA;68121;Baja;04/08/2026;42.2;62.8;20.0;1
105;ANDINA;SANTANDER;CONCEPCIÓN;68207;Baja;04/08/2026;18.8;23.7;22.0;1
106;ANDINA;SANTANDER;EL GUACAMAYO;68245;Baja;04/08/2026;45.4;103.4;20.0;1
107;ANDINA;SANTANDER;FLORIDABLANCA;68276;Baja;04/08/2026;44.7;48.0;18.0;1
108;ANDINA;SANTANDER;GALÁN;68296;Baja;04/08/2026;45.1;57.0;20.0;1
109;ANDINA;SANTANDER;GUADALUPE;68320;Baja;04/08/2026;35.8;93.6;22.0;1
110;ANDINA;SANTANDER;GUAPOTÁ;68322;Baja;04/08/2026;38.4;94.0;21.0;1
111;ANDINA;SANTANDER;LA PAZ;68397;Baja;04/08/2026;44.0;80.2;23.0;1
112;ANDINA;SANTANDER;LEBRIJA;68406;Baja;04/08/2026;39.6;50.6;15.0;1
113;ANDINA;SANTANDER;OIBA;68500;Baja;04/08/2026;31.5;66.6;22.0;1
114;ANDINA;SANTANDER;PALMAR;68522;Baja;04/08/2026;47.1;76.5;22.0;1
115;ANDINA;SANTANDER;PALMAS DEL SOCORRO;68524;Baja;04/08/2026;37.4;72.6;22.0;1
116;ANDINA;SANTANDER;PIEDECUESTA;68547;Baja;04/08/2026;43.5;46.4;19.0;1
117;ANDINA;SANTANDER;RIONEGRO;68615;Baja;04/08/2026;43.2;51.0;17.0;1
118;ANDINA;SANTANDER;SAN BENITO;68673;Baja;04/08/2026;33.8;41.7;21.0;1
119;ANDINA;SANTANDER;SAN VICENTE DE CHUCURÍ;68689;Baja;04/08/2026;36.6;41.2;18.0;1
120;ANDINA;SANTANDER;SOCORRO;68755;Baja;04/08/2026;37.7;50.8;19.0;1
121;ANDINA;SANTANDER;SUAITA;68770;Baja;04/08/2026;26.4;38.9;24.0;1
122;ANDINA;SANTANDER;TONA;68820;Baja;04/08/2026;27.2;28.6;26.0;1
123;ANDINA;ANTIOQUIA;APARTADÓ;05045;Moderada;04/08/2026;59.5;87.9;26.0;2
124;ANDINA;ANTIOQUIA;CARACOLÍ;05142;Moderada;04/08/2026;36.3;39.0;20.0;2
125;ANDINA;ANTIOQUIA;CAREPA;05147;Moderada;04/08/2026;50.9;82.1;26.0;2
126;ANDINA;ANTIOQUIA;MACEO;05425;Moderada;04/08/2026;40.6;42.2;20.0;2
127;ANDINA;ANTIOQUIA;NECOCLÍ;05490;Moderada;04/08/2026;68.1;76.8;21.0;2
128;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;Moderada;04/08/2026;41.8;43.1;20.0;2
129;ANDINA;ANTIOQUIA;PUERTO NARE;05585;Moderada;04/08/2026;42.0;44.1;15.0;2
130;ANDINA;ANTIOQUIA;SAN CARLOS;05649;Moderada;04/08/2026;45.8;54.8;19.0;2
131;ANDINA;ANTIOQUIA;SAN LUIS;05660;Moderada;04/08/2026;44.6;49.4;16.0;2
132;ANDINA;ANTIOQUIA;SAN PEDRO DE URABÁ;05665;Moderada;04/08/2026;44.9;62.3;21.0;2
133;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Moderada;04/08/2026;35.6;48.0;20.0;2
134;ANDINA;ANTIOQUIA;SAN ROQUE;05670;Moderada;04/08/2026;32.3;42.7;20.0;2
135;ANDINA;ANTIOQUIA;YARUMAL;05887;Moderada;04/08/2026;38.4;96.0;18.0;2
136;ANDINA;ANTIOQUIA;YONDÓ;05893;Moderada;04/08/2026;41.9;50.2;21.0;2
137;ORINOQUÍA;ARAUCA;FORTUL;81300;Moderada;04/08/2026;48.1;58.9;26.0;2
138;ORINOQUÍA;ARAUCA;TAME;81794;Moderada;04/08/2026;33.3;47.0;25.0;2
139;CARIBE;BOLÍVAR;CANTAGALLO;13160;Moderada;04/08/2026;56.9;76.4;21.0;2
140;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Moderada;04/08/2026;37.8;41.6;12.0;2
141;CARIBE;BOLÍVAR;TIQUISIO;13810;Moderada;04/08/2026;45.3;63.6;14.0;2
142;ANDINA;BOYACÁ;CHISCAS;15180;Moderada;04/08/2026;29.0;33.8;20.0;2
143;ANDINA;BOYACÁ;GÜICÁN DE LA SIERRA;15332;Moderada;04/08/2026;42.9;51.9;24.0;2
144;ANDINA;BOYACÁ;MACANAL;15425;Moderada;04/08/2026;17.1;81.7;28.0;2
145;ANDINA;BOYACÁ;PAYA;15533;Moderada;04/08/2026;44.5;58.6;27.0;2
146;ANDINA;BOYACÁ;PISBA;15550;Moderada;04/08/2026;53.7;68.0;27.0;2
147;ORINOQUÍA;CASANARE;HATO COROZAL;85125;Moderada;04/08/2026;39.5;83.6;24.0;2
148;ORINOQUÍA;CASANARE;MONTERREY;85162;Moderada;04/08/2026;23.4;66.6;30.0;2
149;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Moderada;04/08/2026;41.0;50.3;26.0;2
150;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;Moderada;04/08/2026;47.1;90.8;26.0;2
151;ORINOQUÍA;CASANARE;PORE;85263;Moderada;04/08/2026;42.9;76.3;24.0;2
152;ORINOQUÍA;CASANARE;SABANALARGA;85300;Moderada;04/08/2026;25.7;119.9;30.0;2
153;ORINOQUÍA;CASANARE;SÁCAMA;85315;Moderada;04/08/2026;30.1;45.7;25.0;2
154;ORINOQUÍA;CASANARE;TÁMARA;85400;Moderada;04/08/2026;47.0;61.2;25.0;2
155;ORINOQUÍA;CASANARE;YOPAL;85001;Moderada;04/08/2026;21.0;30.9;26.0;2
156;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Moderada;04/08/2026;33.8;82.5;26.0;2
157;PACÍFICO;CAUCA;PIAMONTE;19533;Moderada;04/08/2026;18.8;94.3;29.0;2
158;PACÍFICO;CAUCA;SANTA ROSA;19701;Moderada;04/08/2026;10.1;47.1;26.0;2
159;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Moderada;04/08/2026;45.4;127.4;27.0;2
160;PACÍFICO;CHOCÓ;ACANDÍ;27006;Moderada;04/08/2026;69.1;87.0;25.0;2
161;PACÍFICO;CHOCÓ;BAGADÓ;27073;Moderada;04/08/2026;45.0;111.8;23.0;2
162;PACÍFICO;CHOCÓ;CARMEN DEL DARIÉN;27150;Moderada;04/08/2026;47.0;68.5;24.0;2
163;PACÍFICO;CHOCÓ;CONDOTO;27205;Moderada;04/08/2026;59.0;234.3;27.0;2
164;PACÍFICO;CHOCÓ;CÉRTEGUI;27160;Moderada;04/08/2026;59.1;186.4;28.0;2
165;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Moderada;04/08/2026;56.6;193.5;28.0;2
166;PACÍFICO;CHOCÓ;EL CARMEN DE ATRATO;27245;Moderada;04/08/2026;30.6;41.7;15.0;2
167;PACÍFICO;CHOCÓ;JURADÓ;27372;Moderada;04/08/2026;54.9;83.6;26.0;2
168;PACÍFICO;CHOCÓ;LLORÓ;27413;Moderada;04/08/2026;54.9;148.8;26.0;2
169;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Moderada;04/08/2026;43.7;71.3;26.0;2
170;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Moderada;04/08/2026;59.5;168.0;29.0;2
171;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Moderada;04/08/2026;42.5;108.8;20.0;2
172;PACÍFICO;CHOCÓ;SIPÍ;27745;Moderada;04/08/2026;52.9;97.1;16.0;2
173;PACÍFICO;CHOCÓ;TADÓ;27787;Moderada;04/08/2026;50.8;138.2;23.0;2
174;PACÍFICO;CHOCÓ;UNGUÍA;27800;Moderada;04/08/2026;70.5;94.3;26.0;2
175;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Moderada;04/08/2026;16.3;38.7;30.0;2
176;ANDINA;CUNDINAMARCA;GUAYABETAL;25335;Moderada;04/08/2026;26.2;138.7;30.0;2
177;ANDINA;CUNDINAMARCA;MEDINA;25438;Moderada;04/08/2026;23.0;76.3;30.0;2
178;ANDINA;CUNDINAMARCA;QUETAME;25594;Moderada;04/08/2026;21.0;116.6;29.0;2
179;CARIBE;CÓRDOBA;MONTELÍBANO;23466;Moderada;04/08/2026;39.8;70.9;21.0;2
180;CARIBE;CÓRDOBA;PUERTO LIBERTADOR;23580;Moderada;04/08/2026;48.6;78.4;22.0;2
181;CARIBE;CÓRDOBA;SAN JOSÉ DE URÉ;23682;Moderada;04/08/2026;41.0;82.7;20.0;2
182;CARIBE;CÓRDOBA;TIERRALTA;23807;Moderada;04/08/2026;43.8;62.3;24.0;2
183;CARIBE;CÓRDOBA;VALENCIA;23855;Moderada;04/08/2026;49.4;70.0;23.0;2
184;ORINOQUÍA;META;ACACÍAS;50006;Moderada;04/08/2026;31.1;114.5;30.0;2
185;ORINOQUÍA;META;CUBARRAL;50223;Moderada;04/08/2026;22.7;85.5;29.0;2
186;ORINOQUÍA;META;CUMARAL;50226;Moderada;04/08/2026;28.1;85.8;29.0;2
187;ORINOQUÍA;META;EL CALVARIO;50245;Moderada;04/08/2026;26.0;97.4;30.0;2
188;ORINOQUÍA;META;EL CASTILLO;50251;Moderada;04/08/2026;20.1;93.5;28.0;2
189;ORINOQUÍA;META;RESTREPO;50606;Moderada;04/08/2026;31.9;166.6;31.0;2
190;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Moderada;04/08/2026;22.8;85.1;28.0;2
191;PACÍFICO;NARIÑO;BARBACOAS;52079;Moderada;04/08/2026;43.7;63.5;29.0;2
192;PACÍFICO;NARIÑO;EL CHARCO;52250;Moderada;04/08/2026;35.0;52.8;20.0;2
193;PACÍFICO;NARIÑO;FRANCISCO PIZARRO;52520;Moderada;04/08/2026;29.4;197.2;27.0;2
194;PACÍFICO;NARIÑO;PASTO;52001;Moderada;04/08/2026;6.3;29.4;26.0;2
195;PACÍFICO;NARIÑO;ROBERTO PAYÁN;52621;Moderada;04/08/2026;29.9;110.0;29.0;2
196;PACÍFICO;NARIÑO;SAN ANDRÉS DE TUMACO;52835;Moderada;04/08/2026;34.0;86.6;29.0;2
197;PACÍFICO;NARIÑO;SANTA BÁRBARA;52696;Moderada;04/08/2026;46.9;71.0;22.0;2
198;AMAZONÍA;PUTUMAYO;ORITO;86320;Moderada;04/08/2026;10.5;45.9;28.0;2
199;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;Moderada;04/08/2026;26.3;117.2;30.0;2
200;AMAZONÍA;PUTUMAYO;VILLAGARZÓN;86885;Moderada;04/08/2026;24.0;106.0;29.0;2
201;ANDINA;SANTANDER;CHIMA;68176;Moderada;04/08/2026;43.8;118.6;20.0;2
202;ANDINA;SANTANDER;EL CARMEN DE CHUCURÍ;68235;Moderada;04/08/2026;44.2;74.1;20.0;2
203;ANDINA;SANTANDER;HATO;68344;Moderada;04/08/2026;55.0;82.3;23.0;2
204;ANDINA;SANTANDER;SANTA HELENA DEL OPÓN;68720;Moderada;04/08/2026;49.7;113.3;22.0;2
205;ANDINA;SANTANDER;SIMACOTA;68745;Moderada;04/08/2026;36.5;55.7;21.0;2
206;PACÍFICO;VALLE DEL CAUCA;CALIMA;76126;Moderada;04/08/2026;34.1;61.1;17.0;2
