OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;GIRARDOTA;05308;Alta;50.7;143.3;11.0;27/07/2026;3
2;ANDINA;ANTIOQUIA;ITUANGO;05361;Alta;24.9;86.9;20.0;27/07/2026;3
3;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;66.1;136.0;28.0;27/07/2026;3
4;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;73.8;183.1;28.0;27/07/2026;3
5;ORINOQUÍA;ARAUCA;TAME;81794;Alta;53.7;109.7;27.0;27/07/2026;3
6;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;82.7;228.7;29.0;27/07/2026;3
7;ANDINA;BOYACÁ;GÜICÁN DE LA SIERRA;15332;Alta;26.7;69.9;24.0;27/07/2026;3
8;ANDINA;BOYACÁ;MACANAL;15425;Alta;8.1;126.6;27.0;27/07/2026;3
9;ANDINA;BOYACÁ;PAYA;15533;Alta;62.6;177.5;28.0;27/07/2026;3
10;ANDINA;CALDAS;RIOSUCIO;17614;Alta;74.7;135.3;14.0;27/07/2026;3
11;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;27.2;176.2;29.0;27/07/2026;3
12;ORINOQUÍA;CASANARE;NUNCHÍA;85225;Alta;63.5;161.9;27.0;27/07/2026;3
13;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;52.3;180.5;26.0;27/07/2026;3
14;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;18.6;223.0;27.0;27/07/2026;3
15;PACÍFICO;CAUCA;SANTA ROSA;19701;Alta;4.0;49.1;27.0;27/07/2026;3
16;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;55.7;130.4;26.0;27/07/2026;3
17;ANDINA;CUNDINAMARCA;FÓMEQUE;25279;Alta;16.5;65.4;29.0;27/07/2026;3
18;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;16.3;184.3;30.0;27/07/2026;3
19;ORINOQUÍA;META;CUBARRAL;50223;Alta;63.3;157.9;29.0;27/07/2026;3
20;ORINOQUÍA;META;EL CASTILLO;50251;Alta;70.8;167.1;28.0;27/07/2026;3
21;ORINOQUÍA;META;EL DORADO;50270;Alta;70.8;157.6;28.0;27/07/2026;3
22;ORINOQUÍA;META;GUAMAL;50318;Alta;34.4;112.7;28.0;27/07/2026;3
23;ORINOQUÍA;META;LEJANÍAS;50400;Alta;62.6;156.4;28.0;27/07/2026;3
24;ORINOQUÍA;META;MESETAS;50330;Alta;44.8;141.0;28.0;27/07/2026;3
25;ORINOQUÍA;META;RESTREPO;50606;Alta;29.6;216.4;29.0;27/07/2026;3
26;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Alta;44.4;133.7;28.0;27/07/2026;3
27;ORINOQUÍA;META;URIBE;50370;Alta;13.6;51.9;24.0;27/07/2026;3
28;ORINOQUÍA;META;VISTAHERMOSA;50711;Alta;23.2;141.9;27.0;27/07/2026;3
