COD_MUN,DEPARTAMENTO,MUNICIPIO,TMAX_TOP3_PROMEDIO_C,N_PIXELES_DOWNSCALING
91001,Amazonas,Leticia,32.9,6727268
05001,Antioquia,Medellin,27.6,419962
81001,Arauca,Arauca,31.2,6480390
08001,Atlantico,Barranquilla,30.7,165737
13001,Bolivar,Cartagena De Indias,32.9,641599
15001,Boyaca,Tunja,17.0,134508
17001,Caldas,Manizales,29.8,494940
18001,Caqueta,Florencia,31.0,2849167
85001,Casanare,Yopal,31.7,2785982
19001,Cauca,Popayan,25.9,536566
20001,Cesar,Valledupar,36.6,4760939
27001,Choco,Quibdo,32.9,3935568
11001,Cundinamarca,"Bogota, D.C.",27.9,1817617
23001,Cordoba,Monteria,33.5,3544548
94001,Guainia,Inirida,33.1,17706318
95001,Guaviare,San Jose Del Guaviare,31.6,18731168
41001,Huila,Neiva,34.9,1421612
44001,La Guajira,Riohacha,34.9,3518455
47001,Magdalena,Santa Marta,31.6,2672070
50001,Meta,Villavicencio,30.9,1441792
52001,Narino,Pasto,23.6,1226326
54001,Norte de Santander,Cucuta,34.4,1277938
86001,Putumayo,Mocoa,30.5,1456603
63001,Quindio,Armenia,27.2,136089
66001,Risaralda,Pereira,29.5,682233
88001,San Andres y Providencia,San Andres,33.0,30340
68001,Santander,Bucaramanga,27.5,172989
70001,Sucre,Sincelejo,33.3,317037
73001,Tolima,Ibague,34.3,1544466
76001,Valle del Cauca,Cali,29.7,630689
97001,Vaupes,Mitu,31.0,18064548
99001,Vichada,Puerto Carreno,33.8,13250752
