OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;APARTAD”;05045;ALTA;20.6;159.8;28.0;12/07/2026
2;ORINOQUÕA;ARAUCA;FORTUL;81300;ALTA;26.4;132.7;25.0;12/07/2026
3;ORINOQUÕA;ARAUCA;SARAVENA;81736;ALTA;29.7;160.8;24.0;12/07/2026
4;ORINOQUÕA;ARAUCA;TAME;81794;ALTA;21.3;145.5;24.0;12/07/2026
5;ANDINA;BOYAC¡;ALMEIDA;15022;ALTA;32.9;142.7;29.0;12/07/2026
6;ANDINA;BOYAC¡;CUBAR¡;15223;ALTA;29.6;196.1;26.0;12/07/2026
7;ANDINA;BOYAC¡;MACANAL;15425;ALTA;35.5;146.9;30.0;12/07/2026
8;ANDINA;BOYAC¡;PAJARITO;15518;ALTA;29.0;187.9;28.0;12/07/2026
9;ANDINA;BOYAC¡;PAYA;15533;ALTA;27.9;224.0;24.0;12/07/2026
10;ANDINA;BOYAC¡;SANTA MARÕA;15690;ALTA;35.6;208.8;30.0;12/07/2026
11;AMAZONÕA;CAQUET¡;FLORENCIA;18001;ALTA;25.5;62.5;27.0;12/07/2026
12;ORINOQUÕA;CASANARE;HATO COROZAL;85125;ALTA;31.7;177.7;24.0;12/07/2026
13;ORINOQUÕA;CASANARE;MONTERREY;85162;ALTA;28.1;144.1;29.0;12/07/2026
14;ORINOQUÕA;CASANARE;NUNCHÕA;85225;ALTA;22.4;232.0;24.0;12/07/2026
15;ORINOQUÕA;CASANARE;S¡CAMA;85315;ALTA;23.5;153.2;25.0;12/07/2026
16;ORINOQUÕA;CASANARE;T¡MARA;85400;ALTA;23.9;190.6;24.0;12/07/2026
17;ORINOQUÕA;CASANARE;YOPAL;85001;ALTA;24.8;207.3;24.0;12/07/2026
18;PACÕFICO;CAUCA;EL TAMBO;19256;ALTA;22.3;66.4;20.0;12/07/2026
