OBJECTID;REGION;DEPARTAMENTO;MUNICIPIO;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION
1;ANDINA;ANTIOQUIA;ANORÍ;05040;ALTA;18.5;102.0;24.0;18/09/2026
2;ANDINA;ANTIOQUIA;CÁCERES;05120;ALTA;25.4;130.1;20.0;18/09/2026
3;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;ALTA;3.8;166.9;26.0;18/09/2026
4;ORINOQUÍA;ARAUCA;FORTUL;81300;ALTA;6.7;79.4;27.0;18/09/2026
5;ORINOQUÍA;ARAUCA;SARAVENA;81736;ALTA;17.6;110.3;29.0;18/09/2026
6;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;ALTA;39.7;116.5;30.0;18/09/2026
7;ANDINA;BOYACÁ;CUBARÁ;15223;ALTA;26.9;136.7;29.0;18/09/2026
8;ANDINA;BOYACÁ;MACANAL;15425;ALTA;13.1;85.6;28.0;18/09/2026
9;ANDINA;BOYACÁ;PAYA;15533;ALTA;36.8;149.5;27.0;18/09/2026
10;ORINOQUÍA;CASANARE;MONTERREY;85162;ALTA;9.0;101.9;29.0;18/09/2026
11;ORINOQUÍA;CASANARE;TÁMARA;85400;ALTA;33.2;125.3;27.0;18/09/2026
12;ORINOQUÍA;CASANARE;YOPAL;85001;ALTA;19.6;104.9;24.0;18/09/2026
13;PACÍFICO;CAUCA;GUAPI;19318;ALTA;40.7;143.8;23.0;18/09/2026
14;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;ALTA;26.8;173.1;25.0;18/09/2026
15;PACÍFICO;CAUCA;SANTA ROSA;19701;ALTA;9.8;64.4;28.0;18/09/2026
16;PACÍFICO;CAUCA;TIMBIQUÍ;19809;ALTA;32.4;232.3;27.0;18/09/2026
17;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;ALTA;54.1;253.2;30.0;18/09/2026
18;PACÍFICO;CHOCÓ;BAGADÓ;27073;ALTA;31.3;182.7;27.0;18/09/2026
19;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;ALTA;26.3;175.8;30.0;18/09/2026
20;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;ALTA;37.3;270.4;30.0;18/09/2026
21;PACÍFICO;CHOCÓ;BOJAYÁ;27099;ALTA;25.6;103.5;29.0;18/09/2026
22;PACÍFICO;CHOCÓ;CONDOTO;27205;ALTA;51.6;293.6;28.0;18/09/2026
23;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;ALTA;57.8;302.9;30.0;18/09/2026
24;PACÍFICO;CHOCÓ;ISTMINA;27361;ALTA;43.8;225.6;28.0;18/09/2026
25;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;ALTA;54.0;312.8;30.0;18/09/2026
26;PACÍFICO;CHOCÓ;NUQUÍ;27495;ALTA;45.9;246.9;30.0;18/09/2026
27;PACÍFICO;CHOCÓ;NÓVITA;27491;ALTA;61.3;299.7;28.0;18/09/2026
28;PACÍFICO;CHOCÓ;QUIBDÓ;27001;ALTA;40.3;158.5;28.0;18/09/2026
29;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;ALTA;48.2;284.7;29.0;18/09/2026
30;PACÍFICO;CHOCÓ;RÍO QUITO;27600;ALTA;48.8;227.4;30.0;18/09/2026
31;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;ALTA;36.1;127.4;19.0;18/09/2026
32;PACÍFICO;CHOCÓ;TADÓ;27787;ALTA;48.2;216.4;27.0;18/09/2026
33;ANDINA;CUNDINAMARCA;MEDINA;25438;ALTA;15.9;121.9;28.0;18/09/2026
34;ORINOQUÍA;META;CUBARRAL;50223;ALTA;6.5;133.0;25.0;18/09/2026
35;ORINOQUÍA;META;EL CASTILLO;50251;ALTA;2.7;131.8;25.0;18/09/2026
36;ORINOQUÍA;META;GUAMAL;50318;ALTA;3.4;107.5;24.0;18/09/2026
37;ORINOQUÍA;META;RESTREPO;50606;ALTA;34.1;218.5;29.0;18/09/2026
38;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;ALTA;5.5;123.5;27.0;18/09/2026
39;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;ALTA;11.3;69.0;28.0;18/09/2026
40;AMAZONÍA;PUTUMAYO;MOCOA;86001;ALTA;21.0;139.3;29.0;18/09/2026
41;AMAZONÍA;PUTUMAYO;ORITO;86320;ALTA;20.0;69.1;28.0;18/09/2026
42;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;ALTA;21.1;128.2;29.0;18/09/2026
43;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;ALTA;25.1;109.6;24.0;18/09/2026
44;ANDINA;ANTIOQUIA;AMALFI;05031;BAJA;12.5;105.8;24.0;18/09/2026
45;ANDINA;ANTIOQUIA;BETANIA;05091;BAJA;16.4;92.6;21.0;18/09/2026
46;ANDINA;ANTIOQUIA;CARACOLÍ;05142;BAJA;10.1;131.8;27.0;18/09/2026
47;ANDINA;ANTIOQUIA;CISNEROS;05190;BAJA;10.1;124.1;26.0;18/09/2026
48;ANDINA;ANTIOQUIA;COCORNÁ;05197;BAJA;2.2;135.9;22.0;18/09/2026
49;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;BAJA;2.5;84.0;26.0;18/09/2026
50;ANDINA;ANTIOQUIA;ITUANGO;05361;BAJA;20.3;65.3;22.0;18/09/2026
51;ANDINA;ANTIOQUIA;MACEO;05425;BAJA;11.2;129.5;25.0;18/09/2026
52;ANDINA;ANTIOQUIA;MUTATÁ;05480;BAJA;26.2;68.9;25.0;18/09/2026
53;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;BAJA;10.5;120.8;23.0;18/09/2026
54;ANDINA;ANTIOQUIA;PUERTO NARE;05585;BAJA;7.1;88.9;22.0;18/09/2026
55;ANDINA;ANTIOQUIA;REMEDIOS;05604;BAJA;17.7;128.6;21.0;18/09/2026
56;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;BAJA;4.8;149.6;22.0;18/09/2026
57;ANDINA;ANTIOQUIA;SAN LUIS;05660;BAJA;5.6;142.4;23.0;18/09/2026
58;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;BAJA;8.2;151.0;26.0;18/09/2026
59;ANDINA;ANTIOQUIA;SONSÓN;05756;BAJA;2.1;40.6;19.0;18/09/2026
60;ANDINA;ANTIOQUIA;URRAO;05847;BAJA;14.8;35.1;16.0;18/09/2026
61;ANDINA;ANTIOQUIA;VALDIVIA;05854;BAJA;14.5;73.1;22.0;18/09/2026
62;ANDINA;ANTIOQUIA;VEGACHÍ;05858;BAJA;17.3;123.2;23.0;18/09/2026
63;ANDINA;ANTIOQUIA;VIGÍA DEL FUERTE;05873;BAJA;28.8;71.2;23.0;18/09/2026
64;ANDINA;ANTIOQUIA;YALÍ;05885;BAJA;13.8;120.7;24.0;18/09/2026
65;CARIBE;BOLÍVAR;ACHÍ;13006;BAJA;17.7;52.1;16.0;18/09/2026
66;CARIBE;BOLÍVAR;CANTAGALLO;13160;BAJA;26.6;110.2;18.0;18/09/2026
67;CARIBE;BOLÍVAR;MORALES;13473;BAJA;;;;18/09/2026
68;CARIBE;BOLÍVAR;RÍO VIEJO;13600;BAJA;16.0;29.4;18.0;18/09/2026
69;CARIBE;BOLÍVAR;SAN JACINTO DEL CAUCA;13655;BAJA;35.6;80.2;19.0;18/09/2026
70;CARIBE;BOLÍVAR;SIMITÍ;13744;BAJA;;;;18/09/2026
71;CARIBE;BOLÍVAR;TIQUISIO;13810;BAJA;20.9;48.9;17.0;18/09/2026
72;ANDINA;BOYACÁ;BERBEO;15090;BAJA;23.0;61.6;30.0;18/09/2026
73;ANDINA;BOYACÁ;CHISCAS;15180;BAJA;10.8;19.7;20.0;18/09/2026
74;ANDINA;BOYACÁ;CHIVOR;15236;BAJA;4.4;78.3;29.0;18/09/2026
75;ANDINA;BOYACÁ;GARAGOA;15299;BAJA;15.8;51.6;29.0;18/09/2026
76;ANDINA;BOYACÁ;SAN EDUARDO;15660;BAJA;20.9;60.5;30.0;18/09/2026
77;ANDINA;BOYACÁ;VENTAQUEMADA;15861;BAJA;;;;18/09/2026
78;ANDINA;CALDAS;VICTORIA;17867;BAJA;;;;18/09/2026
79;AMAZONÍA;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;18094;BAJA;;;;18/09/2026
80;AMAZONÍA;CAQUETÁ;EL PAUJÍL;18256;BAJA;13.4;102.1;27.0;18/09/2026
81;AMAZONÍA;CAQUETÁ;FLORENCIA;18001;BAJA;;;;18/09/2026
82;AMAZONÍA;CAQUETÁ;LA MONTAÑITA;18410;BAJA;14.1;97.5;28.0;18/09/2026
83;AMAZONÍA;CAQUETÁ;SAN JOSÉ DEL FRAGUA;18610;BAJA;5.4;121.0;27.0;18/09/2026
84;ORINOQUÍA;CASANARE;HATO COROZAL;85125;BAJA;10.0;81.7;25.0;18/09/2026
85;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;BAJA;12.8;90.5;26.0;18/09/2026
86;PACÍFICO;CHOCÓ;RIOSUCIO;27615;BAJA;24.9;60.6;25.0;18/09/2026
87;ANDINA;CUNDINAMARCA;FOSCA;25281;BAJA;2.0;26.7;25.0;18/09/2026
88;ANDINA;CUNDINAMARCA;GACHALÁ;25293;BAJA;12.9;95.1;30.0;18/09/2026
89;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;BAJA;1.8;25.8;25.0;18/09/2026
90;ANDINA;CUNDINAMARCA;JUNÍN;25372;BAJA;4.8;43.7;29.0;18/09/2026
91;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;BAJA;10.4;92.6;23.0;18/09/2026
92;ANDINA;CUNDINAMARCA;UBALÁ;25839;BAJA;11.5;90.2;29.0;18/09/2026
93;ANDINA;HUILA;ACEVEDO;41006;BAJA;;;;18/09/2026
94;ORINOQUÍA;META;ACACÍAS;50006;BAJA;13.2;120.1;26.0;18/09/2026
95;ORINOQUÍA;META;EL DORADO;50270;BAJA;;;;18/09/2026
96;ORINOQUÍA;META;LA MACARENA;50350;BAJA;13.5;98.2;24.0;18/09/2026
97;ORINOQUÍA;META;LEJANÍAS;50400;BAJA;3.0;111.5;27.0;18/09/2026
98;ORINOQUÍA;META;MESETAS;50330;BAJA;10.0;106.8;27.0;18/09/2026
99;ORINOQUÍA;META;VISTAHERMOSA;50711;BAJA;5.2;81.2;26.0;18/09/2026
100;PACÍFICO;NARIÑO;CÓRDOBA;52215;BAJA;12.7;35.7;27.0;18/09/2026
101;PACÍFICO;NARIÑO;IPIALES;52356;BAJA;21.3;59.0;28.0;18/09/2026
102;PACÍFICO;NARIÑO;POTOSÍ;52560;BAJA;7.3;20.7;28.0;18/09/2026
103;PACÍFICO;NARIÑO;RICAURTE;52612;BAJA;18.8;76.9;26.0;18/09/2026
104;PACÍFICO;NARIÑO;SAN ANDRÉS DE TUMACO;52835;BAJA;21.9;133.9;30.0;18/09/2026
105;ANDINA;NORTE DE SANTANDER;EL TARRA;54250;BAJA;;;;18/09/2026
106;ANDINA;NORTE DE SANTANDER;SARDINATA;54720;BAJA;;;;18/09/2026
