OBJECTID;REGION;DEPTO;GEOGRAPHIC;COD_DANE;TEXTO_AMENAZA;ACUMULADO_TRES;ACUMULADO_DIEZ;DIAS_LLUVIA;FECHA_EJECUCION;nivel_numero
1;ANDINA;ANTIOQUIA;ANORÍ;05040;Alta;18.5;102.0;24.0;18/09/2026;3
2;ANDINA;ANTIOQUIA;CÁCERES;05120;Alta;25.4;130.1;20.0;18/09/2026;3
3;ANDINA;ANTIOQUIA;SAN RAFAEL;05667;Alta;3.8;166.9;26.0;18/09/2026;3
4;ORINOQUÍA;ARAUCA;FORTUL;81300;Alta;6.7;79.4;27.0;18/09/2026;3
5;ORINOQUÍA;ARAUCA;SARAVENA;81736;Alta;17.6;110.3;29.0;18/09/2026;3
6;ANDINA;BOYACÁ;CAMPOHERMOSO;15135;Alta;39.7;116.5;30.0;18/09/2026;3
7;ANDINA;BOYACÁ;CUBARÁ;15223;Alta;26.9;136.7;29.0;18/09/2026;3
8;ANDINA;BOYACÁ;MACANAL;15425;Alta;13.1;85.6;28.0;18/09/2026;3
9;ANDINA;BOYACÁ;PAYA;15533;Alta;36.8;149.5;27.0;18/09/2026;3
10;ORINOQUÍA;CASANARE;MONTERREY;85162;Alta;9.0;101.9;29.0;18/09/2026;3
11;ORINOQUÍA;CASANARE;TÁMARA;85400;Alta;33.2;125.3;27.0;18/09/2026;3
12;ORINOQUÍA;CASANARE;YOPAL;85001;Alta;19.6;104.9;24.0;18/09/2026;3
13;PACÍFICO;CAUCA;GUAPI;19318;Alta;40.7;143.8;23.0;18/09/2026;3
14;PACÍFICO;CAUCA;LÓPEZ DE MICAY;19418;Alta;26.8;173.1;25.0;18/09/2026;3
15;PACÍFICO;CAUCA;SANTA ROSA;19701;Alta;9.8;64.4;28.0;18/09/2026;3
16;PACÍFICO;CAUCA;TIMBIQUÍ;19809;Alta;32.4;232.3;27.0;18/09/2026;3
17;PACÍFICO;CHOCÓ;ALTO BAUDÓ;27025;Alta;54.1;253.2;30.0;18/09/2026;3
18;PACÍFICO;CHOCÓ;BAGADÓ;27073;Alta;31.3;182.7;27.0;18/09/2026;3
19;PACÍFICO;CHOCÓ;BAHÍA SOLANO;27075;Alta;26.3;175.8;30.0;18/09/2026;3
20;PACÍFICO;CHOCÓ;BAJO BAUDÓ;27077;Alta;37.3;270.4;30.0;18/09/2026;3
21;PACÍFICO;CHOCÓ;BOJAYÁ;27099;Alta;25.6;103.5;29.0;18/09/2026;3
22;PACÍFICO;CHOCÓ;CONDOTO;27205;Alta;51.6;293.6;28.0;18/09/2026;3
23;PACÍFICO;CHOCÓ;EL CANTÓN DEL SAN PABLO;27135;Alta;57.8;302.9;30.0;18/09/2026;3
24;PACÍFICO;CHOCÓ;ISTMINA;27361;Alta;43.8;225.6;28.0;18/09/2026;3
25;PACÍFICO;CHOCÓ;MEDIO BAUDÓ;27430;Alta;54.0;312.8;30.0;18/09/2026;3
26;PACÍFICO;CHOCÓ;NUQUÍ;27495;Alta;45.9;246.9;30.0;18/09/2026;3
27;PACÍFICO;CHOCÓ;NÓVITA;27491;Alta;61.3;299.7;28.0;18/09/2026;3
28;PACÍFICO;CHOCÓ;QUIBDÓ;27001;Alta;40.3;158.5;28.0;18/09/2026;3
29;PACÍFICO;CHOCÓ;RÍO IRÓ;27580;Alta;48.2;284.7;29.0;18/09/2026;3
30;PACÍFICO;CHOCÓ;RÍO QUITO;27600;Alta;48.8;227.4;30.0;18/09/2026;3
31;PACÍFICO;CHOCÓ;SAN JOSÉ DEL PALMAR;27660;Alta;36.1;127.4;19.0;18/09/2026;3
32;PACÍFICO;CHOCÓ;TADÓ;27787;Alta;48.2;216.4;27.0;18/09/2026;3
33;ANDINA;CUNDINAMARCA;MEDINA;25438;Alta;15.9;121.9;28.0;18/09/2026;3
34;ORINOQUÍA;META;CUBARRAL;50223;Alta;6.5;133.0;25.0;18/09/2026;3
35;ORINOQUÍA;META;EL CASTILLO;50251;Alta;2.7;131.8;25.0;18/09/2026;3
36;ORINOQUÍA;META;GUAMAL;50318;Alta;3.4;107.5;24.0;18/09/2026;3
37;ORINOQUÍA;META;RESTREPO;50606;Alta;34.1;218.5;29.0;18/09/2026;3
38;ORINOQUÍA;META;SAN JUAN DE ARAMA;50683;Alta;5.5;123.5;27.0;18/09/2026;3
39;ANDINA;NORTE DE SANTANDER;TOLEDO;54820;Alta;11.3;69.0;28.0;18/09/2026;3
40;AMAZONÍA;PUTUMAYO;MOCOA;86001;Alta;21.0;139.3;29.0;18/09/2026;3
41;AMAZONÍA;PUTUMAYO;ORITO;86320;Alta;20.0;69.1;28.0;18/09/2026;3
42;AMAZONÍA;PUTUMAYO;SAN FRANCISCO;86755;Alta;21.1;128.2;29.0;18/09/2026;3
43;PACÍFICO;VALLE DEL CAUCA;BUENAVENTURA;76109;Alta;25.1;109.6;24.0;18/09/2026;3
44;ANDINA;ANTIOQUIA;AMALFI;05031;Baja;12.5;105.8;24.0;18/09/2026;1
45;ANDINA;ANTIOQUIA;BETANIA;05091;Baja;16.4;92.6;21.0;18/09/2026;1
46;ANDINA;ANTIOQUIA;CARACOLÍ;05142;Baja;10.1;131.8;27.0;18/09/2026;1
47;ANDINA;ANTIOQUIA;CISNEROS;05190;Baja;10.1;124.1;26.0;18/09/2026;1
48;ANDINA;ANTIOQUIA;COCORNÁ;05197;Baja;2.2;135.9;22.0;18/09/2026;1
49;ANDINA;ANTIOQUIA;CONCEPCIÓN;05206;Baja;2.5;84.0;26.0;18/09/2026;1
50;ANDINA;ANTIOQUIA;ITUANGO;05361;Baja;20.3;65.3;22.0;18/09/2026;1
51;ANDINA;ANTIOQUIA;MACEO;05425;Baja;11.2;129.5;25.0;18/09/2026;1
52;ANDINA;ANTIOQUIA;MUTATÁ;05480;Baja;26.2;68.9;25.0;18/09/2026;1
53;ANDINA;ANTIOQUIA;PUERTO BERRÍO;05579;Baja;10.5;120.8;23.0;18/09/2026;1
54;ANDINA;ANTIOQUIA;PUERTO NARE;05585;Baja;7.1;88.9;22.0;18/09/2026;1
55;ANDINA;ANTIOQUIA;REMEDIOS;05604;Baja;17.7;128.6;21.0;18/09/2026;1
56;ANDINA;ANTIOQUIA;SAN FRANCISCO;05652;Baja;4.8;149.6;22.0;18/09/2026;1
57;ANDINA;ANTIOQUIA;SAN LUIS;05660;Baja;5.6;142.4;23.0;18/09/2026;1
58;ANDINA;ANTIOQUIA;SANTO DOMINGO;05690;Baja;8.2;151.0;26.0;18/09/2026;1
59;ANDINA;ANTIOQUIA;SONSÓN;05756;Baja;2.1;40.6;19.0;18/09/2026;1
60;ANDINA;ANTIOQUIA;URRAO;05847;Baja;14.8;35.1;16.0;18/09/2026;1
61;ANDINA;ANTIOQUIA;VALDIVIA;05854;Baja;14.5;73.1;22.0;18/09/2026;1
62;ANDINA;ANTIOQUIA;VEGACHÍ;05858;Baja;17.3;123.2;23.0;18/09/2026;1
63;ANDINA;ANTIOQUIA;VIGÍA DEL FUERTE;05873;Baja;28.8;71.2;23.0;18/09/2026;1
64;ANDINA;ANTIOQUIA;YALÍ;05885;Baja;13.8;120.7;24.0;18/09/2026;1
65;CARIBE;BOLÍVAR;ACHÍ;13006;Baja;17.7;52.1;16.0;18/09/2026;1
66;CARIBE;BOLÍVAR;CANTAGALLO;13160;Baja;26.6;110.2;18.0;18/09/2026;1
67;CARIBE;BOLÍVAR;MORALES;13473;Baja;-;-;-;18/09/2026;1
68;CARIBE;BOLÍVAR;RÍO VIEJO;13600;Baja;16.0;29.4;18.0;18/09/2026;1
69;CARIBE;BOLÍVAR;SAN JACINTO DEL CAUCA;13655;Baja;35.6;80.2;19.0;18/09/2026;1
70;CARIBE;BOLÍVAR;SIMITÍ;13744;Baja;-;-;-;18/09/2026;1
71;CARIBE;BOLÍVAR;TIQUISIO;13810;Baja;20.9;48.9;17.0;18/09/2026;1
72;ANDINA;BOYACÁ;BERBEO;15090;Baja;23.0;61.6;30.0;18/09/2026;1
73;ANDINA;BOYACÁ;CHISCAS;15180;Baja;10.8;19.7;20.0;18/09/2026;1
74;ANDINA;BOYACÁ;CHIVOR;15236;Baja;4.4;78.3;29.0;18/09/2026;1
75;ANDINA;BOYACÁ;GARAGOA;15299;Baja;15.8;51.6;29.0;18/09/2026;1
76;ANDINA;BOYACÁ;SAN EDUARDO;15660;Baja;20.9;60.5;30.0;18/09/2026;1
77;ANDINA;BOYACÁ;VENTAQUEMADA;15861;Baja;-;-;-;18/09/2026;1
78;ANDINA;CALDAS;VICTORIA;17867;Baja;-;-;-;18/09/2026;1
79;AMAZONÍA;CAQUETÁ;BELÉN DE LOS ANDAQUÍES;18094;Baja;-;-;-;18/09/2026;1
80;AMAZONÍA;CAQUETÁ;EL PAUJÍL;18256;Baja;13.4;102.1;27.0;18/09/2026;1
81;AMAZONÍA;CAQUETÁ;FLORENCIA;18001;Baja;-;-;-;18/09/2026;1
82;AMAZONÍA;CAQUETÁ;LA MONTAÑITA;18410;Baja;14.1;97.5;28.0;18/09/2026;1
83;AMAZONÍA;CAQUETÁ;SAN JOSÉ DEL FRAGUA;18610;Baja;5.4;121.0;27.0;18/09/2026;1
84;ORINOQUÍA;CASANARE;HATO COROZAL;85125;Baja;10.0;81.7;25.0;18/09/2026;1
85;ORINOQUÍA;CASANARE;PAZ DE ARIPORO;85250;Baja;12.8;90.5;26.0;18/09/2026;1
86;PACÍFICO;CHOCÓ;RIOSUCIO;27615;Baja;24.9;60.6;25.0;18/09/2026;1
87;ANDINA;CUNDINAMARCA;FOSCA;25281;Baja;2.0;26.7;25.0;18/09/2026;1
88;ANDINA;CUNDINAMARCA;GACHALÁ;25293;Baja;12.9;95.1;30.0;18/09/2026;1
89;ANDINA;CUNDINAMARCA;GUTIÉRREZ;25339;Baja;1.8;25.8;25.0;18/09/2026;1
90;ANDINA;CUNDINAMARCA;JUNÍN;25372;Baja;4.8;43.7;29.0;18/09/2026;1
91;ANDINA;CUNDINAMARCA;PARATEBUENO;25530;Baja;10.4;92.6;23.0;18/09/2026;1
92;ANDINA;CUNDINAMARCA;UBALÁ;25839;Baja;11.5;90.2;29.0;18/09/2026;1
93;ANDINA;HUILA;ACEVEDO;41006;Baja;-;-;-;18/09/2026;1
94;ORINOQUÍA;META;ACACÍAS;50006;Baja;13.2;120.1;26.0;18/09/2026;1
95;ORINOQUÍA;META;EL DORADO;50270;Baja;-;-;-;18/09/2026;1
96;ORINOQUÍA;META;LA MACARENA;50350;Baja;13.5;98.2;24.0;18/09/2026;1
97;ORINOQUÍA;META;LEJANÍAS;50400;Baja;3.0;111.5;27.0;18/09/2026;1
98;ORINOQUÍA;META;MESETAS;50330;Baja;10.0;106.8;27.0;18/09/2026;1
99;ORINOQUÍA;META;VISTAHERMOSA;50711;Baja;5.2;81.2;26.0;18/09/2026;1
100;PACÍFICO;NARIÑO;CÓRDOBA;52215;Baja;12.7;35.7;27.0;18/09/2026;1
101;PACÍFICO;NARIÑO;IPIALES;52356;Baja;21.3;59.0;28.0;18/09/2026;1
102;PACÍFICO;NARIÑO;POTOSÍ;52560;Baja;7.3;20.7;28.0;18/09/2026;1
103;PACÍFICO;NARIÑO;RICAURTE;52612;Baja;18.8;76.9;26.0;18/09/2026;1
104;PACÍFICO;NARIÑO;SAN ANDRÉS DE TUMACO;52835;Baja;21.9;133.9;30.0;18/09/2026;1
